MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Boro-Block-Lot,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Address,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Neighborhood,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Building Classification,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Total Units,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Year Built,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Gross SqFt,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Est. Gross Income,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Gross Income per SqFt,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Full Market Value,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Market Value per SqFt,COMPARABLE RENTAL – 1 –Boro-Block-Lot,COMPARABLE RENTAL – 1 –Address,COMPARABLE RENTAL – 1 –Neighborhood,COMPARABLE RENTAL – 1 –Building Classification,COMPARABLE RENTAL – 1 –Total Units,COMPARABLE RENTAL – 1 –Year Built,COMPARABLE RENTAL – 1 –Gross SqFt,COMPARABLE RENTAL – 1 –Est. Gross Income,COMPARABLE RENTAL – 1 –Gross Income per SqFt,COMPARABLE RENTAL – 1 –Full Market Value,COMPARABLE RENTAL – 1 –Market Value per SqFt,COMPARABLE RENTAL – 1 –Dist. from Coop in miles,COMPARABLE RENTAL – 2 –Boro-Block-Lot,COMPARABLE RENTAL – 2 –Address,COMPARABLE RENTAL – 2 –Neighborhood,COMPARABLE RENTAL – 2 –Building Classification,COMPARABLE RENTAL – 2 –Total Units,COMPARABLE RENTAL – 2 –Year Built,COMPARABLE RENTAL – 2 –Gross SqFt,COMPARABLE RENTAL – 2 –Est. Gross Income,COMPARABLE RENTAL – 2 –Gross Income per SqFt,COMPARABLE RENTAL – 2 –Full Market Value,COMPARABLE RENTAL – 2 –Market Value per SqFt,COMPARABLE RENTAL – 2 –Dist. from Coop in miles
1-01350-0011,"317 57 STREET
New York, NY
(40.6434893614927, -74.01815870060851)",MIDTOWN EAST,D4-ELEVATOR,62,1929,92593,2870383,31,13400000,145,1-01490-0122,"555 78 STREET
New York, NY
(40.626474707902744, -74.02224498652554)",UPPER EAST SIDE (59-79),D3-ELEVATOR,87,1940,75854,2827503,37.3,13200000,174,1.1,1-01431-0016,"231 76 STREET
New York, NY
(40.63122145913158, -74.02989700010902)",UPPER EAST SIDE (59-79),D3-ELEVATOR,90,1938,82065,1892995,23.07,7840000,96,0.95
1-01350-0014,"333 57 STREET
New York, NY
(40.643324049103285, -74.01788514796414)",MIDTOWN EAST,D4-ELEVATOR,37,1928,105000,3465000,33,16100000,153,1-01369-0045,"1058 1 AVENUE
New York, NY
(40.75879675314491, -73.96257040264851)",MIDTOWN EAST,D6-ELEVATOR,130,1929,140000,4392685,31.4,20500000,146,0.15,1-01496-0021,"1125 MADISON AVENUE
New York, NY
(40.779768942868145, -73.95960263995181)",UPPER EAST SIDE (79-96),D6-ELEVATOR,41,1922,113052,5752383,51,28200000,249,1.4
1-01350-0020,"345 57 STREET
New York, NY
(40.64320006479191, -74.01767998344889)",MIDTOWN EAST,D4-ELEVATOR,60,1928,89349,2680470,30,12500000,140,1-01490-0122,"555 78 STREET
New York, NY
(40.626474707902744, -74.02224498652554)",UPPER EAST SIDE (59-79),D3-ELEVATOR,87,1940,75854,2827503,37.3,13200000,174,1.1,,,,,,,,,,,,
1-01350-0031,"346 58 STREET
New York, NY
(40.64257316458149, -74.01825405230733)",MIDTOWN EAST,C6-WALK-UP,20,1910,12805,448175,35,2090000,163,1-01436-0037,"340 62 STREET
New York, NY
(40.64025013502814, -74.02057790103089)",UPPER EAST SIDE (59-79),C4-WALK-UP,24,1910,12108,543099,44.9,2670000,221,0.2,1-01469-0034,"434 75 STREET
New York, NY
(40.6303937328991, -74.02420285688318)",UPPER EAST SIDE (59-79),C4-WALK-UP,20,1910,12895,319877,24.81,1320000,102,0.85
1-01351-0001,"1110 2 AVENUE
New York, NY
(40.7603076141541, -73.96455790433328)",MIDTOWN EAST,D4-ELEVATOR,233,1974,315078,10050988,31.9,46800000,149,1-01364-0034,"422 53 STREET
New York, NY
(40.64441836600821, -74.01374598375214)",MIDTOWN EAST,D9-ELEVATOR,295,1974,312416,9805152,31.4,45700000,146,0.35,1-01314-0021,"747 2 AVENUE
New York, NY
(40.74881427861965, -73.9729575720869)",MIDTOWN EAST,D9-ELEVATOR,276,1972,387761,13163054,33.9,61300000,158,0.9
1-01351-0017,"339 58 STREET
New York, NY
(40.64269721421457, -74.01834792280245)",MIDTOWN EAST,D4-ELEVATOR,102,1930,77102,2313060,30,10800000,140,1-01437-0041,"330 63 STREET
New York, NY
(40.63961322883947, -74.02102085533744)",UPPER EAST SIDE (59-79),D1-ELEVATOR,90,1949,70992,2205767,31.1,10300000,145,0.2,1-01490-0122,"555 78 STREET
New York, NY
(40.626474707902744, -74.02224498652554)",UPPER EAST SIDE (59-79),D3-ELEVATOR,87,1940,75854,2827503,37.3,13200000,174,1.05
1-01360-9001,"404 49 STREET
New York, NY
(40.64688164744195, -74.01180452514268)",MIDTOWN EAST,D4-ELEVATOR,167,1967,443522,13474198,30.4,62800000,142,1-01046-0047,"330 56 STREET
New York, NY
(40.64386499675372, -74.0173625340794)",MIDTOWN WEST,D9-ELEVATOR,275,1974,229973,7350617,32,34200000,149,1.4,1-01314-0021,"747 2 AVENUE
New York, NY
(40.74881427861965, -73.9729575720869)",MIDTOWN EAST,D9-ELEVATOR,276,1972,387761,13163054,33.9,61300000,158,0.5
1-01360-9002,"870 UNITED NATIONS PLAZA
New York, NY
(40.756053999992105, -73.9869510002884)",MIDTOWN EAST,D4-ELEVATOR,167,1967,443522,13474198,30.4,62800000,142,1-01046-0047,"330 56 STREET
New York, NY
(40.64386499675372, -74.0173625340794)",MIDTOWN WEST,D9-ELEVATOR,275,1974,229973,7350617,32,34200000,149,1.4,1-01314-0021,"747 2 AVENUE
New York, NY
(40.74881427861965, -73.9729575720869)",MIDTOWN EAST,D9-ELEVATOR,276,1972,387761,13163054,33.9,61300000,158,0.5
1-01361-0007,"10 MITCHELL PLACE
New York, NY
(40.75305008537765, -73.96581695517426)",MIDTOWN EAST,D4-ELEVATOR,101,1931,67000,2077000,31,9670000,144,1-01321-0034,"230 48 STREET
New York, NY
(40.586107156712856, -73.98954935199025)",MIDTOWN EAST,D7-ELEVATOR,68,1928,68564,2119985,30.9,9870000,144,0.3,,,,,,,,,,,,
1-01361-0012,"2 MITCHELL PLACE
New York, NY
(40.752929493608505, -73.96661811118699)",MIDTOWN EAST,D4-ELEVATOR,98,1931,125000,3537500,28.3,14700000,118,1-01150-0041,"120 79 STREET
New York, NY
(40.629778856144696, -74.03420534036911)",UPPER WEST SIDE (59-79),D3-ELEVATOR,64,1926,114696,3364798,29.3,15700000,137,2.05,1-01203-0033,"295 CENTRAL PARK
New York, NY
(40.76785293529381, -73.9813365980509)",UPPER WEST SIDE (79-96),D3-ELEVATOR,136,1941,145476,4141606,28.5,17200000,118,2.4
1-01361-0021,"1 BEEKMAN PLACE
New York, NY
(40.752924180293576, -73.96509749755086)",MIDTOWN EAST,D4-ELEVATOR,140,1931,195000,6435000,33,30000000,154,1-01336-0040,"310 44 STREET
New York, NY
(40.65078435471407, -74.01072441326221)",MIDTOWN EAST,D9-ELEVATOR,328,1929,206598,7527089,36.4,35100000,170,0.4,1-01337-0006,"307 44 STREET
New York, NY
(40.65086852853291, -74.01074809080161)",MIDTOWN EAST,D9-ELEVATOR,318,1929,186255,6620366,35.5,30800000,165,0.35
1-01361-0031,"7 BEEKMAN PLACE
New York, NY
(40.753158004021145, -73.96491763314498)",MIDTOWN EAST,C6-WALK-UP,11,1920,6000,240000,40,1180000,197,1-01450-0041,"344 76 STREET
New York, NY
(40.63042941117451, -74.0268548992392)",UPPER EAST SIDE (59-79),C4-WALK-UP,17,1910,6216,281895,45.3,1380000,222,1.3,1-01472-0009,"421 77 STREET
New York, NY
(40.62911844918869, -74.02508000117746)",UPPER EAST SIDE (59-79),C4-WALK-UP,13,1910,6416,222672,34.7,1040000,162,1.35
1-01361-0032,"5 BEEKMAN PLACE
New York, NY
(40.75311303791972, -73.96495360602614)",MIDTOWN EAST,C6-WALK-UP,11,1900,6440,283360,44,1390000,216,1-01448-0009,"311 73 STREET
New York, NY
(40.63277444877356, -74.02687817489472)",UPPER EAST SIDE (59-79),C1-WALK-UP,17,1910,6016,311333,52,1530000,254,1.2,1-01452-0017,"339 77 STREET
New York, NY
(40.62978934634455, -74.0272947716598)",UPPER EAST SIDE (59-79),C4-WALK-UP,16,1910,6716,246815,36.8,1150000,171,1.4
1-01361-0039,"12 BEEKMAN PLACE
New York, NY
(40.75314901080088, -73.96492662636524)",MIDTOWN EAST,D4-ELEVATOR,69,1957,90089,2702670,30,12600000,140,1-01490-0122,"555 78 STREET
New York, NY
(40.626474707902744, -74.02224498652554)",UPPER EAST SIDE (59-79),D3-ELEVATOR,87,1940,75854,2827503,37.3,13200000,174,1.45,1-01431-0016,"231 76 STREET
New York, NY
(40.63122145913158, -74.02989700010902)",UPPER EAST SIDE (59-79),D3-ELEVATOR,90,1938,82065,1892995,23.07,7840000,96,1.35
1-01362-0038,"30 BEEKMAN PLACE
New York, NY
(40.75372457689963, -73.96450394501147)",MIDTOWN EAST,D4-ELEVATOR,38,1931,67167,2082177,31,9700000,144,1-01393-0040,"74 79 STREET
New York, NY
(40.6303893419358, -74.03609222053628)",UPPER EAST SIDE (59-79),D3-ELEVATOR,42,1899,62472,3219139,52,15800000,253,1.5,,,,,,,,,,,,
1-01362-0041,"420 51 STREET
New York, NY
(40.64555414970296, -74.01262099916131)",MIDTOWN EAST,D4-ELEVATOR,110,1962,155000,5115000,33,23800000,154,1-01338-0035,"330 46 STREET
New York, NY
(40.649495172154, -74.01158568820752)",MIDTOWN EAST,D9-ELEVATOR,206,1961,133828,5715268,42.7,28100000,210,0.25,1-01342-0012,"333 49 STREET
New York, NY
(40.647801968319435, -74.01320923772002)",MIDTOWN EAST,D3-ELEVATOR,204,1965,177380,6219538,35.1,29000000,163,0.15
1-01363-0008,"425 51 STREET
New York, NY
(40.645546362563735, -74.01249187869873)",MIDTOWN EAST,D4-ELEVATOR,69,1928,73676,2210280,30,10300000,140,1-01437-0041,"330 63 STREET
New York, NY
(40.63961322883947, -74.02102085533744)",UPPER EAST SIDE (59-79),D1-ELEVATOR,90,1949,70992,2205767,31.1,10300000,145,0.55,,,,,,,,,,,,
1-01363-0012,"433 51 STREET
New York, NY
(40.6454449190398, -74.01232349625083)",MIDTOWN EAST,D4-ELEVATOR,81,1930,93999,2819970,30,13100000,139,1-01490-0122,"555 78 STREET
New York, NY
(40.626474707902744, -74.02224498652554)",UPPER EAST SIDE (59-79),D3-ELEVATOR,87,1940,75854,2827503,37.3,13200000,174,1.35,1-01431-0016,"231 76 STREET
New York, NY
(40.63122145913158, -74.02989700010902)",UPPER EAST SIDE (59-79),D3-ELEVATOR,90,1938,82065,1892995,23.07,7840000,96,1.25
1-01363-0016,"439 51 STREET
New York, NY
(40.6453688364087, -74.01219720943458)",MIDTOWN EAST,D4-ELEVATOR,36,1925,73095,2265945,31,10600000,145,1-01437-0041,"330 63 STREET
New York, NY
(40.63961322883947, -74.02102085533744)",UPPER EAST SIDE (59-79),D1-ELEVATOR,90,1949,70992,2205767,31.1,10300000,145,0.55,,,,,,,,,,,,
1-01363-0020,"455 51 STREET
New York, NY
(40.64516594936082, -74.01186044453878)",MIDTOWN EAST,D4-ELEVATOR,38,1930,47242,1464502,31,6820000,144,1-01438-0014,"329 63 STREET
New York, NY
(40.639669006317696, -74.02099756611338)",UPPER EAST SIDE (59-79),D1-ELEVATOR,92,1920,47008,2646246,56,13000000,277,0.6,1-01472-0034,"440 78 STREET
New York, NY
(40.62806341035875, -74.02496712881414)",UPPER EAST SIDE (59-79),D1-ELEVATOR,47,1936,44856,1416783,31.6,6600000,147,1.3
1-01363-0026,"450 52 STREET
New York, NY
(40.6446160892202, -74.01258283212894)",MIDTOWN EAST,D4-ELEVATOR,16,1927,65142,1954260,30,9100000,140,1-01393-0040,"74 79 STREET
New York, NY
(40.6303893419358, -74.03609222053628)",UPPER EAST SIDE (59-79),D3-ELEVATOR,42,1899,62472,3219139,52,15800000,253,1.45,1-01517-0043,"16O 89 STREET
New York, NY
(40.623161516490065, -74.03962316739162)",UPPER EAST SIDE (79-96),D3-ELEVATOR,51,1938,64272,1688719,26.3,6990000,109,1.9
1-01363-0031,"434 52 STREET
New York, NY
(40.64481897626807, -74.01292235739274)",MIDTOWN EAST,D4-ELEVATOR,71,1930,86182,2585460,30,12000000,139,1-01490-0122,"555 78 STREET
New York, NY
(40.626474707902744, -74.02224498652554)",UPPER EAST SIDE (59-79),D3-ELEVATOR,87,1940,75854,2827503,37.3,13200000,174,1.35,1-01431-0016,"231 76 STREET
New York, NY
(40.63122145913158, -74.02989700010902)",UPPER EAST SIDE (59-79),D3-ELEVATOR,90,1938,82065,1892995,23.07,7840000,96,1.25
1-01363-0037,"424 52 STREET
New York, NY
(40.64494578068484, -74.01313456070244)",MIDTOWN EAST,D4-ELEVATOR,81,1930,88181,2645430,30,12300000,139,1-01490-0122,"555 78 STREET
New York, NY
(40.626474707902744, -74.02224498652554)",UPPER EAST SIDE (59-79),D3-ELEVATOR,87,1940,75854,2827503,37.3,13200000,174,1.35,1-01431-0016,"231 76 STREET
New York, NY
(40.63122145913158, -74.02989700010902)",UPPER EAST SIDE (59-79),D3-ELEVATOR,90,1938,82065,1892995,23.07,7840000,96,1.25
1-01363-0040,"414 52 STREET
New York, NY
(40.645072585089764, -74.0133467639923)",MIDTOWN EAST,D4-ELEVATOR,84,1931,102422,2970238,29,13800000,135,1-01490-0122,"555 78 STREET
New York, NY
(40.626474707902744, -74.02224498652554)",UPPER EAST SIDE (59-79),D3-ELEVATOR,87,1940,75854,2827503,37.3,13200000,174,1.35,,,,,,,,,,,,
1-01363-0043,"410 52 STREET
New York, NY
(40.64512330685173, -74.01343164530826)",MIDTOWN EAST,D4-ELEVATOR,152,1931,179213,5197177,29,24200000,135,1-01369-0045,"1058 1 AVENUE
New York, NY
(40.75879675314491, -73.96257040264851)",MIDTOWN EAST,D6-ELEVATOR,130,1929,140000,4392685,31.4,20500000,146,0.3,1-01347-0030,"989 1 AVENUE
New York, NY
(40.756773278578976, -73.96403629755628)",MIDTOWN EAST,D7-ELEVATOR,161,1928,164161,4445324,27.1,18400000,112,0.2
1-01364-0005,"415 52 STREET
New York, NY
(40.64511565490848, -74.01330206045239)",MIDTOWN EAST,D4-ELEVATOR,291,1956,430000,13072000,30.4,60900000,142,1-01340-0001,"884 2 AVENUE
New York, NY
(40.75330189554586, -73.96966605345966)",MIDTOWN EAST,D6-ELEVATOR,262,1961,290000,9004784,31.1,41900000,144,0.3,1-01314-0021,"747 2 AVENUE
New York, NY
(40.74881427861965, -73.9729575720869)",MIDTOWN EAST,D9-ELEVATOR,276,1972,387761,13163054,33.9,61300000,158,0.65
1-01364-0022,"435 52 STREET
New York, NY
(40.644862046086786, -74.01287765385283)",MIDTOWN EAST,D4-ELEVATOR,82,1931,460973,14612844,31.7,68100000,148,1-00863-0044,"66 34 STREET
New York, NY
(40.756053999992105, -73.9869510002884)",MURRAY HILL,D6-ELEVATOR,370,1913,341950,11543598,33.8,53800000,157,1.15,1-01170-0001,"2201 BROADWAY
New York, NY
(40.783528108950634, -73.98035899238806)",UPPER WEST SIDE (59-79),D6-ELEVATOR,174,1908,455328,15025824,33,70000000,154,2.15
1-01365-0020,"60 SUTTON PLACE
New York, NY
(40.758664251066286, -73.95978287472826)",MIDTOWN EAST,D4-ELEVATOR,368,1951,455000,13832000,30.4,64400000,142,1-01340-0001,"884 2 AVENUE
New York, NY
(40.75330189554586, -73.96966605345966)",MIDTOWN EAST,D6-ELEVATOR,262,1961,290000,9004784,31.1,41900000,144,0.35,1-01314-0021,"747 2 AVENUE
New York, NY
(40.74881427861965, -73.9729575720869)",MIDTOWN EAST,D9-ELEVATOR,276,1972,387761,13163054,33.9,61300000,158,0.7
1-01366-0016,"425 54 STREET
New York, NY
(40.64388097662194, -74.01423863240568)",MIDTOWN EAST,D4-ELEVATOR,238,1956,217285,6518550,30,30400000,140,1-01463-0021,"1273 YORK AVENUE
New York, NY
(40.76459738023385, -73.95538481963439)",UPPER EAST SIDE (59-79),D9-ELEVATOR,213,1957,182345,5682659,31.2,26500000,145,0.7,1-01512-0040,"1482 3 AVENUE
New York, NY
(40.777331780168765, -73.95506106370385)",UPPER EAST SIDE (79-96),D6-ELEVATOR,185,1963,224000,7022973,31.4,32700000,146,1.5
1-01366-0025,"50 SUTTON PLACE
New York, NY
(40.75851339777992, -73.95988658636264)",MIDTOWN EAST,D4-ELEVATOR,195,1955,319696,9271184,29,43200000,135,1-01340-0001,"884 2 AVENUE
New York, NY
(40.75330189554586, -73.96966605345966)",MIDTOWN EAST,D6-ELEVATOR,262,1961,290000,9004784,31.1,41900000,144,0.35,1-01465-0021,"1313 YORK AVENUE
New York, NY
(40.76592837683722, -73.95442254506304)",UPPER EAST SIDE (59-79),D6-ELEVATOR,442,1966,400612,12411953,31,57800000,144,0.8
1-01367-0001,"1006 1 AVENUE
New York, NY
(40.75732186501682, -73.96364059586335)",MIDTOWN EAST,D4-ELEVATOR,634,1969,870000,24621000,28.3,115000000,132,1-01465-0021,"1313 YORK AVENUE
New York, NY
(40.76592837683722, -73.95442254506304)",UPPER EAST SIDE (59-79),D6-ELEVATOR,442,1966,400612,12411953,31,57800000,144,0.75,1-01549-0001,"1660 2 AVENUE
New York, NY
(40.77824009541837, -73.95147276880692)",UPPER EAST SIDE (79-96),D6-ELEVATOR,698,1964,690703,21022683,30.4,97900000,142,1.55
1-01367-0020,"36 56 STREET
New York, NY
(40.64680411077706, -74.02224673853384)",MIDTOWN EAST,D4-ELEVATOR,102,1948,147000,4116000,28,17000000,116,1-01203-0033,"295 CENTRAL PARK
New York, NY
(40.76785293529381, -73.9813365980509)",UPPER WEST SIDE (79-96),D3-ELEVATOR,136,1941,145476,4141606,28.5,17200000,118,2.15,1-01066-0053,"442 57 STREET
New York, NY
(40.64192178873967, -74.01565847719712)",CLINTON,D3-ELEVATOR,118,1960,103612,2617143,25.3,10800000,104,1.5
1-01367-0026,"20 SUTTON PLACE
New York, NY
(40.758064665844124, -73.96020477216054)",MIDTOWN EAST,D4-ELEVATOR,88,1953,155938,4522202,29,21100000,135,1-00882-0069,"90 LEXINGTON AVENUE
New York, NY
(40.741880505773736, -73.98302997881507)",GRAMERCY,D9-ELEVATOR,107,1957,128570,3381000,26.3,14000000,109,1.5,1-01338-0035,"330 46 STREET
New York, NY
(40.649495172154, -74.01158568820752)",MIDTOWN EAST,D9-ELEVATOR,206,1961,133828,5715268,42.7,28100000,210,0.5
1-01367-0031,"440 56 STREET
New York, NY
(40.642502153392, -74.01512674673742)",MIDTOWN EAST,D4-ELEVATOR,82,1955,90000,2700000,30,12600000,140,1-01490-0122,"555 78 STREET
New York, NY
(40.626474707902744, -74.02224498652554)",UPPER EAST SIDE (59-79),D3-ELEVATOR,87,1940,75854,2827503,37.3,13200000,174,1.15,1-01432-0016,"241 77 STREET
New York, NY
(40.63041992530904, -74.02993269854034)",UPPER EAST SIDE (59-79),C4-WALK-UP,11,1910,6875,167230,24.32,693000,101,1.15
1-01367-0035,"430 56 STREET
New York, NY
(40.64263143513249, -74.0153363928031)",MIDTOWN EAST,D4-ELEVATOR,82,1955,90000,2700000,30,12600000,140,1-01490-0122,"555 78 STREET
New York, NY
(40.626474707902744, -74.02224498652554)",UPPER EAST SIDE (59-79),D3-ELEVATOR,87,1940,75854,2827503,37.3,13200000,174,1.15,1-01431-0016,"231 76 STREET
New York, NY
(40.63122145913158, -74.02989700010902)",UPPER EAST SIDE (59-79),D3-ELEVATOR,90,1938,82065,1892995,23.07,7840000,96,1.1
1-01368-0001,"1026 1 AVENUE
New York, NY
(40.75796038365763, -73.9631729484081)",MIDTOWN EAST,D4-ELEVATOR,278,1931,290482,9420331,32.4,43900000,151,1-01565-0035,"430 86 STREET
New York, NY
(40.62235418172786, -74.02770022084994)",UPPER EAST SIDE (79-96),D6-ELEVATOR,133,1931,205967,6003034,29.1,28000000,136,1.45,1-00548-0001,"1 UNIVERSITY PLACE
New York, NY
(40.73088179735544, -73.99541364315854)",GREENWICH VILLAGE-CENTRAL,D6-ELEVATOR,272,1930,218985,7882000,36,36700000,168,2.5
1-01368-0013,"433 56 STREET
New York, NY
(40.6426481233961, -74.01524889638918)",MIDTOWN EAST,D4-ELEVATOR,74,1967,91282,2921024,32,13600000,149,1-01366-0047,"994 1 AVENUE
New York, NY
(40.75680025823982, -73.96400931789537)",MIDTOWN EAST,D6-ELEVATOR,132,1956,111792,3796079,34,17700000,158,0.1,1-01331-0039,"210 58 STREET
New York, NY
(40.644433092785846, -74.02133894300297)",MIDTOWN EAST,D6-ELEVATOR,109,1959,84000,2768278,33,12900000,154,0.3
1-01368-0024,"14 SUTTON PLACE
New York, NY
(40.75785059683326, -73.96036449967953)",MIDTOWN EAST,D4-ELEVATOR,93,1929,161462,4843860,30,22600000,140,1-00631-0001,"669 WASHINGTON STREET
New York, NY
(40.73368768208684, -74.00851676512542)",GREENWICH VILLAGE-WEST,D5-ELEVATOR,144,1930,137589,4987000,36.2,23200000,169,2.85,1-01200-0025,"5 86 STREET
New York, NY
(40.625724972941356, -74.04045311782771)",UPPER WEST SIDE (79-96),D3-ELEVATOR,85,1937,116021,3176090,27.4,13200000,114,2
1-01368-0025,"2 SUTTON PLACE
New York, NY
(40.75738564734407, -73.96069419113543)",MIDTOWN EAST,D4-ELEVATOR,129,1938,206411,6398741,31,29800000,144,1-01337-0006,"307 44 STREET
New York, NY
(40.65086852853291, -74.01074809080161)",MIDTOWN EAST,D9-ELEVATOR,318,1929,186255,6620366,35.5,30800000,165,0.6,1-01336-0040,"310 44 STREET
New York, NY
(40.65078435471407, -74.01072441326221)",MIDTOWN EAST,D9-ELEVATOR,328,1929,206598,7527089,36.4,35100000,170,0.65
1-01368-0033,"440 57 STREET
New York, NY
(40.641946694113614, -74.01570086002644)",MIDTOWN EAST,D4-ELEVATOR,86,1961,95977,3013677,31.4,14000000,146,1-01331-0039,"210 58 STREET
New York, NY
(40.644433092785846, -74.02133894300297)",MIDTOWN EAST,D6-ELEVATOR,109,1959,84000,2768278,33,12900000,154,0.3,1-01366-0047,"994 1 AVENUE
New York, NY
(40.75680025823982, -73.96400931789537)",MIDTOWN EAST,D6-ELEVATOR,132,1956,111792,3796079,34,17700000,158,0.1
1-01368-0039,"424 57 STREET
New York, NY
(40.64214593701198, -74.01603992250263)",MIDTOWN EAST,D4-ELEVATOR,27,1925,29376,1116288,38,5200000,177,1-01412-0012,"117 77 STREET
New York, NY
(40.63119988792541, -74.03323861821623)",UPPER EAST SIDE (59-79),D3-ELEVATOR,40,1929,29500,1405566,47.6,6900000,234,1.15,1-01441-0014,"321 66 STREET
New York, NY
(40.63732323917148, -74.02166029333242)",UPPER EAST SIDE (59-79),D9-ELEVATOR,45,1959,27210,807570,29.7,3760000,138,0.5
1-01368-0042,"410 57 STREET
New York, NY
(40.642320274548055, -74.01633660216928)",MIDTOWN EAST,D4-ELEVATOR,79,1929,130000,3952000,30.4,18400000,142,1-01337-0006,"307 44 STREET
New York, NY
(40.65086852853291, -74.01074809080161)",MIDTOWN EAST,D9-ELEVATOR,318,1929,186255,6620366,35.5,30800000,165,0.6,1-01447-0005,"311 72 STREET
New York, NY
(40.633459448284306, -74.02660669716919)",UPPER EAST SIDE (59-79),D9-ELEVATOR,131,1929,121234,3658378,30.2,17000000,140,0.8
1-01369-0002,"411 57 STREET
New York, NY
(40.6423636194056, -74.01629236463137)",MIDTOWN EAST,D4-ELEVATOR,104,1959,118305,3564529,30.1,16600000,140,1-01366-0047,"994 1 AVENUE
New York, NY
(40.75680025823982, -73.96400931789537)",MIDTOWN EAST,D6-ELEVATOR,132,1956,111792,3796079,34,17700000,158,0.15,1-01344-0030,"939 1 AVENUE
New York, NY
(40.75497463452035, -73.96534930771901)",MIDTOWN EAST,D6-ELEVATOR,142,1962,146072,4525537,31,21100000,144,0.35
1-01369-0007,"419 57 STREET
New York, NY
(40.642263997944774, -74.01612283337347)",MIDTOWN EAST,D4-ELEVATOR,92,1927,128114,3715306,29,17300000,135,1-01150-0041,"120 79 STREET
New York, NY
(40.629778856144696, -74.03420534036911)",UPPER WEST SIDE (59-79),D3-ELEVATOR,64,1926,114696,3364798,29.3,15700000,137,1.85,1-01203-0033,"295 CENTRAL PARK
New York, NY
(40.76785293529381, -73.9813365980509)",UPPER WEST SIDE (79-96),D3-ELEVATOR,136,1941,145476,4141606,28.5,17200000,118,2.1
1-01369-0012,"433 57 STREET
New York, NY
(40.64208966042034, -74.01582615372664)",MIDTOWN EAST,D4-ELEVATOR,64,1927,90500,2678800,29.6,12500000,138,1-01409-0021,"1033 LEXINGTON AVENUE
New York, NY
(40.77190886833205, -73.96112249418132)",UPPER EAST SIDE (59-79),D6-ELEVATOR,35,1923,71189,2240974,31.5,10400000,146,0.95,1-01426-0029,"242 72 STREET
New York, NY
(40.63385636190684, -74.02851080759099)",UPPER EAST SIDE (59-79),D6-ELEVATOR,71,1930,97750,2908911,29.8,13500000,138,0.75
1-01369-0016,"447 57 STREET
New York, NY
(40.641915322895905, -74.01552947407978)",MIDTOWN EAST,D4-ELEVATOR,23,1928,71784,2297088,32,10700000,149,1-01437-0041,"330 63 STREET
New York, NY
(40.63961322883947, -74.02102085533744)",UPPER EAST SIDE (59-79),D1-ELEVATOR,90,1949,70992,2205767,31.1,10300000,145,0.3,,,,,,,,,,,,
1-01369-0019,"455 57 STREET
New York, NY
(40.64181570144672, -74.0153599428417)",MIDTOWN EAST,D4-ELEVATOR,47,1928,91617,2748510,30,12800000,140,1-01490-0122,"555 78 STREET
New York, NY
(40.626474707902744, -74.02224498652554)",UPPER EAST SIDE (59-79),D3-ELEVATOR,87,1940,75854,2827503,37.3,13200000,174,1.05,1-01431-0016,"231 76 STREET
New York, NY
(40.63122145913158, -74.02989700010902)",UPPER EAST SIDE (59-79),D3-ELEVATOR,90,1938,82065,1892995,23.07,7840000,96,1
1-01369-0024,"4 SUTTON PLACE
New York, NY
(40.7578614582344, -73.95977351113737)",MIDTOWN EAST,D4-ELEVATOR,12,1930,45183,1400673,31,6520000,144,1-01552-0029,"1733 1 AVENUE
New York, NY
(40.77931028863321, -73.94757870442004)",UPPER EAST SIDE (79-96),D7-ELEVATOR,43,1930,27000,1066246,39.5,5230000,194,1.6,1-01379-0030,"47 64 STREET
New York, NY
(40.64103306498476, -74.02479376984468)",UPPER EAST SIDE (59-79),D9-ELEVATOR,40,1929,41692,1477835,35.4,6880000,165,0.7
1-01369-0026,"16 SUTTON PLACE
New York, NY
(40.75787140106256, -73.96034951543555)",MIDTOWN EAST,D4-ELEVATOR,56,1960,125800,4151400,33,19300000,153,1-01338-0035,"330 46 STREET
New York, NY
(40.649495172154, -74.01158568820752)",MIDTOWN EAST,D9-ELEVATOR,206,1961,133828,5715268,42.7,28100000,210,0.6,1-01342-0012,"333 49 STREET
New York, NY
(40.647801968319435, -74.01320923772002)",MIDTOWN EAST,D3-ELEVATOR,204,1965,177380,6219538,35.1,29000000,163,0.4
