MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Boro-Block-Lot,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Address,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Neighborhood,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Building Classification,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Total Units,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Year Built,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Gross SqFt,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Est. Gross Income,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Gross Income per SqFt,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Full Market Value,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Market Value per SqFt,COMPARABLE RENTAL – 1 –Boro-Block-Lot,COMPARABLE RENTAL – 1 –Address,COMPARABLE RENTAL – 1 –Neighborhood,COMPARABLE RENTAL – 1 –Building Classification,COMPARABLE RENTAL – 1 –Total Units,COMPARABLE RENTAL – 1 –Year Built,COMPARABLE RENTAL – 1 –Gross SqFt,COMPARABLE RENTAL – 1 –Est. Gross Income,COMPARABLE RENTAL – 1 –Gross Income per SqFt,COMPARABLE RENTAL – 1 –Full Market Value,COMPARABLE RENTAL – 1 –Market Value per SqFt,COMPARABLE RENTAL – 1 –Dist. from Coop in miles,COMPARABLE RENTAL – 2 –Boro-Block-Lot,COMPARABLE RENTAL – 2 –Address,COMPARABLE RENTAL – 2 –Neighborhood,COMPARABLE RENTAL – 2 –Building Classification,COMPARABLE RENTAL – 2 –Total Units,COMPARABLE RENTAL – 2 –Year Built,COMPARABLE RENTAL – 2 –Gross SqFt,COMPARABLE RENTAL – 2 –Est. Gross Income,COMPARABLE RENTAL – 2 –Gross Income per SqFt,COMPARABLE RENTAL – 2 –Full Market Value,COMPARABLE RENTAL – 2 –Market Value per SqFt,COMPARABLE RENTAL – 2 –Dist. from Coop in miles
1-00011-0014,"26 BEAVER STREET
New York, NY
(40.70497232969126, -74.01193418883679)",FINANCIAL,D4-ELEVATOR,21,1909,51387,1875625,36.5,8740000,170,1-00053-0033,"110 GREENWICH STREET
New York, NY
(40.708677536452, -74.01331015154159)",FINANCIAL,D8-ELEVATOR,61,1929,57941,2260000,39,11100000,192,0.3,1-00071-0001,"156 FRONT STREET
New York, NY
(40.70586265850028, -74.00540511090406)",FINANCIAL,D2-ELEVATOR,66,1930,50955,1780000,34.9,8290000,163,0.35
1-00028-0001,"3 HANOVER SQUARE
New York, NY
(40.704855592723256, -74.00984702324092)",FINANCIAL,D0-ELEVATOR,209,1926,239121,8130114,34,37900000,158,1-00042-0001,"100 MAIDEN LANE
New York, NY
(40.70687889239338, -74.00698791767564)",FINANCIAL,D6-ELEVATOR,342,1930,290116,12283000,42.3,60300000,208,0.15,1-00021-0006,"69 BROADWAY
New York, NY
(40.70726560086598, -74.01209606680203)",FINANCIAL,D5-ELEVATOR,237,1900,303086,9972000,32.9,46400000,153,0.25
1-00064-0008,"53 LIBERTY STREET
New York, NY
(40.70865955001142, -74.00946105325619)",FINANCIAL,D4-ELEVATOR,94,1911,167448,5986266,35.8,27900000,167,1-00077-0024,"82 FULTON STREET
New York, NY
(40.70920813644926, -74.00573786005492)",FINANCIAL,D7-ELEVATOR,204,1900,159000,5860000,36.9,27300000,172,0.15,1-00077-0001,"87 JOHN STREET
New York, NY
(40.70833579408088, -74.00667315496537)",FINANCIAL,D7-ELEVATOR,164,1926,160000,5540000,34.6,25800000,161,0.15
1-00065-0017,"176 BROADWAY
New York, NY
(40.71000853305537, -74.00978480918673)",FINANCIAL,D4-ELEVATOR,82,1927,168176,6012292,35.8,28000000,166,1-00077-0024,"82 FULTON STREET
New York, NY
(40.70920813644926, -74.00573786005492)",FINANCIAL,D7-ELEVATOR,204,1900,159000,5860000,36.9,27300000,172,0.15,1-00077-0001,"87 JOHN STREET
New York, NY
(40.70833579408088, -74.00667315496537)",FINANCIAL,D7-ELEVATOR,164,1926,160000,5540000,34.6,25800000,161,0.15
1-00094-0001,"80 GOLD STREET
New York, NY
(40.71023336356268, -74.00426297192683)",SOUTHBRIDGE,D4-ELEVATOR,1664,1971,2075590,60918566,29.3,129000000,62,1-00016-0100,"345 END AVENUE
New York, NY
(40.756053999992105, -73.9869510002884)",TRIBECA,D6-ELEVATOR,1720,1983,1881621,55859000,29.7,260000000,138,0.65,1-01052-0001,"576 10 AVENUE
New York, NY
(40.75996587178298, -73.9952247855324)",CLINTON,D6-ELEVATOR,1708,1976,2035745,58981570,29,125000000,61,3.45
1-00100-0026,"138 NASSAU STREET
New York, NY
(40.71134852287901, -74.00630443293335)",SOUTHBRIDGE,D4-ELEVATOR,43,1901,79422,2263527,28.5,9380000,118,1-01150-0048,"140 79 STREET
New York, NY
(40.629614291868386, -74.0335743753116)",UPPER WEST SIDE (59-79),D9-ELEVATOR,74,1914,75240,2297524,30.5,10700000,142,5.1,1-01125-0009,"37 72 STREET
New York, NY
(40.63558892429418, -74.03557236732507)",UPPER WEST SIDE (59-79),D7-ELEVATOR,94,1929,80281,2325584,29,9630000,120,4.75
1-00101-0001,"36 PARK ROW
New York, NY
(40.71178919067336, -74.00656523632188)",SOUTHBRIDGE,D4-ELEVATOR,51,1900,111685,3227696,28.9,13400000,120,1-00079-0010,"17 JOHN STREET
New York, NY
(40.709855648310395, -74.00887649393718)",FINANCIAL,D8-ELEVATOR,115,1920,107243,4053000,37.8,18900000,176,0.15,1-00764-0042,"72 7 AVENUE
New York, NY
(40.7391105939235, -73.9992717346642)",CHELSEA,D6-ELEVATOR,113,1931,109669,3282000,29.9,15300000,140,1.95
1-00106-0007,"266 WATER STREET
New York, NY
(40.70838975340263, -74.00167292448248)",SOUTHBRIDGE,D0-ELEVATOR,24,1900,41203,1503909,36.5,7010000,170,1-00065-0006,"21 MAIDEN LANE
New York, NY
(40.70932515986592, -74.00907404591854)",FINANCIAL,D6-ELEVATOR,32,1900,37800,1340000,35.4,6240000,165,0.4,1-00592-0082,"129 WASHINGTON PLACE
New York, NY
(40.732959231243115, -74.00181681600714)",GREENWICH VILLAGE-WEST,D9-ELEVATOR,52,1924,38214,1488000,38.9,7300000,191,1.65
1-00117-0001,"185 PARK ROW
New York, NY
(40.71288621977595, -74.0011948091113)",CIVIC CENTER,D4-ELEVATOR,880,1960,515425,14895782,28.9,61700000,120,1-00151-0001,"101 DUANE STREET
New York, NY
(40.715548356755846, -74.00609758886662)",CIVIC CENTER,D6-ELEVATOR,443,1988,434418,16704000,38.5,82000000,189,0.4,1-00026-0021,"45 WALL STREET
New York, NY
(40.706510170361355, -74.00970387020413)",FINANCIAL,D9-ELEVATOR,438,1958,493187,16700000,33.9,77800000,158,0.7
1-00134-0025,"258 BROADWAY
New York, NY
(40.71347092286817, -74.00688899225241)",CIVIC CENTER,D4-ELEVATOR,46,1915,88320,2892480,32.8,13500000,153,1-00585-0001,"464 HUDSON STREET
New York, NY
(40.7319340041297, -74.00656523632188)",GREENWICH VILLAGE-WEST,D7-ELEVATOR,137,1900,97290,3471000,35.7,16200000,167,1.25,1-01029-0036,"910 7 AVENUE
New York, NY
(40.76600032259955, -73.97970248730667)",MIDTOWN WEST,D6-ELEVATOR,66,1913,94166,2887086,30.7,13400000,142,3.85
1-00137-0005,"76 WARREN STREET
New York, NY
(40.71522460082531, -74.01027943630288)",TRIBECA,D4-ELEVATOR,34,1915,70000,2327500,33.3,10800000,154,1-00902-0030,"371 2 AVENUE
New York, NY
(40.736727390545866, -73.98173495509286)",GRAMERCY,D6-ELEVATOR,94,1930,77640,2697657,34.7,12600000,162,2.05,1-01128-0061,"331 COLUMBUS AVENUE
New York, NY
(40.77981390896963, -73.97704049409992)",UPPER WEST SIDE (59-79),D9-ELEVATOR,57,1900,62434,2023651,32.4,9430000,151,4.7
1-00137-0035,"90 BROADWAY
New York, NY
(40.87333788079353, -73.91157107750263)",TRIBECA,D4-ELEVATOR,21,1920,48079,1615454,33.6,7520000,156,1-00071-0001,"156 FRONT STREET
New York, NY
(40.70586265850028, -74.00540511090406)",FINANCIAL,D2-ELEVATOR,66,1930,50955,1780000,34.9,8290000,163,0.7,1-00882-0028,"95 LEXINGTON AVENUE
New York, NY
(40.74175460068966, -73.9831289042383)",GRAMERCY,D1-ELEVATOR,77,1939,52092,1687000,32.4,7860000,151,2.3
1-00140-0001,"139 CHAMBERS STREET
New York, NY
(40.71567426183992, -74.00956897189974)",TRIBECA,D4-ELEVATOR,11,1915,26531,852971,32.1,3970000,150,1-00880-0006,"105 24 STREET
New York, NY
(40.6617226167289, -73.99851323365685)",GRAMERCY,D1-ELEVATOR,43,1939,26142,837000,32,3900000,149,2.15,1-00772-0045,"214 7 AVENUE
New York, NY
(40.74367914983236, -73.99593524993554)",CHELSEA,D9-ELEVATOR,44,1890,22974,742000,32.3,3460000,151,2.05
1-00143-0001,"47 HUDSON STREET
New York, NY
(40.71743693301738, -74.00902937868216)",TRIBECA,D4-ELEVATOR,45,1930,77630,2542382,32.7,11800000,152,1-00902-0030,"371 2 AVENUE
New York, NY
(40.736727390545866, -73.98173495509286)",GRAMERCY,D6-ELEVATOR,94,1930,77640,2697657,34.7,12600000,162,1.95,1-01048-0026,"307 57 STREET
New York, NY
(40.64359268173608, -74.01832967101124)",MIDTOWN WEST,D6-ELEVATOR,125,1928,75617,2323179,30.7,10800000,143,3.65
1-00143-0004,"55 HUDSON STREET
New York, NY
(40.71768874318559, -74.00898441258067)",TRIBECA,D4-ELEVATOR,63,1900,103750,3423750,33,15900000,153,1-00126-0013,"53 PARK PLACE
New York, NY
(40.71374971269722, -74.01033339562463)",CIVIC CENTER,D5-ELEVATOR,116,1921,138600,4506000,32.5,21000000,152,0.25,1-01200-0011,"37 86 STREET
New York, NY
(40.625372659228766, -74.03899584558935)",UPPER WEST SIDE (79-96),D9-ELEVATOR,167,1927,104893,3501784,33.4,16300000,155,5.1
1-00143-0009,"173 DUANE STREET
New York, NY
(40.71735599403473, -74.00981178884763)",TRIBECA,D4-ELEVATOR,11,1925,24500,848925,34.7,3950000,161,1-00220-0027,"36 LAIGHT STREET
New York, NY
(40.72197120761439, -74.00786682918154)",TRIBECA,D7-ELEVATOR,13,1900,26712,882000,33,4110000,154,0.35,1-00908-0006,"203 27 STREET
New York, NY
(40.659186156661214, -73.9988368721266)",GRAMERCY,D7-ELEVATOR,55,1920,25777,933551,36.2,4350000,169,2.25
1-00143-0021,"335 GREENWICH STREET
New York, NY
(40.7179135736929, -74.01054023969135)",TRIBECA,D4-ELEVATOR,29,1931,55800,1877670,33.7,8750000,157,1-00071-0001,"156 FRONT STREET
New York, NY
(40.70586265850028, -74.00540511090406)",FINANCIAL,D2-ELEVATOR,66,1930,50955,1780000,34.9,8290000,163,0.85,1-00882-0028,"95 LEXINGTON AVENUE
New York, NY
(40.74175460068966, -73.9831289042383)",GRAMERCY,D1-ELEVATOR,77,1939,52092,1687000,32.4,7860000,151,2.15
1-00144-0001,"16 HUDSON STREET
New York, NY
(40.716492644886614, -74.00917327020682)",TRIBECA,D4-ELEVATOR,33,1915,78306,2564521,32.7,11900000,152,1-00902-0030,"371 2 AVENUE
New York, NY
(40.736727390545866, -73.98173495509286)",GRAMERCY,D6-ELEVATOR,94,1930,77640,2697657,34.7,12600000,162,1.95,1-01048-0026,"307 57 STREET
New York, NY
(40.64359268173608, -74.01832967101124)",MIDTOWN WEST,D6-ELEVATOR,125,1928,75617,2323179,30.7,10800000,143,3.7
1-00144-0023,"84 THOMAS STREET
New York, NY
(40.71732002115357, -74.00839086004135)",TRIBECA,D4-ELEVATOR,16,1910,37960,1279252,33.7,5960000,157,1-00879-0070,"124 24 STREET
New York, NY
(40.66160767413054, -73.9984377678729)",GRAMERCY,D1-ELEVATOR,60,1939,40266,1374000,34.1,6400000,159,2,1-01346-0023,"965 1 AVENUE
New York, NY
(40.75591892265112, -73.96467481619703)",MIDTOWN EAST,D7-ELEVATOR,42,1934,38934,1345026,34.5,6270000,161,3.5
1-00146-0021,"134 DUANE STREET
New York, NY
(40.71619586861692, -74.00752751089323)",CIVIC CENTER,D0-ELEVATOR,22,1920,38700,1222920,31.6,5700000,147,1-01914-0026,"109 129 STREET
New York, NY
(40.79282267887912, -73.8388319209382)",HARLEM-CENTRAL,D1-ELEVATOR,118,1910,42050,1351797,32.1,6300000,150,7.3,1-00504-0031,"112 SULLIVAN STREET
New York, NY
(40.72589056009281, -74.00282405667997)",SOHO,D1-ELEVATOR,60,1920,38880,1182870,30.4,5510000,142,0.75
1-00150-0010,"74 READE STREET
New York, NY
(40.71521560760499, -74.00706885665824)",CIVIC CENTER,D4-ELEVATOR,12,1915,17056,588432,34.5,2740000,161,1-00716-0062,"448 19 STREET
New York, NY
(40.65781100140647, -73.98460522443621)",CHELSEA,D1-ELEVATOR,40,1910,19100,692000,36.2,3220000,169,2,1-01025-0019,"1691 BROADWAY
New York, NY
(40.7636351056625, -73.9827152161048)",MIDTOWN WEST,D9-ELEVATOR,31,1925,16500,568176,34.4,2650000,161,3.55
1-00161-0001,"196 PARK ROW
New York, NY
(40.71306618532647, -74.00100638760841)",CIVIC CENTER,D4-ELEVATOR,253,1965,306862,11047032,36,51500000,168,1-00913-0001,"471 3 AVENUE
New York, NY
(40.744776322708105, -73.97881215849765)",MURRAY HILL,D6-ELEVATOR,311,1972,351560,12995134,37,60500000,172,2.4,1-01046-0047,"330 56 STREET
New York, NY
(40.64386499675372, -74.0173625340794)",MIDTOWN WEST,D9-ELEVATOR,275,1974,229973,7350617,32,34200000,149,3.7
1-00172-0001,"364 BROADWAY
New York, NY
(40.717553844881195, -74.00343559565988)",CHINATOWN,D0-ELEVATOR,40,1920,93378,2656604,28.4,11000000,118,1-01029-0036,"910 7 AVENUE
New York, NY
(40.76600032259955, -73.97970248730667)",MIDTOWN WEST,D6-ELEVATOR,66,1913,94166,2887086,30.7,13400000,142,3.5,1-01216-0051,"144 86 STREET
New York, NY
(40.62427457155321, -74.03458630224807)",UPPER WEST SIDE (79-96),D3-ELEVATOR,66,1929,96546,2563767,26.6,10600000,110,4.95
1-00178-0025,"13 WHITE STREET
New York, NY
(40.719100678771554, -74.00539611768374)",CIVIC CENTER,D4-ELEVATOR,29,1890,49000,1225000,25,5070000,103,1-01037-0038,"306 47 STREET
New York, NY
(40.64916993871631, -74.01257288357029)",MIDTOWN WEST,D7-ELEVATOR,80,1910,52860,1337677,25.3,5540000,105,3,1-00753-0048,"308 30 STREET
New York, NY
(40.74994294932154, -73.99602773110782)",CHELSEA,D1-ELEVATOR,61,1925,53449,1319000,24.68,5460000,102,2.15
1-00179-0006,"7 WORTH STREET
New York, NY
(40.717994512675546, -74.0083099210587)",TRIBECA,D4-ELEVATOR,18,1920,43094,1241107,28.8,5140000,119,1-00576-0076,"71 12 STREET
New York, NY
(40.67113148376342, -73.99553946975146)",GREENWICH VILLAGE-CENTRAL,D1-ELEVATOR,46,1922,37824,1124000,29.7,5240000,139,1.35,1-00564-0004,"107 UNIVERSITY PLACE
New York, NY
(40.756053999992105, -73.9869510002884)",GREENWICH VILLAGE-CENTRAL,D8-ELEVATOR,47,1940,43395,1242000,28.6,5140000,118,1.35
1-00179-0011,"1 WORTH STREET
New York, NY
(40.71812941097994, -74.00858871088775)",TRIBECA,D4-ELEVATOR,11,1915,19285,682689,35.4,3180000,165,1-00716-0062,"448 19 STREET
New York, NY
(40.65781100140647, -73.98460522443621)",CHELSEA,D1-ELEVATOR,40,1910,19100,692000,36.2,3220000,169,1.8,1-00918-0051,"210 38 STREET
New York, NY
(40.59420302073019, -73.9923093005127)",MURRAY HILL,D9-ELEVATOR,40,1920,22820,807758,35.4,3760000,165,2.6
1-00179-0017,"84 HUDSON STREET
New York, NY
(40.718758936400434, -74.00879555495453)",TRIBECA,D0-ELEVATOR,38,1915,51748,1674047,32.3,7800000,151,1-00882-0028,"95 LEXINGTON AVENUE
New York, NY
(40.74175460068966, -73.9831289042383)",GRAMERCY,D1-ELEVATOR,77,1939,52092,1687000,32.4,7860000,151,2.05,1-00071-0001,"156 FRONT STREET
New York, NY
(40.70586265850028, -74.00540511090406)",FINANCIAL,D2-ELEVATOR,66,1930,50955,1780000,34.9,8290000,163,0.85
1-00179-0021,"10 LEONARD STREET
New York, NY
(40.71874994318017, -74.00816602953398)",TRIBECA,D0-ELEVATOR,17,1920,29610,855729,28.9,3540000,120,1-00552-0010,"82 WASHINGTON PLACE
New York, NY
(40.732068902434094, -74.00001817194857)",GREENWICH VILLAGE-CENTRAL,D9-ELEVATOR,35,1900,27108,807000,29.8,3760000,139,1,1-00738-0014,"337 14 STREET
New York, NY
(40.60288591610486, -74.01205314304246)",CHELSEA,D7-ELEVATOR,29,1900,28821,816000,28.3,3380000,117,1.55
1-00179-0056,"100 HUDSON STREET
New York, NY
(40.71908269233097, -74.00874159563278)",TRIBECA,D4-ELEVATOR,49,1919,73954,2403505,32.5,11200000,151,1-00902-0030,"371 2 AVENUE
New York, NY
(40.736727390545866, -73.98173495509286)",GRAMERCY,D6-ELEVATOR,94,1930,77640,2697657,34.7,12600000,162,1.8,1-01210-0012,"147 79 STREET
New York, NY
(40.62961215064928, -74.03332184204329)",UPPER WEST SIDE (79-96),D3-ELEVATOR,61,1926,76193,2581011,33.9,12000000,157,4.65
1-00187-0030,"105 HUDSON STREET
New York, NY
(40.71949638046448, -74.0086696498704)",TRIBECA,D0-ELEVATOR,32,1920,89724,2750040,30.6,12800000,143,1-00642-0004,"114 HORATIO STREET
New York, NY
(40.738730949024, -74.00834259431078)",GREENWICH VILLAGE-WEST,D3-ELEVATOR,121,1987,85030,4570000,54,22400000,263,1.3,1-01029-0036,"910 7 AVENUE
New York, NY
(40.76600032259955, -73.97970248730667)",MIDTOWN WEST,D6-ELEVATOR,66,1913,94166,2887086,30.7,13400000,142,3.5
1-00188-0001,"55 MOORE STREET
New York, NY
(40.57131532865239, -74.14158239631931)",TRIBECA,D4-ELEVATOR,14,1915,23700,776175,32.8,3620000,153,1-00738-0072,"358 15 STREET
New York, NY
(40.663222679216645, -73.98453403205016)",CHELSEA,C1-WALK-UP,36,1911,22318,731000,32.8,3410000,153,1.45,,,,,,,,,,,,
1-00189-0025,"34 MOORE STREET
New York, NY
(40.57150688940339, -74.14169708573752)",TRIBECA,D0-ELEVATOR,14,1910,28500,973275,34.2,4530000,159,1-00220-0027,"36 LAIGHT STREET
New York, NY
(40.72197120761439, -74.00786682918154)",TRIBECA,D7-ELEVATOR,13,1900,26712,882000,33,4110000,154,0.2,1-00436-0044,"107 ST MARK'S PLACE
New York, NY
(40.72712263127295, -73.98418111101256)",EAST VILLAGE,D9-ELEVATOR,48,1920,25610,903000,35.3,4210000,164,1.35
1-00189-0030,"20 MOORE STREET
New York, NY
(40.57178698952109, -74.14176021249456)",TRIBECA,D4-ELEVATOR,20,1921,60600,1575600,26,6530000,108,1-01054-0056,"444 45 STREET
New York, NY
(40.648609207133106, -74.00862732767683)",CLINTON,D3-ELEVATOR,60,1926,65615,1841320,28.1,7630000,116,2.9,1-00741-0067,"112 9 AVENUE
New York, NY
(40.74322948881769, -74.00370539226867)",CHELSEA,D7-ELEVATOR,72,1938,57706,1374000,23.81,5690000,99,1.6
1-00210-0026,"45 LISPENARD STREET
New York, NY
(40.719640271989135, -74.00308486006844)",TRIBECA,D4-ELEVATOR,19,1920,37400,991100,26.5,4110000,110,1-00765-0047,"208 16 STREET
New York, NY
(40.66412345604195, -73.98814084871466)",CHELSEA,D3-ELEVATOR,52,1925,33547,958000,28.6,3970000,118,1.4,1-00879-0054,"144 24 STREET
New York, NY
(40.661523825147825, -73.9982975613772)",GRAMERCY,D1-ELEVATOR,39,1930,38267,975000,25.5,4040000,106,1.7
1-00214-0025,"135 HUDSON STREET
New York, NY
(40.72083637028811, -74.00842683292251)",TRIBECA,C6-WALK-UP,12,1915,22363,712261,31.8,3320000,148,1-00392-0022,"374 10 STREET
New York, NY
(40.66851913720944, -73.98674637586639)",ALPHABET CITY,C4-WALK-UP,17,1900,20599,672000,32.6,1420000,69,1.6,1-00443-0009,"51 2 STREET
New York, NY
(40.57423318976507, -74.12022751349126)",EAST VILLAGE,C1-WALK-UP,20,1910,19565,626000,32,2920000,149,1.05
1-00219-0026,"165 HUDSON STREET
New York, NY
(40.72213139401032, -74.0082020024152)",TRIBECA,D0-ELEVATOR,18,1910,30000,1005000,33.5,4680000,156,1-00220-0027,"36 LAIGHT STREET
New York, NY
(40.72197120761439, -74.00786682918154)",TRIBECA,D7-ELEVATOR,13,1900,26712,882000,33,4110000,154,0.1,1-00436-0044,"107 ST MARK'S PLACE
New York, NY
(40.72712263127295, -73.98418111101256)",EAST VILLAGE,D9-ELEVATOR,48,1920,25610,903000,35.3,4210000,164,1.35
1-00229-0020,"71 GRAND STREET
New York, NY
(40.721924549943594, -74.00283304990023)",SOHO,D4-ELEVATOR,18,1920,42240,1552320,36.8,7230000,171,1-00617-0021,"221 12 STREET
New York, NY
(40.66864106977621, -73.99035224600658)",GREENWICH VILLAGE-WEST,D6-ELEVATOR,53,1930,43280,1612000,37.2,7510000,174,1.15,1-00506-0016,"30 CHARLTON STREET
New York, NY
(40.7270578918868, -74.00489707784415)",SOHO,D1-ELEVATOR,86,1920,44256,1604052,36.2,7470000,169,0.4
1-00229-0022,"75 GRAND STREET
New York, NY
(40.72178065841888, -74.0025362736306)",SOHO,D4-ELEVATOR,31,1915,85676,2707361,31.6,12600000,147,1-00902-0030,"371 2 AVENUE
New York, NY
(40.736727390545866, -73.98173495509286)",GRAMERCY,D6-ELEVATOR,94,1930,77640,2697657,34.7,12600000,162,1.55,1-01163-0053,"244 72 STREET
New York, NY
(40.63384262289112, -74.02845499283967)",UPPER WEST SIDE (59-79),D6-ELEVATOR,92,1928,87150,2475180,28.4,10300000,118,4.05
1-00230-0015,"16 GREENE STREET
New York, NY
(40.720962275372244, -74.0027611041379)",SOHO,D4-ELEVATOR,12,1920,23628,832887,35.3,3880000,164,1-00504-0019,"202 AVENUE
New York, NY
(40.756053999992105, -73.9869510002884)",SOHO,D9-ELEVATOR,37,1910,21740,844190,38.8,4140000,190,0.35,,,,,,,,,,,,
1-00230-0031,"31 MERCER STREET
New York, NY
(40.721061200795475, -74.001627958381)",SOHO,D4-ELEVATOR,14,1920,30000,1005000,33.5,4680000,156,1-01086-0031,"879 10 AVENUE
New York, NY
(40.76948969207325, -73.98831799234733)",CLINTON,D7-ELEVATOR,39,1945,31540,1101830,34.9,5130000,163,3.4,,,,,,,,,,,,
1-00232-0009,"452 BROADWAY
New York, NY
(40.72039570249376, -74.00102541262135)",SOHO,D4-ELEVATOR,28,1900,42111,1284385,30.5,5980000,142,1-00879-0070,"124 24 STREET
New York, NY
(40.66160767413054, -73.9984377678729)",GRAMERCY,D1-ELEVATOR,60,1939,40266,1374000,34.1,6400000,159,1.6,1-00564-0004,"107 UNIVERSITY PLACE
New York, NY
(40.756053999992105, -73.9869510002884)",GREENWICH VILLAGE-CENTRAL,D8-ELEVATOR,47,1940,43395,1242000,28.6,5140000,118,1.05
1-00243-0056,"645 WATER STREET
New York, NY
(40.71147442796314, -73.98143817882323)",LOWER EAST SIDE,D4-ELEVATOR,212,1962,251500,5960550,23.7,12600000,50,1-00900-0027,"329 2 AVENUE
New York, NY
(40.73572914309335, -73.98248139237722)",GRAMERCY,D6-ELEVATOR,302,1963,291894,7231661,24.77,30000000,103,1.7,1-00246-0001,"257 SOUTH STREET
New York, NY
(40.71006725938971, -73.98995471254032)",LOWER EAST SIDE,D6-ELEVATOR,254,1978,262875,5954000,22.65,24700000,94,0.3
1-00244-0019,"605 WATER STREET
New York, NY
(40.711258590676096, -73.98441493474019)",LOWER EAST SIDE,D4-ELEVATOR,124,1964,124600,2323790,18.65,4930000,39.6,1-01778-0006,"123 129 STREET
New York, NY
(40.7928091326873, -73.83883287154816)",HARLEM-CENTRAL,D3-ELEVATOR,133,1984,105280,2187817,20.78,8180000,78,7.1,1-00346-0001,"50 NORFOLK STREET
New York, NY
(40.71681640081715, -73.98818309404294)",LOWER EAST SIDE,D1-ELEVATOR,156,1982,137909,2277000,16.51,4830000,35,0.45
1-00253-0001,"2 MONROE STREET
New York, NY
(40.71134956365316, -73.99675196753468)",LOWER EAST SIDE,D4-ELEVATOR,1618,1935,1396625,19203593,13.75,59800000,42.8,1-02001-9005,"3301 BROADWAY
New York, NY
(40.87333788079353, -73.91157107750263)",HARLEM-WEST,D3-ELEVATOR,1193,1975,1443724,20579796,14.25,69600000,48.2,7.8,1-00533-0001,"1 WASHINGTON SQUARE
New York, NY
(40.756053999992105, -73.9869510002884)",GREENWICH VILLAGE-CENTRAL,D9-ELEVATOR,1921,1959,1485916,19310000,13,60100000,40.4,1.2
1-00259-0001,"604 WATER STREET
New York, NY
(40.711258590676096, -73.98444191440109)",LOWER EAST SIDE,D4-ELEVATOR,124,1964,126150,2239162,17.75,4750000,37.7,1-01970-0002,"1423 AMSTERDAM AVENUE
New York, NY
(40.81611953929246, -73.95426966031806)",HARLEM-WEST,D1-ELEVATOR,130,1988,120570,2355765,19.54,8810000,73,7.3,1-00346-0001,"50 NORFOLK STREET
New York, NY
(40.71681640081715, -73.98818309404294)",LOWER EAST SIDE,D1-ELEVATOR,156,1982,137909,2277000,16.51,4830000,35,0.35
1-00259-0071,"35 MONTGOMERY STREET
New York, NY
(40.712814417786774, -73.98493654151719)",LOWER EAST SIDE,D4-ELEVATOR,145,1964,287175,5456325,19,11600000,40.4,1-00246-0001,"257 SOUTH STREET
New York, NY
(40.71006725938971, -73.98995471254032)",LOWER EAST SIDE,D6-ELEVATOR,254,1978,262875,5954000,22.65,24700000,94,0.2,1-01852-0031,"120 100 STREET
New York, NY
(40.79570784174407, -73.96626981580906)",UPPER WEST SIDE (96-116),D3-ELEVATOR,287,1958,257760,4492800,17.43,16800000,65,5.7
1-00263-0008,"453 F D R DRIVE
New York, NY
(40.756053999992105, -73.9869510002884)",LOWER EAST SIDE,D4-ELEVATOR,836,1955,923000,20306000,22,84100000,91,1-00972-0001,"240 1 AVENUE
New York, NY
(40.731509485134, -73.98217522328783)",KIPS BAY,D7-ELEVATOR,8800,1945,8942176,194744508,21.78,807000000,90,1.3,1-00247-0001,"251 CHERRY STREET
New York, NY
(40.71127657711668, -73.98932523302017)",LOWER EAST SIDE,D6-ELEVATOR,491,1979,627895,14108000,22.47,29900000,47.6,0.55
1-00267-0001,"305 MADISON STREET
New York, NY
(40.71309320761583, -73.98481063643311)",LOWER EAST SIDE,D4-ELEVATOR,143,1964,136070,2449260,18,9160000,67,1-01617-0007,"1680 MADISON AVENUE
New York, NY
(40.79717981735541, -73.9468952196778)",HARLEM-EAST,D1-ELEVATOR,135,1982,130000,2755894,21.2,11400000,88,6,1-00346-0001,"50 NORFOLK STREET
New York, NY
(40.71681640081715, -73.98818309404294)",LOWER EAST SIDE,D1-ELEVATOR,156,1982,137909,2277000,16.51,4830000,35,0.3
1-00289-9001,"1 BOWERY
New York, NY
(40.71405862564304, -73.99738506593508)",CHINATOWN,D4-ELEVATOR,790,1977,1217600,36223600,29.8,169000000,139,1-00721-0007,"415 23 STREET
New York, NY
(40.73623903153723, -73.9769271443097)",CHELSEA,D9-ELEVATOR,959,1934,950200,31215000,32.9,145000000,153,2.25,1-00016-0100,"345 END AVENUE
New York, NY
(40.756053999992105, -73.9869510002884)",TRIBECA,D6-ELEVATOR,1720,1983,1881621,55859000,29.7,260000000,138,1.1
