District,Grade,Year,Demographic,Number Tested,Mean Scale Score,Num Level 1,Pct Level 1,Num Level 2,Pct Level 2,Num Level 3,Pct Level 3,Num Level 4,Pct Level 4,Num Level 3 and 4,Pct Level 3 and 4
1,3,2006,ELL,188,667,21,11.2,41,21.8,88,46.8,38,20.2,126,67
1,3,2006,EP,749,675,52,6.9,129,17.2,396,52.9,172,23,568,75.8
1,3,2007,ELL,148,666,10,6.8,31,20.9,89,60.1,18,12.2,107,72.3
1,3,2007,EP,671,683,37,5.5,53,7.9,409,61,172,25.6,581,86.6
1,3,2008,ELL,120,676,4,3.3,16,13.3,84,70,16,13.3,100,83.3
1,3,2008,EP,724,688,12,1.7,73,10.1,443,61.2,196,27.1,639,88.3
1,3,2009,ELL,94,675,2,2.1,13,13.8,69,73.4,10,10.6,79,84
1,3,2009,EP,798,693,6,0.8,50,6.3,513,64.3,229,28.7,742,93
1,3,2010,ELL,92,676,29,31.5,34,37,20,21.7,9,9.8,29,31.5
1,3,2010,EP,774,699,60,7.8,223,28.8,259,33.5,232,30,491,63.4
1,3,2011,ELL,95,671,29,30.5,39,41.1,24,25.3,3,3.2,27,28.4
1,3,2011,EP,731,692,49,6.7,208,28.5,295,40.4,179,24.5,474,64.8
1,3,2012,ELL,91,679,17,18.7,36,39.6,33,36.3,5,5.5,38,41.8
1,3,2012,EP,770,691,53,6.9,234,30.4,338,43.9,145,18.8,483,62.7
1,4,2006,ELL,140,663,21,15,29,20.7,64,45.7,26,18.6,90,64.3
1,4,2006,EP,756,672,60,7.9,159,21,358,47.4,179,23.7,537,71
1,4,2007,ELL,116,656,20,17.2,23,19.8,63,54.3,10,8.6,73,62.9
1,4,2007,EP,731,677,44,6,137,18.7,371,50.8,179,24.5,550,75.2
1,4,2008,ELL,108,659,14,13,27,25,57,52.8,10,9.3,67,62
1,4,2008,EP,715,679,30,4.2,115,16.1,385,53.8,185,25.9,570,79.7
1,4,2009,ELL,101,668,9,8.9,23,22.8,52,51.5,17,16.8,69,68.3
1,4,2009,EP,729,688,41,5.6,63,8.6,356,48.8,269,36.9,625,85.7
1,4,2010,ELL,90,663,20,22.2,39,43.3,24,26.7,7,7.8,31,34.4
1,4,2010,EP,816,690,39,4.8,250,30.6,290,35.5,237,29,527,64.6
1,4,2011,ELL,89,664,17,19.1,38,42.7,25,28.1,9,10.1,34,38.2
1,4,2011,EP,776,693,37,4.8,200,25.8,271,34.9,268,34.5,539,69.5
1,4,2012,ELL,82,673,4,4.9,51,62.2,17,20.7,10,12.2,27,32.9
1,4,2012,EP,737,695,26,3.5,167,22.7,278,37.7,266,36.1,544,73.8
1,5,2006,ELL,115,652,23,20,28,24.3,50,43.5,14,12.2,64,55.7
1,5,2006,EP,683,658,87,12.7,205,30,297,43.5,94,13.8,391,57.2
1,5,2007,ELL,113,645,26,23,28,24.8,49,43.4,10,8.8,59,52.2
1,5,2007,EP,739,672,40,5.4,160,21.7,381,51.6,158,21.4,539,72.9
1,5,2008,ELL,63,655,10,15.9,12,19,34,54,7,11.1,41,65.1
1,5,2008,EP,764,679,26,3.4,110,14.4,435,56.9,193,25.3,628,82.2
1,5,2009,ELL,79,665,1,1.3,23,29.1,44,55.7,11,13.9,55,69.6
1,5,2009,EP,707,687,11,1.6,73,10.3,374,52.9,249,35.2,623,88.1
1,5,2010,ELL,94,660,16,17,46,48.9,23,24.5,9,9.6,32,34
1,5,2010,EP,713,684,53,7.4,218,30.6,246,34.5,196,27.5,442,62
1,5,2011,ELL,75,657,23,30.7,23,30.7,24,32,5,6.7,29,38.7
1,5,2011,EP,800,690,42,5.3,223,27.9,294,36.8,241,30.1,535,66.9
1,5,2012,ELL,70,654,21,30,28,40,16,22.9,5,7.1,21,30
1,5,2012,EP,772,695,53,6.9,193,25,241,31.2,285,36.9,526,68.1
1,6,2006,ELL,108,645,27,25,26,24.1,42,38.9,13,12,55,50.9
1,6,2006,EP,804,661,89,11.1,222,27.6,350,43.5,143,17.8,493,61.3
1,6,2007,ELL,73,635,25,34.2,14,19.2,30,41.1,4,5.5,34,46.6
1,6,2007,EP,691,672,54,7.8,150,21.7,327,47.3,160,23.2,487,70.5
1,6,2008,ELL,64,643,13,20.3,20,31.3,25,39.1,6,9.4,31,48.4
1,6,2008,EP,778,674,64,8.2,141,18.1,337,43.3,236,30.3,573,73.7
1,6,2009,ELL,61,651,10,16.4,15,24.6,29,47.5,7,11.5,36,59
