Brooklyn Open Article 7 Petitions 
300036100410902005032021SWEENEY BUILDING BOARD OF014GOLDBERG WEPRIN & USTIN  500
300036100410902006030871SWEENEY BUILDING BOARD OF014GOLDBERG WEPRIN & USTIN  000
300036100410902007038918SWEENEY BUILDING BOARD OF014GOLDBERG WEPRIN & USTIN  000
300036100410902008027737SWEENEY BUILDING BOARD OF014GOLDBERG WEPRIN & USTIN  000
300036100410902009405338THE SWEENEY BUILDING     014GOLDBERG WEPRIN FINKEL   000
300037000100002002044968THE WASHINGTON GROUP LLC 014GOLDBERG WEPRIN & USTIN  510
300037000100002003042219WASHINGTON GROUP L.L.C.  014GOLDBERG WEPRIN & USTIN  510
300037000100002004401305WASHINGTON GROUP L.L.C.  014GOLDBERG WEPRIN & USTIN  510
300037000100002005400650WASHINGTON GROUP L.L.C.  014GOLDBERG WEPRIN & USTIN  510
300037000100002006401924WASHINGTON GROUP L.L.C.  014GOLDBERG WEPRIN & USTIN  010
30003700010000200740358445 MAIN STREET LLC       014GOLDBERG WEPRIN & USTIN  000
"30003700010000200840291245 MAIN ASSOCIATES LLC   299HERMAN KATZ, CANGEMI, LLP000"
30003700010000200940286745 MAIN ASSOCIATES LLC   299HERMAN KATZ CANGEMI CLYNE000
300038000100001995036934WASHINGTON GROUP LLC     014GOLDBERG WEPRIN & USTIN  510
300038000100002002044968THE WASHINGTON GROUP LLC 014GOLDBERG WEPRIN & USTIN  510
300038000100002003042219WASHINGTON GROUP L.L.C.  014GOLDBERG WEPRIN & USTIN  510
300038000100002004401305WASHINGTON GROUP L.L.C.  014GOLDBERG WEPRIN & USTIN  510
300038000100002005400650WASHINGTON GROUP L.L.C.  014GOLDBERG WEPRIN & USTIN  510
300038000100002006401924WASHINGTON GROUP L.L.C.  014GOLDBERG WEPRIN & USTIN  000
300038000100002007403585WASHINGTON GROUP L.L.C.  014GOLDBERG WEPRIN & USTIN  000
"300038000100002008402914WASHINGTON GROUP LLC & 30299HERMAN KATZ, CANGEMI, LLP000"
30003800010000200940286855 WASHINGTON STREET LLC 299HERMAN KATZ CANGEMI CLYNE000
300040000100002006400765CHATOV LLC               018PODELL ROTHMAN           000
300040000100002007403358CHATOV LLC               018PODELL ROTHMAN           000
300040000100002008401288CHATOV LLC               018PODELL ROTHMAN           000
300040000100002009400099CHATOV LLC               018PODELL ROTHMAN           000
30004100050000200540155065 JAYAT REALTY CORP.    018PODELL ROTHMAN           500
30004100050000200640076665 JAYAT REALTY CORP.    018PODELL ROTHMAN           000
30004100050000200740335965 JAYAT REALTY CORP.    018PODELL ROTHMAN           000
30004100050000200840128965 JAYAT REALTY CORP.    018PODELL ROTHMAN           000
30004100050000200940010065 JAYAT REALTY CORP.    018PODELL ROTHMAN           000
"300041001100002005400277KAY WATER PROPERTIES, LLC115LAWRENCE J BERGER, P.C.  500"
"300041001100002006401368KAY WATER PROPERTIES, LLC115LAWRENCE J BERGER, P.C.  000"
