DBN,DISTRICT,SCHOOL,PRINCIPAL,2008-09 SCHOOL SUPPORT ORGANIZATION,PROGRESS REPORT TYPE,SCHOOL LEVEL*,PEER INDEX*,OVERALL GRADE,OVERALL SCORE,ENVIRONMENT CATEGORY SCORE,ENVIRONMENT GRADE,PERFORMANCE CATEGORY SCORE,PERFORMANCE GRADE,PROGRESS CATEGORY SCORE,PROGRESS GRADE,ADDITIONAL CREDIT,2007-08 PROGRESS REPORT GRADE,MOST RECENT QUALITY REVIEW SCORE,2008-09 STATE ACCOUNTABILITY STATUS
09X328,9,NEW MILLENNIUM BUSINESS ACADEMY MIDDLE SCHOOL,Dorald Bastian,CEI-PEA,ESMS,Middle,2.72,A,73.7,6,D,19,A,40.4,B,8.3,D,Proficient (2008-09),Restructuring (year 1) -  Comprehensive
09X329,9,DREAMYARD PREPARATORY SCHOOL,Rod Bowen,ESO,HS,High School,2.08,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2,,Proficient (2008-09),Pending
09X339,9,I.S. 339,Jason Levy,ESO,ESMS,Middle,2.77,A,83.1,7.9,C,20.7,A,45.5,A,9,B,Proficient (2007-08),Restructuring (year 2) -  Focused
09X365,9,ACADEMY FOR LANGUAGE AND TECHNOLOGY,ARISLEYDA URENA,New Visions,HS,High School,2,,,,,,,,,,,,
,,,,,,,,,,,,,,,,7,,Proficient (2008-09),Pending
09X403,9,BRONX INTERNATIONAL HIGH SCHOOL,Joaquin Vega,ESO,HS,High School,1.86,A,85.2,12.6,A,13.9,B,48.7,A,10,A,Well Developed (2007-08),In Good Standing
09X404,9,SCHOOL FOR EXCELLENCE,Wade Fuller,ESO,HS,High School,2.03,A,74,9.5,B,14,B,42.5,A,8,B,Well Developed (2007-08),In Good Standing
09X412,9,BRONX HIGH SCHOOL OF BUSINESS,Enrique Lizardi,CUNY,HS,High School,2.02,B,54.1,7.4,C,9.8,D,32.9,B,4,B,Well Developed (2007-08),In Good Standing
09X413,9,BRONX HIGH SCHOOL FOR MEDICAL SCIENCE,William Quintana,CUNY,HS,High School,2.63,A,71.7,8.7,B,14.9,B,41.1,B,7,A,Well Developed (2007-08),In Good Standing
09X414,9,JONATHAN LEVIN HIGH SCHOOL FOR MEDIA AND COMMUNICATIONS,Nasib Hoxha,CUNY,HS,High School,1.86,B,64.6,10.8,A,9.4,D,35.4,B,9,A,Proficient (2007-08),In Good Standing
09X505,9,"BRONX SCHOOL FOR LAW, GOVERNMENT AND JUSTICE",Meisha Ross-Porter,ESO,ESMS,Middle,3.38,B,57.4,7.4,C,18.1,A,29.6,C,2.3,C,Underdeveloped with Proficient Features (2008-09),In Good Standing
09X505,9,"BRONX SCHOOL FOR LAW, GOVERNMENT AND JUSTICE",Meisha Ross-Porter,ESO,HS,High School,2.41,B,56.6,8.5,B,13.7,B,33.4,B,1,B,Underdeveloped with Proficient Features (2008-09),In Good Standing
09X517,9,FREDERICK DOUGLASS ACADEMY III SECONDARY SCHOOL,Rahesha Amon,"Replications, Inc.",ESMS,Middle,3.08,C,45.3,9.4,B,17.4,A,18.5,F,0,D,Proficient (2008-09),Improvement (year 2) -  Basic
09X517,9,FREDERICK DOUGLASS ACADEMY III SECONDARY SCHOOL,Rahesha Amon,"Replications, Inc.",HS,High School,2.45,B,65.3,10.8,A,17.2,B,35.3,B,2,A,Proficient (2008-09),Improvement (year 2) -  Basic
09X525,9,BRONX LEADERSHIP ACADEMY HIGH SCHOOL,"Kenneth Gaskins,Jr.",CEI-PEA,HS,High School,2.25,C,53.9,9.8,B,14.2,B,28.9,C,1,B,Proficient (2007-08),In Good Standing
09X527,9,BRONX LEADERSHIP ACADEMY II HIGH SCHOOL,ELYSE DOTI,New Visions,HS,High School,2.13,B,59.1,8.4,B,18.4,A,30.3,C,2,A,Proficient (2007-08),In Good Standing
09X543,9,HIGH SCHOOL FOR VIOLIN AND DANCE,TANYA JOHN,ESO,HS,High School,1.95,A,98.9,10.1,B,21.8,A,60,A,7,A,Well Developed (2007-08),In Good Standing
10X003,10,P.S. 3 RAUL JULIA MICRO SOCIETY,Denise Brown,ESO,ESMS,K-8,58.11,A,84.9,10.1,B,19.2,A,45.8,A,9.8,B,Well Developed (2007-08),In Good Standing
10X007,10,P.S. 007 KINGSBRIDGE,Renã©E Cloutier,ESO,ESMS,Elementary,59.55,A,77.2,7.7,C,16.1,B,45.1,A,8.3,C,Proficient (2008-09),Corrective Action (year 2) -  Focused
10X008,10,P.S. 008 ISSAC VARIAN,Rosa Maria Peralta,ESO,ESMS,Elementary,55.58,A,99.3,8.1,B,20.7,A,58.5,A,12,B,Well Developed (2007-08),In Good Standing
10X009,10,P.S. 9 RYER AVENUE ELEMENTARY SCHOOL,Denise Eggleston,ICI,ESMS,Elementary,65.54,A,77.8,9.5,B,19.3,A,43,A,6,A,Well Developed (2007-08),In Good Standing
10X015,10,P.S. X015 INSTITUTE FOR ENVIRONMENTAL LEARNING,Eddice Mebane-Griffin,ESO,ESMS,K-8,60.77,A,108.5,12.9,A,25,A,58.6,A,12,A,Well Developed (2007-08),In Good Standing
10X020,10,P.S. 20 P.O.GEORGE J. WERDAN III,Carol Carlsen,ESO,ESMS,K-8,58.58,A,93.4,10.4,A,20.9,A,47.8,A,14.3,B,Well Developed (2007-08),In Good Standing
10X024,10,P.S. 024 SPUYTEN DUYVIL,Philip Thayer Scharper,ESO,ESMS,Elementary,26.47,A,70.9,3.1,F,17.1,A,48.4,A,2.3,A,Well Developed (2007-08),In Good Standing
10X032,10,P.S. 032 BELMONT,Esther Schwartz,CEI-PEA,ESMS,Elementary,64.16,A,97.1,10.7,A,22.9,A,54.5,A,9,B,Well Developed (2007-08),In Good Standing
10X033,10,P.S. 033 TIMOTHY DWIGHT,Lynette Santos,ESO,ESMS,Elementary,65.46,A,89.9,10.5,A,17,A,52.6,A,9.8,B,Well Developed (2007-08),In Good Standing
10X037,10,P.S. X037 - MULTIPLE INTELLIGENCE SCHOOL,Kenneth Petriccione,ESO,ESMS,K-8,58.31,A,96.5,9.4,B,21.9,A,53.2,A,12,C,Proficient (2008-09),In Good Standing
10X045,10,J.H.S. 045 THOMAS C. GIORDANO,Annamaria Giordano,ESO,ESMS,Middle,3.16,A,80.3,8.5,B,18.2,A,44.6,A,9,D,Proficient (2008-09),Restructuring (year 1) -  Focused
10X046,10,P.S. 046 EDGAR ALLAN POE,Jennifer Alexander-Ade,ESO,ESMS,Elementary,63.69,A,86.8,10.8,A,15.6,B,52.9,A,7.5,B,Proficient (2008-09),Restructuring (year 1) -  Focused
10X051,10,P.S. 051 BRONX NEW SCHOOL,Paul Smith,ICI,ESMS,Elementary,50.3,A,71.5,10.6,A,18.2,A,41.2,A,1.5,B,Proficient (2007-08),In Good Standing
10X054,10,P.S. / I.S. 54,Maribelle Nunez-Pardo,ESO,ESMS,Elementary,65.44,A,81.7,6.6,C,17.6,A,55.2,A,2.3,C,Proficient (2008-09),Restructuring (year 1) -  Focused
10X056,10,P.S. 056 NORWOOD HEIGHTS,Priscilla Sheeran,ESO,ESMS,Elementary,51.34,A,83.5,13.7,A,14.6,B,45.4,A,9.8,C,Well Developed (2008-09),Improvement (year 1) -  Basic
10X059,10,P.S. 059 THE COMMUNITY SCHOOL OF TECHNOLOGY,Christine Mchugh,ESO,ESMS,Elementary,68.32,A,89.5,10.6,A,20,A,49.9,A,9,C,Well Developed (2008-09),In Good Standing
10X079,10,P.S. 079 CRESTON,Pamela L Edwards,ESO,ESMS,Elementary,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,No QR in last two years,Improvement (year 2) -  Basic
10X080,10,J.H.S. 080 THE MOSHOLU PARKWAY,Lovey Mazique-Rivera,AED,ESMS,Middle,2.81,A,81.7,6.9,C,20.5,A,44.5,A,9.8,B,Proficient (2007-08),Restructuring (Advanced) -  Focused
10X081,10,P.S. 081 ROBERT J. CHRISTEN,Melodie Mashel,ESO,ESMS,Elementary,31.12,A,77.5,8.7,B,17.8,A,48.7,A,2.3,C,Well Developed (2008-09),In Good Standing
10X085,10,P.S. 085 GREAT EXPECTATIONS,Ted Husted,ESO,ESMS,Elementary,66.05,A,79.6,10.4,A,16.3,B,46.1,A,6.8,D,Proficient (2008-09),Corrective Action (year 1) -  Focused
10X086,10,P.S. 086 KINGSBRIDGE HEIGHTS,Sheldon Benardo,ESO,ESMS,Elementary,63.05,A,102.8,13.5,A,18.8,A,60,A,10.5,A,Well Developed (2007-08),In Good Standing
10X091,10,P.S. 091 BRONX,Rosemary Prati,ESO,ESMS,Elementary,61.7,A,92.9,8.3,B,17.8,A,60,A,6.8,C,Proficient (2008-09),In Good Standing
10X094,10,P.S. 094 KINGS COLLEGE SCHOOL,Diane Daprocida,ICI,ESMS,Elementary,56.67,A,69.7,6.9,C,12,C,44.8,A,6,C,Underdeveloped with Proficient Features (2008-09),Corrective Action (year 2) -  Focused
10X095,10,P.S. 095 SHEILA MENCHER,Serge Marshall Davis,ESO,ESMS,K-8,54.41,A,85.8,8,C,20.4,A,49.9,A,7.5,B,Well Developed (2007-08),In Good Standing
10X118,10,J.H.S. 118 WILLIAM W. NILES,Elizabeth Lawrence,ESO,ESMS,Middle,3.32,A,72.1,8.3,B,17.5,A,37.3,B,9,D,Proficient (2008-09),In Good Standing
10X141,10,RIVERDALE / KINGSBRIDGE ACADEMY (MIDDLE SCHOOL / HIGH SCHOOL 141),Lori O'Mara,ESO,ESMS,Middle,3.43,B,63.2,6.4,D,17.1,A,35.2,B,4.5,C,Proficient (2008-09),In Good Standing
10X141,10,RIVERDALE / KINGSBRIDGE ACADEMY (MIDDLE SCHOOL / HIGH SCHOOL 141),LORI O'MARA,ESO,HS,High School,2.57,A,89.4,7.8,C,20.8,A,48.8,A,12,A,Proficient (2008-09),In Good Standing
10X159,10,P.S. 159 LUIS MUNOZ MARIN BILING,Luis Liz,ESO,ESMS,Elementary,68.65,A,97.9,14.1,A,25,A,55.8,A,3,A,Proficient (2007-08),In Good Standing
10X205,10,P.S. 205 FIORELLO LAGUARDIA,Maria Pietrosanti,CEI-PEA,ESMS,Elementary,62.03,A,85.4,12.9,A,23.1,A,44.9,A,4.5,A,Well Developed (2007-08),In Good Standing
10X206,10,I.S. 206 ANN MERSEREAU,David Neering,ESO,ESMS,Middle,2.95,A,105.2,11.1,A,25,A,57.1,A,12,A,Proficient (2007-08),Improvement (year 2) -  Basic
10X213,10,BRONX ENGINEERING AND TECHNOLOGY ACADEMY,Rashid F. Davis,New Visions,HS,High School,2.2,B,68.8,7.6,C,22.2,A,33,B,6,A,Well Developed (2007-08),In Good Standing
10X225,10,THEATRE ARTS PRODUCTION COMPANY SCHOOL,Lynn Passarella,New Visions,ESMS,Middle,3.29,A,73,12.3,A,18.6,A,39.1,B,3,F,Proficient (2008-09),In Good Standing
10X225,10,THEATRE ARTS PRODUCTION COMPANY SCHOOL,Lynn Passarella,New Visions,HS,High School,2.66,A,85.8,11.8,A,20.2,A,47.8,A,6,,Proficient (2008-09),In Good Standing
10X226,10,P.S. 226,Gloria Darden,ESO,ESMS,Elementary,60.23,B,67.8,9,B,17.3,A,39.2,B,2.3,B,Proficient (2007-08),Improvement (year 2) -  Basic
10X228,10,JONAS BRONCK ACADEMY,Donalda Chumney,ESO,ESMS,Middle,3.08,A,88.6,12.6,A,23.3,A,49.7,A,3,A,Well Developed (2008-09),In Good Standing
10X237,10,"THE MARIE CURIE SCHOOL FOR MEDICINE, NURSING, AND HEALTH PROFESSIONS",Rodney Fisher,ESO,ESMS,Middle,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,F,Proficient (2008-09),In Good Standing
10X237,10,"THE MARIE CURIE SCHOOL FOR MEDICINE, NURSING, AND HEALTH PROFESSIONS",Rodney Fisher,ESO,HS,High School,2.28,A,85.4,10.7,A,24.4,A,43.3,A,7,A,Proficient (2008-09),In Good Standing
10X241,10,"URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE, THE",Kenneth Baum,ESO,ESMS,Middle,3.12,A,83.7,10.8,A,20.5,A,44.9,A,7.5,B,Well Developed (2008-09),In Good Standing
10X243,10,WEST BRONX ACADEMY FOR THE FUTURE,Wilper Morales,New Visions,ESMS,Middle,2.93,A,72.8,9.7,B,23.1,A,36.2,B,3.8,C,Proficient (2008-09),In Good Standing
10X243,10,WEST BRONX ACADEMY FOR THE FUTURE,Wilper Morales,New Visions,HS,High School,1.98,B,57.5,9.1,B,15,B,32.4,B,1,C,Proficient (2008-09),In Good Standing
10X244,10,THE NEW SCHOOL FOR LEADERSHIP AND JOURNALISM,Dolores Peterson,AED,ESMS,Middle,2.84,A,95.1,11.2,A,25,A,48.4,A,10.5,B,Well Developed (2007-08),In Good Standing
10X246,10,P.S. 246 POE CENTER,Beverly Miller,ESO,ESMS,Elementary,64.89,A,89.3,8.6,B,15.8,B,59.6,A,5.3,B,Proficient (2007-08),In Good Standing
10X254,10,I.S. 254,Wilford Hemans,AED,ESMS,Middle,2.69,A,84.9,8.7,B,24.5,A,43.4,A,8.3,A,Well Developed (2007-08),Corrective Action (year 2) -  Focused
10X268,10,KINGSBRIDGE INTERNATIONAL HIGH SCHOOL,Ronald Newlon,ESO,HS,High School,1.65,A,76.2,11.3,A,19.2,A,40.7,B,5,,Proficient (2008-09),In Good Standing
10X279,10,"P.S. 279 CAPTAIN MANUEL RIVERA, JR.",James Waslawski,ESO,ESMS,K-8,62.46,A,95,10.8,A,19.3,A,54.4,A,10.5,C,Proficient (2008-09),Restructuring (Advanced) -  Focused
10X280,10,P.S./M.S. 280 MOSHOLU PARKWAY,James Weeks,ESO,ESMS,K-8,51.65,A,77.5,9.8,B,20.7,A,37.2,B,9.8,B,Well Developed (2007-08),In Good Standing
10X284,10,BRONX SCHOOL OF LAW AND FINANCE,Evan Schwartz,New Visions,HS,High School,2.39,B,65.6,8.1,B,18,A,34.5,B,5,A,Well Developed (2007-08),In Good Standing
10X291,10,P.S. 291,Carlos Velez,ESO,ESMS,Elementary,65.08,A,87.7,12,A,22.2,A,49.7,A,3.8,A,Well Developed (2007-08),Improvement (year 2) -  Basic
10X306,10,P.S. 306,Cynthia G. Riley,ICI,ESMS,Elementary,66.14,A,87.8,8.3,B,20,A,52,A,7.5,B,Well Developed (2007-08),Restructuring (Advanced) -  Focused
10X307,10,P.S. X307 - EAMES PLACE,Luisa Fuentes,ESO,ESMS,Elementary,60.64,A,87.5,15,A,24.7,A,47.8,A,0,B,Well Developed (2007-08),In Good Standing
10X308,10,BRONX DANCE ACADEMY SCHOOL,Sandra Sanchez,ESO,ESMS,Middle,2.96,A,97.4,8.3,B,25,A,53.6,A,10.5,B,Proficient (2007-08),In Good Standing
10X310,10,P.S. 310 MARBLE HILL,Elizabeth Cardona,ESO,ESMS,Elementary,63,A,97.9,11.6,A,17.2,A,59.3,A,9.8,C,Proficient (2008-09),Corrective Action (year 2) -  Focused
10X315,10,P.S. 315 LAB SCHOOL,Elsie Cardona-Bernardinelli,ESO,ESMS,K-8,63.01,A,97.8,11.8,A,25,A,55.7,A,5.3,A,Well Developed (2007-08),In Good Standing
10X319,10,PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION HIGH SCHOOL,Carol Wiggins,ESO,HS,Transfer School,2.18,A,83.9,11.2,A,25,A,43.9,A,3.8,A,Well Developed (2007-08),Improvement (year 2) -  Comprehensive
10X324,10,BRONX EARLY COLLEGE ACADEMY FOR TEACHING & LEARNING,John Barnes,CUNY,ESMS,Middle,3.15,A,94,11.5,A,21.1,A,53.1,A,8.3,D,Proficient (2008-09),In Good Standing
10X331,10,THE BRONX SCHOOL OF SCIENCE INQUIRY AND INVESTIGATION,Serapha Cruz,ESO,ESMS,Middle,2.76,A,87.2,13.3,A,21.4,A,45,A,7.5,A,Well Developed (2008-09),Improvement (year 2) -  Comprehensive
10X340,10,P.S. 340,Nelly Maldonado,ESO,ESMS,Elementary,60.4,A,91.4,13.8,A,19.3,A,53,A,5.3,B,Proficient (2008-09),In Good Standing
10X342,10,INTERNATIONAL SCHOOL FOR LIBERAL ARTS,Karen Maldonado,ESO,ESMS,Middle,2.61,A,85.8,11.9,A,18,A,52.9,A,3,B,Well Developed (2008-09),Pending
10X342,10,INTERNATIONAL SCHOOL FOR LIBERAL ARTS,Karen Maldonado,ESO,HS,High School,2.03,A,88.1,11.4,A,25,A,47.7,A,4,,Well Developed (2008-09),In Good Standing
10X360,10,P.S. 360,Nancy Rodriguez-Lewis,ESO,ESMS,Elementary,60.61,A,95.1,10.7,A,15.4,B,60,A,9,B,Well Developed (2007-08),In Good Standing
10X368,10,IN-TECH ACADEMY (M.S. / HIGH SCHOOL 368),Rose Fairweather-Clunie,ESO,ESMS,Middle,3.08,A,93.6,10.7,A,22.1,A,52.5,A,8.3,B,Well Developed (2007-08),In Good Standing
10X368,10,IN-TECH ACADEMY (M.S. / HIGH SCHOOL 368),Rose Fairweather-Clunie,ESO,HS,High School,2.52,C,52.4,10.5,A,12.2,C,25.7,D,4,B,Well Developed (2007-08),In Good Standing
10X374,10,KNOWLEDGE AND POWER PREPARATORY ACADEMY INTERNATIONAL HIGH SCHOOL (KAPPA),PANOREA PANAGIOSOULIS,New Visions,HS,High School,2.86,,,,,,,,,,,,
,,,,,,,,,,,,,,,,6,,Well Developed (2008-09),Pending
10X390,10,M.S. 390,Robert Mercedes,AED,ESMS,Middle,2.85,A,95.6,12.6,A,24,A,47.7,A,11.3,A,Well Developed (2007-08),Restructuring (year 2) -  Focused
10X391,10,THE ANGELO PATRI MIDDLE SCHOOL,Pedro Santana,Fordham,ESMS,Middle,2.86,A,81.8,11.7,A,19.7,A,43.6,A,6.8,C,Proficient (2008-09),Restructuring (year 2) -  Focused
10X396,10,P.S. 396,Lawrence Wright,ESO,ESMS,Elementary,64.69,A,91.3,12.7,A,17.9,A,59.2,A,1.5,C,Proficient (2008-09),In Good Standing
10X397,10,ENGLISH LANGUAGE LEARNERS AND INTERNATIONAL SUPPORT PREPARATORY ACADEMY (ELLIS),Norma Vega,ESO,HS,High School,1.62,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2,,,
10X399,10,M.S. 399,Angelo Ledda,ESO,ESMS,Middle,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,D,Proficient (2007-08),Restructuring (Advanced) -  Comprehensive
10X413,10,BRONX HIGH SCHOOL FOR MEDICAL SCIENCE,William Quintana,CUNY,ESMS,Middle,3.19,A,83.8,8.4,B,21,A,46.1,A,8.3,B,Well Developed (2007-08),In Good Standing
10X433,10,HIGH SCHOOL FOR TEACHING AND THE PROFESSIONS,Maxine Johnson-Harris,ESO,HS,High School,2.09,C,51.4,8.2,B,10.5,D,30.7,C,2,B,Proficient (2007-08),In Good Standing
10X434,10,BELMONT PREPARATORY HIGH SCHOOL,STEPHEN JOSEPH GUMBS,LLSO,HS,High School,1.92,A,94.9,9.5,B,15.8,B,58.6,A,11,A,Proficient (2007-08),In Good Standing
10X437,10,FORDHAM HIGH SCHOOL FOR THE ARTS,Iris Blige,LLSO,HS,High School,1.93,A,85.6,8.7,B,15.9,B,51,A,10,B,Proficient (2007-08),In Good Standing
10X438,10,FORDHAM LEADERSHIP ACADEMY FOR BUSINESS AND TECHNOLOGY,Richard Bost,Fordham,HS,High School,1.96,B,59.1,8.1,B,11.7,C,36.3,B,3,C,Proficient (2008-09),Improvement (year 1) -  Comprehensive
10X439,10,BRONX HIGH SCHOOL FOR LAW AND COMMUNITY SERVICE,Gail Joyner-White,New Visions,HS,High School,1.97,C,52.4,9.8,B,13.6,B,26,D,3,B,Well Developed (2007-08),In Good Standing
10X440,10,DEWITT CLINTON HIGH SCHOOL,Geraldine Ambrosio,ICI,HS,High School,2.41,C,49.7,7.8,C,11.5,C,29.4,C,1,C,Proficient (2008-09),Restructuring (year 2) -  Focused
10X442,10,"CELIA CRUZ BRONX HIGH SCHOOL OF MUSIC, THE","William Rodriguez, Ed.D.",New Visions,HS,High School,2.62,B,57.4,10,B,16.4,B,29,C,2,B,Well Developed (2007-08),In Good Standing
10X445,10,BRONX HIGH SCHOOL OF SCIENCE,Valerie Reidy,ICI,HS,High School,3.92,A,80.3,9,B,23.5,A,45.8,A,2,A,Well Developed (2007-08),In Good Standing
10X475,10,JOHN F. KENNEDY HIGH SCHOOL,Anthony Rotunno,LLSO,HS,High School,1.78,C,52.7,6.4,D,12,C,30.3,C,4,C,Proficient (2008-09),Restructuring (Advanced) -  Comprehensiv
10X477,10,MARBLE HILL HIGH SCHOOL FOR INTERNATIONAL STUDIES,KIRSTEN LARSON,New Visions,HS,High School,2.61,A,101.3,12.2,A,23.4,A,54.7,A,11,A,Outstanding (2007-08),In Good Standing
10X495,10,UNIVERSITY HEIGHTS SECONDARY SCHOOL AT BRONX COMMUNITY COLLEGE,Brenda Bravo,ESO,HS,High School,2.5,A,85.5,10.1,B,16.2,B,48.2,A,11,A,Well Developed (2007-08),In Good Standing
10X546,10,BRONX THEATRE HIGH SCHOOL,Deborah Effinger,New Visions,HS,High School,2.35,B,58.8,10.4,B,18.3,A,27.1,C,3,B,Well Developed (2007-08),In Good Standing
10X549,10,DISCOVERY HIGH SCHOOL,ROLANDO RIVERA,ESO,HS,High School,1.85,A,76.9,7.1,C,18.8,A,46,A,5,A,Well Developed (2007-08),Improvement (year 1) -  Comprehensive
10X660,10,GRACE DODGE CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,Roberto Hernandez,LLSO,HS,High School,1.92,D,41.3,8.6,B,10.7,D,22,D,0,C,Proficient (2008-09),Restructuring (year 2) -  Comprehensive
10X696,10,HIGH SCHOOL OF AMERICAN STUDIES AT LEHMAN COLLEGE,Mr. Alessandro Weiss,ICI,HS,High School,3.83,A,78.1,12.9,A,20.5,A,44.7,A,0,A,Well Developed (2007-08),In Good Standing
11X016,11,P.S. 016 WAKEFIELD,Yvonne Williams,ESO,ESMS,Elementary,51.62,A,78.9,7.5,C,18,A,48.1,A,5.3,A,Proficient (2008-09),In Good Standing
11X019,11,P.S. 019 JUDITH K. WEISS,Timothy P. Sullivan,LLSO,ESMS,K-8,26.21,A,77.1,11.7,A,17.5,A,43.4,A,4.5,C,Well Developed (2008-09),In Good Standing
11X021,11,P.S. 021 PHILIP H. SHERIDAN,Joyce Coleman,LLSO,ESMS,Elementary,57.93,B,64,6.3,D,14.4,B,41,A,2.3,B,Proficient (2007-08),In Good Standing
11X041,11,P.S. 041 GUN HILL ROAD,Erika Tobia,LLSO,ESMS,Elementary,60.43,A,101.6,11.1,A,20,A,60,A,10.5,A,Proficient (2007-08),In Good Standing
11X068,11,P.S. 068 BRONX,Cheryl Coles,LLSO,ESMS,Elementary,61.73,A,81.6,12,A,21.5,A,44.3,A,3.8,A,Well Developed (2007-08),In Good Standing
11X076,11,P.S. 076 THE BENNINGTON SCHOOL,Louise Sedotto,LLSO,ESMS,Elementary,58.28,A,97.4,10.8,A,24.5,A,53.8,A,8.3,A,Outstanding (2007-08),In Good Standing
11X078,11,P.S. 078 ANNE HUTCHINSON,Claudina Skerritt,LLSO,ESMS,Elementary,56.62,A,70.2,8,C,12.9,C,46.3,A,3,C,Proficient (2008-09),Improvement (year 1) -  Basic
11X083,11,P.S. 083 DONALD HERTZ,Benjamin Soccodato,CEI-PEA,ESMS,K-8,43.04,A,88.7,10.7,A,18.8,A,47.9,A,11.3,B,Well Developed (2007-08),In Good Standing
11X087,11,P.S. 087 BRONX,Donna Anaman,ESO,ESMS,Elementary,54.89,A,86.2,8.1,B,18.1,A,52.5,A,7.5,C,Underdeveloped with Proficient Features (2008-09),In Good Standing
11X089,11,P.S. 089 BRONX,Ronald Rivera,CEI-PEA,ESMS,K-8,52.88,A,76.3,5,D,17.1,A,43.7,A,10.5,C,Proficient (2008-09),Corrective Action (year 2) -  Focused
11X096,11,P.S. 096 RICHARD RODGERS,Marta Garcia,LLSO,ESMS,Elementary,51.55,A,82.5,10.7,A,21.8,A,42.5,A,7.5,A,Well Developed (2007-08),In Good Standing
11X097,11,P.S. 097 BRONX,Katheleen Bornkamp,LLSO,ESMS,Elementary,45.24,C,50.7,8.3,B,14.6,B,27,C,0.8,C,Proficient (2008-09),Improvement (year 2) -  Basic
11X103,11,P.S. 103 HECTOR FONTANEZ,Alice Brown,ESO,ESMS,Elementary,58.25,A,81,11.1,A,15.6,B,44.5,A,9.8,C,Proficient (2008-09),Corrective Action (year 1) -  Focused
11X105,11,P.S. 105 SEN ABRAHAM BERNSTEIN,Mr. Christopher Eustace,LLSO,ESMS,Elementary,50.71,A,88,8.6,B,17.3,A,50.1,A,12,B,Well Developed (2007-08),In Good Standing
11X106,11,P.S. 106 PARKCHESTER,Eugenia Montalvo,LLSO,ESMS,Elementary,51.08,A,78.6,11.4,A,18.9,A,41.5,A,6.8,B,Proficient (2007-08),In Good Standing
11X108,11,P.S. 108 PHILIP J. ABINANTI,Charles Sperrazza,LLSO,ESMS,Elementary,32.88,B,62,6,D,14.7,B,38.3,B,3,B,Proficient (2007-08),In Good Standing
11X111,11,P.S. 111 SETON FALLS,Julia Rivers-Jones,ESO,ESMS,Elementary,59.06,A,78.3,10.5,A,15.1,B,45.9,A,6.8,B,Well Developed (2007-08),In Good Standing
11X112,11,P.S. 112 BRONXWOOD,Susan Barnes,LLSO,ESMS,Elementary,62,A,74.6,8.5,B,18.6,A,41.5,A,6,A,Proficient (2007-08),Restructuring (Advanced) -  Focused
11X121,11,P.S. 121 THROOP,Rachel Donnelly,ESO,ESMS,Elementary,50.97,A,69.9,13.1,A,17.9,A,31.4,C,7.5,B,Well Developed (2007-08),In Good Standing
11X127,11,J.H.S. 127 THE CASTLE HILL,Harry Sherman,LLSO,ESMS,Middle,3.08,A,79.9,9.1,B,19.9,A,41.1,A,9.8,A,Well Developed (2007-08),In Good Standing
11X142,11,MS 142 JOHN PHILIP SOUSA,Casimiro Cibelli,CEI-PEA,ESMS,Middle,2.93,A,74.4,6,D,19.5,A,40.6,B,8.3,C,Underdeveloped with Proficient Features (2008-09),Restructuring (Advanced) -  Focused
11X144,11,J.H.S. 144 MICHELANGELO,Katina Lotakis,LLSO,ESMS,Middle,3,A,76.1,8.3,B,21.6,A,36.4,B,9.8,B,Well Developed (2007-08),Restructuring (year 2) -  Focused
11X153,11,P.S. 153 HELLEN KELLER,Veronica Goka,LLSO,ESMS,Elementary,46.58,A,81.1,10.7,A,20.9,A,42.7,A,6.8,B,Well Developed (2007-08),In Good Standing
11X160,11,P.S. 160 WALT DISNEY,Lori Baker,LLSO,ESMS,Elementary,51.26,A,70.3,9.2,B,16.7,B,42.1,A,2.3,A,Well Developed (2007-08),In Good Standing
11X175,11,P.S. 175 CITY ISLAND,Amy Lipson,ESO,ESMS,K-8,23.92,A,79.9,10.9,A,18.2,A,47,A,3.8,C,Proficient (2008-09),In Good Standing
11X178,11,P.S. 178 - DR. SELMAN WAKSMAN,Evelyn Fulton,CEI-PEA,ESMS,Elementary,52.22,A,85.5,7.8,C,17.5,A,51.2,A,9,A,Well Developed (2007-08),In Good Standing
11X180,11,M.S. 180 DR. DANIEL HALE WILLIAMS,Frank Uzzo,CEI-PEA,ESMS,Middle,3.18,A,68.3,8.8,B,18.3,A,34.4,B,6.8,B,Well Developed (2007-08),In Good Standing
11X181,11,I.S. 181 PABLO CASALS,Christopher Warnock,LLSO,ESMS,Middle,3.13,A,76.5,9.6,B,19.6,A,42,A,5.3,B,Well Developed (2007-08),In Good Standing
11X189,11,CORNERSTONE ACADEMY FOR SOCIAL ACTION,Malissa Mootoo,LLSO,ESMS,Elementary,57.23,C,51.1,7.3,C,12,C,29.5,C,2.3,,Proficient (2008-09),In Good Standing
