DBN,DISTRICT,SCHOOL,SCHOOL SUPPORT ORGANIZATION/NETWORK,PROGRESS REPORT TYPE,SCHOOL LEVEL*, PEER INDEX* ,GRADE,OVERALL SCORE,ENVIRONMENT CATEGORY SCORE,PERFORMANCE CATEGORY SCORE,PROGRESS CATEGORY SCORE,ADDITIONAL CREDIT,QUALITY REVIEW SCORE
13K133,13,PS 133 WILLIAM A BUTLER,CLSO3,ESMS,Elementary School, 71.80 ,B,54.93,0.398,0.669,0.47,3,Undeveloped
13K256,13,PS 256 BENJAMIN BANNEKER,CLSO3,ESMS,Elementary School, 71.05 ,C,44.9,0.277,0.435,0.49,0.75,Proficient
13K265,13,JHS 265 SUSAN S. MCKINNEY,CLSO4,ESMS,Middle School, 2.81 ,A,85.18,0.473,0.707,0.884,8.25,Proficient
13K265,13,JHS 265 SUSAN S. MCKINNEY,CLSO4,HS,High School, 2.65 ,B,62.94,0.516,0.665,0.586,3,Proficient
13K266,13,MS 266 PARK PLACE COMM. MS,CLSO4,ESMS,Middle School, 3.34 ,B,51.04,0.545,0.616,0.416,1.5,Proficient
13K270,13,PS 270 JOHANN DEKALB,CLSO3,ESMS,Elementary School, 74.31 ,F,8.154,0.382,0.492,-0.252,1.5,Proficient
13K282,13,PS 282 PARK SLOPE,ESO8,ESMS,Elementary School, 55.36 ,C,41.76,0.592,0.524,0.312,0,Well-Developed
13K287,13,PS 287 BAILEY K ASHFORD,CLSO8,ESMS,Elementary School, 75.55 ,F,17.38,-0.084,0.279,0.187,0,Proficient
13K301,13,SATELLITE EAST MIDDLE SCHOOL,CLSO4,ESMS,Middle School, 3.24 ,D,31.48,0.455,0.379,0.241,0,Proficient
13K305,13,PS 305 DR PETER RAY,CLSO3,ESMS,Elementary School, 72.16 ,B,59.06,0.305,0.339,0.765,2.25,Undeveloped
13K307,13,PS 307 DANIEL HALE WILLIAMS,CLSO6,ESMS,Elementary School, 73.53 ,D,32.42,0.251,0.253,0.383,0,Proficient
13K313,13,SATELLITE WEST MIDDLE SCHOOL,CLSO4,ESMS,Middle School, 3.15 ,B,58.82,0.495,0.562,0.587,2.25,Proficient
13K336,13,THE URBAN ASSEMBLY ACADEMY OF BUSINESS AND COMMUNI,ESO14,ESMS,Middle School, 2.94 ,C,41.08,0.345,0.506,0.377,0,Proficient
13K419,13,"SCIENCE SKILLS CENTER HIGH SCHOOL FOR SCIENCE, TEC",CLSO7,HS,High School, 2.87 ,D,34.07,-0.008,0.496,0.323,1.5,Undeveloped
13K430,13,BROOKLYN TECHNICAL HIGH SCHOOL,ESO6,HS,High School, 3.86 ,B,52.1,0.227,0.665,0.521,0,Proficient
13K439,13,BROOKLYN INTERNATIONAL HIGH SCHOOL,ESO13,HS,High School, 2.79 ,A,80.89,0.899,0.577,0.747,9,Well-Developed
13K499,13,ACORN COMMUNITY HIGH SCHOOL,CLSO4,HS,High School, 2.51 ,B,63.3,0.436,0.732,0.495,7.5,Well-Developed
13K509,13,FREEDOM ACADEMY HIGH SCHOOL,CLSO4,HS,High School, 2.67 ,C,36.3,0.437,0.209,0.427,0,Proficient
13K571,13,MS 571,CLSO5,ESMS,Middle School, 2.90 ,C,45.05,0.328,0.454,0.482,0,Proficient
13K595,13,BEDFORD ACADEMY HIGH SCHOOL,ESO8,HS,High School, 3.03 ,A,103.6,0.956,0.935,1.113,0,Well-Developed
13K605,13,GEORGE WESTINGHOUSE CAREER AND TECHNICAL EDUCATION,CLSO7,HS,High School, 2.53 ,C,41.18,0.608,0.51,0.196,6,Proficient
13K670,13,BENJAMIN BANNEKER ACADEMY,ESO8,HS,High School, 3.35 ,B,58.68,0.363,0.637,0.621,0,Well-Developed
14K016,14,PS 016 LEONARD DUNKLY,CLSO6,ESMS,Elementary School, 71.63 ,D,37.08,0.18,0.411,0.401,0,Proficient
14K017,14,PS 017 HENRY D WOODWORTH,CLSO6,ESMS,Elementary School, 70.58 ,B,58.53,0.506,0.696,0.505,2.25,Proficient
14K018,14,PS 018 EDWARD BUSH,CLSO5,ESMS,Elementary School, 74.52 ,A,85.11,0.755,0.54,0.992,3,Proficient
14K019,14,PS 019 ROBERTO CLEMENTE,CLSO3,ESMS,Elementary School, 80.44 ,C,48.92,0.406,0.36,0.555,1.5,Undeveloped
14K023,14,PS 023 CARTER C WOODSON,CLSO6,ESMS,Elementary School, 76.50 ,F,19.71,0.206,0.246,0.168,0,Proficient
14K031,14,PS 031 SAMUEL F DUPONT,CLSO1,ESMS,Elementary School, 50.54 ,A,67.77,0.828,1.054,0.431,0,Well-Developed
14K034,14,PS 034 OLIVER H PERRY,CLSO1,ESMS,Elementary School, 38.10 ,A,65.84,0.989,0.815,0.483,0,Well-Developed
14K050,14,JHS 050 JOHN D WELLS,CLSO5,ESMS,Middle School, 2.94 ,A,65.57,0.385,0.507,0.701,6,Undeveloped
14K059,14,PS 059 WILLIAM FLOYD,CLSO6,ESMS,Elementary School, 76.50 ,D,37.72,0.243,0.341,0.434,0,Proficient
14K071,14,JUAN MOREL CAMPOS SECONDARY SCHOOL,CLSO4,ESMS,Middle School, 3.02 ,C,46.96,0.402,0.356,0.482,3.75,Proficient
14K084,14,PS 084 JOSE DE DIEGO,CLSO3,ESMS,Elementary School, 70.20 ,D,35.8,0.362,0.164,0.449,0.75,Proficient
14K110,14,PS 110 THE MONITOR,CLSO6,ESMS,Elementary School, 45.68 ,B,53.82,0.818,0.215,0.515,6.75,Proficient
14K120,14,PS 120 CARLOS TAPIA,CLSO6,ESMS,Elementary School, 78.37 ,B,57.8,0.919,0.473,0.488,3,Proficient
14K126,14,JHS 126 JOHN ERICSSON,CEIPEA3,ESMS,Middle School, 3.10 ,D,32.41,0.296,0.308,0.313,1.5,Proficient
14K132,14,PS 132 CONSELYA,CLSO1,ESMS,Elementary School, 56.82 ,A,72.95,0.705,0.541,0.757,4.5,Well-Developed
14K147,14,PS 147 ISSAC REMSEN,ESO19,ESMS,Elementary School, 74.68 ,A,65.34,0.499,0.519,0.714,3,Well-Developed
14K157,14,PS 157 BENJAMIN FRANKLIN,CLSO3,ESMS,Elementary School, 77.98 ,A,67.08,0.849,0.621,0.622,1.5,Proficient
14K196,14,PS 196 TEN EYCK,CLSO1,ESMS,Elementary School, 73.37 ,C,43.75,0.684,0.814,0.165,0,Well-Developed
14K250,14,PS 250 GEORGE H LINDSAY,CLSO6,ESMS,Elementary School, 62.65 ,B,53.14,0.704,0.681,0.403,0,Well-Developed
14K257,14,PS 257 JOHN F HYLAN,CLSO6,ESMS,Elementary School, 76.98 ,A,64.59,0.867,0.936,0.386,2.25,Proficient
14K297,14,PS 297 ABRAHAM STOCKTON,CLSO5,ESMS,Elementary School, 75.26 ,C,42.47,0.261,0.448,0.402,3,Proficient
14K318,14,JHS 318 EUGENIO MARIA DEHOSTOS,CLSO5,ESMS,Middle School, 3.56 ,B,61.07,0.709,0.523,0.509,6.75,Proficient
14K330,14,THE URBAN ASSEMBLY SCHOOL FOR THE URBAN ENVIRONMEN,ESO10,ESMS,Middle School, 2.87 ,A,73.47,0.745,0.732,0.693,2.25,Proficient
14K380,14,PS 380 JOHN WAYNE ELEM.,CLSO1,ESMS,Elementary School, 72.38 ,B,59.23,0.903,0.816,0.344,2.25,Well-Developed
14K474,14,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS,CLSO7,HS,High School, 2.55 ,B,49.3,0.347,0.490,0.478,3,Undeveloped
14K477,14,THE SCHOOL FOR LEGAL STUDIES,ESO8,HS,High School, 2.53 ,C,41.79,0.262,0.639,0.34,0,Proficient
14K478,14,"THE HIGH SCHOOL FOR ENTERPRISE, BUSINESS, AND TECH",CLSO7,HS,High School, 2.55 ,A,78.19,0.427,0.893,0.628,10.5,Well-Developed
14K577,14,CONSELYEA PREPARATORY SCHOOL,CLSO5,ESMS,Middle School, 3.42 ,A,76.73,0.732,0.62,0.748,6,Proficient
14K582,14,MS 582,CLSO4,ESMS,Middle School, 3.30 ,C,46.88,0.63,0.238,0.483,3.75,Proficient
14K610,14,AUTOMOTIVE HIGH SCHOOL,ESO9,HS,High School, 2.41 ,F,28.5,0.293,0.270,0.291,0,Proficient
14K685,14,EL PUENTE ACADEMY FOR PEACE AND JUSTICE,ESO12,HS,High School, 2.47 ,B,59.4,0.672,0.386,0.658,1.5,Well-Developed
15K001,15,PS 001 THE BERGEN,ESO22,ESMS,Elementary School, 76.94 ,B,58.08,0.701,0.658,0.506,0,Proficient
15K010,15,"MAGNET SCH. OF MATH, SCI. AND DESIGN TECHNOLOGY",ESO3,ESMS,Elementary School, 61.80 ,C,40.64,0.706,0.497,0.275,0,Well-Developed
15K015,15,PS 015 PATRICK F. DALY,ESO22,ESMS,Elementary School, 75.01 ,A,65.97,0.621,0.754,0.537,4.5,Proficient
15K024,15,PS 024,ESO3,ESMS,Elementary School, 78.11 ,A,69.7,0.709,0.564,0.725,2.25,Well-Developed
15K027,15,Agnes Y. Humphrey School for Leadership 27,New Visions1,ESMS,K-8 School, 79.42 ,C,40.09,0.329,0.159,0.498,3,
15K029,15,PS 029 JOHN M HARRIGAN,ESO3,ESMS,Elementary School, 28.40 ,B,59.04,0.678,0.686,0.501,0.75,Well-Developed
15K032,15,PS 032 SAMUELS MILLS SPROLE,ESO22,ESMS,Elementary School, 67.72 ,B,52.18,0.771,0.348,0.535,0.75,Well-Developed
15K038,15,PS 038 THE PACIFIC,CLSO6,ESMS,Elementary School, 62.91 ,A,68.07,0.238,0.408,0.882,3.75,Proficient
15K039,15,PS 039 HENRY BRISTOW,ESO22,ESMS,Elementary School, 45.29 ,C,48.23,0.661,0.532,0.406,0,Proficient
15K051,15,MS 51 WILLIAM ALEXANDER,CLSO5,ESMS,Middle School, 3.73 ,B,54.47,0.505,0.707,0.413,3,Proficient
15K058,15,PS 058 THE CARROLL,CLSO6,ESMS,Elementary School, 34.17 ,D,35.91,0.54,0.453,0.245,0.75,Proficient
15K088,15,JHS 088 PETER ROUGET,CLSO5,ESMS,Middle School, 3.06 ,A,75.34,0.577,0.684,0.676,9,Proficient
15K094,15,PS 094 THE HENRY LONGFELLOW,CLSO6,ESMS,Elementary School, 64.55 ,A,76.24,0.504,0.397,0.882,8.25,Well-Developed
15K107,15,PS 107 JOHN W KIMBALL,ESO22,ESMS,Elementary School, 26.74 ,A,70.03,0.663,0.619,0.7,3,Proficient
15K124,15,PS 124 SILAS B DUTCHER,CLSO6,ESMS,Elementary School, 69.21 ,A,68.2,0.67,0.83,0.577,1.5,Proficient
15K130,15,PS 130 THE PARKSIDE,CLSO6,ESMS,Elementary School, 58.95 ,B,54.36,0.573,0.727,0.435,0,Proficient
15K131,15,PS 131 BROOKLYN,CLSO3,ESMS,Elementary School, 65.29 ,B,53,0.585,0.535,0.485,1.5,Well-Developed
15K136,15,IS 136 CHARLES O DEWEY,ESO4,ESMS,Middle School, 2.80 ,B,59.75,0.536,0.564,0.578,3,Undeveloped
15K146,15,PS 146,ESO3,ESMS,Elementary School, 35.13 ,C,40.3,0.73,0.608,0.188,0.75,Well-Developed
15K154,15,MAGNET SCHOOL FOR SCIENCE & TECHNOLOGY,ESO22,ESMS,Elementary School, 32.54 ,D,34.54,0.391,0.529,0.233,0,Proficient
15K169,15,PS 169 SUNSET PARK,CLSO3,ESMS,Elementary School, 64.34 ,B,54.7,0.673,0.547,0.499,0.75,Well-Developed
15K172,15,PS 172 BEACON SCH OF EXCELLEN,ESO3,ESMS,Elementary School, 73.05 ,A,80.86,0.918,1.086,0.587,2.25,Well-Developed
15K230,15,PS 230 DORIS L COHEN,ESO3,ESMS,Elementary School, 42.15 ,B,58.81,0.682,0.643,0.437,5.25,Well-Developed
15K261,15,PS 261 PHILIP LIVINGSTON,CLSO6,ESMS,Elementary School, 43.14 ,C,45.78,0.485,0.454,0.398,3,Proficient
15K295,15,PS 295,ESO22,ESMS,Elementary School, 55.32 ,A,77.44,0.611,0.515,0.892,3.75,Proficient
15K321,15,PS 321 WILLIAM PENN,ESO3,ESMS,Elementary School, 18.27 ,B,55.35,0.794,0.729,0.392,0,Well-Developed
15K429,15,BROOKLYN SCHOOL FOR GLOBAL STUDIES,ESO11,ESMS,Middle School, 3.05 ,C,46.42,0.235,0.542,0.443,2.25,Proficient
15K429,15,BROOKLYN SCHOOL FOR GLOBAL STUDIES,ESO11,HS,High School, 2.50 ,C,39.76,0.324,0.281,0.399,4.5,Proficient
15K442,15,NEW HORIZONS SCHOOL,CLSO4,ESMS,Middle School, 2.84 ,C,46.07,0.48,0.462,0.386,3.75,Proficient
15K443,15,NEW VOICES SCHOOL OF ACADEMIC & CREATIVE ARTS,CLSO4,ESMS,Middle School, 3.17 ,A,70.72,0.595,0.782,0.588,6,Proficient
15K447,15,THE MATH & SCIENCE EXPLORATORY SCHOOL,CLSO4,ESMS,Middle School, 3.53 ,A,69.86,0.457,0.766,0.659,3.75,Well-Developed
15K448,15,BROOKLYN SECONDARY SCHOOL FOR COLLABORATIVE STUDIE,ESO3,ESMS,Middle School, 3.13 ,A,66.64,0.645,0.552,0.598,7.5,Proficient
15K462,15,SECONDARY SCHOOL FOR LAW,ESO12,ESMS,Middle School, 2.90 ,C,49.15,0.277,0.521,0.48,3,Proficient
15K462,15,SECONDARY SCHOOL FOR LAW,ESO12,HS,High School, 2.79 ,C,36.12,0.199,0.352,0.383,1.5,Proficient
15K463,15,SECONDARY SCHOOL FOR JOURNALISM,CLSO4,ESMS,Middle School, 2.89 ,A,69.92,0.501,0.66,0.706,3.75,Proficient
15K463,15,SECONDARY SCHOOL FOR JOURNALISM,CLSO4,HS,High School, 2.76 ,C,38.04,0.31,0.288,0.423,1.5,Proficient
15K464,15,SECONDARY SCHOOL FOR RESEARCH,CLSO4,ESMS,Middle School, 2.96 ,B,63.14,0.483,0.588,0.655,2.25,Proficient
15K464,15,SECONDARY SCHOOL FOR RESEARCH,CLSO4,HS,High School, 2.62 ,C,42.52,0.437,0.321,0.424,3,Proficient
15K497,15,SCHOOL FOR INTERNATIONAL STUDIES,CLSO4,ESMS,Middle School, 3.04 ,A,82.43,0.505,0.832,0.839,3.75,Proficient
15K497,15,SCHOOL FOR INTERNATIONAL STUDIES,CLSO4,HS,High School, 2.54 ,B,49.55,0.541,0.517,0.417,3,Proficient
15K498,15,ACORN HIGH SCHOOL FOR SOCIAL JUSTICE,CLSO7,HS,High School, 2.43 ,F,25.07,-0.037,0.325,0.289,0,Undeveloped
15K519,15,COBBLE HILL SCHOOL OF AMERICAN STUDIES,CLSO4,HS,High School, 2.41 ,D,32.72,0.208,0.438,0.299,0,Proficient
15K530,15,METROPOLITAN CORPORATE ACADEMY HIGH SCHOOL,CLSO7,HS,High School, 2.45 ,C,35.9,0.196,0.447,0.329,1.5,Undeveloped
15K656,15,BROOKLYN HIGH SCHOOL OF THE ARTS,ESO12,HS,High School, 2.90 ,C,39.86,0.398,0.459,0.257,6,Well-Developed
15K698,15,SOUTH BROOKLYN COMMUNITY HIGH SCHOOL,New Visions1,HS,Transfer School, NA ,B,57.97,0.537,0.665,0.504,2.25,Well-Developed
15K821,15,SUNSET PARK PREP,CLSO5,ESMS,Middle School, 3.37 ,A,66.31,0.628,0.705,0.554,5.25,Well-Developed
16K005,16,PS 005 DR. RONALD MCNAIR,CLSO3,ESMS,Elementary School, 70.37 ,F,19.07,0.298,0.499,-0.034,1.5,Proficient
16K021,16,PS 021 CRISPUS ATTUCKS,ESO8,ESMS,Elementary School, 67.24 ,B,50.18,0.755,0.732,0.28,1.5,Well-Developed
16K025,16,PS 025 EUBIE BLAKE SCHOOL,CLSO3,ESMS,Elementary School, 78.49 ,B,62.27,0.399,0.337,0.799,2.25,Proficient
16K026,16,PS 026 JESSE OWENS,CLSO6,ESMS,Elementary School, 71.59 ,A,64.95,0.603,0.566,0.681,1.5,Proficient
16K028,16,PS 028 THE WARREN,CLSO3,ESMS,Elementary School, 75.90 ,F,26.42,0.509,0.389,0.129,0,Proficient
16K035,16,PS 035 STEPHEN DECATUR,CLSO4,ESMS,Middle School, 2.85 ,B,51.72,0.47,0.427,0.525,3,Proficient
16K040,16,PS 040 GEORGE W CARVER,CLSO3,ESMS,Elementary School, 73.13 ,C,47.62,0.475,0.304,0.543,1.5,Proficient
16K057,16,JHS 057 WHITELAW REID,CLSO5,ESMS,Middle School, 2.83 ,C,45.09,0.432,0.452,0.455,0,Proficient
16K081,16,PS 081 THADDEUS STEVENS,ESO16,ESMS,Elementary School, 74.83 ,A,66.88,0.431,0.63,0.714,2.25,Proficient
16K243,16,PS 243 WEEKSVILLE,CLSO3,ESMS,Elementary School, 75.80 ,B,60.23,0.395,0.381,0.684,5.25,Proficient
16K262,16,PS 262 EL HAJJ MALIK SHABAZZ,CLSO3,ESMS,Elementary School, 76.40 ,A,75.28,0.352,0.804,0.78,3,Proficient
16K267,16,"MS 267 MATH, SCIENCE & TECH.",CLSO4,ESMS,Middle School, 2.92 ,F,11.84,0.329,0.528,-0.23,3.75,Proficient
16K304,16,PS 304 CASIMIR PULASKI,CLSO3,ESMS,Elementary School, 79.23 ,F,29.67,-0.141,0.202,0.468,0,Undeveloped
16K308,16,PS 308 CLARA CARDWELL,CLSO3,ESMS,K-8 School, 72.97 ,B,52.64,0.482,0.503,0.497,3,Proficient
16K309,16,PS 309 GEORGE E WIBECAN,CLSO3,ESMS,Elementary School, 75.78 ,D,34.98,0.297,0.421,0.325,0,Proficient
16K335,16,PS 335 GRANVILLE T WOODS,CLSO5,ESMS,Elementary School, 74.68 ,C,43.61,0.37,0.265,0.52,1.5,Well-Developed
16K385,16,"School of Business, Finance and Entrepreneurship",CLSO5,ESMS,Middle School, 2.92 ,A,67.42,0.356,0.531,0.73,6,Proficient
16K393,16,FREDERICK DOUGLASS ACADEMY IV SECONDARY SCHOOL,CLSO7,ESMS,Middle School, 3.56 ,C,43.25,0.319,0.437,0.406,3,Proficient
16K455,16,BOYS AND GIRLS HIGH SCHOOL,CLSO7,HS,High School, 2.44 ,C,43.51,0.192,0.416,0.512,0,Proficient
16K584,16,MS 584,CLSO8,ESMS,Middle School, 2.91 ,B,54.75,0.753,0.475,0.531,0,Proficient
17K002,17,M S 002,ICI3,ESMS,Middle School, 2.91 ,B,56.68,0.547,0.544,0.489,5.25,Well-Developed
17K006,17,PS 006,ESO8,ESMS,Elementary School, 76.78 ,B,59.6,0.591,0.688,0.52,1.5,Proficient
17K012,17,PS 012,ICI19,ESMS,K-8 School, 76.54 ,D,33.29,0.375,0.179,0.406,0,Undeveloped
17K022,17,PS 022,ESO18,ESMS,Elementary School, 78.31 ,D,36.03,0.127,0.379,0.4,0.75,Proficient
17K061,17,M S 061 GLADSTONE H. ATWELL,ICI3,ESMS,Middle School, 3.14 ,B,52.44,0.577,0.47,0.499,2.25,Well-Developed
17K091,17,PS 091 THE ALBANY AVE. SCHOOL,CLSO5,ESMS,Elementary School, 78.75 ,B,56.45,0.678,0.725,0.337,6,Proficient
17K092,17,PS 092 ADRIAN HEGEMAN,ESO8,ESMS,Elementary School, 74.12 ,C,40.14,0.408,0.494,0.349,0,Well-Developed
17K138,17,PS 138 BROOKLYN,ICI3,ESMS,K-8 School, 77.13 ,C,45.9,0.368,0.462,0.469,0.75,Well-Developed
17K161,17,PS 161 THE CROWN,ESO8,ESMS,K-8 School, 66.62 ,B,54.5,0.46,0.714,0.476,0,Well-Developed
17K167,17,PS 167 THE PARKWAY,KNLSO5,ESMS,Elementary School, 79.12 ,D,35.24,0.283,0.356,0.369,0,Proficient
17K181,17,PS 181 BROOKLYN,ICI3,ESMS,K-8 School, 70.43 ,B,59.06,0.375,0.552,0.603,3.75,Proficient
17K189,17,PS 189 LINCOLN TERRACE,ESO19,ESMS,K-8 School, 75.23 ,A,94.01,0.694,0.82,0.909,9,Well-Developed
17K191,17,PS 191 PAUL ROBESON,CLSO5,ESMS,Elementary School, 75.90 ,C,46.3,0.143,0.53,0.473,2.25,Well-Developed
17K221,17,PS 221 TOSSAINT L'OUVERTURE,CLSO5,ESMS,Elementary School, 72.47 ,B,58.01,0.456,0.407,0.668,2.25,Proficient
17K241,17,PS 241 EMMA L JOHNSTON,ESO19,ESMS,Elementary School, 73.92 ,B,57.51,0.534,0.631,0.474,4.5,Well-Developed
17K246,17,IS 246 WALT WHITMAN,ICI3,ESMS,Middle School, 2.93 ,C,42.35,0.316,0.36,0.392,5.25,Proficient
17K289,17,PS 289 GEORGE V BROWER,ESO18,ESMS,Elementary School, 71.18 ,B,61.45,0.277,0.572,0.648,4.5,Proficient
17K316,17,PS 316 ELIJAH STROUD,ESO18,ESMS,Elementary School, 78.58 ,D,34.17,0.415,0.368,0.308,0,Proficient
17K334,17,MIDDLE SCHOOL FOR ACADEMIC AND SOCIAL EXCELLENCE,ESO8,ESMS,Middle School, 2.67 ,B,59.64,0.544,0.485,0.63,2.25,Proficient
17K340,17,IS 340,ICI3,ESMS,Middle School, 3.66 ,D,35.69,0.408,0.466,0.243,2.25,Undeveloped
17K352,17,EBBETS FIELD MIDDLE SCHOOL,CLSO5,ESMS,Middle School, 2.82 ,B,55.68,0.478,0.358,0.591,5.25,Proficient
17K353,17,ELIJAH STROUD MIDDLE SCHOOL,ESO8,ESMS,Middle School, 2.94 ,A,66.96,0.637,0.504,0.741,1.5,Proficient
17K354,17,THE SCHOOL OF INTEGRATED LEARNING,ESO15,ESMS,Middle School, 2.66 ,B,58.59,0.495,0.435,0.638,3,Proficient
17K375,17,PS 375 JACKIE-ROBINSON SCHOOL,CLSO5,ESMS,Elementary School, 77.62 ,D,33.62,0.301,0.358,0.334,0,Undeveloped
17K394,17,MS 394K,CLSO5,ESMS,K-8 School, 76.58 ,C,46.29,0.568,0.59,0.365,0,Proficient
17K397,17,PS 397 FOSTER-LAURIE,Fordham1,ESMS,Elementary School, 71.36 ,C,47.65,0.613,0.394,0.484,0,Proficient
17K398,17,PS 398 WALTER WEAVER,ICI9,ESMS,Elementary School, 74.13 ,B,56.15,0.351,0.23,0.732,3.75,Proficient
17K399,17,PS 399 STANLEY EUGENE CLARK,ESO8,ESMS,Elementary School, 75.81 ,A,89.11,0.882,0.952,0.819,2.25,Well-Developed
17K489,17,W.E.B. DUBOIS ACADEMIC HIGH SCHOOL,ESO6,HS,Transfer School, NA ,C,38.00,0.363,0.523,0.271,0,Proficient
17K531,17,THE SCHOOL FOR HUMAN RIGHTS,New Visions1,ESMS,Middle School, 2.98 ,F,28.7,0.334,0.176,0.335,0,Proficient
17K533,17,SCHOOL FOR DEMOCRACY AND LEADERSHIP,ESO13,ESMS,Middle School, 3.09 ,F,27.79,0.493,0.149,0.289,0,Proficient
17K543,17,"SCIENCE,TECHNOLOGY AND RESEARCH EARLY COLLEGE HIGH",CUNY1,HS,High School, 3.18 ,B,60.5,0.431,0.701,0.6,0,Proficient
17K544,17,INTERNATIONAL ARTS BUSINESS SCHOOL,New Visions1,HS,High School, 2.65 ,B,53.69,0.583,0.622,0.478,0,Proficient
17K546,17,HIGH SCHOOL FOR PUBLIC SERVICE: HEROES OF TOMORROW,ESO6,HS,High School, 2.98 ,B,66.2,0.557,0.797,0.562,3,Proficient
17K547,17,BROOKLYN ACADEMY OF SCIENCE AND THE ENVIRONMENT,New Visions1,HS,High School, 2.73 ,B,51.6,0.28,0.473,0.548,3,Proficient
17K548,17,BROOKLYN SCHOOL FOR MUSIC & THEATRE,New Visions1,HS,High School, 2.69 ,B,62.28,0.535,0.674,0.509,6,Proficient
17K587,17,MIDDLE SCHOOL FOR THE ARTS,ICI9,ESMS,Middle School, 2.89 ,C,40.93,0.465,0.366,0.418,0,Undeveloped
17K590,17,MEDGAR EVERS PREPARATORY SCHOOL AT MEDGAR EVERS CO,CUNY1,ESMS,Middle School, 3.78 ,C,45.89,0.385,0.574,0.416,0,Well-Developed
17K590,17,MEDGAR EVERS PREPARATORY SCHOOL AT MEDGAR EVERS CO,CUNY1,HS,High School, 3.09 ,B,58.14,0.24,0.693,0.614,0,Well-Developed
17K600,17,CLARA BARTON HIGH SCHOOL,ICI2,HS,High School, 2.76 ,B,55.84,0.367,0.525,0.574,3,Proficient
17K625,17,PAUL ROBESON HIGH SCHOOL,CLSO7,HS,High School, 2.43 ,C,44.14,0.282,0.533,0.435,0,Proficient
18K066,18,P.S. 66,ESO1,ESMS,K-8 School, 62.71 ,A,64.33,0.692,0.481,0.636,4.5,Well-Developed
18K068,18,IS 068 ISAAC BILDERSEE,ICI3,ESMS,Middle School, 2.95 ,C,48.76,0.374,0.525,0.443,3,Proficient
18K114,18,PS 114 RYDER ELEMENTARY,ICI3,ESMS,Elementary School, 66.76 ,D,36.6,0.229,0.423,0.332,2.25,Proficient
18K115,18,PS 115 DANIEL MUCATEL SCHOOL,ESO1,ESMS,Elementary School, 67.04 ,A,70.59,0.676,0.75,0.608,4.5,Well-Developed
18K135,18,PS 135 SHELDON A. BROOKNER,KNLSO5,ESMS,Elementary School, 71.18 ,C,44.17,0.646,0.623,0.287,0,Proficient
18K208,18,PS 208 ELSA EBELING,ESO21,ESMS,Elementary School, 66.02 ,A,73.92,0.786,0.735,0.661,3.75,Well-Developed
18K211,18,IS 211 JOHN WILSON,ESO14,ESMS,Middle School, 2.89 ,A,78.64,0.557,0.772,0.707,8.25,Proficient
18K219,18,PS 219 KENNEDY-KING,ESO16,ESMS,Elementary School, 71.00 ,A,67.89,0.367,0.587,0.732,4.5,Well-Developed
18K233,18,PS 233 LANGSTON HUGHES,CLSO5,ESMS,Elementary School, 72.27 ,B,54.04,0.584,0.599,0.455,2.25,Proficient
18K235,18,PS 235 LENOX,ESO21,ESMS,K-8 School, 57.81 ,C,41.25,0.677,0.948,0.035,0.75,Proficient
18K244,18,PS 244 RICHARD R. GREEN,ESO21,ESMS,Elementary School, 66.18 ,B,62.52,0.685,0.612,0.561,3,Well-Developed
18K268,18,PS 268 EMMA LAZARUS,ESO16,ESMS,Elementary School, 72.17 ,C,46.96,0.471,0.546,0.427,0,Proficient
18K272,18,PS 272 CURTIS ESTABROOK,KNLSO5,ESMS,Elementary School, 72.31 ,F,20.15,0.237,0.142,0.197,1.5,Proficient
18K276,18,PS 276 LOUIS MARSHALL,KNLSO5,ESMS,Elementary School, 59.83 ,C,48.16,0.31,0.498,0.465,3,Proficient
18K279,18,PS 279 HERMAN SCHREIBER,ESO14,ESMS,Elementary School, 57.76 ,C,48.32,0.309,0.578,0.451,1.5,Proficient
18K285,18,IS 285 MEYER LEVIN,ICI3,ESMS,Middle School, 3.20 ,C,50.24,0.481,0.44,0.488,3,Well-Developed
18K500,18,CANARSIE HIGH SCHOOL,CLSO7,HS,High School, 2.40 ,F,27.26,0.066,0.227,0.354,0,Undeveloped
19K007,19,PS 007 ABRAHAM LINCOLN,KNLSO7,ESMS,Elementary School, 70.46 ,D,31.65,0.669,0.734,-0.021,0.75,Well-Developed
19K013,19,PS 013 ROBERTO CLEMENTE,ESO8,ESMS,Elementary School, 76.88 ,B,55.63,0.333,0.467,0.571,5.25,Well-Developed
19K065,19,PS 065 - THE LITTLE RED SCHOOL HOUSE,KNLSO7,ESMS,Elementary School, 72.61 ,B,58.39,0.343,0.573,0.642,0.75,Well-Developed
19K072,19,PS 072 ANNETTE P GOLDMAN,KNLSO4,ESMS,Elementary School, 75.33 ,C,48.2,0.299,0.383,0.517,3.75,Undeveloped
19K089,19,PS 089 CYPRESS HILLS,New Visions1,ESMS,K-8 School, 76.41 ,B,54.49,0.795,0.529,0.486,0,Proficient
19K108,19,PS 108 SAL ABBRACCIAMENTO,KNLSO1,ESMS,Elementary School, 73.42 ,C,46.9,0.63,0.755,0.242,1.5,Well-Developed
19K149,19,PS 149 DANNY KAYE,ESO9,ESMS,Elementary School, 79.42 ,A,73.52,0.556,0.871,0.642,3.75,Proficient
