MANHATTAN CONDOMINIUM PROPERTY Boro-Block-Lot,MANHATTAN CONDOMINIUM PROPERTY Condo Section,MANHATTAN CONDOMINIUM PROPERTY Address,MANHATTAN CONDOMINIUM PROPERTY Neighborhood,MANHATTAN CONDOMINIUM PROPERTY Building Classification,MANHATTAN CONDOMINIUM PROPERTY Total Units,MANHATTAN CONDOMINIUM PROPERTY Year Built,MANHATTAN CONDOMINIUM PROPERTY Gross SqFt,MANHATTAN CONDOMINIUM PROPERTY Est. Gross Income,MANHATTAN CONDOMINIUM PROPERTY Gross Income per SqFt,MANHATTAN CONDOMINIUM PROPERTY Full Market Value,MANHATTAN CONDOMINIUM PROPERTY Market Value per SqFt, COMPARABLE RENTAL 1 Boro-Block-Lot,COMPARABLE RENTAL 1 Address,COMPARABLE RENTAL 1  Neighborhood,COMPARABLE RENTAL 1  Building Classification,COMPARABLE RENTAL 1  Total Units,COMPARABLE RENTAL 1  Year Built,COMPARABLE RENTAL 1  Gross SqFt,COMPARABLE RENTAL 1  Est. Gross Income,COMPARABLE RENTAL 1  Gross Income per SqFt,COMPARABLE RENTAL 1 Full Market Value,COMPARABLE RENTAL 1  Market Value per SqFt,COMPARABLE RENTAL 1  Dist. from Coop in miles,COMPARABLE RENTAL 2  Boro-Block-Lot,COMPARABLE RENTAL 2  Address,COMPARABLE RENTAL 2  Neighborhood,COMPARABLE RENTAL 2  Building Classification,COMPARABLE RENTAL 2  Total Units,COMPARABLE RENTAL 2  Year Built,COMPARABLE RENTAL 2  Gross SqFt,COMPARABLE RENTAL 2  Est. Gross Income,COMPARABLE RENTAL 2  Gross Income per SqFt,COMPARABLE RENTAL 2  Full Market Value,COMPARABLE RENTAL 2  Market Value per SqFt,COMPARABLE RENTAL 2  Dist. from Coop in miles
1-01143-7504,579-R1,112 WEST 72 STREET,UPPER WEST SIDE (59-79),R4-ELEVATOR,66,1905,46142,1522686,33,7290004,158,1-01147-0030,322 COLUMBUS AVENUE,UPPER WEST SIDE (59-79),D7-ELEVATOR,66,1926,36258,1597670,44.1,8010000,221,0.2,1-01199-0061,531 COLUMBUS AVENUE,UPPER WEST SIDE (79-96),D7-ELEVATOR,33,1910,47765,1588006,33.2,7610000,159,0.75
1-01143-7505,1827-R1,120 WEST 72 STREET,UPPER WEST SIDE (59-79),R4-ELEVATOR,17,2006,45900,1973700,43,9899999,216,1-01199-0001,519 COLUMBUS AVENUE,UPPER WEST SIDE (79-96),D7-ELEVATOR,38,1907,47765,1480766,31,7090000,148,0.75,1-01210-0033,410 COLUMBUS AVENUE,UPPER WEST SIDE (79-96),D7-ELEVATOR,52,1900,65814,3915748,59,19600000,298,0.4
1-01144-7501,327-R1,105 WEST 72 STREET,UPPER WEST SIDE (59-79),R4-ELEVATOR,34,1913,50284,1659372,33,7949996,158,1-01210-0033,410 COLUMBUS AVENUE,UPPER WEST SIDE (79-96),D7-ELEVATOR,52,1900,65814,3915748,59,19600000,298,0.35,1-01453-0021,353 EAST 78 STREET,UPPER EAST SIDE (59-79),D6-ELEVATOR,67,1986,53662,1695353,31.6,8120000,151,1.4
1-01146-7501,270-R1,306 COLUMBUS AVENUE,UPPER WEST SIDE (59-79),R9-CONDOPS,62,1952,70100,2383400,34,11300000,161,1-01210-0033,410 COLUMBUS AVENUE,UPPER WEST SIDE (79-96),D7-ELEVATOR,52,1900,65814,3915748,59,19600000,298,0.25,1-01453-0021,353 EAST 78 STREET,UPPER EAST SIDE (59-79),D6-ELEVATOR,67,1986,53662,1695353,31.6,8120000,151,1.4
1-01147-7501,823-R1,161 WEST 75 STREET,UPPER WEST SIDE (59-79),R9-CONDOPS,132,1925,181976,5823232,32,26700000,147,1-01460-0047,400 EAST 66 STREET,UPPER EAST SIDE (59-79),D6-ELEVATOR,129,1999,138500,5876391,42.4,29500000,213,1.6,1-01141-0051,2028 BROADWAY,UPPER WEST SIDE (59-79),D6-ELEVATOR,183,1900,133460,5910134,44.3,29600000,222,0.3
1-01149-7501,589-R1,105 WEST 77 STREET,UPPER WEST SIDE (59-79),R2-WALK-UP,28,1900,14940,493020,33,2360001,158,1-01123-0061,70 WEST 71 STREET,UPPER WEST SIDE (59-79),C7-WALK-UP,33,1930,22925,678156,29.6,3250000,142,0.4,1-01148-0063,351 AMSTERDAM AVENUE,UPPER WEST SIDE (59-79),C7-WALK-UP,14,1900,11400,499988,43.9,2510000,220,0.05
1-01150-7502,159-R1,386 COLUMBUS AVENUE,UPPER WEST SIDE (59-79),R4-ELEVATOR,23,1988,47376,1800288,38,9029998,191,1-01147-0030,322 COLUMBUS AVENUE,UPPER WEST SIDE (59-79),D7-ELEVATOR,66,1926,36258,1597670,44.1,8010000,221,0.15,1-01199-0061,531 COLUMBUS AVENUE,UPPER WEST SIDE (79-96),D7-ELEVATOR,33,1910,47765,1588006,33.2,7610000,159,0.4
1-01150-7503,405-R1,130 WEST 79 STREET,UPPER WEST SIDE (59-79),R4-ELEVATOR,93,1987,68225,2592550,38,12999998,191,1-01210-0033,410 COLUMBUS AVENUE,UPPER WEST SIDE (79-96),D7-ELEVATOR,52,1900,65814,3915748,59,19600000,298,0.05,,,,,,,,,,,,
1-01150-7504,1415-R1,172 WEST 79 STREET,UPPER WEST SIDE (59-79),R4-ELEVATOR,98,1930,135531,4743585,35,22700003,167,1-01460-0047,400 EAST 66 STREET,UPPER EAST SIDE (59-79),D6-ELEVATOR,129,1999,138500,5876391,42.4,29500000,213,1.65,1-01141-0051,2028 BROADWAY,UPPER WEST SIDE (59-79),D6-ELEVATOR,183,1900,133460,5910134,44.3,29600000,222,0.45
1-01151-7501,759-R1,2 AMSTERDAM AVENUE,UPPER WEST SIDE (59-79),R9-CONDOPS,248,1991,264070,10562800,40,50600000,192,1-01141-0051,2028 BROADWAY,UPPER WEST SIDE (59-79),D6-ELEVATOR,183,1900,133460,5910134,44.3,29600000,222,0.55,1-01383-0013,814 MADISON AVENUE,UPPER EAST SIDE (59-79),D7-ELEVATOR,43,1913,108592,7338308,68,36800000,339,1.1
1-01151-7501,759-R2,2 AMSTERDAM AVENUE,UPPER WEST SIDE (59-79),R9-CONDOPS,132,1991,92422,3696880,40,17600000,190,1-01141-0051,2028 BROADWAY,UPPER WEST SIDE (59-79),D6-ELEVATOR,183,1900,133460,5910134,44.3,29600000,222,0.55,1-01383-0013,814 MADISON AVENUE,UPPER EAST SIDE (59-79),D7-ELEVATOR,43,1913,108592,7338308,68,36800000,339,1.1
1-01151-7502,1719-R1,10 WEST END AVENUE,UPPER WEST SIDE (59-79),R4-ELEVATOR,172,2005,213067,8949000,42,44899994,211,1-01171-0133,140 RIVERSIDE BOULEVARD,UPPER WEST SIDE (59-79),D8-ELEVATOR,357,2002,367786,14773884,40.2,74100000,201,0.4,1-01240-0052,2495 BROADWAY,UPPER WEST SIDE (79-96),D6-ELEVATOR,146,2005,129000,5775110,44.8,29000000,225,1.65
1-01151-7503,1835-R1,555 WEST 59 STREET,UPPER WEST SIDE (59-79),R4-ELEVATOR,186,2007,259288,10371520,40,51999872,201,1-01019-0001,770 8 AVENUE,MIDTOWN WEST,D6-ELEVATOR,465,2001,463143,18310321,39.5,91800000,198,0.8,,,,,,,,,,,,
1-01152-7501,1544-R1,225 WEST 60 STREET,UPPER WEST SIDE (59-79),R4-ELEVATOR,80,2004,86299,3624558,42,19842268,230,1-01141-0051,2028 BROADWAY,UPPER WEST SIDE (59-79),D6-ELEVATOR,183,1900,133460,5910134,44.3,29600000,222,0.5,1-01383-0013,814 MADISON AVENUE,UPPER EAST SIDE (59-79),D7-ELEVATOR,43,1913,108592,7338308,68,36800000,339,1.1
1-01158-7501,408-R1,160 WEST END AVENUE,UPPER WEST SIDE (59-79),R9-CONDOPS,508,1963,471630,13205640,28,60500000,128,1-01024-0001,870 8 AVENUE,MIDTOWN WEST,D6-ELEVATOR,387,1965,380441,10836163,28.5,51900000,136,0.9,,,,,,,,,,,,
1-01158-7502,410-R1,180 WEST END AVENUE,UPPER WEST SIDE (59-79),R9-CONDOPS,452,1965,493268,13811504,28,63200000,128,1-01024-0001,870 8 AVENUE,MIDTOWN WEST,D6-ELEVATOR,387,1965,380441,10836163,28.5,51900000,136,0.9,,,,,,,,,,,,
1-01158-7503,414-R1,150 WEST END AVENUE,UPPER WEST SIDE (59-79),R9-CONDOPS,454,1963,452258,12663224,28,58000000,128,1-01024-0001,870 8 AVENUE,MIDTOWN WEST,D6-ELEVATOR,387,1965,380441,10836163,28.5,51900000,136,0.9,,,,,,,,,,,,
1-01158-7504,407-R1,140 WEST END AVENUE,UPPER WEST SIDE (59-79),R9-CONDOPS,561,1964,640079,17922212,28,82100000,128,1-01024-0001,870 8 AVENUE,MIDTOWN WEST,D6-ELEVATOR,387,1965,380441,10836163,28.5,51900000,136,0.9,,,,,,,,,,,,
1-01158-7505,409-R1,170 WEST END AVENUE,UPPER WEST SIDE (59-79),R9-CONDOPS,484,1965,474360,13282080,28,60800000,128,1-01024-0001,870 8 AVENUE,MIDTOWN WEST,D6-ELEVATOR,387,1965,380441,10836163,28.5,51900000,136,0.9,,,,,,,,,,,,
1-01163-7501,231-R1,211 WEST 71 STREET,UPPER WEST SIDE (59-79),R4-ELEVATOR,58,1986,58000,2204000,38,11100008,191,1-01210-0033,410 COLUMBUS AVENUE,UPPER WEST SIDE (79-96),D7-ELEVATOR,52,1900,65814,3915748,59,19600000,298,0.45,,,,,,,,,,,,
1-01164-7501,731-R1,2081 BROADWAY,UPPER WEST SIDE (59-79),R4-ELEVATOR,202,1991,265469,9291415,35,44500005,168,1-01118-9001,139 COLUMBUS AVENUE,UPPER WEST SIDE (59-79),D8-ELEVATOR,325,1974,301000,12871685,42.8,64600000,215,0.5,1-01220-0029,60218 COLUMBUS AVENUE,UPPER WEST SIDE (79-96),D6-ELEVATOR,170,1986,175436,9215639,53,46200000,263,0.9
1-01165-7501,189-R1,253 WEST 73 STREET,UPPER WEST SIDE (59-79),R4-ELEVATOR,159,1926,186929,5981728,32,28699980,154,1-01141-0051,2028 BROADWAY,UPPER WEST SIDE (59-79),D6-ELEVATOR,183,1900,133460,5910134,44.3,29600000,222,0.3,1-01460-0047,400 EAST 66 STREET,UPPER EAST SIDE (59-79),D6-ELEVATOR,129,1999,138500,5876391,42.4,29500000,213,1.75
1-01165-7503,799-R1,2101 BROADWAY,UPPER WEST SIDE (59-79),R4-ELEVATOR,465,1902,446600,12951400,29,61999986,139,1-01024-0001,870 8 AVENUE,MIDTOWN WEST,D6-ELEVATOR,387,1965,380441,10836163,28.5,51900000,136,1.15,1-01030-0058,240 CENTRAL PARK SOUTH,MIDTOWN WEST,D6-ELEVATOR,340,1940,387428,11105975,28.7,53200000,137,0.95
1-01165-7505,1674-R1,2112 BROADWAY,UPPER WEST SIDE (59-79),R4-ELEVATOR,29,1928,132048,4753728,36,23799999,180,1-01141-0051,2028 BROADWAY,UPPER WEST SIDE (59-79),D6-ELEVATOR,183,1900,133460,5910134,44.3,29600000,222,0.25,1-01460-0047,400 EAST 66 STREET,UPPER EAST SIDE (59-79),D6-ELEVATOR,129,1999,138500,5876391,42.4,29500000,213,1.65
1-01166-7501,344-R1,2120 BROADWAY,UPPER WEST SIDE (59-79),R4-ELEVATOR,92,1922,54975,1814175,33,8690006,158,1-01210-0033,410 COLUMBUS AVENUE,UPPER WEST SIDE (79-96),D7-ELEVATOR,52,1900,65814,3915748,59,19600000,298,0.3,,,,,,,,,,,,
1-01167-7501,650-R1,2138 BROADWAY,UPPER WEST SIDE (59-79),R9-CONDOPS,110,1924,107050,3532650,33,16200000,151,1-01141-0051,2028 BROADWAY,UPPER WEST SIDE (59-79),D6-ELEVATOR,183,1900,133460,5910134,44.3,29600000,222,0.35,1-01232-0014,2326 BROADWAY,UPPER WEST SIDE (79-96),D6-ELEVATOR,129,1925,104810,4256833,40.6,21300000,203,0.45
1-01169-7501,876-R1,200 WEST 78 STREET,UPPER WEST SIDE (59-79),R2-WALK-UP,16,1920,9957,358452,36,1800001,181,1-01142-0032,101 WEST 70 STREET,UPPER WEST SIDE (59-79),C7-WALK-UP,17,1910,12200,926273,76,4650000,381,0.4,1-01145-0032,101 WEST 73 STREET,UPPER WEST SIDE (59-79),C7-WALK-UP,22,1920,11776,916466,78,4600000,391,0.25
1-01170-7501,627-R1,380 AMSTERDAM AVENUE,UPPER WEST SIDE (59-79),R9-CONDOPS,272,1975,226556,7929460,35,37700000,166,1-01118-9001,139 COLUMBUS AVENUE,UPPER WEST SIDE (59-79),D8-ELEVATOR,325,1974,301000,12871685,42.8,64600000,215,0.7,1-01220-0029,60218 COLUMBUS AVENUE,UPPER WEST SIDE (79-96),D6-ELEVATOR,170,1986,175436,9215639,53,46200000,263,0.6
1-01171-7501,1058-R1,200 RIVERSIDE BOULEVARD,UPPER WEST SIDE (59-79),R4-ELEVATOR,372,1997,512280,23052600,45,116000006,226,1-01171-0132,160 RIVERSIDE BOULEVARD,UPPER WEST SIDE (59-79),D6-ELEVATOR,459,1999,524466,21669628,41.3,109000000,208,0,1-01171-0133,140 RIVERSIDE BOULEVARD,UPPER WEST SIDE (59-79),D8-ELEVATOR,357,2002,367786,14773884,40.2,74100000,201,0
1-01171-7502,1262-R1,220 RIVERSIDE BOULEVARD,UPPER WEST SIDE (59-79),R4-ELEVATOR,422,2000,602694,27121230,45,136000010,226,1-01171-0132,160 RIVERSIDE BOULEVARD,UPPER WEST SIDE (59-79),D6-ELEVATOR,459,1999,524466,21669628,41.3,109000000,208,0,1-01171-0133,140 RIVERSIDE BOULEVARD,UPPER WEST SIDE (59-79),D8-ELEVATOR,357,2002,367786,14773884,40.2,74100000,201,0
1-01171-7503,1401-R1,240 RIVERSIDE BOULEVARD,UPPER WEST SIDE (59-79),R4-ELEVATOR,167,2004,322204,14499180,45,72699994,226,1-01171-0132,160 RIVERSIDE BOULEVARD,UPPER WEST SIDE (59-79),D6-ELEVATOR,459,1999,524466,21669628,41.3,109000000,208,0,1-01171-0133,140 RIVERSIDE BOULEVARD,UPPER WEST SIDE (59-79),D8-ELEVATOR,357,2002,367786,14773884,40.2,74100000,201,0
1-01171-7504,1463-R1,120 RIVERSIDE BOULEVARD,UPPER WEST SIDE (59-79),R4-ELEVATOR,277,2004,263003,11835135,45,59399962,226,1-01171-0132,160 RIVERSIDE BOULEVARD,UPPER WEST SIDE (59-79),D6-ELEVATOR,459,1999,524466,21669628,41.3,109000000,208,0,1-01171-0133,140 RIVERSIDE BOULEVARD,UPPER WEST SIDE (59-79),D8-ELEVATOR,357,2002,367786,14773884,40.2,74100000,201,0
1-01171-7505,1807-R1,100 RIVERSIDE BOULEVARD,UPPER WEST SIDE (59-79),R4-ELEVATOR,266,2006,388033,17461485,45,87600011,226,1-01171-0132,160 RIVERSIDE BOULEVARD,UPPER WEST SIDE (59-79),D6-ELEVATOR,459,1999,524466,21669628,41.3,109000000,208,0,1-01171-0133,140 RIVERSIDE BOULEVARD,UPPER WEST SIDE (59-79),D8-ELEVATOR,357,2002,367786,14773884,40.2,74100000,201,0
1-01179-7501,411-R1,165 WEST END AVENUE,UPPER WEST SIDE (59-79),R9-CONDOPS,403,1962,421100,11790800,28,54000000,128,1-01024-0001,870 8 AVENUE,MIDTOWN WEST,D6-ELEVATOR,387,1965,380441,10836163,28.5,51900000,136,1,,,,,,,,,,,,
1-01179-7502,412-R1,185 WEST END AVENUE,UPPER WEST SIDE (59-79),R9-CONDOPS,432,1962,383760,10745280,28,49200000,128,1-01024-0001,870 8 AVENUE,MIDTOWN WEST,D6-ELEVATOR,387,1965,380441,10836163,28.5,51900000,136,1,,,,,,,,,,,,
1-01179-7503,413-R1,205 WEST END AVENUE,UPPER WEST SIDE (59-79),R9-CONDOPS,543,1962,533710,14943880,28,68400000,128,1-01024-0001,870 8 AVENUE,MIDTOWN WEST,D6-ELEVATOR,387,1965,380441,10836163,28.5,51900000,136,1,,,,,,,,,,,,
1-01182-7501,547-R1,235 WEST END AVENUE,UPPER WEST SIDE (59-79),R4-ELEVATOR,148,1930,152076,4866432,32,23300002,153,1-01141-0051,2028 BROADWAY,UPPER WEST SIDE (59-79),D6-ELEVATOR,183,1900,133460,5910134,44.3,29600000,222,0.35,1-01460-0047,400 EAST 66 STREET,UPPER EAST SIDE (59-79),D6-ELEVATOR,129,1999,138500,5876391,42.4,29500000,213,1.85
1-01184-7501,1631-R1,22 RIVERSIDE DRIVE,UPPER WEST SIDE (59-79),R4-ELEVATOR,25,1931,45968,1516944,33,7269999,158,1-01147-0030,322 COLUMBUS AVENUE,UPPER WEST SIDE (59-79),D7-ELEVATOR,66,1926,36258,1597670,44.1,8010000,221,0.3,1-01199-0061,531 COLUMBUS AVENUE,UPPER WEST SIDE (79-96),D7-ELEVATOR,33,1910,47765,1588006,33.2,7610000,159,0.75
1-01197-7501,334-R1,20 WEST 84 STREET,UPPER WEST SIDE (79-96),R4-ELEVATOR,37,1924,55226,2153814,39,10799998,196,1-01199-0001,519 COLUMBUS AVENUE,UPPER WEST SIDE (79-96),D7-ELEVATOR,38,1907,47765,1480766,31,7090000,148,0.1,1-01199-0061,531 COLUMBUS AVENUE,UPPER WEST SIDE (79-96),D7-ELEVATOR,33,1910,47765,1588006,33.2,7610000,159,0.1
1-01198-7502,909-R1,76 WEST 85 STREET,UPPER WEST SIDE (79-96),R4-ELEVATOR,52,1900,39438,1538082,39,7709990,195,1-01199-0001,519 COLUMBUS AVENUE,UPPER WEST SIDE (79-96),D7-ELEVATOR,38,1907,47765,1480766,31,7090000,148,0.05,1-01199-0061,531 COLUMBUS AVENUE,UPPER WEST SIDE (79-96),D7-ELEVATOR,33,1910,47765,1588006,33.2,7610000,159,0.05
1-01199-7502,481-R1,28 WEST 86 STREET,UPPER WEST SIDE (79-96),R4-ELEVATOR,20,1910,28600,1115400,39,5589997,195,1-01199-0001,519 COLUMBUS AVENUE,UPPER WEST SIDE (79-96),D7-ELEVATOR,38,1907,47765,1480766,31,7090000,148,0,1-01199-0061,531 COLUMBUS AVENUE,UPPER WEST SIDE (79-96),D7-ELEVATOR,33,1910,47765,1588006,33.2,7610000,159,0
1-01202-7501,692-R1,279 CENTRAL PARK WEST,UPPER WEST SIDE (79-96),R4-ELEVATOR,36,1988,115502,4273574,37,21400000,185,1-01232-0014,2326 BROADWAY,UPPER WEST SIDE (79-96),D6-ELEVATOR,129,1925,104810,4256833,40.6,21300000,203,0.35,1-01220-0029,60218 COLUMBUS AVENUE,UPPER WEST SIDE (79-96),D6-ELEVATOR,170,1986,175436,9215639,53,46200000,263,0.15
1-01203-7501,1000-R1,30 WEST 90 STREET,UPPER WEST SIDE (79-96),R4-ELEVATOR,47,1927,39942,1557738,39,7809997,196,1-01199-0001,519 COLUMBUS AVENUE,UPPER WEST SIDE (79-96),D7-ELEVATOR,38,1907,47765,1480766,31,7090000,148,0.2,1-01199-0061,531 COLUMBUS AVENUE,UPPER WEST SIDE (79-96),D7-ELEVATOR,33,1910,47765,1588006,33.2,7610000,159,0.2
1-01203-7502,1008-R1,291 CENTRAL PARK WEST,UPPER WEST SIDE (79-96),R4-ELEVATOR,11,1960,19902,776178,39,3890001,195,1-01199-0001,519 COLUMBUS AVENUE,UPPER WEST SIDE (79-96),D7-ELEVATOR,38,1907,47765,1480766,31,7090000,148,0.2,1-01199-0061,531 COLUMBUS AVENUE,UPPER WEST SIDE (79-96),D7-ELEVATOR,33,1910,47765,1588006,33.2,7610000,159,0.2
1-01206-7501,1257-R1,327 CENTRAL PARK WEST,UPPER WEST SIDE (79-96),R4-ELEVATOR,85,1929,130259,3907770,30,18699999,144,1-01124-0059,50 WEST 72 STREET,UPPER WEST SIDE (59-79),D7-ELEVATOR,213,1927,143791,4489161,31.2,21500000,150,1.1,1-01220-0029,60218 COLUMBUS AVENUE,UPPER WEST SIDE (79-96),D6-ELEVATOR,170,1986,175436,9215639,53,46200000,263,0.2
1-01209-7501,839-R1,353 CENTRAL PARK WEST,UPPER WEST SIDE (79-96),R4-ELEVATOR,18,1991,53656,2038928,38,10200000,190,1-01220-0029,60218 COLUMBUS AVENUE,UPPER WEST SIDE (79-96),D6-ELEVATOR,170,1986,175436,9215639,53,46200000,263,0.35,1-01199-0061,531 COLUMBUS AVENUE,UPPER WEST SIDE (79-96),D7-ELEVATOR,33,1910,47765,1588006,33.2,7610000,159,0.5
1-01210-7501,204-R1,402 COLUMBUS AVENUE,UPPER WEST SIDE (79-96),R4-ELEVATOR,147,1986,215942,8637680,40,43299997,201,1-01228-0061,424 WEST END AVENUE,UPPER WEST SIDE (79-96),D8-ELEVATOR,235,1982,288631,12501967,43.3,62700000,217,0.25,1-01235-0042,2380 BROADWAY,UPPER WEST SIDE (79-96),D6-ELEVATOR,162,1984,252000,11527489,45.7,57800000,229,0.45
1-01210-7502,669-R1,186 WEST 80 STREET,UPPER WEST SIDE (79-96),R4-ELEVATOR,91,1920,60653,2426120,40,12199991,201,1-01228-0061,424 WEST END AVENUE,UPPER WEST SIDE (79-96),D8-ELEVATOR,235,1982,288631,12501967,43.3,62700000,217,0.25,1-01210-0033,410 COLUMBUS AVENUE,UPPER WEST SIDE (79-96),D7-ELEVATOR,52,1900,65814,3915748,59,19600000,298,0
1-01212-7501,36-R1,101 WEST 81 STREET,UPPER WEST SIDE (79-96),R9-CONDOPS,134,1900,148751,4611281,31,21100000,142,1-01220-0029,60218 COLUMBUS AVENUE,UPPER WEST SIDE (79-96),D6-ELEVATOR,170,1986,175436,9215639,53,46200000,263,0.4,1-01124-0059,50 WEST 72 STREET,UPPER WEST SIDE (59-79),D7-ELEVATOR,213,1927,143791,4489161,31.2,21500000,150,0.55
1-01213-7503,512-R1,125 WEST 82 STREET,UPPER WEST SIDE (79-96),R4-ELEVATOR,36,1912,35516,958932,27,4589999,129,1-01243-0042,2552 BROADWAY,UPPER WEST SIDE (79-96),D7-ELEVATOR,52,1921,43340,2224661,51,11200000,258,0.65,1-01199-0001,519 COLUMBUS AVENUE,UPPER WEST SIDE (79-96),D7-ELEVATOR,38,1907,47765,1480766,31,7090000,148,0.25
1-01213-7504,722-R1,107 WEST 82 STREET,UPPER WEST SIDE (79-96),R9-CONDOPS,59,0,48846,1416534,29,6490000,133,1-01199-0001,519 COLUMBUS AVENUE,UPPER WEST SIDE (79-96),D7-ELEVATOR,38,1907,47765,1480766,31,7090000,148,0.25,1-01243-0042,2552 BROADWAY,UPPER WEST SIDE (79-96),D7-ELEVATOR,52,1921,43340,2224661,51,11200000,258,0.65
1-01216-7501,391-R1,176 WEST 86 STREET,UPPER WEST SIDE (79-96),R4-ELEVATOR,47,1986,27600,1021200,37,5120004,186,1-01217-0035,101 WEST 86 STREET,UPPER WEST SIDE (79-96),D7-ELEVATOR,43,1910,29083,1601503,55,8030000,276,0.05,1-01227-0027,207 WEST 79 STREET,UPPER WEST SIDE (79-96),D9-ELEVATOR,38,1920,23952,885414,37,4440000,185,0.35
1-01216-7502,757-R1,110 WEST 86 STREET,UPPER WEST SIDE (79-96),R4-ELEVATOR,79,1929,88916,2489648,28,11900005,134,1-01232-0014,2326 BROADWAY,UPPER WEST SIDE (79-96),D6-ELEVATOR,129,1925,104810,4256833,40.6,21300000,203,0.15,1-01233-0029,520 AMSTERDAM AVENUE,UPPER WEST SIDE (79-96),D6-ELEVATOR,87,1929,102692,2273252,22.14,9870000,96,0.15
1-01216-7503,1031-R1,160 WEST 86 STREET,UPPER WEST SIDE (79-96),R4-ELEVATOR,38,1998,70430,2605910,37,13099999,186,1-01210-0033,410 COLUMBUS AVENUE,UPPER WEST SIDE (79-96),D7-ELEVATOR,52,1900,65814,3915748,59,19600000,298,0.3,1-01232-0014,2326 BROADWAY,UPPER WEST SIDE (79-96),D6-ELEVATOR,129,1925,104810,4256833,40.6,21300000,203,0.15
1-01219-7501,242-R1,100 WEST 89 STREET,UPPER WEST SIDE (79-96),R4-ELEVATOR,108,1985,145070,4642240,32,22200030,153,1-01124-0059,50 WEST 72 STREET,UPPER WEST SIDE (59-79),D7-ELEVATOR,213,1927,143791,4489161,31.2,21500000,150,0.9,1-01220-0029,60218 COLUMBUS AVENUE,UPPER WEST SIDE (79-96),D6-ELEVATOR,170,1986,175436,9215639,53,46200000,263,0.05
1-01220-7501,252-R1,127 WEST 89 STREET,UPPER WEST SIDE (79-96),R4-ELEVATOR,47,1900,33570,1208520,36,6059995,181,1-01217-0035,101 WEST 86 STREET,UPPER WEST SIDE (79-96),D7-ELEVATOR,43,1910,29083,1601503,55,8030000,276,0.15,1-01199-0001,519 COLUMBUS AVENUE,UPPER WEST SIDE (79-96),D7-ELEVATOR,38,1907,47765,1480766,31,7090000,148,0.25
1-01220-7502,521-R1,103 WEST 89 STREET,UPPER WEST SIDE (79-96),R4-ELEVATOR,13,1989,27389,1040782,38,5220000,191,1-01217-0035,101 WEST 86 STREET,UPPER WEST SIDE (79-96),D7-ELEVATOR,43,1910,29083,1601503,55,8030000,276,0.15,1-01199-0061,531 COLUMBUS AVENUE,UPPER WEST SIDE (79-96),D7-ELEVATOR,33,1910,47765,1588006,33.2,7610000,159,0.25
1-01220-7503,618-R1,107 WEST 89 STREET,UPPER WEST SIDE (79-96),R4-ELEVATOR,26,1989,54778,2081564,38,10400002,190,1-01199-0061,531 COLUMBUS AVENUE,UPPER WEST SIDE (79-96),D7-ELEVATOR,33,1910,47765,1588006,33.2,7610000,159,0.25,,,,,,,,,,,,
1-01220-7504,774-R1,110 WEST 90 STREET,UPPER WEST SIDE (79-96),R4-ELEVATOR,59,1990,60767,2309146,38,11599987,191,1-01217-0035,101 WEST 86 STREET,UPPER WEST SIDE (79-96),D7-ELEVATOR,43,1910,29083,1601503,55,8030000,276,0.15,1-01199-0061,531 COLUMBUS AVENUE,UPPER WEST SIDE (79-96),D7-ELEVATOR,33,1910,47765,1588006,33.2,7610000,159,0.25
1-01223-7501,357-R1,661 AMSTERDAM AVENUE,UPPER WEST SIDE (79-96),R9-CONDOPS,93,1930,100964,3028920,30,13900000,138,1-01232-0014,2326 BROADWAY,UPPER WEST SIDE (79-96),D6-ELEVATOR,129,1925,104810,4256833,40.6,21300000,203,0.45,1-01232-0055,2333 BROADWAY,UPPER WEST SIDE (79-96),D6-ELEVATOR,128,1922,111811,3355495,30,16100000,144,0.45
1-01223-7502,550-R1,124 WEST 93 STREET,UPPER WEST SIDE (79-96),R4-ELEVATOR,53,1925,62389,1684503,27,8069997,129,1-01210-0033,410 COLUMBUS AVENUE,UPPER WEST SIDE (79-96),D7-ELEVATOR,52,1900,65814,3915748,59,19600000,298,0.65,1-01239-0044,2476 BROADWAY,UPPER WEST SIDE (79-96),D7-ELEVATOR,64,1920,67954,1739335,25.6,7550000,111,0.15
1-01223-7503,1645-R1,100 WEST 93 STREET,UPPER WEST SIDE (79-96),R4-ELEVATOR,279,1973,246842,7405260,30,35500009,144,1-01228-0061,424 WEST END AVENUE,UPPER WEST SIDE (79-96),D8-ELEVATOR,235,1982,288631,12501967,43.3,62700000,217,0.65,,,,,,,,,,,,
1-01223-7504,1984-R1,134 WEST 93 STREET,UPPER WEST SIDE (79-96),R4-ELEVATOR,53,1925,55008,1155168,21,3720255,68,1-01253-0048,227 RIVERSIDE DRIVE,UPPER WEST SIDE (79-96),D3-ELEVATOR,39,1930,48178,857920,17.81,3400000,71,0.35,1-01212-0053,150 WEST 82 STREET,UPPER WEST SIDE (79-96),D3-ELEVATOR,60,1926,49977,1277548,25.6,5550000,111,0.55
