District,Grade,Year,Demographic,Number Tested,Mean Scale Score,Num Level 1,Pct Level 1,Num Level 2,Pct Level 2,Num Level 3,Pct Level 3,Num Level 4,Pct Level 4,Num Level 3 and 4,Pct Level 3 and 4
26,8,2006,Male,1025,661,40,3.9,358,34.9,557,54.3,70,6.8,627,61.2
26,8,2007,Female,962,682,14,1.5,129,13.4,658,68.4,161,16.7,819,85.1
26,8,2007,Male,940,670,23,2.4,240,25.5,578,61.5,99,10.5,677,72
26,8,2008,Female,924,680,8,0.9,164,17.7,629,68.1,123,13.3,752,81.4
26,8,2008,Male,983,667,24,2.4,267,27.2,631,64.2,61,6.2,692,70.4
26,8,2009,Female,933,682,2,0.2,101,10.8,684,73.3,146,15.6,830,89
26,8,2009,Male,991,673,6,0.6,151,15.2,756,76.3,78,7.9,834,84.2
26,8,2010,Female,958,677,17,1.8,195,20.4,574,59.9,172,18,746,77.9
26,8,2010,Male,1038,667,45,4.3,335,32.3,537,51.7,121,11.7,658,63.4
26,8,2011,Female,927,668,17,1.8,248,26.8,612,66,50,5.4,662,71.4
26,8,2011,Male,1016,662,41,4,372,36.6,584,57.5,19,1.9,603,59.4
26,8,2012,Female,892,672,16,1.8,181,20.3,635,71.2,60,6.7,695,77.9
26,8,2012,Male,1024,665,29,2.8,341,33.3,621,60.6,33,3.2,654,63.9
26,All Grades,2006,Female,5149,683,67,1.3,819,15.9,3229,62.7,1034,20.1,4263,82.8
26,All Grades,2006,Male,5345,675,139,2.6,1069,20,3315,62,822,15.4,4137,77.4
26,All Grades,2007,Female,5154,686,65,1.3,627,12.2,3455,67,1007,19.5,4462,86.6
26,All Grades,2007,Male,5401,678,108,2,986,18.3,3518,65.1,789,14.6,4307,79.7
26,All Grades,2008,Female,5040,684,22,0.4,551,10.9,3672,72.9,795,15.8,4467,88.6
26,All Grades,2008,Male,5420,676,72,1.3,881,16.3,3899,71.9,568,10.5,4467,82.4
26,All Grades,2009,Female,5037,689,7,0.1,303,6,3581,71.1,1146,22.8,4727,93.8
26,All Grades,2009,Male,5460,681,24,0.4,515,9.4,4084,74.8,837,15.3,4921,90.1
26,All Grades,2010,Female,5086,685,115,2.3,928,18.2,2874,56.5,1169,23,4043,79.5
26,All Grades,2010,Male,5646,677,240,4.3,1494,26.5,2990,53,922,16.3,3912,69.3
26,All Grades,2011,Female,5046,677,120,2.4,935,18.5,3447,68.3,544,10.8,3991,79.1
26,All Grades,2011,Male,5602,672,210,3.7,1471,26.3,3540,63.2,381,6.8,3921,70
26,All Grades,2012,Female,5041,679,97,1.9,838,16.6,3463,68.7,643,12.8,4106,81.5
26,All Grades,2012,Male,5639,674,205,3.6,1326,23.5,3672,65.1,436,7.7,4108,72.8
27,3,2006,Female,1541,674,96,6.2,290,18.8,1025,66.5,130,8.4,1155,75
27,3,2006,Male,1557,666,139,8.9,379,24.3,964,61.9,75,4.8,1039,66.7
27,3,2007,Female,1717,664,123,7.2,439,25.6,1042,60.7,113,6.6,1155,67.3
27,3,2007,Male,1767,654,219,12.4,541,30.6,918,52,89,5,1007,57
27,3,2008,Female,1723,667,74,4.3,456,26.5,1033,60,160,9.3,1193,69.2
27,3,2008,Male,1755,662,123,7,524,29.9,961,54.8,147,8.4,1108,63.1
27,3,2009,Female,1709,670,53,3.1,340,19.9,1147,67.1,169,9.9,1316,77
27,3,2009,Male,1815,664,118,6.5,398,21.9,1166,64.2,133,7.3,1299,71.6
27,3,2010,Female,1755,669,190,10.8,590,33.6,694,39.5,281,16,975,55.6
27,3,2010,Male,1871,662,310,16.6,679,36.3,681,36.4,201,10.7,882,47.1
27,3,2011,Female,1805,665,183,10.1,556,30.8,997,55.2,69,3.8,1066,59.1
27,3,2011,Male,1878,659,289,15.4,694,37,853,45.4,42,2.2,895,47.7
27,3,2012,Female,1833,667,155,8.5,596,32.5,939,51.2,143,7.8,1082,59
27,3,2012,Male,1866,662,302,16.2,632,33.9,839,45,93,5,932,49.9
27,4,2006,Female,1621,667,95,5.9,385,23.8,1012,62.4,129,8,1141,70.4
27,4,2006,Male,1650,659,158,9.6,460,27.9,930,56.4,102,6.2,1032,62.5
27,4,2007,Female,1628,663,103,6.3,465,28.6,945,58,115,7.1,1060,65.1
27,4,2007,Male,1733,653,181,10.4,599,34.6,887,51.2,66,3.8,953,55
27,4,2008,Female,1706,666,104,6.1,374,21.9,1086,63.7,142,8.3,1228,72
27,4,2008,Male,1783,654,224,12.6,498,27.9,983,55.1,78,4.4,1061,59.5
27,4,2009,Female,1697,673,43,2.5,281,16.6,1245,73.4,128,7.5,1373,80.9
27,4,2009,Male,1754,664,103,5.9,386,22,1177,67.1,88,5,1265,72.1
27,4,2010,Female,1715,671,143,8.3,672,39.2,814,47.5,86,5,900,52.5
27,4,2010,Male,1848,666,194,10.5,806,43.6,779,42.2,69,3.7,848,45.9
27,4,2011,Female,1819,675,95,5.2,608,33.4,1061,58.3,55,3,1116,61.4
27,4,2011,Male,1882,668,166,8.8,780,41.4,908,48.2,28,1.5,936,49.7
27,4,2012,Female,1752,676,99,5.7,611,34.9,957,54.6,85,4.9,1042,59.5
27,4,2012,Male,1824,669,178,9.8,720,39.5,873,47.9,53,2.9,926,50.8
27,5,2006,Female,1715,661,100,5.8,470,27.4,968,56.4,177,10.3,1145,66.8
27,5,2006,Male,1698,655,141,8.3,524,30.9,884,52.1,149,8.8,1033,60.8
27,5,2007,Female,1728,664,74,4.3,505,29.2,1052,60.9,97,5.6,1149,66.5
27,5,2007,Male,1758,659,108,6.1,570,32.4,999,56.8,81,4.6,1080,61.4
27,5,2008,Female,1641,666,14,0.9,370,22.5,1181,72,76,4.6,1257,76.6
27,5,2008,Male,1709,661,37,2.2,459,26.9,1146,67.1,67,3.9,1213,71
