Borough,Grade,Year,Demographic,Number Tested,Mean Scale Score,Num Level 1,Pct Level 1,Num Level 2,Pct Level 2,Num Level 3,Pct Level 3,Num Level 4,Pct Level 4,Num Level 3 and 4,Pct Level 3 and 4
MANHATTAN,8,2008,ELL,1336,640,261,19.5,550,41.2,472,35.3,53,4,525,39.3
MANHATTAN,8,2008,EP,8538,660,740,8.7,2572,30.1,4074,47.7,1152,13.5,5226,61.2
MANHATTAN,8,2009,ELL,1333,649,133,10,505,37.9,634,47.6,61,4.6,695,52.1
MANHATTAN,8,2009,EP,8071,671,299,3.7,1741,21.6,4647,57.6,1384,17.1,6031,74.7
MANHATTAN,8,2010,ELL,1406,657,325,23.1,696,49.5,316,22.5,69,4.9,385,27.4
MANHATTAN,8,2010,EP,7917,677,832,10.5,2940,37.1,2560,32.3,1585,20,4145,52.4
MANHATTAN,8,2011,ELL,1419,655,314,22.1,660,46.5,376,26.5,69,4.9,445,31.4
MANHATTAN,8,2011,EP,7643,679,658,8.6,2390,31.3,2880,37.7,1715,22.4,4595,60.1
MANHATTAN,8,2012,ELL,1322,661,250,18.9,634,48,351,26.6,87,6.6,438,33.1
MANHATTAN,8,2012,EP,7531,681,492,6.5,2393,31.8,2922,38.8,1724,22.9,4646,61.7
MANHATTAN,All Grades,2006,ELL,10997,633,3442,31.3,3724,33.9,3302,30,529,4.8,3831,34.8
MANHATTAN,All Grades,2006,EP,49023,661,5723,11.7,13393,27.3,21620,44.1,8287,16.9,29907,61
MANHATTAN,All Grades,2007,ELL,10536,642,2443,23.2,3620,34.4,3887,36.9,586,5.6,4473,42.5
MANHATTAN,All Grades,2007,EP,47030,669,3671,7.8,11199,23.8,22245,47.3,9915,21.1,32160,68.4
MANHATTAN,All Grades,2008,ELL,9425,653,1226,13,2791,29.6,4744,50.3,664,7,5408,57.4
MANHATTAN,All Grades,2008,EP,45942,675,2319,5,8469,18.4,23926,52.1,11228,24.4,35154,76.5
MANHATTAN,All Grades,2009,ELL,9321,662,663,7.1,2352,25.2,5310,57,996,10.7,6306,67.7
MANHATTAN,All Grades,2009,EP,44793,684,1174,2.6,5725,12.8,24216,54.1,13678,30.5,37894,84.6
MANHATTAN,All Grades,2010,ELL,9555,663,2005,21,4474,46.8,2337,24.5,739,7.7,3076,32.2
MANHATTAN,All Grades,2010,EP,44051,685,3561,8.1,13755,31.2,14420,32.7,12315,28,26735,60.7
MANHATTAN,All Grades,2011,ELL,9222,664,1909,20.7,4158,45.1,2533,27.5,622,6.7,3155,34.2
MANHATTAN,All Grades,2011,EP,43638,687,2972,6.8,12183,27.9,15807,36.2,12676,29,28483,65.3
MANHATTAN,All Grades,2012,ELL,8493,664,1799,21.2,3647,42.9,2392,28.2,655,7.7,3047,35.9
MANHATTAN,All Grades,2012,EP,44187,689,3041,6.9,11577,26.2,15894,36,13675,30.9,29569,66.9
QUEENS,3,2006,ELL,3655,662,453,12.4,764,20.9,1991,54.5,447,12.2,2438,66.7
QUEENS,3,2006,EP,15509,690,603,3.9,1385,8.9,7728,49.8,5793,37.4,13521,87.2
QUEENS,3,2007,ELL,3852,672,300,7.8,649,16.8,2227,57.8,676,17.5,2903,75.4
QUEENS,3,2007,EP,15469,696,379,2.5,1081,7,7488,48.4,6521,42.2,14009,90.6
QUEENS,3,2008,ELL,3574,676,139,3.9,446,12.5,2499,69.9,490,13.7,2989,83.6
QUEENS,3,2008,EP,15581,695,241,1.5,866,5.6,9297,59.7,5177,33.2,14474,92.9
