Borough,Grade,Year,Demographic,Number Tested,Mean Scale Score,Num Level 1,Pct Level 1,Num Level 2,Pct Level 2,Num Level 3,Pct Level 3,Num Level 4,Pct Level 4,Num Level 3 and 4,Pct Level 3 and 4
STATEN ISLAND,3,2006,All Students,4305,684,288,6.7,467,10.8,2091,48.6,1459,33.9,3550,82.5
STATEN ISLAND,3,2007,All Students,4365,690,176,4,378,8.7,2258,51.7,1553,35.6,3811,87.3
STATEN ISLAND,3,2008,All Students,4375,691,100,2.3,333,7.6,2671,61.1,1271,29.1,3942,90.1
STATEN ISLAND,3,2009,All Students,4519,694,54,1.2,258,5.7,2871,63.5,1336,29.6,4207,93.1
STATEN ISLAND,3,2010,All Students,4416,695,384,8.7,1286,29.1,1546,35,1200,27.2,2746,62.2
STATEN ISLAND,3,2011,All Students,4721,688,406,8.6,1331,28.2,2347,49.7,637,13.5,2984,63.2
STATEN ISLAND,3,2012,All Students,4831,689,385,8,1327,27.5,2453,50.8,666,13.8,3119,64.6
STATEN ISLAND,4,2006,All Students,4276,681,243,5.7,553,12.9,2225,52,1255,29.3,3480,81.4
STATEN ISLAND,4,2007,All Students,4314,682,233,5.4,571,13.2,2233,51.8,1277,29.6,3510,81.4
STATEN ISLAND,4,2008,All Students,4306,686,175,4.1,446,10.4,2324,54,1361,31.6,3685,85.6
STATEN ISLAND,4,2009,All Students,4383,694,160,3.7,348,7.9,2078,47.4,1797,41,3875,88.4
STATEN ISLAND,4,2010,All Students,4530,689,247,5.5,1354,29.9,1656,36.6,1273,28.1,2929,64.7
STATEN ISLAND,4,2011,All Students,4425,692,215,4.9,1063,24,1761,39.8,1386,31.3,3147,71.1
STATEN ISLAND,4,2012,All Students,4634,694,224,4.8,1023,22.1,1835,39.6,1552,33.5,3387,73.1
STATEN ISLAND,5,2006,All Students,4335,673,316,7.3,784,18.1,2188,50.5,1047,24.2,3235,74.6
STATEN ISLAND,5,2007,All Students,4389,680,177,4,593,13.5,2400,54.7,1219,27.8,3619,82.5
STATEN ISLAND,5,2008,All Students,4353,686,128,2.9,458,10.5,2313,53.1,1454,33.4,3767,86.5
STATEN ISLAND,5,2009,All Students,4357,692,65,1.5,317,7.3,2133,49,1842,42.3,3975,91.2
STATEN ISLAND,5,2010,All Students,4413,689,225,5.1,1183,26.8,1759,39.9,1246,28.2,3005,68.1
STATEN ISLAND,5,2011,All Students,4522,690,184,4.1,1083,23.9,2010,44.4,1245,27.5,3255,72
STATEN ISLAND,5,2012,All Students,4422,693,215,4.9,978,22.1,1762,39.8,1467,33.2,3229,73
STATEN ISLAND,6,2006,All Students,4231,656,561,13.3,1133,26.8,1949,46.1,588,13.9,2537,60
STATEN ISLAND,6,2007,All Students,4133,666,390,9.4,882,21.3,2148,52,713,17.3,2861,69.2
STATEN ISLAND,6,2008,All Students,4227,675,229,5.4,697,16.5,2174,51.4,1127,26.7,3301,78.1
STATEN ISLAND,6,2009,All Students,4260,679,164,3.8,628,14.7,2234,52.4,1234,29,3468,81.4
STATEN ISLAND,6,2010,All Students,4245,680,373,8.8,1341,31.6,1404,33.1,1127,26.5,2531,59.6
STATEN ISLAND,6,2011,All Students,4225,683,321,7.6,1251,29.6,1483,35.1,1170,27.7,2653,62.8
STATEN ISLAND,6,2012,All Students,4302,683,400,9.3,1075,25,1427,33.2,1400,32.5,2827,65.7
STATEN ISLAND,7,2006,All Students,4262,651,512,12,1377,32.3,1931,45.3,442,10.4,2373,55.7
STATEN ISLAND,7,2007,All Students,4300,662,327,7.6,1216,28.3,1985,46.2,772,18,2757,64.1
STATEN ISLAND,7,2008,All Students,4253,672,147,3.5,851,20,2212,52,1043,24.5,3255,76.5
STATEN ISLAND,7,2009,All Students,4337,678,59,1.4,570,13.1,2544,58.7,1164,26.8,3708,85.5
STATEN ISLAND,7,2010,All Students,4260,676,348,8.2,1369,32.1,1376,32.3,1167,27.4,2543,59.7
STATEN ISLAND,7,2011,All Students,4275,679,327,7.6,1166,27.3,1458,34.1,1324,31,2782,65.1
STATEN ISLAND,7,2012,All Students,4157,679,344,8.3,1105,26.6,1387,33.4,1321,31.8,2708,65.1
STATEN ISLAND,8,2006,All Students,4472,648,737,16.5,1566,35,1795,40.1,374,8.4,2169,48.5
STATEN ISLAND,8,2007,All Students,4380,654,616,14.1,1395,31.8,1898,43.3,471,10.8,2369,54.1
STATEN ISLAND,8,2008,All Students,4300,665,334,7.8,1132,26.3,2126,49.4,708,16.5,2834,65.9
STATEN ISLAND,8,2009,All Students,4305,672,134,3.1,923,21.4,2504,58.2,744,17.3,3248,75.4
STATEN ISLAND,8,2010,All Students,4412,676,459,10.4,1675,38,1422,32.2,856,19.4,2278,51.6
STATEN ISLAND,8,2011,All Students,4352,676,404,9.3,1441,33.1,1810,41.6,697,16,2507,57.6
STATEN ISLAND,8,2012,All Students,4280,678,283,6.6,1493,34.9,1772,41.4,732,17.1,2504,58.5
STATEN ISLAND,All Grades,2006,All Students,25881,665,2657,10.3,5880,22.7,12179,47.1,5165,20,17344,67
STATEN ISLAND,All Grades,2007,All Students,25881,672,1919,7.4,5035,19.5,12922,49.9,6005,23.2,18927,73.1
STATEN ISLAND,All Grades,2008,All Students,25814,679,1113,4.3,3917,15.2,13820,53.5,6964,27,20784,80.5
STATEN ISLAND,All Grades,2009,All Students,26161,685,636,2.4,3044,11.6,14364,54.9,8117,31,22481,85.9
STATEN ISLAND,All Grades,2010,All Students,26276,684,2036,7.7,8208,31.2,9163,34.9,6869,26.1,16032,61
STATEN ISLAND,All Grades,2011,All Students,26520,685,1857,7,7335,27.7,10869,41,6459,24.4,17328,65.3
STATEN ISLAND,All Grades,2012,All Students,26626,686,1851,7,7001,26.3,10636,39.9,7138,26.8,17774,66.8
