Neversink Date              ,Neversink Elevation,Neversink Storage,Rondout Date             ,Rondout Elevation,Rondout Storage,Schoharie Date             ,Schoharie Elevation,Schoharie Storage,Cannonsville Date             ,Cannonsville Elevation,Cannonsville Storage,Pepacton Date              ,Pepacton Elevation,Pepacton Storage,Ashokan East Date             ,Ashokan East Elevation,Ashokan East Storage,Ashokan West Date             ,Ashokan West Elevation,Ashokan West Storage
03/01/2005 04:00:00 PM +0000,1440.21,35570,03/01/2005 04:00:00 PM +0000,835.1,46757,03/01/2005 04:00:00 PM +0000,1130.09,19618,03/02/2005 04:00:00 PM +0000,1150.33,97257,03/01/2005 04:00:00 PM +0000,1277.42,138986,03/01/2005 04:00:00 PM +0000,586.61,79856,03/01/2005 04:00:00 PM +0000,587.24,44432
03/02/2005 04:00:00 PM +0000,1440.22,35575,03/02/2005 04:00:00 PM +0000,834.98,46678,03/02/2005 04:00:00 PM +0000,1130.07,19610,03/03/2005 04:00:00 PM +0000,1150.29,97193,03/02/2005 04:00:00 PM +0000,1277.26,138696,03/02/2005 04:00:00 PM +0000,586.61,79856,03/02/2005 04:00:00 PM +0000,586.93,44123
03/03/2005 04:00:00 PM +0000,1440.21,35570,03/03/2005 04:00:00 PM +0000,834.84,46585,03/03/2005 04:00:00 PM +0000,1130.05,19602,03/04/2005 04:00:00 PM +0000,1150.22,97080,03/03/2005 04:00:00 PM +0000,1277.1,138406,03/03/2005 04:00:00 PM +0000,586.6,79839,03/03/2005 04:00:00 PM +0000,586.61,43804
03/04/2005 04:00:00 PM +0000,1440.21,35570,03/04/2005 04:00:00 PM +0000,834.85,46592,03/04/2005 04:00:00 PM +0000,1130.04,19599,03/05/2005 04:00:00 PM +0000,1150.14,96951,03/04/2005 04:00:00 PM +0000,1276.9,138045,03/04/2005 04:00:00 PM +0000,586.61,79856,03/04/2005 04:00:00 PM +0000,586.31,43505
03/05/2005 04:00:00 PM +0000,1440.21,35570,03/05/2005 04:00:00 PM +0000,834.88,46612,03/05/2005 04:00:00 PM +0000,1130.04,19599,03/06/2005 04:00:00 PM +0000,1149.97,96680,03/05/2005 04:00:00 PM +0000,1276.72,137721,03/05/2005 04:00:00 PM +0000,586.61,79856,03/05/2005 04:00:00 PM +0000,586,43197
03/06/2005 04:00:00 PM +0000,1440.21,35570,03/06/2005 04:00:00 PM +0000,834.97,46671,03/06/2005 04:00:00 PM +0000,1130.05,19602,03/07/2005 04:00:00 PM +0000,1150.14,96951,03/06/2005 04:00:00 PM +0000,1276.56,137434,03/06/2005 04:00:00 PM +0000,586.6,79839,03/06/2005 04:00:00 PM +0000,585.84,43037
03/07/2005 04:00:00 PM +0000,1440.21,35570,03/07/2005 04:00:00 PM +0000,835.07,46737,03/07/2005 04:00:00 PM +0000,1130.19,19657,03/08/2005 04:00:00 PM +0000,1150.26,97144,03/07/2005 04:00:00 PM +0000,1276.38,137110,03/07/2005 04:00:00 PM +0000,586.65,79923,03/07/2005 04:00:00 PM +0000,585.82,43017
03/08/2005 04:00:00 PM +0000,1440.24,35585,03/08/2005 04:00:00 PM +0000,835.18,46810,03/08/2005 04:00:00 PM +0000,1130.16,19645,03/09/2005 04:00:00 PM +0000,1150.21,97064,03/08/2005 04:00:00 PM +0000,1276.31,136984,03/08/2005 04:00:00 PM +0000,586.65,79923,03/08/2005 04:00:00 PM +0000,585.82,43017
03/09/2005 04:00:00 PM +0000,1440.22,35575,03/09/2005 04:00:00 PM +0000,835.23,46843,03/09/2005 04:00:00 PM +0000,1130.11,19626,03/10/2005 04:00:00 PM +0000,1150.24,97112,03/09/2005 04:00:00 PM +0000,1276.21,136804,03/09/2005 04:00:00 PM +0000,586.65,79923,03/09/2005 04:00:00 PM +0000,585.75,42948
03/10/2005 04:00:00 PM +0000,1440.22,35575,03/10/2005 04:00:00 PM +0000,835.3,46889,03/10/2005 04:00:00 PM +0000,1130.1,19622,03/11/2005 04:00:00 PM +0000,1150.21,97064,03/10/2005 04:00:00 PM +0000,1276.06,136535,03/10/2005 04:00:00 PM +0000,586.65,79923,03/10/2005 04:00:00 PM +0000,585.53,42729
03/11/2005 04:00:00 PM +0000,1440.22,35575,03/11/2005 04:00:00 PM +0000,835.61,47095,03/11/2005 04:00:00 PM +0000,1130.11,19626,03/12/2005 04:00:00 PM +0000,1150.21,97064,03/11/2005 04:00:00 PM +0000,1275.91,136266,03/11/2005 04:00:00 PM +0000,586.66,79940,03/11/2005 04:00:00 PM +0000,585.29,42490
03/12/2005 04:00:00 PM +0000,1440.22,35575,03/12/2005 04:00:00 PM +0000,836,47353,03/12/2005 04:00:00 PM +0000,1130.09,19618,03/13/2005 04:00:00 PM +0000,1150.2,97048,03/12/2005 04:00:00 PM +0000,1275.76,135998,03/12/2005 04:00:00 PM +0000,586.67,79957,03/12/2005 04:00:00 PM +0000,585.04,42241
03/13/2005 04:00:00 PM +0000,1440.21,35570,03/13/2005 04:00:00 PM +0000,836.43,47640,03/13/2005 04:00:00 PM +0000,1130.08,19614,03/14/2005 04:00:00 PM +0000,1150.4,97370,03/13/2005 04:00:00 PM +0000,1275.55,135622,03/13/2005 04:00:00 PM +0000,586.67,79957,03/13/2005 04:00:00 PM +0000,584.76,41978
03/14/2005 04:00:00 PM +0000,1440.2,35566,03/14/2005 04:00:00 PM +0000,835.91,47294,03/14/2005 04:00:00 PM +0000,1130.07,19610,03/15/2005 04:00:00 PM +0000,1150.26,97144,03/14/2005 04:00:00 PM +0000,1275.41,135373,03/14/2005 04:00:00 PM +0000,586.68,79973,03/14/2005 04:00:00 PM +0000,584.46,41700
03/15/2005 04:00:00 PM +0000,1440.2,35566,03/15/2005 04:00:00 PM +0000,835.83,47241,03/15/2005 04:00:00 PM +0000,1130.07,19610,03/16/2005 04:00:00 PM +0000,1150.13,96935,03/15/2005 04:00:00 PM +0000,1275.29,135159,03/15/2005 04:00:00 PM +0000,586.66,79940,03/15/2005 04:00:00 PM +0000,584.2,41459
03/16/2005 04:00:00 PM +0000,1440.18,35556,03/16/2005 04:00:00 PM +0000,835.76,47194,03/16/2005 04:00:00 PM +0000,1130.06,19606,03/17/2005 04:00:00 PM +0000,1150.14,96951,03/16/2005 04:00:00 PM +0000,1275.17,134945,03/16/2005 04:00:00 PM +0000,586.68,79973,03/16/2005 04:00:00 PM +0000,583.88,41162
03/17/2005 04:00:00 PM +0000,1440.18,35556,03/17/2005 04:00:00 PM +0000,835.87,47267,03/17/2005 04:00:00 PM +0000,1130.03,19595,03/18/2005 04:00:00 PM +0000,1150.06,96823,03/17/2005 04:00:00 PM +0000,1275.03,134696,03/17/2005 04:00:00 PM +0000,586.66,79940,03/17/2005 04:00:00 PM +0000,583.59,40893
03/18/2005 04:00:00 PM +0000,1440.18,35556,03/18/2005 04:00:00 PM +0000,835.98,47340,03/18/2005 04:00:00 PM +0000,1130.03,19595,03/19/2005 04:00:00 PM +0000,1150.06,96823,03/18/2005 04:00:00 PM +0000,1274.85,134377,03/18/2005 04:00:00 PM +0000,586.68,79973,03/18/2005 04:00:00 PM +0000,583.32,40642
03/19/2005 04:00:00 PM +0000,1440.18,35556,03/19/2005 04:00:00 PM +0000,836.1,47420,03/19/2005 04:00:00 PM +0000,1130.05,19602,03/20/2005 04:00:00 PM +0000,1150.08,96855,03/19/2005 04:00:00 PM +0000,1274.7,134110,03/19/2005 04:00:00 PM +0000,586.68,79973,03/19/2005 04:00:00 PM +0000,583.04,40382
03/20/2005 04:00:00 PM +0000,1440.18,35556,03/20/2005 04:00:00 PM +0000,836.24,47513,03/20/2005 04:00:00 PM +0000,1130.05,19602,03/21/2005 04:00:00 PM +0000,1150.04,96790,03/20/2005 04:00:00 PM +0000,1274.56,133862,03/20/2005 04:00:00 PM +0000,586.71,80024,03/20/2005 04:00:00 PM +0000,582.78,40141
03/21/2005 04:00:00 PM +0000,1440.15,35541,03/21/2005 04:00:00 PM +0000,836.53,47706,03/21/2005 04:00:00 PM +0000,1130.07,19610,03/22/2005 04:00:00 PM +0000,1150.07,96839,03/21/2005 04:00:00 PM +0000,1274.39,133560,03/21/2005 04:00:00 PM +0000,586.7,80007,03/21/2005 04:00:00 PM +0000,582.54,39918
03/22/2005 04:00:00 PM +0000,1440.15,35541,03/22/2005 04:00:00 PM +0000,836.87,47934,03/22/2005 04:00:00 PM +0000,1130.13,19634,03/23/2005 04:00:00 PM +0000,1150.14,96951,03/22/2005 04:00:00 PM +0000,1274.27,133348,03/22/2005 04:00:00 PM +0000,586.71,80024,03/22/2005 04:00:00 PM +0000,582.32,39714
03/23/2005 04:00:00 PM +0000,1440.18,35556,03/23/2005 04:00:00 PM +0000,837.26,48194,03/23/2005 04:00:00 PM +0000,1130.08,19614,03/24/2005 04:00:00 PM +0000,1150.14,96951,03/23/2005 04:00:00 PM +0000,1274.21,133242,03/23/2005 04:00:00 PM +0000,586.79,80158,03/23/2005 04:00:00 PM +0000,582.17,39575
03/24/2005 04:00:00 PM +0000,1440.18,35556,03/24/2005 04:00:00 PM +0000,837.55,48390,03/24/2005 04:00:00 PM +0000,1130.05,19602,03/25/2005 04:00:00 PM +0000,1150.17,97000,03/24/2005 04:00:00 PM +0000,1274.07,132994,03/24/2005 04:00:00 PM +0000,586.8,80175,03/24/2005 04:00:00 PM +0000,581.93,39352
03/25/2005 04:00:00 PM +0000,1440.18,35556,03/25/2005 04:00:00 PM +0000,837.34,48248,03/25/2005 04:00:00 PM +0000,1130.02,19591,03/26/2005 04:00:00 PM +0000,1150.25,97128,03/25/2005 04:00:00 PM +0000,1274.08,133012,03/25/2005 04:00:00 PM +0000,586.81,80192,03/25/2005 04:00:00 PM +0000,581.71,39148
03/26/2005 04:00:00 PM +0000,1440.18,35556,03/26/2005 04:00:00 PM +0000,837.11,48094,03/26/2005 04:00:00 PM +0000,1130.06,19606,03/27/2005 04:00:00 PM +0000,1150.48,97498,03/26/2005 04:00:00 PM +0000,1274.13,133100,03/26/2005 04:00:00 PM +0000,586.81,80192,03/26/2005 04:00:00 PM +0000,581.5,38953
03/27/2005 04:00:00 PM +0000,1440.18,35556,03/27/2005 04:00:00 PM +0000,836.97,48000,03/27/2005 04:00:00 PM +0000,1130.2,19661,03/28/2005 04:00:00 PM +0000,1152.4,100589,03/27/2005 04:00:00 PM +0000,1274.31,133419,03/27/2005 04:00:00 PM +0000,586.88,80309,03/27/2005 04:00:00 PM +0000,581.38,38842
03/28/2005 04:00:00 PM +0000,1440.95,35939,03/28/2005 04:00:00 PM +0000,838.57,49076,03/28/2005 04:00:00 PM +0000,1131.57,20193,03/29/2005 04:00:00 PM +0000,1153.77,102794,03/28/2005 04:00:00 PM +0000,1276.41,137164,03/28/2005 04:00:00 PM +0000,587.23,80896,03/28/2005 04:00:00 PM +0000,584.22,41477
03/29/2005 04:00:00 PM +0000,1440.89,35909,03/29/2005 04:00:00 PM +0000,840.18,50171,03/29/2005 04:00:00 PM +0000,1131.12,20018,03/30/2005 04:00:00 PM +0000,1153.66,102617,03/29/2005 04:00:00 PM +0000,1278.81,141514,03/29/2005 04:00:00 PM +0000,587.29,80997,03/29/2005 04:00:00 PM +0000,587.32,44511
03/30/2005 04:00:00 PM +0000,1440.71,35819,03/30/2005 04:00:00 PM +0000,840.51,50397,03/30/2005 04:00:00 PM +0000,1130.87,19921,03/31/2005 04:00:00 PM +0000,1153.46,102295,03/30/2005 04:00:00 PM +0000,1280.05,143794,03/30/2005 04:00:00 PM +0000,587.07,80628,03/30/2005 04:00:00 PM +0000,589.33,46513
03/31/2005 04:00:00 PM +0000,1440.66,35794,03/31/2005 04:00:00 PM +0000,840.49,50384,03/31/2005 04:00:00 PM +0000,1130.85,19913,04/01/2005 04:00:00 PM +0000,1153.31,102053,03/31/2005 04:00:00 PM +0000,1280.76,145109,03/31/2005 04:00:00 PM +0000,587.2,80846,03/31/2005 04:00:00 PM +0000,590.32,47519
04/01/2005 04:00:00 PM +0000,1440.7,35814,04/01/2005 04:00:00 PM +0000,840.17,50164,04/01/2005 04:00:00 PM +0000,1130.9,19933,04/02/2005 04:00:00 PM +0000,1155.8,106139,04/01/2005 04:00:00 PM +0000,1281.1,145741,04/01/2005 04:00:00 PM +0000,587.82,81886,04/01/2005 04:00:00 PM +0000,590.34,47540
04/02/2005 04:00:00 PM +0000,1442.89,36911,04/02/2005 04:00:00 PM +0000,842.11,51499,04/02/2005 04:00:00 PM +0000,1133.39,20900,04/03/2005 03:00:00 PM +0000,1156.7,107674,04/02/2005 04:00:00 PM +0000,1283.68,150593,04/02/2005 04:00:00 PM +0000,591.37,87919,04/02/2005 04:00:00 PM +0000,593.79,51192
04/03/2005 03:00:00 PM +0000,1441.12,36023,04/03/2005 03:00:00 PM +0000,840.67,50507,04/03/2005 03:00:00 PM +0000,1131.24,20065,04/04/2005 03:00:00 PM +0000,1154.74,104355,04/03/2005 03:00:00 PM +0000,1282.38,148137,04/03/2005 03:00:00 PM +0000,589.39,84520,04/03/2005 03:00:00 PM +0000,591.28,48535
04/04/2005 03:00:00 PM +0000,1440.72,35824,04/04/2005 03:00:00 PM +0000,840.2,50185,04/04/2005 03:00:00 PM +0000,1130.84,19909,04/05/2005 03:00:00 PM +0000,1153.63,102568,04/04/2005 03:00:00 PM +0000,1281.6,146674,04/04/2005 03:00:00 PM +0000,588.46,82960,04/04/2005 03:00:00 PM +0000,590.56,47773
04/05/2005 03:00:00 PM +0000,1440.59,35759,04/05/2005 03:00:00 PM +0000,840.02,50062,04/05/2005 03:00:00 PM +0000,1130.67,19843,04/06/2005 03:00:00 PM +0000,1152.96,101490,04/05/2005 03:00:00 PM +0000,1281.21,145946,04/05/2005 03:00:00 PM +0000,588.19,82507,04/05/2005 03:00:00 PM +0000,590.2,47392
04/06/2005 03:00:00 PM +0000,1440.58,35754,04/06/2005 03:00:00 PM +0000,840.04,50075,04/06/2005 03:00:00 PM +0000,1130.6,19816,04/07/2005 03:00:00 PM +0000,1152.6,100910,04/06/2005 03:00:00 PM +0000,1281.02,145591,04/06/2005 03:00:00 PM +0000,587.97,82137,04/06/2005 03:00:00 PM +0000,589.97,47150
04/07/2005 03:00:00 PM +0000,1440.65,35789,04/07/2005 03:00:00 PM +0000,839.62,49790,04/07/2005 03:00:00 PM +0000,1130.65,19836,04/08/2005 03:00:00 PM +0000,1152.29,100412,04/07/2005 03:00:00 PM +0000,1280.92,145405,04/07/2005 03:00:00 PM +0000,587.89,82003,04/07/2005 03:00:00 PM +0000,589.8,46981
04/08/2005 03:00:00 PM +0000,1440.59,35759,04/08/2005 03:00:00 PM +0000,839.03,49387,04/08/2005 03:00:00 PM +0000,1130.55,19797,04/09/2005 03:00:00 PM +0000,1152.05,100026,04/08/2005 03:00:00 PM +0000,1280.87,145313,04/08/2005 03:00:00 PM +0000,587.85,81936,04/08/2005 03:00:00 PM +0000,589.57,46752
04/09/2005 03:00:00 PM +0000,1440.51,35719,04/09/2005 03:00:00 PM +0000,838.38,48948,04/09/2005 03:00:00 PM +0000,1130.48,19770,04/10/2005 03:00:00 PM +0000,1151.83,99671,04/09/2005 03:00:00 PM +0000,1280.77,145128,04/09/2005 03:00:00 PM +0000,587.82,81886,04/09/2005 03:00:00 PM +0000,589.19,46374
04/10/2005 03:00:00 PM +0000,1440.46,35695,04/10/2005 03:00:00 PM +0000,837.74,48517,04/10/2005 03:00:00 PM +0000,1130.44,19754,04/11/2005 03:00:00 PM +0000,1151.62,99333,04/10/2005 03:00:00 PM +0000,1280.67,144942,04/10/2005 03:00:00 PM +0000,587.77,81802,04/10/2005 03:00:00 PM +0000,588.78,45965
04/11/2005 03:00:00 PM +0000,1440.18,35556,04/11/2005 03:00:00 PM +0000,837.5,48356,04/11/2005 03:00:00 PM +0000,1130.4,19738,04/12/2005 03:00:00 PM +0000,1151.48,99108,04/11/2005 03:00:00 PM +0000,1280.6,144812,04/11/2005 03:00:00 PM +0000,587.6,81517,04/11/2005 03:00:00 PM +0000,588.7,45886
04/12/2005 03:00:00 PM +0000,1439.97,35452,04/12/2005 03:00:00 PM +0000,837.26,48194,04/12/2005 03:00:00 PM +0000,1130.36,19723,04/13/2005 03:00:00 PM +0000,1151.37,98931,04/12/2005 03:00:00 PM +0000,1280.56,144738,04/12/2005 03:00:00 PM +0000,587.48,81315,04/12/2005 03:00:00 PM +0000,588.74,45926
04/13/2005 03:00:00 PM +0000,1440.2,35566,04/13/2005 03:00:00 PM +0000,837.2,48154,04/13/2005 03:00:00 PM +0000,1130.32,19707,04/14/2005 03:00:00 PM +0000,1151.28,98786,04/13/2005 03:00:00 PM +0000,1280.36,144368,04/13/2005 03:00:00 PM +0000,587.37,81131,04/13/2005 03:00:00 PM +0000,588.86,46045
04/14/2005 03:00:00 PM +0000,1439.88,35407,04/14/2005 03:00:00 PM +0000,837.62,48436,04/14/2005 03:00:00 PM +0000,1130.3,19700,04/15/2005 03:00:00 PM +0000,1151.18,98625,04/14/2005 03:00:00 PM +0000,1280.23,144127,04/14/2005 03:00:00 PM +0000,587.33,81064,04/14/2005 03:00:00 PM +0000,588.92,46105
04/15/2005 03:00:00 PM +0000,1439.57,35255,04/15/2005 03:00:00 PM +0000,837.94,48651,04/15/2005 03:00:00 PM +0000,1130.25,19680,04/16/2005 03:00:00 PM +0000,1151.1,98496,04/15/2005 03:00:00 PM +0000,1280.12,143923,04/15/2005 03:00:00 PM +0000,587.29,80997,04/15/2005 03:00:00 PM +0000,588.93,46115
04/16/2005 03:00:00 PM +0000,1439.22,35082,04/16/2005 03:00:00 PM +0000,838.33,48914,04/16/2005 03:00:00 PM +0000,1130.33,19711,04/17/2005 03:00:00 PM +0000,1151.05,98416,04/16/2005 03:00:00 PM +0000,1280.05,143794,04/16/2005 03:00:00 PM +0000,587.28,80980,04/16/2005 03:00:00 PM +0000,588.9,46085
04/17/2005 03:00:00 PM +0000,1438.87,34909,04/17/2005 03:00:00 PM +0000,838.7,49164,04/17/2005 03:00:00 PM +0000,1130.44,19754,04/18/2005 03:00:00 PM +0000,1150.97,98287,04/17/2005 03:00:00 PM +0000,1279.94,143590,04/17/2005 03:00:00 PM +0000,587.25,80930,04/17/2005 03:00:00 PM +0000,588.86,46045
04/18/2005 03:00:00 PM +0000,1438.49,34724,04/18/2005 03:00:00 PM +0000,839.04,49394,04/18/2005 03:00:00 PM +0000,1130.46,19762,04/19/2005 03:00:00 PM +0000,1150.92,98206,04/18/2005 03:00:00 PM +0000,1279.85,143425,04/18/2005 03:00:00 PM +0000,587.24,80913,04/18/2005 03:00:00 PM +0000,588.82,46005
04/19/2005 03:00:00 PM +0000,1438.08,34523,04/19/2005 03:00:00 PM +0000,839.34,49598,04/19/2005 03:00:00 PM +0000,1130.45,19758,04/20/2005 03:00:00 PM +0000,1150.87,98126,04/19/2005 03:00:00 PM +0000,1279.74,143223,04/19/2005 03:00:00 PM +0000,587.25,80930,04/19/2005 03:00:00 PM +0000,588.78,45965
04/20/2005 03:00:00 PM +0000,1437.7,34338,04/20/2005 03:00:00 PM +0000,839.41,49646,04/20/2005 03:00:00 PM +0000,1130.5,19777,04/21/2005 03:00:00 PM +0000,1150.85,98094,04/20/2005 03:00:00 PM +0000,1279.72,143186,04/20/2005 03:00:00 PM +0000,587.23,80896,04/20/2005 03:00:00 PM +0000,588.74,45926
04/21/2005 03:00:00 PM +0000,1437.34,34164,04/21/2005 03:00:00 PM +0000,839.12,49449,04/21/2005 03:00:00 PM +0000,1130.52,19785,04/22/2005 03:00:00 PM +0000,1150.82,98045,04/21/2005 03:00:00 PM +0000,1279.7,143149,04/21/2005 03:00:00 PM +0000,587.2,80846,04/21/2005 03:00:00 PM +0000,588.71,45896
04/22/2005 03:00:00 PM +0000,1437.31,34150,04/22/2005 03:00:00 PM +0000,838.81,49239,04/22/2005 03:00:00 PM +0000,1130.49,19773,04/23/2005 03:00:00 PM +0000,1151,98335,04/22/2005 03:00:00 PM +0000,1279.6,142966,04/22/2005 03:00:00 PM +0000,587.21,80863,04/22/2005 03:00:00 PM +0000,588.69,45876
04/23/2005 03:00:00 PM +0000,1438.01,34489,04/23/2005 03:00:00 PM +0000,838.76,49205,04/23/2005 03:00:00 PM +0000,1130.9,19933,04/24/2005 03:00:00 PM +0000,1151.31,98834,04/23/2005 03:00:00 PM +0000,1279.78,143296,04/23/2005 03:00:00 PM +0000,587.28,80980,04/23/2005 03:00:00 PM +0000,589.14,46324
04/24/2005 03:00:00 PM +0000,1439.46,35200,04/24/2005 03:00:00 PM +0000,838.73,49184,04/24/2005 03:00:00 PM +0000,1130.65,19836,04/25/2005 03:00:00 PM +0000,1151.37,98931,04/24/2005 03:00:00 PM +0000,1280.12,143923,04/24/2005 03:00:00 PM +0000,587.34,81081,04/24/2005 03:00:00 PM +0000,590.35,47551
04/25/2005 03:00:00 PM +0000,1440,35466,04/25/2005 03:00:00 PM +0000,838.5,49029,04/25/2005 03:00:00 PM +0000,1130.46,19762,04/26/2005 03:00:00 PM +0000,1151.35,98898,04/25/2005 03:00:00 PM +0000,1280.28,144219,04/25/2005 03:00:00 PM +0000,587.55,81433,04/25/2005 03:00:00 PM +0000,590.39,47593
04/26/2005 03:00:00 PM +0000,1440.35,35640,04/26/2005 03:00:00 PM +0000,838.23,48846,04/26/2005 03:00:00 PM +0000,1130.38,19731,04/27/2005 03:00:00 PM +0000,1151.49,99124,04/26/2005 03:00:00 PM +0000,1280.34,144331,04/26/2005 03:00:00 PM +0000,587.62,81550,04/26/2005 03:00:00 PM +0000,590.36,47561
04/27/2005 03:00:00 PM +0000,1440.41,35670,04/27/2005 03:00:00 PM +0000,838.52,49043,04/27/2005 03:00:00 PM +0000,1130.58,19808,04/28/2005 03:00:00 PM +0000,1151.53,99188,04/27/2005 03:00:00 PM +0000,1280.51,144646,04/27/2005 03:00:00 PM +0000,587.75,81768,04/27/2005 03:00:00 PM +0000,590.52,47731
04/28/2005 03:00:00 PM +0000,1440.24,35585,04/28/2005 03:00:00 PM +0000,838.69,49158,04/28/2005 03:00:00 PM +0000,1130.52,19785,04/29/2005 03:00:00 PM +0000,1151.51,99156,04/28/2005 03:00:00 PM +0000,1280.51,144646,04/28/2005 03:00:00 PM +0000,587.73,81735,04/28/2005 03:00:00 PM +0000,590.32,47519
04/29/2005 03:00:00 PM +0000,1440.16,35546,04/29/2005 03:00:00 PM +0000,838.79,49225,04/29/2005 03:00:00 PM +0000,1130.45,19758,04/30/2005 03:00:00 PM +0000,1151.45,99059,04/29/2005 03:00:00 PM +0000,1280.42,144479,04/29/2005 03:00:00 PM +0000,587.65,81601,04/29/2005 03:00:00 PM +0000,590.22,47413
04/30/2005 03:00:00 PM +0000,1440.19,35561,04/30/2005 03:00:00 PM +0000,838.94,49326,04/30/2005 03:00:00 PM +0000,1130.47,19766,05/01/2005 03:00:00 PM +0000,1151.42,99011,04/30/2005 03:00:00 PM +0000,1280.35,144349,04/30/2005 03:00:00 PM +0000,587.64,81584,04/30/2005 03:00:00 PM +0000,590.25,47445
05/01/2005 03:00:00 PM +0000,1440.08,35506,05/01/2005 03:00:00 PM +0000,839.05,49401,05/01/2005 03:00:00 PM +0000,1130.45,19758,05/02/2005 03:00:00 PM +0000,1151.38,98947,05/01/2005 03:00:00 PM +0000,1280.29,144238,05/01/2005 03:00:00 PM +0000,587.58,81483,05/01/2005 03:00:00 PM +0000,590.16,47350
05/02/2005 03:00:00 PM +0000,1439.99,35461,05/02/2005 03:00:00 PM +0000,839.1,49435,05/02/2005 03:00:00 PM +0000,1130.42,19746,05/03/2005 03:00:00 PM +0000,1151.32,98850,05/02/2005 03:00:00 PM +0000,1280.25,144164,05/02/2005 03:00:00 PM +0000,587.54,81416,05/02/2005 03:00:00 PM +0000,590.07,47254
05/03/2005 03:00:00 PM +0000,1439.85,35393,05/03/2005 03:00:00 PM +0000,839.12,49449,05/03/2005 03:00:00 PM +0000,1130.39,19735,05/04/2005 03:00:00 PM +0000,1151.23,98705,05/03/2005 03:00:00 PM +0000,1280.19,144053,05/03/2005 03:00:00 PM +0000,587.46,81282,05/03/2005 03:00:00 PM +0000,590.08,47265
05/04/2005 03:00:00 PM +0000,1439.52,35230,05/04/2005 03:00:00 PM +0000,839.27,49551,05/04/2005 03:00:00 PM +0000,1130.36,19723,05/05/2005 03:00:00 PM +0000,1151.16,98593,05/04/2005 03:00:00 PM +0000,1280.15,143979,05/04/2005 03:00:00 PM +0000,587.39,81165,05/04/2005 03:00:00 PM +0000,590.05,47233
05/05/2005 03:00:00 PM +0000,1439.4,35170,05/05/2005 03:00:00 PM +0000,839.19,49496,05/05/2005 03:00:00 PM +0000,1130.34,19715,05/06/2005 03:00:00 PM +0000,1151.09,98480,05/05/2005 03:00:00 PM +0000,1280.1,143886,05/05/2005 03:00:00 PM +0000,587.36,81114,05/05/2005 03:00:00 PM +0000,590.03,47212
05/06/2005 03:00:00 PM +0000,1439.29,35116,05/06/2005 03:00:00 PM +0000,839.1,49435,05/06/2005 03:00:00 PM +0000,1130.33,19711,05/07/2005 03:00:00 PM +0000,1151.02,98367,05/06/2005 03:00:00 PM +0000,1280.05,143794,05/06/2005 03:00:00 PM +0000,587.36,81114,05/06/2005 03:00:00 PM +0000,589.93,47111
05/07/2005 03:00:00 PM +0000,1439.48,35209,05/07/2005 03:00:00 PM +0000,838.7,49164,05/07/2005 03:00:00 PM +0000,1130.33,19711,05/08/2005 03:00:00 PM +0000,1150.96,98271,05/07/2005 03:00:00 PM +0000,1279.98,143664,05/07/2005 03:00:00 PM +0000,587.35,81097,05/07/2005 03:00:00 PM +0000,589.78,46961
05/08/2005 03:00:00 PM +0000,1439.65,35294,05/08/2005 03:00:00 PM +0000,838.28,48880,05/08/2005 03:00:00 PM +0000,1130.32,19707,05/09/2005 03:00:00 PM +0000,1150.91,98190,05/08/2005 03:00:00 PM +0000,1279.93,143572,05/08/2005 03:00:00 PM +0000,587.34,81081,05/08/2005 03:00:00 PM +0000,589.62,46802
05/09/2005 03:00:00 PM +0000,1439.82,35378,05/09/2005 03:00:00 PM +0000,837.86,48597,05/09/2005 03:00:00 PM +0000,1130.3,19700,05/10/2005 03:00:00 PM +0000,1150.73,97901,05/09/2005 03:00:00 PM +0000,1279.87,143462,05/09/2005 03:00:00 PM +0000,587.3,81014,05/09/2005 03:00:00 PM +0000,589.54,46722
05/10/2005 03:00:00 PM +0000,1439.95,35442,05/10/2005 03:00:00 PM +0000,837.82,48570,05/10/2005 03:00:00 PM +0000,1129.95,19565,05/11/2005 03:00:00 PM +0000,1150.49,97514,05/10/2005 03:00:00 PM +0000,1279.77,143278,05/10/2005 03:00:00 PM +0000,587.28,80980,05/10/2005 03:00:00 PM +0000,589.56,46742
05/11/2005 03:00:00 PM +0000,1439.69,35313,05/11/2005 03:00:00 PM +0000,838.2,48826,05/11/2005 03:00:00 PM +0000,1129.64,19454,05/12/2005 03:00:00 PM +0000,1150.29,97193,05/11/2005 03:00:00 PM +0000,1279.63,143020,05/11/2005 03:00:00 PM +0000,587.24,80913,05/11/2005 03:00:00 PM +0000,589.73,46911
05/12/2005 03:00:00 PM +0000,1439.43,35185,05/12/2005 03:00:00 PM +0000,838.73,49184,05/12/2005 03:00:00 PM +0000,1129.31,19335,05/13/2005 03:00:00 PM +0000,1150.08,96855,05/12/2005 03:00:00 PM +0000,1279.5,142782,05/12/2005 03:00:00 PM +0000,587.11,80695,05/12/2005 03:00:00 PM +0000,589.83,47011
05/13/2005 03:00:00 PM +0000,1439.11,35028,05/13/2005 03:00:00 PM +0000,839.27,49551,05/13/2005 03:00:00 PM +0000,1129.3,19331,05/14/2005 03:00:00 PM +0000,1149.91,96589,05/13/2005 03:00:00 PM +0000,1279.34,142487,05/13/2005 03:00:00 PM +0000,587.01,80527,05/13/2005 03:00:00 PM +0000,589.86,47041
