Bronx Open Article 7 Petitions 
"202260000100002006009040220 EAST REALTY INC.     370RICHARD A. KRAUSS, ESQ.  000"
"202260000100002007009002220 EAST REALTY INC.     370RICHARD A. KRAUSS, ESQ.  000"
"202260000100002008102331220 EAST REALTY INC.     395JULIE NOLLETTI, ESQ.     000"
"202260000100002009101932220 EAST REALTY INC.     395JULIE NOLLETTI, ESQ.     000"
202260000400002008102941HESS CORPORATION         096CULLEN & DYKMAN          000
202260000400002009101691HESS CORPORATION         096CULLEN & DYKMAN          000
"202260001000002005009009138 BRUCKNER BLVD ASSOCIA163EMMET,MARVIN & MARTIN    500"
"202260001000002006009155138 BRUCKNER BLVD ASSOCIA163EMMET,MARVIN & MARTIN    000"
"202260001000002008009053138 BRUCKNER BLVD ASSOCIA163EMMET,MARVIN & MARTIN    000"
"202260001900002005009010138 BRUCKNER BOULEVARD AS163EMMET,MARVIN & MARTIN    500"
"202260001900002006009155138 BRUCKNER BOULEVARD AS163EMMET,MARVIN & MARTIN    000"
"202260001900002008009053138 BRUCKNER BOULEVARD AS163EMMET,MARVIN & MARTIN    000"
"202260003400002006009041220 EAST REALTY INC.     370RICHARD A. KRAUSS, ESQ.  000"
"202260003400002007009003220 EAST REALTY INC.     370RICHARD A. KRAUSS, ESQ.  000"
"202260003400002008102330220 EAST REALTY INC.     395JULIE NOLLETTI, ESQ.     000"
"202260003400002009101931220 EAST REALTY INC.     395JULIE NOLLETTI, ESQ.     000"
202260010000001993009991GEROSA INCORPORATED      005PETER H & HUBERT J BRANDT010
202260010000001994010563GEROSA INCORPORATED      005PETER H & HUBERT J BRANDT510
202260010000001995011037GEROSA INCORPORATED      005PETER H & HUBERT J BRANDT510
202260010000001996009930GEROSA INCORPORATED      005PETER H & HUBERT J BRANDT510
202260010000001997009910GEROSA INCORPORATED      005PETER H & HUBERT J BRANDT510
202260014000001994010563GEROSA INCORPORATED      005PETER H & HUBERT J BRANDT510
202260014000001995011037GEROSA INCORPORATED      005PETER H & HUBERT J BRANDT510
202260014000001996009930GEROSA INCORPORATED      005PETER H & HUBERT J BRANDT510
202260014000001997009910GEROSA INCORPORATED      005PETER H & HUBERT J BRANDT510
"202261000300002008100967CARTON ELECTRICAL, LLC   115LAWRENCE J BERGER, P.C.  000"
"202261000300002009101009CARTON ELECTRICAL, LLC   115LAWRENCE J BERGER, P.C.  000"
202261000900002009102401BRUCKNER BROOK GASOLINE C135MARCUS & POLLACK LLP     000
"202261006200002005101240516 EAST 134TH ST. REALTY115LAWRENCE J BERGER, P.C.  500"
"202261006200002006100690516 EAST 134TH ST. REALTY115LAWRENCE J BERGER, P.C.  000"
"202261006200002007100595516 EAST 134TH ST. REALTY115LAWRENCE J BERGER, P.C.  000"
"202261006200002008100968516 EAST 134TH ST. REALTY115LAWRENCE J BERGER, P.C.  000"
"202261006200002009101010516 EAST 134TH ST. REALTY115LAWRENCE J BERGER, P.C.  000"
"202264000500002007102726BROOKHAVEN HOUSING DEVELO440JEFFREY GOLKIN,ESQ.      000"
"202264000700002007102726BROOKHAVEN HOUSING DEVELO440JEFFREY GOLKIN,ESQ.      000"
"202264001100002007102726BROOKHAVEN HOUSING DEVELO440JEFFREY GOLKIN,ESQ.      000"
"202264001200002007102726BROOKHAVEN HOUSING DEVELO440JEFFREY GOLKIN,ESQ.      000"
"202264001400002007102726BROOKHAVEN HOUSING DEVELO440JEFFREY GOLKIN,ESQ.      000"
202265000200002006009205492 E. 138 STREET LLC    039LINDEMANN  &  LINDEMANN P000
"202265000200002007101888DEACO PROPERTIES INC.    440JEFFREY GOLKIN,ESQ.      000"
"202265000200002008102428DEACO PROPERTIES INC.    440JEFFREY GOLKIN,ESQ.      000"
"202265000200002009103193DEACO PROPERTIES INC.    440JEFFREY GOLKIN,ESQ.      000"
"202265000300002008102429494 EAST 138TH STREET LLC440JEFFREY GOLKIN,ESQ.      000"
"202265000300002009102021494 EAST 138TH STREET LLC440JEFFREY GOLKIN,ESQ.      000"
202265001700002007102566TERRINAZ ENTERPRISES LLC 006SHERMAN & GORDON PC      000
