YEAR of BIRTH,GENDER,CHILD FIRST NAME,COUNT,RANK
2009,FEMALE,ALIA,12,148
2009,FEMALE,ALISSON,12,148
2009,FEMALE,ANAIAH,12,148
2009,FEMALE,ANGELINE,12,148
2009,FEMALE,ANN,12,148
2009,FEMALE,AYANA,12,148
2009,FEMALE,BETHANY,12,148
2009,FEMALE,BONNIE,12,148
2009,FEMALE,CADENCE,12,148
2009,FEMALE,CHASITY,12,148
2009,FEMALE,DANIA,12,148
2009,FEMALE,DELIA,12,148
2009,FEMALE,DIOR,12,148
2009,FEMALE,ELYSE,12,148
2009,FEMALE,EMILIE,12,148
2009,FEMALE,GISSELLE,12,148
2009,FEMALE,GRETA,12,148
2009,FEMALE,JAIME,12,148
2009,FEMALE,JAYLAH,12,148
2009,FEMALE,JAYLYN,12,148
2009,FEMALE,JIA,12,148
2009,FEMALE,JOSIE,12,148
2009,FEMALE,KEILA,12,148
2009,FEMALE,KOURTNEY,12,148
2009,FEMALE,LAYLAH,12,148
2009,FEMALE,LEXI,12,148
2009,FEMALE,LILLIANA,12,148
2009,FEMALE,LISBETH,12,148
2009,FEMALE,LIV,12,148
2009,FEMALE,LIVIA,12,148
2009,FEMALE,LUCIANA,12,148
2009,FEMALE,MALIHA,12,148
2009,FEMALE,MARLENE,12,148
2009,FEMALE,MINA,12,148
2009,FEMALE,NYA,12,148
2009,FEMALE,PATRICIA,12,148
2009,FEMALE,SAMIA,12,148
2009,FEMALE,SAMIYA,12,148
2009,FEMALE,SANA,12,148
2009,FEMALE,SONYA,12,148
2009,FEMALE,TAMAR,12,148
2009,FEMALE,TZIPORA,12,148
2009,FEMALE,WINTER,12,148
2009,FEMALE,YAZMIN,12,148
2009,FEMALE,ADELAIDE,11,149
2009,FEMALE,AIMEE,11,149
2009,FEMALE,ALEAH,11,149
2009,FEMALE,ALIYA,11,149
2009,FEMALE,ANABELLA,11,149
2009,FEMALE,ANNALISE,11,149
2009,FEMALE,ANNIKA,11,149
2009,FEMALE,ARYANNA,11,149
2009,FEMALE,ASHANTI,11,149
2009,FEMALE,ASHLY,11,149
2009,FEMALE,AURELIA,11,149
2009,FEMALE,AVIGAIL,11,149
2009,FEMALE,AYAH,11,149
2009,FEMALE,BEATRIX,11,149
2009,FEMALE,BLAKE,11,149
2009,FEMALE,BREINDY,11,149
2009,FEMALE,CECELIA,11,149
2009,FEMALE,CLEMENTINE,11,149
2009,FEMALE,DANICA,11,149
2009,FEMALE,ELIANNA,11,149
2009,FEMALE,EMA,11,149
2009,FEMALE,GEORGINA,11,149
2009,FEMALE,GINA,11,149
2009,FEMALE,GRACIE,11,149
2009,FEMALE,HINDA,11,149
2009,FEMALE,ILIANA,11,149
2009,FEMALE,INES,11,149
2009,FEMALE,INGRID,11,149
2009,FEMALE,JAILYN,11,149
2009,FEMALE,KAITLIN,11,149
2009,FEMALE,KAMORA,11,149
2009,FEMALE,KATHY,11,149
2009,FEMALE,KAYLEIGH,11,149
2009,FEMALE,KEILY,11,149
2009,FEMALE,KRISTIN,11,149
2009,FEMALE,KRISTINE,11,149
2009,FEMALE,LINDSEY,11,149
2009,FEMALE,LOGAN,11,149
2009,FEMALE,MADYSON,11,149
2009,FEMALE,MAJA,11,149
2009,FEMALE,MELISA,11,149
2009,FEMALE,NAHLA,11,149
2009,FEMALE,NAIMA,11,149
2009,FEMALE,NYAH,11,149
2009,FEMALE,NYASIA,11,149
2009,FEMALE,OLIVE,11,149
2009,FEMALE,PHOENIX,11,149
2009,FEMALE,PRIYA,11,149
2009,FEMALE,RHEA,11,149
2009,FEMALE,ROWAN,11,149
2009,FEMALE,SHAINA,11,149
2009,FEMALE,SHAINDEL,11,149
2009,FEMALE,SHANIYAH,11,149
2009,FEMALE,SLOANE,11,149
2009,FEMALE,XIMENA,11,149
2009,FEMALE,XIN,11,149
2009,FEMALE,ZANIYAH,11,149
2009,FEMALE,ABBIE,10,150
2009,FEMALE,AISSATA,10,150
2009,FEMALE,ALANNAH,10,150
2009,FEMALE,ALAYNA,10,150
2009,FEMALE,ALLY,10,150
2009,FEMALE,AMARIS,10,150
2009,FEMALE,ANALISE,10,150
2009,FEMALE,ANANYA,10,150
2009,FEMALE,ANGELY,10,150
2009,FEMALE,ANIAH,10,150
2009,FEMALE,ANISHA,10,150
2009,FEMALE,ANTONIA,10,150
2009,FEMALE,ARIA,10,150
2009,FEMALE,ARYA,10,150
2009,FEMALE,ARYANA,10,150
2009,FEMALE,ASHLYN,10,150
2009,FEMALE,ASTRID,10,150
2009,FEMALE,AVIVA,10,150
2009,FEMALE,BATYA,10,150
2009,FEMALE,BETTY,10,150
2009,FEMALE,BINTA,10,150
2009,FEMALE,BRIA,10,150
2009,FEMALE,BRITTANY,10,150
2009,FEMALE,BRYANA,10,150
2009,FEMALE,CARISSA,10,150
2009,FEMALE,CASSIE,10,150
2009,FEMALE,CHARLENE,10,150
2009,FEMALE,CORA,10,150
2009,FEMALE,DANAE,10,150
2009,FEMALE,DESTINEY,10,150
2009,FEMALE,DOMINIQUE,10,150
2009,FEMALE,ELIANNY,10,150
2009,FEMALE,ELLEN,10,150
2009,FEMALE,ELSIE,10,150
2009,FEMALE,EMERSON,10,150
2009,FEMALE,EVELIN,10,150
2009,FEMALE,FANTA,10,150
2009,FEMALE,FARRAH,10,150
2009,FEMALE,FELICITY,10,150
2009,FEMALE,FLORA,10,150
2009,FEMALE,GISELE,10,150
2009,FEMALE,JALIYAH,10,150
2009,FEMALE,JANNAT,10,150
2009,FEMALE,JAYDEN,10,150
2009,FEMALE,JESSENIA,10,150
2009,FEMALE,JOEY,10,150
2009,FEMALE,JORDANA,10,150
2009,FEMALE,KARMA,10,150
2009,FEMALE,KHADIJAH,10,150
2009,FEMALE,KIANNA,10,150
2009,FEMALE,LEORA,10,150
2009,FEMALE,MAAYAN,10,150
2009,FEMALE,MABEL,10,150
2009,FEMALE,MARIEL,10,150
2009,FEMALE,MARIELLA,10,150
2009,FEMALE,MARWA,10,150
2009,FEMALE,MAYRA,10,150
2009,FEMALE,MIKA,10,150
2009,FEMALE,MILANA,10,150
2009,FEMALE,NAILAH,10,150
2009,FEMALE,NAVA,10,150
2009,FEMALE,NOUR,10,150
2009,FEMALE,PAULINA,10,150
2009,FEMALE,RANIA,10,150
2009,FEMALE,REINA,10,150
2009,FEMALE,RENA,10,150
2009,FEMALE,RIANNA,10,150
2009,FEMALE,RINA,10,150
2009,FEMALE,ROCIO,10,150
2009,FEMALE,ROIZY,10,150
2009,FEMALE,SABINA,10,150
2009,FEMALE,SAHARA,10,150
2009,FEMALE,SHELLY,10,150
2009,FEMALE,SHILOH,10,150
2009,FEMALE,SHYLA,10,150
2009,FEMALE,TALLULAH,10,150
2009,FEMALE,TEHILA,10,150
2009,FEMALE,VIOLETTE,10,150
2009,FEMALE,VIRGINIA,10,150
2009,FEMALE,ZELDY,10,150
