Borough Name,Community Board,BIN,House Number,Street Name,Complaint Number,Date Complaint Received,DOBRunDate
Manhattan,109,1061933,517         ,WEST  145 STREET                ,1287844,2010-08-24 00:00:00,2013-02-27 00:00:00
Manhattan,102,1088847,2           ,RENWICK STREET                  ,1265490,2009-09-16 00:00:00,2013-02-27 00:00:00
Manhattan,102,1083531,86          ,BEDFORD STREET                  ,1337329,2012-11-12 00:00:00,2013-02-27 00:00:00
Manhattan,103,1003615,14          ,JEFFERSON STREET                ,1275978,2010-02-18 00:00:00,2013-02-27 00:00:00
Manhattan,106,1037571,227         ,EAST   44 STREET                ,1256312,2009-05-15 00:00:00,2013-02-27 00:00:00
Manhattan,111,1054652,230         ,EAST 124 STREET                 ,1343634,2013-02-21 00:00:00,2013-02-27 00:00:00
Manhattan,103,1811124,536         ,EAST   13 STREET                ,1276150,2010-02-22 00:00:00,2013-02-27 00:00:00
Manhattan,101,1079008,133         ,GREENWICH STREET                ,1275912,2010-02-17 00:00:00,2013-02-27 00:00:00
Manhattan,104,1080358,412         ,WEST   15 STREET                ,1277594,2010-03-16 00:00:00,2013-02-27 00:00:00
Manhattan,101,1001938,369         ,BROADWAY                        ,1260121,2009-07-08 00:00:00,2013-02-27 00:00:00
Manhattan,101,1079208,87          ,CHAMBERS STREET                 ,1283921,2010-06-21 00:00:00,2013-02-27 00:00:00
Manhattan,107,1032161,101         ,WEST 85 STREET                  ,1331658,2012-08-15 00:00:00,2013-02-27 00:00:00
Manhattan,111,1802950,75          ,EAST  110 STREET                ,1257488,2009-06-02 00:00:00,2013-02-27 00:00:00
Manhattan,112,1076762,29          ,OVERLOOK TERRACE                ,1252845,2009-04-02 00:00:00,2013-02-27 00:00:00
Manhattan,103,1088655,179         ,SUFFOLK STREET                  ,1307003,2011-08-02 00:00:00,2013-02-27 00:00:00
Manhattan,112,1813167,1           ,WADSWORTH TERRACE               ,1282894,2010-06-03 00:00:00,2013-02-27 00:00:00
Manhattan,102,1080067,25          ,GREAT JONES STREET              ,1307727,2011-08-15 00:00:00,2013-02-27 00:00:00
Manhattan,101,1087167,233         ,BROADWAY                        ,1312106,2011-11-01 00:00:00,2013-02-27 00:00:00
Manhattan,110,1058533,2270        ,8 AVENUE                        ,1317410,2012-01-30 00:00:00,2013-02-27 00:00:00
Manhattan,107,1030095,164         ,WEST   75 STREET                ,1299995,2011-03-30 00:00:00,2013-02-27 00:00:00
Manhattan,107,1813325,204         ,WEST  100 STREET                ,1305777,2011-07-12 00:00:00,2013-02-27 00:00:00
Manhattan,103,1005569,293         ,BROOME STREET                   ,1300242,2011-04-04 00:00:00,2013-02-27 00:00:00
Manhattan,105,1088572,225         ,WEST   58 STREET                ,1276630,2010-03-01 00:00:00,2013-02-27 00:00:00
Manhattan,101,1001056,96          ,GREENWICH STREET                ,1295847,2011-01-12 00:00:00,2013-02-27 00:00:00
Manhattan,103,1003795,54          ,CANAL STREET                    ,1272040,2009-12-15 00:00:00,2013-02-27 00:00:00
Manhattan,102,1088503,100         ,VARICK STREET                   ,1275453,2010-02-09 00:00:00,2013-02-27 00:00:00
Manhattan,110,1057978,145         ,WEST  129 STREET                ,1284382,2010-06-29 00:00:00,2013-02-27 00:00:00
Manhattan,111,1087642,1900        ,PARK AVENUE                     ,1294737,2010-12-16 00:00:00,2013-02-27 00:00:00
Manhattan,111,1813157,156         ,EAST  108 STREET                ,1275678,2010-02-12 00:00:00,2013-02-27 00:00:00
Manhattan,109,1062084,547         ,WEST  149 STREET                ,1299153,2011-03-16 00:00:00,2013-02-27 00:00:00
Manhattan,101,1079160,112         ,CHAMBERS STREET                 ,1291636,2010-10-23 00:00:00,2013-02-27 00:00:00
Manhattan,104,1080947,415         ,WEST   51 STREET                ,1260377,2009-07-10 00:00:00,2013-02-27 00:00:00
Manhattan,105,1088527,855         ,   6 AVENUE                     ,1277830,2010-03-19 00:00:00,2013-02-27 00:00:00
Manhattan,105,1014471,576         ,   8 AVENUE                     ,1279363,2010-04-10 00:00:00,2013-02-27 00:00:00
Manhattan,110,1053414,260         ,LENOX AVENUE                    ,1266644,2009-10-01 00:00:00,2013-02-27 00:00:00
Manhattan,106,1039631,305         ,EAST   50 STREET                ,1263890,2009-08-25 00:00:00,2013-02-27 00:00:00
Manhattan,112,1813138,205         ,CABRINI BOULEVARD               ,1261352,2009-07-23 00:00:00,2013-02-27 00:00:00
Manhattan,101,1001396,99          ,CHURCH STREET                   ,1262340,2009-08-04 00:00:00,2013-02-27 00:00:00
Manhattan,111,1054390,159         ,EAST  121 STREET                ,1265196,2009-09-11 00:00:00,2013-02-27 00:00:00
Manhattan,101,1001865,372         ,BROADWAY                        ,1279364,2010-04-10 00:00:00,2013-02-27 00:00:00
Manhattan,109,1061771,504         ,WEST  141 STREET                ,1281980,2010-05-18 00:00:00,2013-02-27 00:00:00
Manhattan,101,1001190,92          ,FULTON STREET                   ,1262939,2009-08-12 00:00:00,2013-02-27 00:00:00
Manhattan,103,1802016,401         ,EAST    8 STREET                ,1262241,2009-08-03 00:00:00,2013-02-27 00:00:00
Manhattan,112,1063714,2494        ,AMSTERDAM AVENUE                ,1279366,2010-04-10 00:00:00,2013-02-27 00:00:00
Manhattan,110,1057952,108         ,WEST  129 STREET                ,1284380,2010-06-29 00:00:00,2013-02-27 00:00:00
Manhattan,103,1003911,128         ,HESTER STREET                   ,1276255,2010-02-23 00:00:00,2013-02-27 00:00:00
Manhattan,111,1054018,2           ,EAST  125 STREET                ,1280141,2010-04-21 00:00:00,2013-02-27 00:00:00
Manhattan,108,1050079,1711        ,   1 AVENUE                     ,1299996,2011-03-30 00:00:00,2013-02-27 00:00:00
Manhattan,103,1079685,605         ,EAST    9 STREET                ,1312012,2011-10-31 00:00:00,2013-02-27 00:00:00
Manhattan,107,1057192,315         ,WEST  103 STREET                ,1273627,2010-01-13 00:00:00,2013-02-27 00:00:00
Manhattan,110,1813228,103         ,WEST 138 STREET                 ,1323784,2012-04-30 00:00:00,2013-02-27 00:00:00
Manhattan,106,1082147,543         ,   2 AVENUE                     ,1273501,2010-01-11 00:00:00,2013-02-27 00:00:00
Manhattan,111,1054598,2211        ,   3 AVENUE                     ,1286772,2010-08-07 00:00:00,2013-02-27 00:00:00
Manhattan,110,1807318,166         ,WEST  128 STREET                ,1252819,2009-04-02 00:00:00,2013-02-27 00:00:00
Manhattan,105,1080870,217         ,WEST   57 STREET                ,1269770,2009-11-12 00:00:00,2013-02-27 00:00:00
Manhattan,110,1813226,109         ,WEST 138 STREET                 ,1323785,2012-04-30 00:00:00,2013-02-27 00:00:00
Manhattan,111,1813386,166         ,EAST  100 STREET                ,1257492,2009-06-02 00:00:00,2013-02-27 00:00:00
Manhattan,110,1813229,113         ,WEST 138 STREET                 ,1323787,2012-04-30 00:00:00,2013-02-27 00:00:00
Manhattan,103,1004907,185         ,AVENUE B                        ,1284660,2010-07-05 00:00:00,2013-02-27 00:00:00
Manhattan,111,1052478,222         ,EAST  111 STREET                ,1257497,2009-06-02 00:00:00,2013-02-27 00:00:00
Manhattan,110,1800518,2272        ,FREDERICK DOUGLASS BOULEVARD    ,1257513,2009-06-02 00:00:00,2013-02-27 00:00:00
Manhattan,101,1001255,115         ,NASSAU STREET                   ,1271703,2009-12-10 00:00:00,2013-02-27 00:00:00
Manhattan,103,1001688,20          ,MOTT STREET                     ,1286597,2010-08-05 00:00:00,2013-02-27 00:00:00
Manhattan,102,1007506,33          ,SPRING STREET                   ,1286018,2010-07-27 00:00:00,2013-02-27 00:00:00
Manhattan,105,1088843,158         ,MADISON AVENUE                  ,1252822,2009-04-02 00:00:00,2013-02-27 00:00:00
Manhattan,106,1020521,355         ,EAST   19 STREET                ,1275477,2010-02-09 00:00:00,2013-02-27 00:00:00
Manhattan,111,1812007,1725        ,LEXINGTON AVENUE                ,1274328,2010-01-23 00:00:00,2013-02-27 00:00:00
Manhattan,102,1007920,49          ,EAST HOUSTON STREET             ,1283488,2010-06-14 00:00:00,2013-02-27 00:00:00
Manhattan,101,1079072,5           ,BEEKMAN STREET                  ,1295529,2011-01-05 00:00:00,2013-02-27 00:00:00
Manhattan,110,1809638,261         ,WEST 125 STREET                 ,1323783,2012-04-30 00:00:00,2013-02-27 00:00:00
Manhattan,110,1057921,2155        ,ADAM CLAYTON POWELL BOULEVARD   ,1252823,2009-04-02 00:00:00,2013-02-27 00:00:00
Manhattan,105,1015492,19          ,WEST   20 STREET                ,1284911,2010-07-08 00:00:00,2013-02-27 00:00:00
Manhattan,104,1087909,605         ,WEST   42 STREET                ,1252598,2009-03-31 00:00:00,2013-02-27 00:00:00
Brooklyn,301,3854802,282A        ,NASSAU AVENUE                   ,3313380,2009-07-27 00:00:00,2013-02-27 00:00:00
Brooklyn,309,3115579,195         ,HAWTHORNE STREET                ,3350137,2010-08-02 00:00:00,2013-02-27 00:00:00
Brooklyn,315,3249062,115         ,IVAN COURT                      ,3307170,2009-06-04 00:00:00,2013-02-27 00:00:00
Brooklyn,301,3855875,210         ,NORTH   12 STREET               ,3308634,2009-06-16 00:00:00,2013-02-27 00:00:00
Brooklyn,316,3395099,1787        ,ST JOHNS PLACE                  ,3311868,2009-07-14 00:00:00,2013-02-27 00:00:00
Brooklyn,304,3855458,359         ,LINDEN STREET                   ,3406606,2012-03-21 00:00:00,2013-02-27 00:00:00
Brooklyn,301,3335779,395         ,HOOPER STREET                   ,3308657,2009-06-16 00:00:00,2013-02-27 00:00:00
Brooklyn,302,3325925,2           ,DUFFIELD STREET                 ,3329486,2010-01-11 00:00:00,2013-02-27 00:00:00
Brooklyn,304,3079786,1278        ,DECATUR STREET                  ,3406602,2012-03-21 00:00:00,2013-02-27 00:00:00
Brooklyn,304,3076121,527         ,KNICKERBOCKER AVENUE            ,3350146,2010-08-02 00:00:00,2013-02-27 00:00:00
Brooklyn,307,3811429,150         ,EAST    2 STREET                ,3308611,2009-06-16 00:00:00,2013-02-27 00:00:00
Brooklyn,301,3061578,201         ,NORTH   11 STREET               ,3308627,2009-06-16 00:00:00,2013-02-27 00:00:00
Brooklyn,301,3396741,36          ,SOUTH    8 STREET               ,3308571,2009-06-16 00:00:00,2013-02-27 00:00:00
Brooklyn,301,3060289,245         ,HOOPER STREET                   ,3410420,2012-04-30 00:00:00,2013-02-27 00:00:00
Bronx,208,2083417,3190        ,CAMBRIDGE AVENUE                ,2128474,2009-04-02 00:00:00,2013-02-27 00:00:00
Brooklyn,306,3005611,137         ,NELSON STREET                   ,3333029,2010-02-16 00:00:00,2013-02-27 00:00:00
Brooklyn,318,3225643,8218        ,AVENUE J                        ,3350858,2010-08-07 00:00:00,2013-02-27 00:00:00
Brooklyn,312,3398055,1447        ,EAST    7 STREET                ,3311865,2009-07-14 00:00:00,2013-02-27 00:00:00
Brooklyn,306,3023241,289         ,  13 STREET                     ,3329492,2010-01-11 00:00:00,2013-02-27 00:00:00
Bronx,205,2010992,2415        ,MARION AVENUE                   ,2130955,2009-06-02 00:00:00,2013-02-27 00:00:00
Brooklyn,317,3391854,227         ,EAST   28 STREET                ,3384541,2011-07-20 00:00:00,2013-02-27 00:00:00
Bronx,201,2001386,701         ,ELTON AVENUE                    ,2156603,2011-03-11 00:00:00,2013-02-27 00:00:00
Brooklyn,303,3046841,329         ,MACDONOUGH STREET               ,3349478,2010-07-27 00:00:00,2013-02-27 00:00:00
Brooklyn,302,3000249,125         ,FLATBUSH AVENUE EXTENSION       ,3324184,2009-11-12 00:00:00,2013-02-27 00:00:00
Brooklyn,303,3852390,267         ,FRANKLIN AVENUE                 ,3410442,2012-04-30 00:00:00,2013-02-27 00:00:00
Brooklyn,315,3205375,2820        ,AVENUE Z                        ,3331483,2010-02-01 00:00:00,2013-02-27 00:00:00
Bronx,203,2115902,1779        ,SOUTHERN BOULEVARD              ,2147412,2010-07-09 00:00:00,2013-02-27 00:00:00
Brooklyn,307,3016237,5914        ,   3 AVENUE                     ,3342388,2010-05-18 00:00:00,2013-02-27 00:00:00
Bronx,207,2017974,3067        ,PERRY AVENUE                    ,2148348,2010-08-02 00:00:00,2013-02-27 00:00:00
Brooklyn,301,3828796,70          ,SUTTON STREET                   ,3308585,2009-06-16 00:00:00,2013-02-27 00:00:00
Brooklyn,302,3056397,4           ,DOWNING STREET                  ,3349477,2010-07-27 00:00:00,2013-02-27 00:00:00
Bronx,204,2003266,1150        ,OGDEN AVENUE                    ,2147333,2010-07-08 00:00:00,2013-02-27 00:00:00
Bronx,204,2007188,1348        ,COLLEGE AVENUE                  ,2165893,2011-10-29 00:00:00,2013-02-27 00:00:00
Brooklyn,303,3805962,765         ,BEDFORD AVENUE                  ,3410437,2012-04-30 00:00:00,2013-02-27 00:00:00
Brooklyn,307,3016235,256         ,  59 STREET                     ,3342390,2010-05-18 00:00:00,2013-02-27 00:00:00
Bronx,210,2041826,2454        ,ST RAYMOND AVENUE               ,2131028,2009-06-04 00:00:00,2013-02-27 00:00:00
Bronx,208,2114852,3828        ,ORLOFF AVENUE                   ,2128475,2009-04-02 00:00:00,2013-02-27 00:00:00
Brooklyn,311,3173439,1447        ,WEST    5 STREET                ,3393717,2011-10-21 00:00:00,2013-02-27 00:00:00
Bronx,204,2003532,1328        ,UNIVERSITY AVENUE               ,2148626,2010-08-07 00:00:00,2013-02-27 00:00:00
Bronx,209,2025659,1936        ,BLACKROCK AVENUE                ,2132786,2009-07-14 00:00:00,2013-02-27 00:00:00
Bronx,203,2806295,789         ,EAST 169 STREET                 ,2171654,2012-04-17 00:00:00,2013-02-27 00:00:00
Brooklyn,315,3198344,2485        ,OCEAN AVENUE                    ,3300730,2009-04-07 00:00:00,2013-02-27 00:00:00
Brooklyn,314,3119252,496         ,STRATFORD ROAD                  ,3421142,2012-08-14 00:00:00,2013-02-27 00:00:00
Brooklyn,315,3246291,252         ,EXETER STREET                   ,3309929,2009-06-26 00:00:00,2013-02-27 00:00:00
Bronx,208,2116541,3631 A      ,TIBBETT AVENUE                  ,2141118,2010-02-04 00:00:00,2013-02-27 00:00:00
Brooklyn,302,3329825,135         ,EMERSON PLACE                   ,3300235,2009-04-02 00:00:00,2013-02-27 00:00:00
Brooklyn,301,3396741,50          ,SOUTH    8 STREET               ,3308577,2009-06-16 00:00:00,2013-02-27 00:00:00
Brooklyn,301,3066277,165         ,NASSAU AVENUE                   ,3308615,2009-06-16 00:00:00,2013-02-27 00:00:00
Bronx,210,2801169,2208        ,BOLLER AVENUE                   ,2140194,2010-01-11 00:00:00,2013-02-27 00:00:00
Bronx,208,2083408,3031        ,ARLINGTON AVENUE                ,2128469,2009-04-02 00:00:00,2013-02-27 00:00:00
Brooklyn,301,3396741,54          ,SOUTH    8 STREET               ,3308581,2009-06-16 00:00:00,2013-02-27 00:00:00
Brooklyn,306,3830309,625         ,WARREN STREET                   ,3406586,2012-03-21 00:00:00,2013-02-27 00:00:00
Brooklyn,301,3817230,50          ,GREENPOINT AVENUE               ,3313364,2009-07-27 00:00:00,2013-02-27 00:00:00
Bronx,205,2009092,175         ,WEST TREMONT AVENUE             ,2175960,2012-08-01 00:00:00,2013-02-27 00:00:00
Bronx,211,2830414,1116        ,RHINELANDER AVENUE              ,2141571,2010-02-16 00:00:00,2013-02-27 00:00:00
Brooklyn,301,3061827,218         ,NORTH    9 STREET               ,3301104,2009-04-10 00:00:00,2013-02-27 00:00:00
Brooklyn,301,3396741,23          ,SOUTH    9 STREET               ,3313392,2009-07-27 00:00:00,2013-02-27 00:00:00
Brooklyn,306,3026512,391         ,14 STREET                       ,3406587,2012-03-21 00:00:00,2013-02-27 00:00:00
Brooklyn,304,3810442,1433        ,DEKALB AVENUE                   ,3329493,2010-01-11 00:00:00,2013-02-27 00:00:00
Brooklyn,306,3819839,103         ,KANE STREET                     ,3406588,2012-03-21 00:00:00,2013-02-27 00:00:00
Brooklyn,317,3846350,115         ,ERASMUS STREET                  ,3406583,2012-03-21 00:00:00,2013-02-27 00:00:00
Brooklyn,302,3319417,85          ,FLATBUSH AVENUE EXTENSION       ,3300193,2009-04-02 00:00:00,2013-02-27 00:00:00
Bronx,208,2015801,3333        ,GILES PLACE                     ,2128470,2009-04-02 00:00:00,2013-02-27 00:00:00
Bronx,208,2831276,3475        ,CANNON PLACE                    ,2128373,2009-03-31 00:00:00,2013-02-27 00:00:00
Brooklyn,318,3805064,5514        ,AVENUE O                        ,3340522,2010-04-29 00:00:00,2013-02-27 00:00:00
Brooklyn,301,3070367,293         ,DEVOE STREET                    ,3410434,2012-04-30 00:00:00,2013-02-27 00:00:00
Brooklyn,316,3804689,2288        ,ATLANTIC AVENUE                 ,3406584,2012-03-21 00:00:00,2013-02-27 00:00:00
Brooklyn,314,3179875,1016        ,EAST 13 STREET                  ,3421145,2012-08-14 00:00:00,2013-02-27 00:00:00
Brooklyn,303,3809072,573         ,CLASSON AVENUE                  ,3410436,2012-04-30 00:00:00,2013-02-27 00:00:00
Brooklyn,304,3072196,50          ,JEFFERSON STREET                ,3406593,2012-03-21 00:00:00,2013-02-27 00:00:00
Brooklyn,301,3396966,246         ,UNION AVENUE                    ,3313403,2009-07-27 00:00:00,2013-02-27 00:00:00
Bronx,206,2011570,2243        ,BATHGATE AVENUE                 ,2147367,2010-07-08 00:00:00,2013-02-27 00:00:00
Brooklyn,306,3008612,130         ,DIKEMAN STREET                  ,3322661,2009-10-27 00:00:00,2013-02-27 00:00:00
Brooklyn,304,3855994,51          ,TROUTMAN STREET                 ,3406592,2012-03-21 00:00:00,2013-02-27 00:00:00
Brooklyn,306,3003452,113         ,KANE STREET                     ,3406589,2012-03-21 00:00:00,2013-02-27 00:00:00
Brooklyn,301,3063587,319         ,BROADWAY                        ,3313359,2009-07-27 00:00:00,2013-02-27 00:00:00
Brooklyn,310,3149215,7614        ,   4 AVENUE                     ,3308780,2009-06-17 00:00:00,2013-02-27 00:00:00
Brooklyn,312,3856771,1671        ,  61 STREET                     ,3324318,2009-11-13 00:00:00,2013-02-27 00:00:00
Brooklyn,302,3811163,8           ,DOWNING STREET                  ,3406600,2012-03-21 00:00:00,2013-02-27 00:00:00
Brooklyn,312,3397946,1251        ,  47 STREET                     ,3308724,2009-06-17 00:00:00,2013-02-27 00:00:00
Brooklyn,301,3062723,150         ,HOPE STREET                     ,3410432,2012-04-30 00:00:00,2013-02-27 00:00:00
Brooklyn,304,3074256,303         ,STANHOPE STREET                 ,3406601,2012-03-21 00:00:00,2013-02-27 00:00:00
Brooklyn,301,3065369,265         ,ECKFORD STREET                  ,3300231,2009-04-02 00:00:00,2013-02-27 00:00:00
Brooklyn,301,3396741,31          ,SOUTH    9 STREET               ,3313393,2009-07-27 00:00:00,2013-02-27 00:00:00
Brooklyn,312,3397188,233         ,OCEAN PARKWAY                   ,3414404,2012-06-07 00:00:00,2013-02-27 00:00:00
Brooklyn,317,3116818,226         ,LINDEN BOULEVARD                ,3309924,2009-06-26 00:00:00,2013-02-27 00:00:00
Brooklyn,303,3809050,385         ,CLASSON AVENUE                  ,3308655,2009-06-16 00:00:00,2013-02-27 00:00:00
Brooklyn,308,3028572,357         ,PROSPECT PLACE                  ,3302043,2009-04-20 00:00:00,2013-02-27 00:00:00
Brooklyn,318,3855088,5516        ,AVENUE O                        ,3340523,2010-04-29 00:00:00,2013-02-27 00:00:00
Brooklyn,314,3397357,264         ,WEBSTER AVENUE                  ,3308643,2009-06-16 00:00:00,2013-02-27 00:00:00
Brooklyn,302,3326051,210         ,PACIFIC STREET                  ,3406597,2012-03-21 00:00:00,2013-02-27 00:00:00
Brooklyn,306,3007376,543         ,PRESIDENT STREET                ,3358850,2010-10-25 00:00:00,2013-02-27 00:00:00
Brooklyn,318,3242302,2232        ,KIMBALL STREET                  ,3312001,2009-07-15 00:00:00,2013-02-27 00:00:00
Brooklyn,304,3076120,531         ,KNICKERBOCKER AVENUE            ,3350149,2010-08-02 00:00:00,2013-02-27 00:00:00
Brooklyn,303,3396823,731         ,BEDFORD AVENUE                  ,3410425,2012-04-30 00:00:00,2013-02-27 00:00:00
Brooklyn,315,3182480,1808        ,AVENUE P                        ,3314156,2009-08-03 00:00:00,2013-02-27 00:00:00
Brooklyn,313,3244425,2952        ,BRIGHTON    5 STREET            ,3314190,2009-08-03 00:00:00,2013-02-27 00:00:00
Brooklyn,304,3829229,31          ,TROUTMAN STREET                 ,3406590,2012-03-21 00:00:00,2013-02-27 00:00:00
Brooklyn,304,3831614,9           ,WOODBINE STREET                 ,3406603,2012-03-21 00:00:00,2013-02-27 00:00:00
Brooklyn,311,3173437,1457        ,WEST    5 STREET                ,3393718,2011-10-21 00:00:00,2013-02-27 00:00:00
Brooklyn,312,3126428,1670        ,  42 STREET                     ,3326886,2009-12-10 00:00:00,2013-02-27 00:00:00
Brooklyn,313,3244288,2952        ,BRIGHTON    3 STREET            ,3311876,2009-07-14 00:00:00,2013-02-27 00:00:00
Brooklyn,312,3129130,1514        ,  49 STREET                     ,3333476,2010-02-22 00:00:00,2013-02-27 00:00:00
Brooklyn,306,3855876,385         ,   4 AVENUE                     ,3300229,2009-04-02 00:00:00,2013-02-27 00:00:00
Brooklyn,304,3076698,3           ,RIDGEWOOD PLACE                 ,3343294,2010-05-27 00:00:00,2013-02-27 00:00:00
Brooklyn,311,3160448,7516        ,BAY PARKWAY                     ,3308778,2009-06-17 00:00:00,2013-02-27 00:00:00
Brooklyn,303,3396820,755         ,BEDFORD AVENUE                  ,3410424,2012-04-30 00:00:00,2013-02-27 00:00:00
Brooklyn,301,3393849,277         ,SOUTH    2 STREET               ,3313388,2009-07-27 00:00:00,2013-02-27 00:00:00
Brooklyn,310,3149134,7620        ,RIDGE BOULEVARD                 ,3437296,2013-02-26 00:00:00,2013-02-27 00:00:00
Brooklyn,304,3856246,951         ,MADISON STREET                  ,3308708,2009-06-17 00:00:00,2013-02-27 00:00:00
Brooklyn,301,3335956,381         ,SOUTH    5 STREET               ,3313390,2009-07-27 00:00:00,2013-02-27 00:00:00
Brooklyn,312,3171586,1384        ,EAST 3 STREET                   ,3410411,2012-04-30 00:00:00,2013-02-27 00:00:00
Brooklyn,302,3394447,67          ,GREENE AVENUE                   ,3406596,2012-03-21 00:00:00,2013-02-27 00:00:00
Brooklyn,301,3064231,150         ,WEST STREET                     ,3410433,2012-04-30 00:00:00,2013-02-27 00:00:00
Brooklyn,301,3062739,469         ,GRAND STREET                    ,3358653,2010-10-22 00:00:00,2013-02-27 00:00:00
Brooklyn,302,3830520,109         ,WAVERLY AVENUE                  ,3315781,2009-08-17 00:00:00,2013-02-27 00:00:00
Brooklyn,301,3396959,250         ,MANHATTAN AVENUE                ,3308642,2009-06-16 00:00:00,2013-02-27 00:00:00
Brooklyn,301,3856103,47          ,MESEROLE STREET                 ,3410426,2012-04-30 00:00:00,2013-02-27 00:00:00
Brooklyn,301,3396998,1119        ,FLUSHING AVENUE                 ,3358650,2010-10-22 00:00:00,2013-02-27 00:00:00
Brooklyn,306,3394377,13          ,WOLCOTT STREET                  ,3406585,2012-03-21 00:00:00,2013-02-27 00:00:00
Brooklyn,306,3008083,455         ,SMITH STREET                    ,3300243,2009-04-02 00:00:00,2013-02-27 00:00:00
Brooklyn,304,3836410,1369        ,DEKALB AVENUE                   ,3308730,2009-06-17 00:00:00,2013-02-27 00:00:00
Brooklyn,312,3136451,1229        ,45 STREET                       ,3411439,2012-05-09 00:00:00,2013-02-27 00:00:00
Brooklyn,301,3396741,60          ,SOUTH    8 STREET               ,3308582,2009-06-16 00:00:00,2013-02-27 00:00:00
Brooklyn,312,3136436,1270        ,  44 STREET                     ,3308726,2009-06-17 00:00:00,2013-02-27 00:00:00
Brooklyn,315,3398608,2743        ,EAST   26 STREET                ,3319240,2009-09-22 00:00:00,2013-02-27 00:00:00
Brooklyn,301,3251759,426         ,SOUTH    5 STREET               ,3305949,2009-05-26 00:00:00,2013-02-27 00:00:00
Brooklyn,308,3396880,353         ,PROSPECT PLACE                  ,3302291,2009-04-21 00:00:00,2013-02-27 00:00:00
Brooklyn,301,3827176,251         ,SOUTH 3 STREET                  ,3421001,2012-08-13 00:00:00,2013-02-27 00:00:00
Brooklyn,310,3152052,245         ,  83 STREET                     ,3332072,2010-02-08 00:00:00,2013-02-27 00:00:00
Brooklyn,302,3396733,345         ,BERGEN STREET                   ,3308652,2009-06-16 00:00:00,2013-02-27 00:00:00
Brooklyn,310,3856397,428         ,  97 STREET                     ,3335593,2010-03-15 00:00:00,2013-02-27 00:00:00
Brooklyn,306,3023038,383         ,12 STREET                       ,3401015,2012-01-13 00:00:00,2013-02-27 00:00:00
Brooklyn,312,3128423,1548        ,  45 STREET                     ,3308740,2009-06-17 00:00:00,2013-02-27 00:00:00
Brooklyn,312,3130529,1728        ,  54 STREET                     ,3311871,2009-07-14 00:00:00,2013-02-27 00:00:00
Brooklyn,312,3171708,1202        ,OCEAN PARKWAY                   ,3308721,2009-06-17 00:00:00,2013-02-27 00:00:00
Brooklyn,308,3396401,336         ,ST MARKS AVENUE                 ,3308649,2009-06-16 00:00:00,2013-02-27 00:00:00
Brooklyn,302,3815730,761         ,FULTON STREET                   ,3337243,2010-03-31 00:00:00,2013-02-27 00:00:00
Brooklyn,306,3335236,559         ,CARROLL STREET                  ,3326948,2009-12-10 00:00:00,2013-02-27 00:00:00
Brooklyn,302,3059307,97          ,SOUTH PORTLAND AVENUE           ,3404451,2012-02-27 00:00:00,2013-02-27 00:00:00
Queens,414,4862400,2433        ,BEACH CHANNEL DRIVE             ,4402414,2009-06-02 00:00:00,2013-02-27 00:00:00
Queens,414,4860603,809         ,SEAGIRT BOULEVARD               ,4507277,2012-02-14 00:00:00,2013-02-27 00:00:00
Queens,414,4860593,811         ,SEAGIRT BOULEVARD               ,4507274,2012-02-14 00:00:00,2013-02-27 00:00:00
Queens,412,4863994,107-49      , 157 STREET                     ,4410308,2009-08-03 00:00:00,2013-02-27 00:00:00
Queens,411,4539226,47-04       ,198 STREET                      ,4541965,2013-02-26 00:00:00,2013-02-27 00:00:00
Queens,406,4437652,68-90       ,AUSTIN STREET                   ,4430864,2010-01-11 00:00:00,2013-02-27 00:00:00
Queens,414,4860997,606         ,SEAGIRT AVENUE                  ,4506897,2012-02-09 00:00:00,2013-02-27 00:00:00
Queens,414,4860625,710         ,SEAGIRT AVENUE                  ,4506894,2012-02-09 00:00:00,2013-02-27 00:00:00
Queens,402,4028085,67-01       ,ROOSEVELT AVENUE                ,4397259,2009-04-20 00:00:00,2013-02-27 00:00:00
Queens,414,4864617,307         ,BEACH   92 STREET               ,4402401,2009-06-02 00:00:00,2013-02-27 00:00:00
Queens,414,4860604,805         ,SEAGIRT BOULEVARD               ,4507278,2012-02-14 00:00:00,2013-02-27 00:00:00
Queens,402,4542223,42-53       ,  27 STREET                     ,4395288,2009-04-02 00:00:00,2013-02-27 00:00:00
Queens,407,4539318,132-22      ,  41 ROAD                       ,4402548,2009-06-03 00:00:00,2013-02-27 00:00:00
Queens,412,4217563,92-43       ,173 STREET                      ,4506887,2012-02-09 00:00:00,2013-02-27 00:00:00
Queens,414,4860622,704         ,SEAGIRT AVENUE                  ,4506891,2012-02-09 00:00:00,2013-02-27 00:00:00
Queens,414,4300948,24-35       ,BEACH CHANNEL DRIVE             ,4395298,2009-04-02 00:00:00,2013-02-27 00:00:00
Queens,414,4857446,130         ,BEACH 5 STREET                  ,4506909,2012-02-09 00:00:00,2013-02-27 00:00:00
Queens,414,4300949,24-29       ,BEACH CHANNEL DRIVE             ,4401942,2009-05-29 00:00:00,2013-02-27 00:00:00
Queens,403,4043211,99-09       ,  37 AVENUE                     ,4411500,2009-08-12 00:00:00,2013-02-27 00:00:00
Queens,412,4860355,103-25      , 169 STREET                     ,4402443,2009-06-02 00:00:00,2013-02-27 00:00:00
