Year of birth,GENDER,ETHNICITY,CHILD FIRST NAME,COUNT,RANK
2009,MALE,BLACK NON HISPANIC,GAVIN,16,54
2009,MALE,BLACK NON HISPANIC,IAN,16,54
2009,MALE,BLACK NON HISPANIC,ISIAH,16,54
2009,MALE,BLACK NON HISPANIC,JERMAINE,16,54
2009,MALE,BLACK NON HISPANIC,JOHNATHAN,16,54
2009,MALE,BLACK NON HISPANIC,PRESTON,16,54
2009,MALE,BLACK NON HISPANIC,SAMIR,16,54
2009,MALE,BLACK NON HISPANIC,STEVEN,16,54
2009,MALE,BLACK NON HISPANIC,ABDUL,15,55
2009,MALE,BLACK NON HISPANIC,ADRIAN,15,55
2009,MALE,BLACK NON HISPANIC,ALEX,15,55
2009,MALE,BLACK NON HISPANIC,ANTONIO,15,55
2009,MALE,BLACK NON HISPANIC,DEVON,15,55
2009,MALE,BLACK NON HISPANIC,EVAN,15,55
2009,MALE,BLACK NON HISPANIC,GEORGE,15,55
2009,MALE,BLACK NON HISPANIC,GIOVANNI,15,55
2009,MALE,BLACK NON HISPANIC,GREGORY,15,55
2009,MALE,BLACK NON HISPANIC,JARED,15,55
2009,MALE,BLACK NON HISPANIC,KADEN,15,55
2009,MALE,BLACK NON HISPANIC,KING,15,55
2009,MALE,BLACK NON HISPANIC,KYMANI,15,55
2009,MALE,BLACK NON HISPANIC,MARQUIS,15,55
2009,MALE,BLACK NON HISPANIC,NOEL,15,55
2009,MALE,BLACK NON HISPANIC,QUINCY,15,55
2009,MALE,BLACK NON HISPANIC,SHANE,15,55
2009,MALE,BLACK NON HISPANIC,TIMOTHY,15,55
2009,MALE,BLACK NON HISPANIC,ADONIS,14,56
2009,MALE,BLACK NON HISPANIC,ASHTON,14,56
2009,MALE,BLACK NON HISPANIC,BENJAMIN,14,56
2009,MALE,BLACK NON HISPANIC,COREY,14,56
2009,MALE,BLACK NON HISPANIC,DWAYNE,14,56
2009,MALE,BLACK NON HISPANIC,KAIDEN,14,56
2009,MALE,BLACK NON HISPANIC,KRISTIAN,14,56
2009,MALE,BLACK NON HISPANIC,LEVI,14,56
2009,MALE,BLACK NON HISPANIC,NEHEMIAH,14,56
2009,MALE,BLACK NON HISPANIC,QUADIR,14,56
2009,MALE,BLACK NON HISPANIC,BRYAN,13,57
2009,MALE,BLACK NON HISPANIC,JAMEL,13,57
2009,MALE,BLACK NON HISPANIC,LANDON,13,57
2009,MALE,BLACK NON HISPANIC,LONDON,13,57
2009,MALE,BLACK NON HISPANIC,MAKAI,13,57
2009,MALE,BLACK NON HISPANIC,NAZIR,13,57
2009,MALE,BLACK NON HISPANIC,SEBASTIAN,13,57
2009,MALE,BLACK NON HISPANIC,TRISTEN,13,57
2009,MALE,BLACK NON HISPANIC,ALI,12,58
2009,MALE,BLACK NON HISPANIC,ALIJAH,12,58
2009,MALE,BLACK NON HISPANIC,ALPHA,12,58
2009,MALE,BLACK NON HISPANIC,AUSTIN,12,58
2009,MALE,BLACK NON HISPANIC,DAMIEN,12,58
2009,MALE,BLACK NON HISPANIC,DANTE,12,58
2009,MALE,BLACK NON HISPANIC,JAMARI,12,58
2009,MALE,BLACK NON HISPANIC,JULIEN,12,58
2009,MALE,BLACK NON HISPANIC,KAI,12,58
2009,MALE,BLACK NON HISPANIC,MARK,12,58
2009,MALE,BLACK NON HISPANIC,MARQUISE,12,58
2009,MALE,BLACK NON HISPANIC,MYLES,12,58
2009,MALE,BLACK NON HISPANIC,PHILLIP,12,58
2009,MALE,BLACK NON HISPANIC,RAYMOND,12,58
2009,MALE,BLACK NON HISPANIC,TERRENCE,12,58
2009,MALE,BLACK NON HISPANIC,ARMANI,11,59
2009,MALE,BLACK NON HISPANIC,AVERY,11,59
2009,MALE,BLACK NON HISPANIC,BLAKE,11,59
2009,MALE,BLACK NON HISPANIC,CAYDEN,11,59
2009,MALE,BLACK NON HISPANIC,CHACE,11,59
2009,MALE,BLACK NON HISPANIC,JAEDEN,11,59
2009,MALE,BLACK NON HISPANIC,JAHEIM,11,59
2009,MALE,BLACK NON HISPANIC,JULIUS,11,59
2009,MALE,BLACK NON HISPANIC,KALEB,11,59
2009,MALE,BLACK NON HISPANIC,LAMAR,11,59
2009,MALE,BLACK NON HISPANIC,LUCAS,11,59
2009,MALE,BLACK NON HISPANIC,LUKE,11,59
2009,MALE,BLACK NON HISPANIC,PAUL,11,59
2009,MALE,BLACK NON HISPANIC,RONALD,11,59
2009,MALE,BLACK NON HISPANIC,STEPHEN,11,59
2009,MALE,BLACK NON HISPANIC,TRISTIAN,11,59
