DBN,Grade,Year,Demographic,Number Tested,Mean Scale Score,Num Level 1,Pct Level 1,Num Level 2,Pct Level 2,Num Level 3,Pct Level 3,Num Level 4,Pct Level 4,Num Level 3 and 4,Pct Level 3 and 4
84Q341,All Grades,2011,All Students,52,692,1,1.9,9,17.3,37,71.2,5,9.6,42,80.8
84Q341,All Grades,2012,All Students,104,696,1,1,22,21.2,58,55.8,23,22.1,81,77.9
84Q704,3,2006,All Students,74,668,5,6.8,14,18.9,48,64.9,7,9.5,55,74.3
84Q704,3,2007,All Students,49,688,1,2,3,6.1,30,61.2,15,30.6,45,91.8
84Q704,3,2008,All Students,76,702,0,0,1,1.3,41,53.9,34,44.7,75,98.7
84Q704,3,2009,All Students,76,702,0,0,1,1.3,48,63.2,27,35.5,75,98.7
84Q704,3,2010,All Students,76,699,2,2.6,18,23.7,34,44.7,22,28.9,56,73.7
84Q704,3,2011,All Students,77,683,4,5.2,34,44.2,35,45.5,4,5.2,39,50.6
84Q704,3,2012,All Students,77,688,5,6.5,24,31.2,44,57.1,4,5.2,48,62.3
84Q704,4,2006,All Students,74,653,10,13.5,25,33.8,35,47.3,4,5.4,39,52.7
84Q704,4,2007,All Students,74,658,10,13.5,19,25.7,38,51.4,7,9.5,45,60.8
84Q704,4,2008,All Students,54,682,2,3.7,9,16.7,25,46.3,18,33.3,43,79.6
84Q704,4,2009,All Students,78,714,0,0,3,3.8,32,41,43,55.1,75,96.2
84Q704,4,2010,All Students,77,686,1,1.3,23,29.9,40,51.9,13,16.9,53,68.8
84Q704,4,2011,All Students,74,687,3,4.1,19,25.7,36,48.6,16,21.6,52,70.3
84Q704,4,2012,All Students,78,690,1,1.3,21,26.9,40,51.3,16,20.5,56,71.8
84Q704,5,2006,All Students,75,660,3,4,30,40,34,45.3,8,10.7,42,56
84Q704,5,2007,All Students,73,659,2,2.7,29,39.7,35,47.9,7,9.6,42,57.5
84Q704,5,2008,All Students,80,671,1,1.3,21,26.3,43,53.8,15,18.8,58,72.5
84Q704,5,2009,All Students,50,697,0,0,1,2,28,56,21,42,49,98
84Q704,5,2010,All Students,70,683,1,1.4,23,32.9,33,47.1,13,18.6,46,65.7
84Q704,5,2011,All Students,68,682,4,5.9,26,38.2,25,36.8,13,19.1,38,55.9
84Q704,5,2012,All Students,68,703,0,0,9,13.2,32,47.1,27,39.7,59,86.8
84Q704,6,2006,All Students,70,634,14,20,35,50,20,28.6,1,1.4,21,30
84Q704,6,2007,All Students,53,660,0,0,20,37.7,29,54.7,4,7.5,33,62.3
84Q704,6,2008,All Students,56,675,0,0,5,8.9,47,83.9,4,7.1,51,91.1
84Q704,6,2009,All Students,57,700,0,0,0,0,30,52.6,27,47.4,57,100
84Q704,6,2010,All Students,39,680,1,2.6,12,30.8,19,48.7,7,17.9,26,66.7
84Q704,6,2011,All Students,47,669,4,8.5,20,42.6,19,40.4,4,8.5,23,48.9
84Q704,6,2012,All Students,40,685,0,0,12,30,19,47.5,9,22.5,28,70
84Q704,All Grades,2006,All Students,293,,32,10.9,104,35.5,137,46.8,20,6.8,157,53.6
84Q704,All Grades,2007,All Students,249,,13,5.2,71,28.5,132,53,33,13.3,165,66.3
