Borough or District,Data Type,Year,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,GED,SE1,Total
25,Historical,2008-09,1998,2334,2305,2128,2167,2012,1952,2080,2103,2136,n/a,n/a,n/a,n/a,n/a,1669,22884
25,Projected,2009-10,1957,2333,2450,2223,2098,2148,2016,2018,2093,2139,n/a,n/a,n/a,n/a,n/a,1803,23278
25,Projected,2010-11,2071,2315,2451,2362,2193,2081,2155,2084,2030,2129,n/a,n/a,n/a,n/a,n/a,1937,23808
25,Projected,2011-12,2302,2450,2434,2363,2330,2176,2091,2226,2097,2065,n/a,n/a,n/a,n/a,n/a,2071,24605
25,Projected,2012-13,2303,2728,2574,2347,2333,2312,2187,2158,2240,2132,n/a,n/a,n/a,n/a,n/a,2205,25519
25,Projected,2013-14,2305,2729,2864,2481,2317,2315,2324,2256,2170,2281,n/a,n/a,n/a,n/a,n/a,2339,26381
25,Projected,2014-15,2306,2730,2865,2763,2450,2300,2328,2396,2269,2212,n/a,n/a,n/a,n/a,n/a,2473,27092
25,Projected,2015-16,2318,2731,2866,2764,2730,2433,2313,2401,2409,2314,n/a,n/a,n/a,n/a,n/a,2607,27886
25,Projected,2016-17,2333,2744,2867,2765,2731,2710,2448,2385,2414,2457,n/a,n/a,n/a,n/a,n/a,2741,28595
25,Projected,2017-18,2345,2762,2882,2766,2732,2711,2731,2521,2397,2464,n/a,n/a,n/a,n/a,n/a,2875,29186
25,Projected,2018-19,2361,2778,2901,2780,2733,2712,2732,2811,2534,2447,n/a,n/a,n/a,n/a,n/a,3009,29798
26,Historical,2008-09,1191,1496,1430,1488,1615,1537,1592,1743,1841,1899,n/a,n/a,n/a,n/a,n/a,816,16648
26,Projected,2009-10,1083,1402,1582,1455,1525,1649,1566,1705,1764,1892,n/a,n/a,n/a,n/a,n/a,889,16512
26,Projected,2010-11,1075,1386,1489,1613,1492,1560,1682,1673,1727,1814,n/a,n/a,n/a,n/a,n/a,962,16473
26,Projected,2011-12,1221,1381,1467,1521,1653,1527,1593,1798,1696,1776,n/a,n/a,n/a,n/a,n/a,1035,16668
26,Projected,2012-13,1222,1570,1462,1494,1561,1691,1561,1714,1822,1746,n/a,n/a,n/a,n/a,n/a,1108,16951
26,Projected,2013-14,1222,1571,1662,1493,1532,1601,1728,1678,1740,1875,n/a,n/a,n/a,n/a,n/a,1181,17283
26,Projected,2014-15,1223,1571,1663,1695,1532,1568,1639,1859,1703,1793,n/a,n/a,n/a,n/a,n/a,1254,17500
26,Projected,2015-16,1231,1572,1663,1696,1740,1570,1602,1774,1887,1757,n/a,n/a,n/a,n/a,n/a,1327,17819
26,Projected,2016-17,1237,1581,1664,1696,1741,1783,1608,1724,1803,1944,n/a,n/a,n/a,n/a,n/a,1400,18181
26,Projected,2017-18,1245,1590,1673,1697,1741,1784,1827,1734,1751,1859,n/a,n/a,n/a,n/a,n/a,1473,18374
26,Projected,2018-19,1253,1600,1683,1705,1742,1784,1828,1970,1761,1806,n/a,n/a,n/a,n/a,n/a,1546,18678
27,Historical,2008-09,2374,3200,3471,3367,3279,3203,3212,3139,3411,3457,n/a,n/a,n/a,n/a,n/a,2625,34738
27,Projected,2009-10,2318,3131,3481,3416,3330,3224,3198,3224,3353,3333,n/a,n/a,n/a,n/a,n/a,2781,34789
27,Projected,2010-11,2416,3147,3420,3431,3378,3275,3217,3210,3456,3279,n/a,n/a,n/a,n/a,n/a,2937,35166
27,Projected,2011-12,2433,3227,3444,3359,3394,3322,3268,3227,3439,3382,n/a,n/a,n/a,n/a,n/a,3093,35588
27,Projected,2012-13,2434,3279,3519,3378,3316,3341,3314,3280,3453,3369,n/a,n/a,n/a,n/a,n/a,3249,35932
27,Projected,2013-14,2435,3281,3582,3460,3332,3256,3338,3323,3516,3379,n/a,n/a,n/a,n/a,n/a,3405,36307
27,Projected,2014-15,2435,3281,3585,3517,3418,3272,3246,3351,3552,3445,n/a,n/a,n/a,n/a,n/a,3561,36663
27,Projected,2015-16,2448,3281,3585,3520,3471,3361,3263,3252,3590,3479,n/a,n/a,n/a,n/a,n/a,3717,36967
27,Projected,2016-17,2463,3299,3585,3520,3474,3410,3354,3266,3467,3520,n/a,n/a,n/a,n/a,n/a,3873,37231
27,Projected,2017-18,2478,3319,3605,3520,3474,3413,3401,3360,3473,3388,n/a,n/a,n/a,n/a,n/a,4029,37460
27,Projected,2018-19,2494,3340,3626,3540,3474,3413,3404,3407,3585,3393,n/a,n/a,n/a,n/a,n/a,4185,37861
28,Historical,2008-09,1990,2298,2394,2307,2359,2136,2191,2081,1874,2095,n/a,n/a,n/a,n/a,n/a,1876,23601
28,Projected,2009-10,1986,2160,2503,2295,2234,2301,2069,2089,1900,1881,n/a,n/a,n/a,n/a,n/a,2065,23483
28,Projected,2010-11,2002,2220,2360,2396,2222,2178,2231,1970,1909,1907,n/a,n/a,n/a,n/a,n/a,2254,23649
28,Projected,2011-12,2079,2224,2425,2260,2321,2164,2113,2128,1799,1917,n/a,n/a,n/a,n/a,n/a,2443,23873
28,Projected,2012-13,2079,2315,2423,2322,2187,2265,2096,2017,1935,1810,n/a,n/a,n/a,n/a,n/a,2632,24081
28,Projected,2013-14,2080,2315,2523,2319,2248,2132,2198,2002,1831,1948,n/a,n/a,n/a,n/a,n/a,2821,24417
28,Projected,2014-15,2080,2315,2523,2415,2245,2191,2065,2099,1823,1843,n/a,n/a,n/a,n/a,n/a,3010,24609
28,Projected,2015-16,2091,2315,2523,2415,2339,2190,2121,1969,1902,1835,n/a,n/a,n/a,n/a,n/a,3199,24899
28,Projected,2016-17,2105,2329,2523,2415,2339,2279,2121,2023,1794,1916,n/a,n/a,n/a,n/a,n/a,3388,25232
28,Projected,2017-18,2118,2343,2538,2415,2339,2279,2207,2024,1845,1808,n/a,n/a,n/a,n/a,n/a,3577,25493
28,Projected,2018-19,2130,2358,2554,2430,2339,2279,2207,2106,1839,1858,n/a,n/a,n/a,n/a,n/a,3766,25866
29,Historical,2008-09,1786,2063,2497,2415,2412,2372,2403,2327,2396,2398,n/a,n/a,n/a,n/a,n/a,1796,24865
29,Projected,2009-10,1628,2053,2448,2444,2421,2364,2394,2273,2348,2397,n/a,n/a,n/a,n/a,n/a,2042,24812
29,Projected,2010-11,1650,1997,2440,2400,2453,2373,2385,2250,2293,2348,n/a,n/a,n/a,n/a,n/a,2288,24877
29,Projected,2011-12,1655,2035,2378,2391,2410,2404,2390,2241,2268,2293,n/a,n/a,n/a,n/a,n/a,2534,24999
29,Projected,2012-13,1655,2038,2420,2324,2400,2363,2427,2235,2258,2271,n/a,n/a,n/a,n/a,n/a,2780,25171
29,Projected,2013-14,1656,2039,2426,2369,2330,2352,2387,2272,2250,2260,n/a,n/a,n/a,n/a,n/a,3026,25367
29,Projected,2014-15,1658,2039,2427,2376,2377,2282,2377,2212,2290,2254,n/a,n/a,n/a,n/a,n/a,3272,25564
29,Projected,2015-16,1666,2042,2427,2377,2385,2330,2301,2212,2231,2293,n/a,n/a,n/a,n/a,n/a,3518,25782
29,Projected,2016-17,1676,2051,2431,2377,2386,2337,2353,2154,2230,2239,n/a,n/a,n/a,n/a,n/a,3764,25998
29,Projected,2017-18,1687,2064,2442,2381,2386,2338,2362,2193,2173,2237,n/a,n/a,n/a,n/a,n/a,4010,26273
29,Projected,2018-19,1697,2076,2456,2392,2390,2338,2363,2205,2211,2177,n/a,n/a,n/a,n/a,n/a,4256,26561
30,Historical,2008-09,2519,2808,2937,2824,2714,2620,2714,2851,2653,2752,n/a,n/a,n/a,n/a,n/a,2292,29684
30,Projected,2009-10,2467,2777,3013,2805,2704,2652,2619,2885,2601,2631,n/a,n/a,n/a,n/a,n/a,2446,29600
30,Projected,2010-11,2502,2720,2983,2879,2693,2645,2654,2783,2635,2579,n/a,n/a,n/a,n/a,n/a,2600,29673
30,Projected,2011-12,2522,2762,2920,2848,2765,2638,2636,2817,2538,2612,n/a,n/a,n/a,n/a,n/a,2754,29812
30,Projected,2012-13,2522,2773,2965,2788,2732,2709,2627,2807,2576,2516,n/a,n/a,n/a,n/a,n/a,2908,29923
30,Projected,2013-14,2523,2774,2972,2831,2675,2676,2696,2795,2582,2554,n/a,n/a,n/a,n/a,n/a,3062,30140
30,Projected,2014-15,2525,2774,2973,2837,2716,2619,2665,2867,2553,2560,n/a,n/a,n/a,n/a,n/a,3216,30305
30,Projected,2015-16,2537,2775,2973,2838,2721,2660,2608,2835,2613,2535,n/a,n/a,n/a,n/a,n/a,3370,30465
30,Projected,2016-17,2553,2791,2974,2838,2722,2664,2650,2775,2586,2597,n/a,n/a,n/a,n/a,n/a,3524,30674
30,Projected,2017-18,2569,2807,2990,2839,2722,2665,2654,2819,2534,2568,n/a,n/a,n/a,n/a,n/a,3678,30845
30,Projected,2018-19,2585,2824,3009,2854,2723,2665,2655,2822,2578,2517,n/a,n/a,n/a,n/a,n/a,3832,31064
31,Historical,2008-09,3342,4213,4201,3976,3914,3862,3793,3690,3850,3869,n/a,n/a,n/a,n/a,n/a,4110,42820
31,Projected,2009-10,3196,4118,4359,4158,3920,3832,3877,3621,3752,3832,n/a,n/a,n/a,n/a,n/a,4511,43176
31,Projected,2010-11,3329,3951,4269,4313,4100,3835,3849,3700,3687,3736,n/a,n/a,n/a,n/a,n/a,4912,43681
31,Projected,2011-12,3346,4127,4098,4226,4250,4014,3855,3675,3765,3671,n/a,n/a,n/a,n/a,n/a,5313,44340
31,Projected,2012-13,3371,4154,4281,4057,4170,4159,4035,3685,3743,3749,n/a,n/a,n/a,n/a,n/a,5714,45118
31,Projected,2013-14,3394,4184,4313,4239,4004,4082,4179,3856,3757,3730,n/a,n/a,n/a,n/a,n/a,6115,45853
31,Projected,2014-15,3416,4212,4343,4271,4185,3918,4107,3993,3933,3743,n/a,n/a,n/a,n/a,n/a,6516,46637
31,Projected,2015-16,3445,4241,4372,4301,4217,4098,3944,3929,4068,3922,n/a,n/a,n/a,n/a,n/a,6917,47454
31,Projected,2016-17,3476,4276,4402,4330,4247,4128,4128,3776,4011,4055,n/a,n/a,n/a,n/a,n/a,7318,48147
31,Projected,2017-18,3509,4315,4438,4359,4275,4157,4158,3954,3857,4000,n/a,n/a,n/a,n/a,n/a,7719,48741
31,Projected,2018-19,3541,4355,4479,4395,4304,4184,4187,3982,4042,3847,n/a,n/a,n/a,n/a,n/a,8120,49436
32,Historical,2008-09,1085,1071,1317,1278,1141,1202,1236,1440,1424,1395,n/a,n/a,n/a,n/a,n/a,1095,13684
32,Projected,2009-10,1028,1087,1278,1220,1147,1063,1221,1284,1417,1349,n/a,n/a,n/a,n/a,n/a,1157,13251
32,Projected,2010-11,1050,1067,1304,1184,1092,1070,1072,1273,1262,1342,n/a,n/a,n/a,n/a,n/a,1219,12935
32,Projected,2011-12,1058,1089,1278,1207,1058,1018,1083,1104,1251,1196,n/a,n/a,n/a,n/a,n/a,1281,12623
32,Projected,2012-13,1061,1100,1306,1184,1080,985,1025,1122,1087,1186,n/a,n/a,n/a,n/a,n/a,1343,12479
32,Projected,2013-14,1064,1103,1317,1208,1059,1006,982,1054,1104,1030,n/a,n/a,n/a,n/a,n/a,1405,12332
32,Projected,2014-15,1067,1107,1320,1221,1080,987,1013,987,1038,1048,n/a,n/a,n/a,n/a,n/a,1467,12335
32,Projected,2015-16,1069,1110,1326,1223,1094,1006,992,1040,975,984,n/a,n/a,n/a,n/a,n/a,1529,12348
32,Projected,2016-17,1072,1111,1329,1229,1096,1019,1015,1012,1024,924,n/a,n/a,n/a,n/a,n/a,1591,12422
32,Projected,2017-18,1073,1114,1330,1232,1101,1021,1025,1044,998,971,n/a,n/a,n/a,n/a,n/a,1653,12562
32,Projected,2018-19,1076,1117,1333,1233,1104,1026,1027,1049,1028,946,n/a,n/a,n/a,n/a,n/a,1715,12654
75,Historical,2008-09,0,11,26,37,40,34,30,46,70,69,95,150,137,168,,21195,22108
75,Projected,2009-10,0,10,23,34,37,43,31,39,58,72,85,131,123,164,,21001,21851
75,Projected,2010-11,0,10,23,29,30,41,37,40,52,63,92,117,108,138,,21119,21899
75,Projected,2011-12,0,10,23,28,29,34,35,49,54,59,74,133,98,126,,21148,21900
75,Projected,2012-13,0,10,23,28,28,30,34,47,61,58,72,111,109,111,,21204,21926
75,Projected,2013-14,0,10,23,28,28,29,28,42,58,67,71,99,95,129,,21262,21969
75,Projected,2014-15,0,10,23,28,28,29,25,38,54,63,84,107,85,112,,21339,22025
75,Projected,2015-16,0,10,23,28,28,29,25,36,52,59,78,121,90,101,,21431,22111
75,Projected,2016-17,0,10,23,28,28,29,25,36,51,56,70,115,102,107,,21537,22217
75,Projected,2017-18,0,10,23,28,28,29,25,36,51,54,68,106,93,125,,21655,22331
75,Projected,2018-19,0,10,23,28,28,29,25,36,51,54,67,99,88,115,,21778,22431
Manhattan HS,Historical,2008-09,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,18366,16631,13281,11423,2202,3554,65457
Manhattan HS,Projected,2009-10,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,17153,16216,12583,12278,2151,3767,64148
Manhattan HS,Projected,2010-11,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16093,15205,12291,11639,2151,3980,61359
Manhattan HS,Projected,2011-12,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15518,14335,11575,11372,2151,4193,59144
Manhattan HS,Projected,2012-13,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,14801,13847,10972,10718,2151,4406,56895
Manhattan HS,Projected,2013-14,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,14210,13255,10637,10172,2151,4619,55044
Manhattan HS,Projected,2014-15,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,14250,12768,10220,9870,2151,4832,54091
Manhattan HS,Projected,2015-16,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,13594,12851,9893,9487,2151,5045,53021
Manhattan HS,Projected,2016-17,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,13213,12261,10001,9192,2151,5258,52076
Manhattan HS,Projected,2017-18,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,13264,11993,9570,9302,2151,5471,51751
Manhattan HS,Projected,2018-19,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,13433,12099,9420,8905,2151,5684,51692
Bronx HS,Historical,2008-09,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,17323,15851,10932,9566,2572,5684,61928
Bronx HS,Projected,2009-10,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,17367,14587,11050,9604,2357,5732,60697
Bronx HS,Projected,2010-11,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16329,14622,10186,9713,2357,5780,58987
Bronx HS,Projected,2011-12,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16301,13760,10213,8962,2357,5829,57422
Bronx HS,Projected,2012-13,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15772,13719,9627,8987,2357,5878,56340
Bronx HS,Projected,2013-14,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15442,13280,9574,8479,2357,5928,55060
Bronx HS,Projected,2014-15,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15454,12999,9278,8421,2357,5978,54487
Bronx HS,Projected,2015-16,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15140,13031,9078,8164,2357,6028,53798
Bronx HS,Projected,2016-17,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,14720,12756,9135,7987,2357,6079,53034
Bronx HS,Projected,2017-18,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,14764,12409,8932,8053,2357,6130,52645
Bronx HS,Projected,2018-19,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,14728,12451,8696,7870,2357,6182,52284
Brooklyn HS,Historical,2008-09,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,25247,24953,15802,15740,2371,6520,90633
Brooklyn HS,Projected,2009-10,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,25310,23421,15312,15976,2181,6682,88882
Brooklyn HS,Projected,2010-11,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,23708,23490,14415,15474,2181,6849,86117
Brooklyn HS,Projected,2011-12,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,23287,22075,14458,14567,2181,7020,83588
Brooklyn HS,Projected,2012-13,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,22442,21699,13623,14608,2181,7195,81748
Brooklyn HS,Projected,2013-14,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,22034,20911,13401,13758,2181,7374,79659
Brooklyn HS,Projected,2014-15,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,21465,20575,12911,13534,2181,7558,78224
Brooklyn HS,Projected,2015-16,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,21169,20095,12719,13038,2181,7746,76948
Brooklyn HS,Projected,2016-17,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,20792,19836,12446,12839,2181,7939,76033
Brooklyn HS,Projected,2017-18,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,20945,19504,12292,12558,2181,8137,75617
Brooklyn HS,Projected,2018-19,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,21119,19694,12089,12400,2181,8340,75823
Queens HS,Historical,2008-09,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,21871,20181,15882,13687,1486,4577,77684
Queens HS,Projected,2009-10,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,22236,19256,15456,14318,1432,4748,77446
Queens HS,Projected,2010-11,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,21436,19598,14787,13934,1432,4919,76106
Queens HS,Projected,2011-12,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,21248,18923,15065,13335,1432,5090,75093
Queens HS,Projected,2012-13,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,21095,18751,14572,13588,1432,5261,74699
Queens HS,Projected,2013-14,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,20816,18617,14426,13146,1432,5432,73869
Queens HS,Projected,2014-15,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,21299,18412,14330,13013,1432,5603,74089
Queens HS,Projected,2015-16,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,21289,18951,14208,12927,1432,5774,74581
Queens HS,Projected,2016-17,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,21716,18824,14754,12824,1432,5945,75495
Queens HS,Projected,2017-18,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,22292,19217,14500,13332,1432,6116,76889
Queens HS,Projected,2018-19,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,22069,19792,14816,13090,1432,6287,77486
Staten Island HS,Historical,2008-09,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4599,4323,3748,3262,403,1330,17665
Staten Island HS,Projected,2009-10,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4525,4404,3571,3322,356,1298,17476
Staten Island HS,Projected,2010-11,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4513,4323,3640,3162,356,1267,17261
Staten Island HS,Projected,2011-12,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4411,4305,3555,3225,356,1236,17088
Staten Island HS,Projected,2012-13,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4381,4210,3529,3144,356,1206,16826
Staten Island HS,Projected,2013-14,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4469,4170,3454,3117,356,1177,16743
Staten Island HS,Projected,2014-15,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4449,4253,3402,3054,356,1149,16663
Staten Island HS,Projected,2015-16,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4511,4237,3468,3001,356,1121,16694
Staten Island HS,Projected,2016-17,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4698,4284,3464,3058,356,1094,16954
Staten Island HS,Projected,2017-18,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4858,4474,3481,3058,356,1068,17295
Staten Island HS,Projected,2018-19,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4841,4617,3656,3066,356,1042,17578
