BORO,CSD,SCHOOL CODE,SCHOOL NAME,GRADE,PROGRAM TYPE,CORE SUBJECT(9-12 ONLY),CORE COURSE(9-12 ONLY),SERVICE CATEGORY(K-9 ONLY),NUMBER OF CLASSES,TOTAL REGISTER(as of 1-23-08),AVERAGE CLASS SIZE,SIZE OF SMALLEST CLASS(as of 1-23-08),SIZE OF LARGEST CLASS(as of 1-23-08)
K,13,K509,FREEDOM ACADEMY HIGH SCHOOL,09-12,GEN ED,MATH,OTHER,,1,14,14,14,14
K,13,K527,URBAN ASSEMBLY INSTITUTE OF MATH AND SCI,06,GEN ED,-,-,-,10,68,6.8,5,9
K,13,K527,URBAN ASSEMBLY INSTITUTE OF MATH AND SCI,07,GEN ED,-,-,-,11,68,6.2,5,7
K,13,K553,BROOKLYN ACADEMY HIGH SCHOOL,09-12,GEN ED,ENGLISH,OTHER,,1,16,16,16,16
K,13,K553,BROOKLYN ACADEMY HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,US HISTORY,,3,40,13.3,10,17
K,13,K553,BROOKLYN ACADEMY HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,US GOVERNMENT,,1,19,19,19,19
K,13,K553,BROOKLYN ACADEMY HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,ECONOMICS,,1,27,27,27,27
K,13,K553,BROOKLYN ACADEMY HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,OTHER,,1,10,10,10,10
K,13,K571,M.S. 571,06,GEN ED,-,-,-,4,73,18.3,15,21
K,13,K571,M.S. 571,07,GEN ED,-,-,-,2,69,34.5,34,35
K,13,K571,M.S. 571,07,CTT,-,-,-,1,23,23,23,23
K,13,K571,M.S. 571,08,GEN ED,-,-,-,3,84,28,28,28
K,13,K571,M.S. 571,0K-09,SPEC ED,-,-,12:1,1,8,8,8,8
K,13,K571,M.S. 571,0K-09,SPEC ED,-,-,12:1:1,1,10,10,10,10
K,13,K575,BEDFORD STUYVESANT PREPARATORY HIGH SCHOOL,09-12,GEN ED,ENGLISH,ENGLISH 11,,2,26,13,11,15
K,13,K575,BEDFORD STUYVESANT PREPARATORY HIGH SCHOOL,09-12,GEN ED,ENGLISH,ENGLISH 12,,4,66,16.5,10,25
K,13,K575,BEDFORD STUYVESANT PREPARATORY HIGH SCHOOL,09-12,GEN ED,ENGLISH,OTHER,,4,59,14.8,12,16
K,13,K575,BEDFORD STUYVESANT PREPARATORY HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,GLOBAL HISTORY 10,,4,88,22,10,33
K,13,K575,BEDFORD STUYVESANT PREPARATORY HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,US HISTORY,,2,35,17.5,15,20
K,13,K575,BEDFORD STUYVESANT PREPARATORY HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,US GOVERNMENT,,1,12,12,12,12
K,13,K575,BEDFORD STUYVESANT PREPARATORY HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,ECONOMICS,,1,16,16,16,16
K,13,K575,BEDFORD STUYVESANT PREPARATORY HIGH SCHOOL,09-12,GEN ED,SCIENCE,LIVING ENVIRONMENT,,6,100,16.7,13,23
K,13,K575,BEDFORD STUYVESANT PREPARATORY HIGH SCHOOL,09-12,GEN ED,SCIENCE,EARTH SCIENCE,,6,99,16.5,10,23
K,13,K575,BEDFORD STUYVESANT PREPARATORY HIGH SCHOOL,09-12,GEN ED,MATH,MATH A,,1,20,20,20,20
K,13,K595,BEDFORD ACADEMY HIGH SCHOOL,09-12,GEN ED,ENGLISH,ENGLISH 9,,4,86,21.5,11,33
K,13,K595,BEDFORD ACADEMY HIGH SCHOOL,09-12,GEN ED,ENGLISH,ENGLISH 10,,3,66,22,20,24
K,13,K595,BEDFORD ACADEMY HIGH SCHOOL,09-12,GEN ED,ENGLISH,ENGLISH 11,,3,71,23.7,16,29
K,13,K595,BEDFORD ACADEMY HIGH SCHOOL,09-12,GEN ED,ENGLISH,ENGLISH 12,,4,107,26.8,25,30
K,13,K595,BEDFORD ACADEMY HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,GLOBAL HISTORY 9,,4,87,21.8,20,24
K,13,K595,BEDFORD ACADEMY HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,GLOBAL HISTORY 10,,3,76,25.3,24,28
K,13,K595,BEDFORD ACADEMY HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,US HISTORY,,3,81,27,25,28
K,13,K595,BEDFORD ACADEMY HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,OTHER,,3,80,26.7,21,35
K,13,K595,BEDFORD ACADEMY HIGH SCHOOL,09-12,GEN ED,SCIENCE,LIVING ENVIRONMENT,,6,156,26,19,31
K,13,K595,BEDFORD ACADEMY HIGH SCHOOL,09-12,GEN ED,SCIENCE,EARTH SCIENCE,,2,48,24,18,30
K,13,K595,BEDFORD ACADEMY HIGH SCHOOL,09-12,GEN ED,SCIENCE,CHEMISTRY,,4,66,16.5,11,23
K,13,K595,BEDFORD ACADEMY HIGH SCHOOL,09-12,GEN ED,SCIENCE,PHYSICS,,1,22,22,22,22
K,13,K595,BEDFORD ACADEMY HIGH SCHOOL,09-12,GEN ED,MATH,MATH A,,1,17,17,17,17
K,13,K595,BEDFORD ACADEMY HIGH SCHOOL,09-12,GEN ED,MATH,MATH B,,6,134,22.3,18,27
K,13,K595,BEDFORD ACADEMY HIGH SCHOOL,09-12,GEN ED,MATH,ALGEBRA,,3,64,21.3,14,29
K,13,K595,BEDFORD ACADEMY HIGH SCHOOL,09-12,GEN ED,MATH,OTHER,,2,47,23.5,21,26
K,13,K596,KNOWLEDGE AND POWER PREPARATORY VII MIDD,06,GEN ED,-,-,-,3,76,25.3,23,27
K,13,K605,GEORGE WESTINGHOUSE CAREER AND TECHNICAL EDUCATION,09-12,GEN ED,ENGLISH,ENGLISH 9,,6,143,23.8,14,29
K,13,K605,GEORGE WESTINGHOUSE CAREER AND TECHNICAL EDUCATION,09-12,GEN ED,ENGLISH,ENGLISH 11,,9,227,25.2,12,33
K,13,K605,GEORGE WESTINGHOUSE CAREER AND TECHNICAL EDUCATION,09-12,GEN ED,ENGLISH,ENGLISH 12,,1,25,25,25,25
K,13,K605,GEORGE WESTINGHOUSE CAREER AND TECHNICAL EDUCATION,09-12,GEN ED,ENGLISH,OTHER,,1,18,18,18,18
K,13,K605,GEORGE WESTINGHOUSE CAREER AND TECHNICAL EDUCATION,09-12,CTT,ENGLISH,ENGLISH 9,,1,24,24,24,24
K,13,K605,GEORGE WESTINGHOUSE CAREER AND TECHNICAL EDUCATION,09-12,GEN ED,SOCIAL STUDIES,GLOBAL HISTORY 10,,10,254,25.4,17,31
K,13,K605,GEORGE WESTINGHOUSE CAREER AND TECHNICAL EDUCATION,09-12,GEN ED,SOCIAL STUDIES,US HISTORY,,1,28,28,28,28
K,13,K605,GEORGE WESTINGHOUSE CAREER AND TECHNICAL EDUCATION,09-12,GEN ED,SOCIAL STUDIES,US GOVERNMENT & ECONOMICS,,5,134,26.8,15,36
K,13,K605,GEORGE WESTINGHOUSE CAREER AND TECHNICAL EDUCATION,09-12,CTT,SOCIAL STUDIES,US GOVERNMENT & ECONOMICS,,1,27,27,27,27
K,13,K605,GEORGE WESTINGHOUSE CAREER AND TECHNICAL EDUCATION,09-12,GEN ED,SCIENCE,LIVING ENVIRONMENT,,2,54,27,27,27
K,13,K605,GEORGE WESTINGHOUSE CAREER AND TECHNICAL EDUCATION,09-12,GEN ED,SCIENCE,EARTH SCIENCE,,8,180,22.5,14,27
K,13,K605,GEORGE WESTINGHOUSE CAREER AND TECHNICAL EDUCATION,09-12,GEN ED,SCIENCE,CHEMISTRY,,8,230,28.8,26,33
K,13,K605,GEORGE WESTINGHOUSE CAREER AND TECHNICAL EDUCATION,09-12,GEN ED,MATH,MATH A,,11,270,24.5,15,31
K,13,K605,GEORGE WESTINGHOUSE CAREER AND TECHNICAL EDUCATION,09-12,GEN ED,MATH,MATH B,,1,26,26,26,26
K,13,K605,GEORGE WESTINGHOUSE CAREER AND TECHNICAL EDUCATION,09-12,GEN ED,MATH,ALGEBRA,,7,160,22.9,13,28
K,13,K605,GEORGE WESTINGHOUSE CAREER AND TECHNICAL EDUCATION,09-12,GEN ED,MATH,OTHER,,1,11,11,11,11
K,13,K605,GEORGE WESTINGHOUSE CAREER AND TECHNICAL EDUCATION,09-12,CTT,MATH,ALGEBRA,,1,20,20,20,20
K,13,K670,BENJAMIN BANNEKER ACADEMY,09-12,GEN ED,ENGLISH,ENGLISH 9,,7,165,23.6,15,34
K,13,K670,BENJAMIN BANNEKER ACADEMY,09-12,GEN ED,ENGLISH,ENGLISH 10,,9,256,28.4,22,36
K,13,K670,BENJAMIN BANNEKER ACADEMY,09-12,GEN ED,ENGLISH,ENGLISH 11,,11,258,23.5,18,31
K,13,K670,BENJAMIN BANNEKER ACADEMY,09-12,GEN ED,ENGLISH,ENGLISH 12,,6,184,30.7,25,36
K,13,K670,BENJAMIN BANNEKER ACADEMY,09-12,GEN ED,ENGLISH,OTHER,,1,11,11,11,11
K,13,K670,BENJAMIN BANNEKER ACADEMY,09-12,SPEC ED,ENGLISH,ENGLISH 10,,1,8,8,8,8
K,13,K670,BENJAMIN BANNEKER ACADEMY,09-12,GEN ED,SOCIAL STUDIES,GLOBAL HISTORY 9,,19,533,28.1,13,34
K,13,K670,BENJAMIN BANNEKER ACADEMY,09-12,GEN ED,SOCIAL STUDIES,GLOBAL HISTORY 10,,1,32,32,32,32
K,13,K670,BENJAMIN BANNEKER ACADEMY,09-12,GEN ED,SOCIAL STUDIES,US HISTORY,,6,143,23.8,15,33
K,13,K670,BENJAMIN BANNEKER ACADEMY,09-12,SPEC ED,SOCIAL STUDIES,GLOBAL HISTORY 9,,2,13,6.5,5,8
K,13,K670,BENJAMIN BANNEKER ACADEMY,09-12,GEN ED,SCIENCE,LIVING ENVIRONMENT,,9,206,22.9,11,34
K,13,K670,BENJAMIN BANNEKER ACADEMY,09-12,GEN ED,SCIENCE,EARTH SCIENCE,,7,213,30.4,18,37
K,13,K670,BENJAMIN BANNEKER ACADEMY,09-12,GEN ED,SCIENCE,CHEMISTRY,,11,263,23.9,12,31
K,13,K670,BENJAMIN BANNEKER ACADEMY,09-12,GEN ED,SCIENCE,PHYSICS,,1,14,14,14,14
K,13,K670,BENJAMIN BANNEKER ACADEMY,09-12,SPEC ED,SCIENCE,LIVING ENVIRONMENT,,1,7,7,7,7
K,13,K670,BENJAMIN BANNEKER ACADEMY,09-12,SPEC ED,SCIENCE,EARTH SCIENCE,,2,13,6.5,6,7
K,13,K670,BENJAMIN BANNEKER ACADEMY,09-12,GEN ED,MATH,MATH A,,1,13,13,13,13
K,13,K670,BENJAMIN BANNEKER ACADEMY,09-12,GEN ED,MATH,MATH B,,17,484,28.5,12,35
K,13,K670,BENJAMIN BANNEKER ACADEMY,09-12,GEN ED,MATH,ALGEBRA,,5,86,17.2,10,27
K,14,K016,P.S. 016 LEONARD DUNKLY,0K,GEN ED,-,-,-,3,53,17.7,16,19
K,14,K016,P.S. 016 LEONARD DUNKLY,01,GEN ED,-,-,-,2,47,23.5,22,25
K,14,K016,P.S. 016 LEONARD DUNKLY,02,GEN ED,-,-,-,3,62,20.7,19,23
K,14,K016,P.S. 016 LEONARD DUNKLY,03,GEN ED,-,-,-,3,55,18.3,17,19
K,14,K016,P.S. 016 LEONARD DUNKLY,04,GEN ED,-,-,-,3,63,21,20,22
K,14,K016,P.S. 016 LEONARD DUNKLY,05,GEN ED,-,-,-,2,41,20.5,20,21
K,14,K016,P.S. 016 LEONARD DUNKLY,0K-09,SPEC ED,-,-,12:1:1,4,41,10.3,5,12
K,14,K017,P.S. 017 HENRY D. WOODWORTH,0K,GEN ED,-,-,-,2,49,24.5,24,25
K,14,K017,P.S. 017 HENRY D. WOODWORTH,01,GEN ED,-,-,-,2,35,17.5,17,18
K,14,K017,P.S. 017 HENRY D. WOODWORTH,01,CTT,-,-,-,1,15,15,15,15
K,14,K017,P.S. 017 HENRY D. WOODWORTH,02,GEN ED,-,-,-,3,55,18.3,17,19
K,14,K017,P.S. 017 HENRY D. WOODWORTH,03,GEN ED,-,-,-,3,55,18.3,18,19
K,14,K017,P.S. 017 HENRY D. WOODWORTH,04,GEN ED,-,-,-,2,57,28.5,28,29
K,14,K017,P.S. 017 HENRY D. WOODWORTH,05,GEN ED,-,-,-,2,51,25.5,25,26
K,14,K017,P.S. 017 HENRY D. WOODWORTH,0K-09,SPEC ED,-,-,12:1:1,3,36,12,12,12
K,14,K018,P.S. 018 EDWARD BUSH,0K,GEN ED,-,-,-,2,24,12,11,13
K,14,K018,P.S. 018 EDWARD BUSH,01,GEN ED,-,-,-,2,43,21.5,21,22
K,14,K018,P.S. 018 EDWARD BUSH,02,GEN ED,-,-,-,2,34,17,16,18
K,14,K018,P.S. 018 EDWARD BUSH,03,GEN ED,-,-,-,2,34,17,16,18
K,14,K018,P.S. 018 EDWARD BUSH,04,GEN ED,-,-,-,3,60,20,19,21
K,14,K018,P.S. 018 EDWARD BUSH,05,GEN ED,-,-,-,2,28,14,13,15
K,14,K019,P.S. 019 ROBERTO CLEMENTE,0K,GEN ED,-,-,-,1,21,21,21,21
K,14,K019,P.S. 019 ROBERTO CLEMENTE,01,GEN ED,-,-,-,3,60,20,19,21
K,14,K019,P.S. 019 ROBERTO CLEMENTE,02,GEN ED,-,-,-,3,66,22,20,24
K,14,K019,P.S. 019 ROBERTO CLEMENTE,02,CTT,-,-,-,1,16,16,16,16
K,14,K019,P.S. 019 ROBERTO CLEMENTE,03,GEN ED,-,-,-,5,97,19.4,17,21
K,14,K019,P.S. 019 ROBERTO CLEMENTE,04,GEN ED,-,-,-,4,94,23.5,17,27
K,14,K019,P.S. 019 ROBERTO CLEMENTE,05,GEN ED,-,-,-,4,93,23.3,19,27
K,14,K019,P.S. 019 ROBERTO CLEMENTE,0K-09,SPEC ED,-,-,12:1,1,11,11,11,11
K,14,K023,P.S. 023 CARTER C. WOODSON,0K,GEN ED,-,-,-,1,21,21,21,21
K,14,K023,P.S. 023 CARTER C. WOODSON,0K,CTT,-,-,-,1,22,22,22,22
K,14,K023,P.S. 023 CARTER C. WOODSON,01,GEN ED,-,-,-,3,50,16.7,15,18
K,14,K023,P.S. 023 CARTER C. WOODSON,02,GEN ED,-,-,-,3,54,18,18,18
K,14,K023,P.S. 023 CARTER C. WOODSON,03,GEN ED,-,-,-,3,61,20.3,19,21
K,14,K023,P.S. 023 CARTER C. WOODSON,04,GEN ED,-,-,-,2,44,22,21,23
K,14,K023,P.S. 023 CARTER C. WOODSON,05,GEN ED,-,-,-,2,40,20,18,22
K,14,K023,P.S. 023 CARTER C. WOODSON,0K-09,SPEC ED,-,-,12:1:1,2,24,12,12,12
K,14,K031,P.S. 031 SAMUEL F. DUPONT,0K,GEN ED,-,-,-,3,59,19.7,18,21
K,14,K031,P.S. 031 SAMUEL F. DUPONT,0K,CTT,-,-,-,1,20,20,20,20
K,14,K031,P.S. 031 SAMUEL F. DUPONT,01,GEN ED,-,-,-,4,76,19,15,25
K,14,K031,P.S. 031 SAMUEL F. DUPONT,01,CTT,-,-,-,1,17,17,17,17
K,14,K031,P.S. 031 SAMUEL F. DUPONT,02,GEN ED,-,-,-,4,68,17,13,21
K,14,K031,P.S. 031 SAMUEL F. DUPONT,03,GEN ED,-,-,-,5,84,16.8,14,20
K,14,K031,P.S. 031 SAMUEL F. DUPONT,04,GEN ED,-,-,-,4,94,23.5,23,25
K,14,K031,P.S. 031 SAMUEL F. DUPONT,05,GEN ED,-,-,-,4,92,23,21,25
K,14,K031,P.S. 031 SAMUEL F. DUPONT,0K-09,SPEC ED,-,-,12:1:1,1,11,11,11,11
K,14,K034,P.S. 034 OLIVER H. PERRY,0K,GEN ED,-,-,-,4,68,17,16,18
K,14,K034,P.S. 034 OLIVER H. PERRY,01,GEN ED,-,-,-,4,84,21,21,21
K,14,K034,P.S. 034 OLIVER H. PERRY,02,GEN ED,-,-,-,3,56,18.7,17,20
K,14,K034,P.S. 034 OLIVER H. PERRY,02,CTT,-,-,-,1,18,18,18,18
K,14,K034,P.S. 034 OLIVER H. PERRY,03,GEN ED,-,-,-,3,46,15.3,14,16
K,14,K034,P.S. 034 OLIVER H. PERRY,03,CTT,-,-,-,1,20,20,20,20
K,14,K034,P.S. 034 OLIVER H. PERRY,04,GEN ED,-,-,-,3,69,23,22,25
K,14,K034,P.S. 034 OLIVER H. PERRY,05,GEN ED,-,-,-,2,62,31,30,32
K,14,K049,J.H.S. 049 WILLIAM J. GAYNOR,07,GEN ED,-,-,-,5,106,21.2,15,27
K,14,K049,J.H.S. 049 WILLIAM J. GAYNOR,08,GEN ED,-,-,-,5,122,24.4,23,27
K,14,K049,J.H.S. 049 WILLIAM J. GAYNOR,0K-09,SPEC ED,-,-,12:1,1,11,11,11,11
K,14,K049,J.H.S. 049 WILLIAM J. GAYNOR,0K-09,SPEC ED,-,-,12:1:1,2,16,8,6,10
K,14,K050,J.H.S. 050 JOHN D. WELLS,06,GEN ED,-,-,-,7,184,26.3,23,29
K,14,K050,J.H.S. 050 JOHN D. WELLS,07,GEN ED,-,-,-,8,206,25.8,22,29
K,14,K050,J.H.S. 050 JOHN D. WELLS,08,GEN ED,-,-,-,8,221,27.6,21,31
K,14,K050,J.H.S. 050 JOHN D. WELLS,08,CTT,-,-,-,1,9,9,9,9
K,14,K050,J.H.S. 050 JOHN D. WELLS,0K-09,SPEC ED,-,-,12:1,6,52,8.7,4,11
K,14,K059,P.S. 059 WILLIAM FLOYD,0K,GEN ED,-,-,-,3,52,17.3,17,18
K,14,K059,P.S. 059 WILLIAM FLOYD,01,GEN ED,-,-,-,4,71,17.8,17,20
K,14,K059,P.S. 059 WILLIAM FLOYD,02,GEN ED,-,-,-,4,72,18,16,20
K,14,K059,P.S. 059 WILLIAM FLOYD,03,GEN ED,-,-,-,4,75,18.8,17,21
K,14,K059,P.S. 059 WILLIAM FLOYD,04,GEN ED,-,-,-,4,73,18.3,17,19
K,14,K059,P.S. 059 WILLIAM FLOYD,05,GEN ED,-,-,-,3,74,24.7,23,26
K,14,K059,P.S. 059 WILLIAM FLOYD,0K-09,SPEC ED,-,-,12:1:1,3,33,11,10,12
K,14,K071,JUAN MOREL CAMPUS SECONDARY SCHOOL,06,GEN ED,-,-,-,6,138,23,22,24
K,14,K071,JUAN MOREL CAMPUS SECONDARY SCHOOL,07,GEN ED,-,-,-,6,147,24.5,20,31
K,14,K071,JUAN MOREL CAMPUS SECONDARY SCHOOL,08,GEN ED,-,-,-,6,154,25.7,21,29
K,14,K071,JUAN MOREL CAMPUS SECONDARY SCHOOL,0K-09,SPEC ED,-,-,12:1,5,56,11.2,11,12
K,14,K071,JUAN MOREL CAMPUS SECONDARY SCHOOL,0K-09,SPEC ED,-,-,12:1:1,4,39,9.8,6,12
K,14,K071,JUAN MOREL CAMPUS SECONDARY SCHOOL,09-12,GEN ED,ENGLISH,ENGLISH 9,,4,94,23.5,20,28
K,14,K071,JUAN MOREL CAMPUS SECONDARY SCHOOL,09-12,GEN ED,ENGLISH,ENGLISH 10,,3,78,26,23,28
K,14,K071,JUAN MOREL CAMPUS SECONDARY SCHOOL,09-12,GEN ED,ENGLISH,ENGLISH 11,,3,74,24.7,22,28
K,14,K071,JUAN MOREL CAMPUS SECONDARY SCHOOL,09-12,GEN ED,ENGLISH,ENGLISH 12,,3,71,23.7,19,28
K,14,K071,JUAN MOREL CAMPUS SECONDARY SCHOOL,09-12,GEN ED,ENGLISH,OTHER,,1,12,12,12,12
K,14,K071,JUAN MOREL CAMPUS SECONDARY SCHOOL,09-12,CTT,ENGLISH,ENGLISH 10,,1,21,21,21,21
K,14,K071,JUAN MOREL CAMPUS SECONDARY SCHOOL,09-12,CTT,ENGLISH,ENGLISH 11,,1,25,25,25,25
K,14,K071,JUAN MOREL CAMPUS SECONDARY SCHOOL,09-12,SPEC ED,ENGLISH,ENGLISH 9,,1,15,15,15,15
K,14,K071,JUAN MOREL CAMPUS SECONDARY SCHOOL,09-12,GEN ED,SOCIAL STUDIES,GLOBAL HISTORY 9,,4,95,23.8,22,27
K,14,K071,JUAN MOREL CAMPUS SECONDARY SCHOOL,09-12,GEN ED,SOCIAL STUDIES,GLOBAL HISTORY 10,,3,79,26.3,26,27
K,14,K071,JUAN MOREL CAMPUS SECONDARY SCHOOL,09-12,GEN ED,SOCIAL STUDIES,US HISTORY,,3,67,22.3,19,28
K,14,K071,JUAN MOREL CAMPUS SECONDARY SCHOOL,09-12,GEN ED,SOCIAL STUDIES,US GOVERNMENT,,3,71,23.7,22,26
K,14,K071,JUAN MOREL CAMPUS SECONDARY SCHOOL,09-12,GEN ED,SOCIAL STUDIES,OTHER,,1,12,12,12,12
K,14,K071,JUAN MOREL CAMPUS SECONDARY SCHOOL,09-12,CTT,SOCIAL STUDIES,GLOBAL HISTORY 10,,1,24,24,24,24
K,14,K071,JUAN MOREL CAMPUS SECONDARY SCHOOL,09-12,CTT,SOCIAL STUDIES,US HISTORY,,1,34,34,34,34
K,14,K071,JUAN MOREL CAMPUS SECONDARY SCHOOL,09-12,SPEC ED,SOCIAL STUDIES,GLOBAL HISTORY 9,,1,15,15,15,15
K,14,K071,JUAN MOREL CAMPUS SECONDARY SCHOOL,09-12,GEN ED,SCIENCE,LIVING ENVIRONMENT,,8,192,24,19,28
K,14,K071,JUAN MOREL CAMPUS SECONDARY SCHOOL,09-12,GEN ED,SCIENCE,EARTH SCIENCE,,7,146,20.9,18,24
K,14,K071,JUAN MOREL CAMPUS SECONDARY SCHOOL,09-12,GEN ED,SCIENCE,CHEMISTRY,,2,43,21.5,19,24
K,14,K071,JUAN MOREL CAMPUS SECONDARY SCHOOL,09-12,CTT,SCIENCE,EARTH SCIENCE,,1,24,24,24,24
K,14,K071,JUAN MOREL CAMPUS SECONDARY SCHOOL,09-12,SPEC ED,SCIENCE,LIVING ENVIRONMENT,,1,15,15,15,15
K,14,K071,JUAN MOREL CAMPUS SECONDARY SCHOOL,09-12,GEN ED,MATH,MATH A,,4,91,22.8,19,26
K,14,K071,JUAN MOREL CAMPUS SECONDARY SCHOOL,09-12,GEN ED,MATH,MATH B,,3,77,25.7,22,29
K,14,K071,JUAN MOREL CAMPUS SECONDARY SCHOOL,09-12,GEN ED,MATH,ALGEBRA,,4,94,23.5,19,28
K,14,K071,JUAN MOREL CAMPUS SECONDARY SCHOOL,09-12,GEN ED,MATH,OTHER,,2,32,16,12,20
K,14,K071,JUAN MOREL CAMPUS SECONDARY SCHOOL,09-12,CTT,MATH,MATH A,,1,27,27,27,27
K,14,K071,JUAN MOREL CAMPUS SECONDARY SCHOOL,09-12,CTT,MATH,OTHER,,1,24,24,24,24
K,14,K071,JUAN MOREL CAMPUS SECONDARY SCHOOL,09-12,SPEC ED,MATH,ALGEBRA,,1,14,14,14,14
K,14,K084,P.S. 084 JOSE DE DIEGO,0K,GEN ED,-,-,-,4,60,15,14,16
K,14,K084,P.S. 084 JOSE DE DIEGO,01,GEN ED,-,-,-,4,68,17,14,21
K,14,K084,P.S. 084 JOSE DE DIEGO,02,GEN ED,-,-,-,3,63,21,20,22
K,14,K084,P.S. 084 JOSE DE DIEGO,03,GEN ED,-,-,-,3,58,19.3,18,20
K,14,K084,P.S. 084 JOSE DE DIEGO,04,GEN ED,-,-,-,3,66,22,22,22
K,14,K084,P.S. 084 JOSE DE DIEGO,05,GEN ED,-,-,-,3,66,22,19,24
K,14,K084,P.S. 084 JOSE DE DIEGO,0K-09,SPEC ED,-,-,12:1,1,12,12,12,12
K,14,K084,P.S. 084 JOSE DE DIEGO,0K-09,SPEC ED,-,-,12:1:1,5,48,9.6,7,11
K,14,K110,P.S. 110 THE MONITOR,0K,GEN ED,-,-,-,2,30,15,15,15
K,14,K110,P.S. 110 THE MONITOR,0K,CTT,-,-,-,1,16,16,16,16
K,14,K110,P.S. 110 THE MONITOR,01,GEN ED,-,-,-,3,70,23.3,22,25
K,14,K110,P.S. 110 THE MONITOR,02,GEN ED,-,-,-,3,54,18,17,19
K,14,K110,P.S. 110 THE MONITOR,03,GEN ED,-,-,-,3,55,18.3,18,19
K,14,K110,P.S. 110 THE MONITOR,04,GEN ED,-,-,-,2,38,19,19,19
K,14,K110,P.S. 110 THE MONITOR,04,CTT,-,-,-,1,18,18,18,18
K,14,K110,P.S. 110 THE MONITOR,05,GEN ED,-,-,-,2,40,20,19,21
K,14,K110,P.S. 110 THE MONITOR,05,CTT,-,-,-,1,20,20,20,20
K,14,K110,P.S. 110 THE MONITOR,0K-09,SPEC ED,-,-,12:1:1,2,18,9,8,10
K,14,K120,P.S. 120 CARLOS TAPIA,0K,GEN ED,-,-,-,3,60,20,16,23
K,14,K120,P.S. 120 CARLOS TAPIA,01,GEN ED,-,-,-,4,70,17.5,17,18
K,14,K120,P.S. 120 CARLOS TAPIA,02,GEN ED,-,-,-,4,82,20.5,20,21
K,14,K120,P.S. 120 CARLOS TAPIA,03,GEN ED,-,-,-,3,70,23.3,21,25
K,14,K120,P.S. 120 CARLOS TAPIA,04,GEN ED,-,-,-,3,66,22,20,23
K,14,K120,P.S. 120 CARLOS TAPIA,05,GEN ED,-,-,-,2,49,24.5,24,25
K,14,K120,P.S. 120 CARLOS TAPIA,0K-09,SPEC ED,-,-,12:1:1,3,35,11.7,11,12
K,14,K126,J.H.S. 126 JOHN ERICSSON,06,GEN ED,-,-,-,7,147,21,20,22
K,14,K126,J.H.S. 126 JOHN ERICSSON,07,GEN ED,-,-,-,8,183,22.9,17,28
K,14,K126,J.H.S. 126 JOHN ERICSSON,08,GEN ED,-,-,-,10,213,21.3,15,27
K,14,K126,J.H.S. 126 JOHN ERICSSON,0K-09,SPEC ED,-,-,12:1,1,12,12,12,12
K,14,K126,J.H.S. 126 JOHN ERICSSON,0K-09,SPEC ED,-,-,12:1:1,4,48,12,11,13
K,14,K132,P.S. 132 CONSELYA,0K,GEN ED,-,-,-,3,74,24.7,24,25
K,14,K132,P.S. 132 CONSELYA,0K,CTT,-,-,-,1,23,23,23,23
K,14,K132,P.S. 132 CONSELYA,01,GEN ED,-,-,-,4,106,26.5,26,27
K,14,K132,P.S. 132 CONSELYA,02,GEN ED,-,-,-,5,105,21,20,22
K,14,K132,P.S. 132 CONSELYA,03,GEN ED,-,-,-,4,82,20.5,18,23
K,14,K132,P.S. 132 CONSELYA,04,GEN ED,-,-,-,4,90,22.5,21,24
K,14,K132,P.S. 132 CONSELYA,05,GEN ED,-,-,-,4,96,24,20,27
K,14,K132,P.S. 132 CONSELYA,0K-09,SPEC ED,-,-,12:1:1,1,11,11,11,11
K,14,K147,P.S. 147 ISSAC REMSEN,0K,GEN ED,-,-,-,2,37,18.5,17,20
K,14,K147,P.S. 147 ISSAC REMSEN,01,GEN ED,-,-,-,2,34,17,17,17
K,14,K147,P.S. 147 ISSAC REMSEN,02,GEN ED,-,-,-,2,31,15.5,15,16
K,14,K147,P.S. 147 ISSAC REMSEN,02,CTT,-,-,-,1,20,20,20,20
K,14,K147,P.S. 147 ISSAC REMSEN,03,GEN ED,-,-,-,2,47,23.5,23,24
K,14,K147,P.S. 147 ISSAC REMSEN,04,GEN ED,-,-,-,2,40,20,20,20
K,14,K147,P.S. 147 ISSAC REMSEN,05,GEN ED,-,-,-,2,33,16.5,16,17
K,14,K147,P.S. 147 ISSAC REMSEN,0K-09,SPEC ED,-,-,12:1,1,11,11,11,11
K,14,K147,P.S. 147 ISSAC REMSEN,0K-09,SPEC ED,-,-,12:1:1,1,12,12,12,12
K,14,K157,P.S. 157 BENJAMIN FRANKLIN,0K,GEN ED,-,-,-,3,47,15.7,15,16
