BROOKLYN CONDOMINIUM PROPERTY Boro-Block-Lot,BROOKLYN CONDOMINIUM PROPERTY Condo Section,BROOKLYN CONDOMINIUM PROPERTY Address,BROOKLYN CONDOMINIUM PROPERTY Neighborhood,BROOKLYN CONDOMINIUM PROPERTY Building Classification,BROOKLYN CONDOMINIUM PROPERTY Total Units,BROOKLYN CONDOMINIUM PROPERTY Year Built,BROOKLYN CONDOMINIUM PROPERTY Gross SqFt,BROOKLYN CONDOMINIUM PROPERTY Est. Gross Income,BROOKLYN CONDOMINIUM PROPERTY Gross Income per SqFt,BROOKLYN CONDOMINIUM PROPERTY Full Market Value,BROOKLYN CONDOMINIUM PROPERTY Market Value per SqFt, COMPARABLE RENTAL 1 Boro-Block-Lot,COMPARABLE RENTAL 1 Address,COMPARABLE RENTAL 1  Neighborhood,COMPARABLE RENTAL 1  Building Classification,COMPARABLE RENTAL 1  Total Units,COMPARABLE RENTAL 1  Year Built,COMPARABLE RENTAL 1  Gross SqFt,COMPARABLE RENTAL 1  Est. Gross Income,COMPARABLE RENTAL 1  Gross Income per SqFt,COMPARABLE RENTAL 1 Full Market Value,COMPARABLE RENTAL 1  Market Value per SqFt,COMPARABLE RENTAL 1  Dist. from Coop in miles,COMPARABLE RENTAL 2  Boro-Block-Lot,COMPARABLE RENTAL 2  Address,COMPARABLE RENTAL 2  Neighborhood,COMPARABLE RENTAL 2  Building Classification,COMPARABLE RENTAL 2  Total Units,COMPARABLE RENTAL 2  Year Built,COMPARABLE RENTAL 2  Gross SqFt,COMPARABLE RENTAL 2  Est. Gross Income,COMPARABLE RENTAL 2  Gross Income per SqFt,COMPARABLE RENTAL 2  Full Market Value,COMPARABLE RENTAL 2  Market Value per SqFt,COMPARABLE RENTAL 2  Dist. from Coop in miles
3-07404-7503,1973-R1,2752 OCEAN AVENUE,SHEEPSHEAD BAY,R4-ELEVATOR,20,2004,19032,291380,15.31,1150004,60,3-07467-0013,2654 EAST 23 STREET,SHEEPSHEAD BAY,C1-WALK-UP,16,1982,10248,156941,15.31,531000,52,0.5,,,,,,,,,,,,
3-07405-7501,2184-R1,2781A OCEAN AVENUE,SHEEPSHEAD BAY,R4-ELEVATOR,72,1957,62370,0,0,5629831,90,3-00714-0044,4018 5 AVENUE,SUNSET PARK,C7-WALK-UP,32,1906,24620,410892,16.69,1390000,56,4.95,,,,,,,,,,,,
3-07412-7501,284-R1,2475 EAST 11 STREET,SHEEPSHEAD BAY,R9-CONDOPS,62,1961,60072,755706,12.58,2610000,43.4,3-07458-0062,2625 EAST 13 STREET,SHEEPSHEAD BAY,D1-ELEVATOR,77,1957,72840,956687,13.13,2980000,40.9,0.35,,,,,,,,,,,,
3-07414-7501,532-R1,1208 SHEEPSHEAD BAY ROAD,SHEEPSHEAD BAY,R2-WALK-UP,12,1988,14100,0,0,757000,54,3-07372-0037,2276 HOMECREST AVENUE,SHEEPSHEAD BAY,C1-WALK-UP,16,1947,11800,207411,17.58,776000,66,0.35,,,,,,,,,,,,
3-07437-7503,1862-R1,2570 EAST 17 STREET,SHEEPSHEAD BAY,R4-ELEVATOR,16,2005,38257,765140,20,3319998,87,3-06107-0033,378 93 STREET,BAY RIDGE,D1-ELEVATOR,12,2003,10555,213949,20.27,800000,76,4.6,3-07124-0044,61 VILLAGE ROAD NORTH,OCEAN PARKWAY-SOUTH,D1-ELEVATOR,11,2005,14500,293915,20.27,1100000,76,1.15
3-07440-7501,14-R2,2900 OCEAN AVENUE,SHEEPSHEAD BAY,R4-ELEVATOR,88,1957,75324,0,0,4870018,65,3-07415-0001,2403 EAST 13 STREET,SHEEPSHEAD BAY,C1-WALK-UP,12,1975,9000,148944,16.55,504000,56,0.35,,,,,,,,,,,,
3-07462-7501,1743-R1,2615 EAST 17 STREET,SHEEPSHEAD BAY,R4-ELEVATOR,29,2006,32236,593465,18.41,2350000,73,3-08792-0063,2801 EMMONS AVENUE,SHEEPSHEAD BAY,D6-ELEVATOR,55,2004,45054,1181957,26.2,4900000,109,0.65,3-07722-0029,885 EAST 38 STREET,FLATBUSH-EAST,D1-ELEVATOR,30,1929,25200,266885,10.59,692000,27.5,3.2
3-07465-7501,1442-R1,2012 JEROME AVENUE,SHEEPSHEAD BAY,R4-ELEVATOR,12,0,25861,0,0,2530002,98,3-07465-0009,2024 JEROME AVENUE,SHEEPSHEAD BAY,C7-WALK-UP,16,1979,16280,262937,16.15,889000,55,0,3-01637-0001,854 GATES AVENUE,BEDFORD STUYVESANT,D1-ELEVATOR,86,1995,24528,711270,29,1510000,62,7.1
3-07638-7503,1346-R1,1733 OCEAN AVENUE,MIDWOOD,R4-ELEVATOR,15,2005,24167,497737,20.6,2160999,89,3-01637-0001,854 GATES AVENUE,BEDFORD STUYVESANT,D1-ELEVATOR,86,1995,24528,711270,29,1510000,62,4.9,3-06707-0014,918 EAST 15 STREET,MIDWOOD,C1-WALK-UP,20,1925,14080,171585,12.19,482000,34.2,0.6
3-07964-7501,120-R1,538 EAST 86 STREET,CANARSIE,R2-WALK-UP,18,1900,24544,638144,26,2770002,113,3-01824-0070,377 PUTNAM AVENUE,BEDFORD STUYVESANT,C1-WALK-UP,31,1910,16800,405263,24.12,859000,51,3.4,,,,,,,,,,,,
3-08010-7501,37-R1,751 EAST 89 STREET,CANARSIE,R2-WALK-UP,12,1985,11402,138990,12.19,480001,42.1,3-05892-0041,474 OVINGTON AVENUE,BAY RIDGE,C7-WALK-UP,13,2000,18360,300784,16.38,1020000,56,6.1,,,,,,,,,,,,
3-08237-7501,144-R1,1364 EAST 92 STREET,CANARSIE,R4-ELEVATOR,36,1900,24880,282637,11.36,878004,35.3,3-08144-0020,945 EAST 94 STREET,CANARSIE,C1-WALK-UP,40,1929,36480,418538,11.47,1180000,32.3,0.75,,,,,,,,,,,,
3-08295-7501,272-R1,9204 AVENUE N,CANARSIE,R2-WALK-UP,12,1900,15795,150842,9.55,429997,27.2,3-08144-0020,945 EAST 94 STREET,CANARSIE,C1-WALK-UP,40,1929,36480,418538,11.47,1180000,32.3,1.15,,,,,,,,,,,,
3-08470-7501,1818-R1,5923 STRICKLAND AVENUE,MILL BASIN,R9-CONDOPS,20,0,17219,488675,28.4,2340000,136,3-01149-0006,677 CLASSON AVENUE,CROWN HEIGHTS,C1-WALK-UP,16,1990,6100,173106,28.4,717000,118,5,,,,,,,,,,,,
3-08664-7501,920-R1,2943 BRIGHTON 4 STREET,BRIGHTON BEACH,R4-ELEVATOR,19,2001,18163,273805,15.07,1080003,59,3-08678-0073,3160 CONEY ISLAND AVENUE,BRIGHTON BEACH,C1-WALK-UP,16,1938,12160,170842,14.05,532000,43.8,0.2,3-00714-0044,4018 5 AVENUE,SUNSET PARK,C7-WALK-UP,32,1906,24620,410892,16.69,1390000,56,5.4
3-08664-7502,2006-R1,2955 BRIGHTON 4 STREET,BRIGHTON BEACH,R4-ELEVATOR,14,0,15978,261879,16.39,1040000,65,3-02433-0018,228 SOUTH 3 STREET,WILLIAMSBURG-SOUTH,D1-ELEVATOR,30,1920,19422,348814,17.96,1300000,67,9.1,3-02132-0016,158 BROADWAY,WILLIAMSBURG-SOUTH,D7-ELEVATOR,13,2002,24949,369671,14.82,1250000,50,9
3-08665-7502,1987-R1,2964 BRIGHTON 6 STREET,BRIGHTON BEACH,R4-ELEVATOR,14,0,22446,325467,14.5,1189999,53,3-08678-0073,3160 CONEY ISLAND AVENUE,BRIGHTON BEACH,C1-WALK-UP,16,1938,12160,170842,14.05,532000,43.8,0.15,3-00925-0021,838 42 STREET,BOROUGH PARK,C1-WALK-UP,20,1916,14116,218015,15.44,737000,52,4.85
3-08668-7503,1799-R1,727 OCEAN VIEW AVENUE,BRIGHTON BEACH,R4-ELEVATOR,15,2005,15752,239115,15.18,945999,60,3-08717-0017,3075 BRIGHTON 14 STREET,BRIGHTON BEACH,C1-WALK-UP,35,1928,25200,360501,14.31,1220000,48.4,0.35,3-00714-0044,4018 5 AVENUE,SUNSET PARK,C7-WALK-UP,32,1906,24620,410892,16.69,1390000,56,5.4
3-08668-7504,2540-R1,3064 CONEY ISLAND AVENUE,BRIGHTON BEACH,R4-ELEVATOR,16,0,16542,0,0,1649964,100,3-01637-0001,854 GATES AVENUE,BEDFORD STUYVESANT,D1-ELEVATOR,86,1995,24528,711270,29,1510000,62,7.6,,,,,,,,,,,,
3-08678-7501,1581-R1,728 OCEAN VIEW AVENUE,BRIGHTON BEACH,R2-WALK-UP,12,2004,16777,0,0,1460001,87,3-00177-0034,397 ATLANTIC AVENUE,BOERUM HILL,C1-WALK-UP,13,2004,14800,466050,31.5,2170000,147,7.6,3-08678-0073,3160 CONEY ISLAND AVENUE,BRIGHTON BEACH,C1-WALK-UP,16,1938,12160,170842,14.05,532000,43.8,0
3-08679-7501,141-R1,3111 OCEAN PARKWAY,BRIGHTON BEACH,R4-ELEVATOR,116,1988,121107,0,0,8810012,73,3-01388-0048,935 EASTERN PARKWAY,CROWN HEIGHTS,D1-ELEVATOR,17,2000,34430,192335,5.59,408000,11.85,6.7,,,,,,,,,,,,
3-08713-7501,356-R1,2 WEST END AVENUE,BRIGHTON BEACH,R9-CONDOPS,122,0,106627,0,0,2600000,24.38,3-05448-0058,1673 49 STREET,BOROUGH PARK,D7-ELEVATOR,37,1931,38880,328947,8.46,697000,17.93,3.8,,,,,,,,,,,,
3-08717-7501,355-R1,1151 BRIGHTON BEACH AVENU,BRIGHTON BEACH,R9-CONDOPS,83,1937,61980,0,0,1500000,24.2,3-08688-0079,3094 BRIGHTON 5 STREET,BRIGHTON BEACH,D1-ELEVATOR,43,1929,52200,683800,13.1,2130000,40.8,0.4,,,,,,,,,,,,
3-08720-7501,792-R1,150 OCEANA DRIVE,BRIGHTON BEACH,R4-ELEVATOR,102,2000,74256,0,0,14499992,195,3-02145-0018,440 BERRY STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,66,1995,58430,1052908,18.02,2230000,38.2,9.1,,,,,,,,,,,,
3-08720-7502,804-R1,120 OCEANA DRIVE,BRIGHTON BEACH,R4-ELEVATOR,50,0,66185,1588440,24,6900001,104,3-01959-0027,80 GREENE AVENUE,FORT GREENE,D9-ELEVATOR,97,1982,71470,1870768,26.2,7750000,108,7.5,3-02145-0018,440 BERRY STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,66,1995,58430,1052908,18.02,2230000,38.2,9.1
3-08720-7502,804-R2,130 OCEANA DRIVE,BRIGHTON BEACH,R4-ELEVATOR,50,0,72043,1729032,24,7510001,104,3-01959-0027,80 GREENE AVENUE,FORT GREENE,D9-ELEVATOR,97,1982,71470,1870768,26.2,7750000,108,7.5,3-02145-0018,440 BERRY STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,66,1995,58430,1052908,18.02,2230000,38.2,9.1
3-08720-7503,833-R1,60 OCEANA DRIVE,BRIGHTON BEACH,R4-ELEVATOR,68,0,148512,0,0,9045003,61,3-02145-0018,440 BERRY STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,66,1995,58430,1052908,18.02,2230000,38.2,9.1,,,,,,,,,,,,
3-08720-7504,961-R1,40 OCEANA DRIVE,BRIGHTON BEACH,R4-ELEVATOR,75,2001,146439,1870026,12.77,6830004,46.6,3-08678-0073,3160 CONEY ISLAND AVENUE,BRIGHTON BEACH,C1-WALK-UP,16,1938,12160,170842,14.05,532000,43.8,0.2,3-08668-0815,2907 NEPTUNE AVENUE,BRIGHTON BEACH,C7-WALK-UP,48,1920,42120,484042,11.49,1360000,32.3,0.3
3-08720-7505,1016-R1,75 OCEANA DRIVE EAST,BRIGHTON BEACH,R4-ELEVATOR,70,2002,83058,0,0,7359994,89,3-02145-0018,440 BERRY STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,66,1995,58430,1052908,18.02,2230000,38.2,9.1,3-08678-0073,3160 CONEY ISLAND AVENUE,BRIGHTON BEACH,C1-WALK-UP,16,1938,12160,170842,14.05,532000,43.8,0.2
3-08720-7506,1057-R1,70 OCEANA DRIVE WEST,BRIGHTON BEACH,R4-ELEVATOR,48,0,65182,1180446,18.11,4669998,72,3-02130-0017,84 BROADWAY,WILLIAMSBURG-SOUTH,D7-ELEVATOR,25,1920,26631,591705,22.22,2450000,92,9.2,3-01381-0062,1615 ST JOHN'S PLACE,CROWN HEIGHTS,D1-ELEVATOR,40,2002,44650,943901,21.14,2000000,44.8,6.7
3-08720-7507,1082-R1,45 OCEANA DRIVE,BRIGHTON BEACH,R4-ELEVATOR,71,0,96838,2130260,22,9279998,96,3-02145-0018,440 BERRY STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,66,1995,58430,1052908,18.02,2230000,38.2,9.1,3-02130-0017,84 BROADWAY,WILLIAMSBURG-SOUTH,D7-ELEVATOR,25,1920,26631,591705,22.22,2450000,92,9.2
3-08720-7514,1249-R1,65 OCEANA DRIVE EAST,BRIGHTON BEACH,R4-ELEVATOR,63,0,106063,0,0,9900003,93,3-01959-0027,80 GREENE AVENUE,FORT GREENE,D9-ELEVATOR,97,1982,71470,1870768,26.2,7750000,108,7.5,,,,,,,,,,,,
3-08723-7501,233-R1,200 CORBIN PLACE,BRIGHTON BEACH,R9-CONDOPS,118,1961,133505,1241597,9.3,3540000,26.5,3-05163-0048,835 OCEAN AVENUE,FLATBUSH-CENTRAL,D1-ELEVATOR,72,1953,88820,825921,9.3,1750000,19.7,4.6,,,,,,,,,,,,
3-08723-7502,2049-R1,1182 BRIGHTON BEACH AVENU,BRIGHTON BEACH,R4-ELEVATOR,24,2005,26656,559776,21,2430002,91,3-01959-0027,80 GREENE AVENUE,FORT GREENE,D9-ELEVATOR,97,1982,71470,1870768,26.2,7750000,108,7.6,3-00925-0024,844 42 STREET,BOROUGH PARK,C1-WALK-UP,20,1916,14116,218015,15.44,737000,52,5.3
3-08782-7502,1443-R1,3567 SHORE PARKWAY SR NOR,SHEEPSHEAD BAY,R4-ELEVATOR,15,2005,22625,509063,22.5,2210000,98,3-07465-0009,2024 JEROME AVENUE,SHEEPSHEAD BAY,C7-WALK-UP,16,1979,16280,262937,16.15,889000,55,0.2,3-01637-0001,854 GATES AVENUE,BEDFORD STUYVESANT,D1-ELEVATOR,86,1995,24528,711270,29,1510000,62,7.1
3-08783-7502,1131-R1,2806 EAST 23 STREET,SHEEPSHEAD BAY,R4-ELEVATOR,12,2001,18590,309709,16.66,1230002,66,3-08786-0029,3611 SHORE PARKWAY,SHEEPSHEAD BAY,C1-WALK-UP,16,1982,10384,178182,17.16,666000,64,0.15,,,,,,,,,,,,
3-08792-7502,1225-R1,2800 EAST 29 STREET,SHEEPSHEAD BAY,R2-WALK-UP,18,2004,37350,634950,17,2510001,67,3-00821-0005,5411 2 AVENUE,BUSH TERMINAL,D7-ELEVATOR,18,2002,17790,318028,17.88,1190000,67,5.9,3-08786-0029,3611 SHORE PARKWAY,SHEEPSHEAD BAY,C1-WALK-UP,16,1982,10384,178182,17.16,666000,64,0.15
3-08793-7501,520-R1,4050 NOSTRAND AVENUE,SHEEPSHEAD BAY,R4-ELEVATOR,25,1994,16602,268288,16.16,1060000,64,3-08786-0029,3611 SHORE PARKWAY,SHEEPSHEAD BAY,C1-WALK-UP,16,1982,10384,178182,17.16,666000,64,0.2,3-07415-0001,2403 EAST 13 STREET,SHEEPSHEAD BAY,C1-WALK-UP,12,1975,9000,148944,16.55,504000,56,1
3-08805-7501,2419-R1,3165 EMMONS AVENUE,SHEEPSHEAD BAY,R4-ELEVATOR,43,2007,43811,0,0,3808802,87,3-07458-0062,2625 EAST 13 STREET,SHEEPSHEAD BAY,D1-ELEVATOR,77,1957,72840,956687,13.13,2980000,40.9,1.15,3-07357-0001,4190 BEDFORD AVENUE,SHEEPSHEAD BAY,D1-ELEVATOR,83,1961,75000,1096541,14.62,3710000,49.5,1.2
3-08810-7502,1097-R1,3415 GUIDER AVENUE,SHEEPSHEAD BAY,R4-ELEVATOR,18,2003,19690,571010,29,2739999,139,3-01637-0001,854 GATES AVENUE,BEDFORD STUYVESANT,D1-ELEVATOR,86,1995,24528,711270,29,1510000,62,7.4,,,,,,,,,,,,
3-08810-7505,1837-R1,2784 EAST 12 STREET,SHEEPSHEAD BAY,R4-ELEVATOR,14,2006,11844,225273,19.02,977999,83,3-08786-0029,3611 SHORE PARKWAY,SHEEPSHEAD BAY,C1-WALK-UP,16,1982,10384,178182,17.16,666000,64,0.85,3-06107-0033,378 93 STREET,BAY RIDGE,D1-ELEVATOR,12,2003,10555,213949,20.27,800000,76,4.55
3-08811-7501,1071-R1,3392 GUIDER AVENUE,SHEEPSHEAD BAY,R4-ELEVATOR,15,2003,24371,418206,17.16,1660002,68,3-07465-0009,2024 JEROME AVENUE,SHEEPSHEAD BAY,C7-WALK-UP,16,1979,16280,262937,16.15,889000,55,0.65,3-08786-0029,3611 SHORE PARKWAY,SHEEPSHEAD BAY,C1-WALK-UP,16,1982,10384,178182,17.16,666000,64,0.95
3-08812-7501,1562-R1,2801 EAST 11 STREET,SHEEPSHEAD BAY,R4-ELEVATOR,21,2005,21660,719220,33.2,3450000,159,3-00051-0012,65 WASHINGTON STREET,DOWNTOWN-FULTON FERRY,D7-ELEVATOR,59,2000,50457,1887773,37.4,8790000,174,8.4,3-01637-0001,854 GATES AVENUE,BEDFORD STUYVESANT,D1-ELEVATOR,86,1995,24528,711270,29,1510000,62,7.5
