DBN,School Name,Cohort Year,Demographic,Total Cohort Num,Total Grads Num,Num achieving APM ,Pct of cohort achieving APM,Pct of graduates achieving APM
19K660,W H MAXWELL CAREER AND TECHNICAL EDUCATION HIGH SC,2006,English Language Proficient,217,98,6,2.80%,6.10%
19K660,W H MAXWELL CAREER AND TECHNICAL EDUCATION HIGH SC,2007,English Language Proficient,226,106,4,1.80%,3.80%
19K683,"THE SCHOOL FOR CLASSICS: AN ACADEMY OF THINKERS,",2007,English Language Proficient,1,0,s,s,s
20K445,NEW UTRECHT HIGH SCHOOL,2006,English Language Learner,134,72,32,23.90%,44.40%
20K445,NEW UTRECHT HIGH SCHOOL,2007,English Language Learner,124,86,28,22.60%,32.60%
20K445,NEW UTRECHT HIGH SCHOOL,2006,English Language Proficient,487,327,139,28.50%,42.50%
20K445,NEW UTRECHT HIGH SCHOOL,2007,English Language Proficient,521,362,128,24.60%,35.40%
20K485,HIGH SCHOOL OF TELECOMMUNICATIONS ARTS AND TECHNOL,2006,English Language Learner,13,2,s,s,s
20K485,HIGH SCHOOL OF TELECOMMUNICATIONS ARTS AND TECHNOL,2007,English Language Learner,13,3,s,s,s
20K485,HIGH SCHOOL OF TELECOMMUNICATIONS ARTS AND TECHNOL,2006,English Language Proficient,284,223,107,37.70%,48.00%
20K485,HIGH SCHOOL OF TELECOMMUNICATIONS ARTS AND TECHNOL,2007,English Language Proficient,318,257,100,31.40%,38.90%
20K490,FORT HAMILTON HIGH SCHOOL,2006,English Language Learner,230,102,34,14.80%,33.30%
20K490,FORT HAMILTON HIGH SCHOOL,2007,English Language Learner,260,123,40,15.40%,32.50%
20K490,FORT HAMILTON HIGH SCHOOL,2006,English Language Proficient,756,548,261,34.50%,47.60%
20K490,FORT HAMILTON HIGH SCHOOL,2007,English Language Proficient,884,617,271,30.70%,43.90%
20K505,FRANKLIN D ROOSEVELT HIGH SCHOOL,2006,English Language Learner,256,118,52,20.30%,44.10%
20K505,FRANKLIN D ROOSEVELT HIGH SCHOOL,2007,English Language Learner,332,163,62,18.70%,38.00%
20K505,FRANKLIN D ROOSEVELT HIGH SCHOOL,2006,English Language Proficient,603,335,149,24.70%,44.50%
20K505,FRANKLIN D ROOSEVELT HIGH SCHOOL,2007,English Language Proficient,490,290,101,20.60%,34.80%
21K337,INTERNATIONAL HIGH SCHOOL AT LAFAYETTE,2006,English Language Learner,53,17,s,s,s
21K337,INTERNATIONAL HIGH SCHOOL AT LAFAYETTE,2007,English Language Learner,54,15,s,s,s
21K337,INTERNATIONAL HIGH SCHOOL AT LAFAYETTE,2006,English Language Proficient,18,14,s,s,s
21K337,INTERNATIONAL HIGH SCHOOL AT LAFAYETTE,2007,English Language Proficient,8,8,s,s,s
21K344,RACHEL CARSON HIGH SCHOOL FOR COASTAL STUDIES,2006,English Language Learner,8,2,s,s,s
21K344,RACHEL CARSON HIGH SCHOOL FOR COASTAL STUDIES,2007,English Language Learner,22,10,s,s,s
21K344,RACHEL CARSON HIGH SCHOOL FOR COASTAL STUDIES,2006,English Language Proficient,105,69,28,26.70%,40.60%
21K344,RACHEL CARSON HIGH SCHOOL FOR COASTAL STUDIES,2007,English Language Proficient,95,64,15,15.80%,23.40%
21K348,HIGH SCHOOL OF SPORTS MANAGEMENT,2006,English Language Learner,3,2,s,s,s
21K348,HIGH SCHOOL OF SPORTS MANAGEMENT,2007,English Language Learner,2,1,s,s,s
21K348,HIGH SCHOOL OF SPORTS MANAGEMENT,2006,English Language Proficient,62,47,7,11.30%,14.90%
21K348,HIGH SCHOOL OF SPORTS MANAGEMENT,2007,English Language Proficient,57,37,6,10.50%,16.20%
21K400,LAFAYETTE HIGH SCHOOL,2006,English Language Learner,26,10,s,s,s
21K400,LAFAYETTE HIGH SCHOOL,2006,English Language Proficient,39,21,4,10.30%,19.00%
21K410,ABRAHAM LINCOLN HIGH SCHOOL,2006,English Language Learner,101,34,7,6.90%,20.60%
21K410,ABRAHAM LINCOLN HIGH SCHOOL,2007,English Language Learner,124,41,3,2.40%,7.30%
21K410,ABRAHAM LINCOLN HIGH SCHOOL,2006,English Language Proficient,519,320,87,16.80%,27.20%
21K410,ABRAHAM LINCOLN HIGH SCHOOL,2007,English Language Proficient,592,377,118,19.90%,31.30%
21K525,EDWARD R MURROW HIGH SCHOOL,2006,English Language Learner,64,22,9,14.10%,40.90%
21K525,EDWARD R MURROW HIGH SCHOOL,2007,English Language Learner,60,19,s,s,s
21K525,EDWARD R MURROW HIGH SCHOOL,2006,English Language Proficient,874,680,367,42.00%,54.00%
21K525,EDWARD R MURROW HIGH SCHOOL,2007,English Language Proficient,927,691,397,42.80%,57.50%
21K540,JOHN DEWEY HIGH SCHOOL,2006,English Language Learner,75,43,12,16.00%,27.90%
21K540,JOHN DEWEY HIGH SCHOOL,2007,English Language Learner,127,63,23,18.10%,36.50%
21K540,JOHN DEWEY HIGH SCHOOL,2006,English Language Proficient,528,304,113,21.40%,37.20%
21K540,JOHN DEWEY HIGH SCHOOL,2007,English Language Proficient,606,389,148,24.40%,38.00%
21K559,LIFE ACADEMY HIGH SCHOOL FOR FILM AND MUSIC,2007,English Language Learner,1,0,s,s,s
21K559,LIFE ACADEMY HIGH SCHOOL FOR FILM AND MUSIC,2006,English Language Proficient,1,0,s,s,s
21K559,LIFE ACADEMY HIGH SCHOOL FOR FILM AND MUSIC,2007,English Language Proficient,36,29,5,13.90%,17.20%
21K572,EXPEDITIONARY LEARNING SCHOOL FOR COMMUNITY LEADER,2007,English Language Learner,10,2,s,s,s
21K572,EXPEDITIONARY LEARNING SCHOOL FOR COMMUNITY LEADER,2006,English Language Proficient,3,0,s,s,s
21K572,EXPEDITIONARY LEARNING SCHOOL FOR COMMUNITY LEADER,2007,English Language Proficient,25,11,s,s,s
21K620,WILLIAM E GRADY CAREER AND TECHNICAL EDUCATION HIG,2006,English Language Learner,6,2,s,s,s
21K620,WILLIAM E GRADY CAREER AND TECHNICAL EDUCATION HIG,2007,English Language Learner,8,2,s,s,s
21K620,WILLIAM E GRADY CAREER AND TECHNICAL EDUCATION HIG,2006,English Language Proficient,275,117,9,3.30%,7.70%
21K620,WILLIAM E GRADY CAREER AND TECHNICAL EDUCATION HIG,2007,English Language Proficient,274,128,8,2.90%,6.30%
21K690,BROOKLYN STUDIO SECONDARY SCHOOL,2006,English Language Learner,8,4,s,s,s
21K690,BROOKLYN STUDIO SECONDARY SCHOOL,2007,English Language Learner,3,0,s,s,s
21K690,BROOKLYN STUDIO SECONDARY SCHOOL,2006,English Language Proficient,132,91,33,25.00%,36.30%
21K690,BROOKLYN STUDIO SECONDARY SCHOOL,2007,English Language Proficient,174,117,39,22.40%,33.30%
21K728,LIBERATION DIPLOMA PLUS,2007,English Language Learner,1,0,s,s,s
21K728,LIBERATION DIPLOMA PLUS,2006,English Language Proficient,65,17,s,s,s
21K728,LIBERATION DIPLOMA PLUS,2007,English Language Proficient,96,23,3,3.10%,13.00%
22K405,MIDWOOD HIGH SCHOOL,2006,English Language Learner,15,4,s,s,s
22K405,MIDWOOD HIGH SCHOOL,2007,English Language Learner,14,4,s,s,s
22K405,MIDWOOD HIGH SCHOOL,2006,English Language Proficient,857,753,503,58.70%,66.80%
22K405,MIDWOOD HIGH SCHOOL,2007,English Language Proficient,918,768,498,54.20%,64.80%
22K425,JAMES MADISON HIGH SCHOOL,2006,English Language Learner,73,27,6,8.20%,22.20%
22K425,JAMES MADISON HIGH SCHOOL,2007,English Language Learner,85,47,9,10.60%,19.10%
22K425,JAMES MADISON HIGH SCHOOL,2006,English Language Proficient,"1,003",686,322,32.10%,46.90%
22K425,JAMES MADISON HIGH SCHOOL,2007,English Language Proficient,641,431,206,32.10%,47.80%
22K495,SHEEPSHEAD BAY HIGH SCHOOL,2006,English Language Learner,100,59,13,13.00%,22.00%
22K495,SHEEPSHEAD BAY HIGH SCHOOL,2007,English Language Learner,93,43,5,5.40%,11.60%
22K495,SHEEPSHEAD BAY HIGH SCHOOL,2006,English Language Proficient,437,252,23,5.30%,9.10%
22K495,SHEEPSHEAD BAY HIGH SCHOOL,2007,English Language Proficient,526,308,48,9.10%,15.60%
22K535,LEON M GOLDSTEIN HIGH SCHOOL FOR THE SCIENCES,2006,English Language Proficient,253,244,203,80.20%,83.20%
22K535,LEON M GOLDSTEIN HIGH SCHOOL FOR THE SCIENCES,2007,English Language Proficient,262,251,191,72.90%,76.10%
22K555,BROOKLYN COLLEGE ACADEMY,2006,English Language Proficient,120,115,40,33.30%,34.80%
22K555,BROOKLYN COLLEGE ACADEMY,2007,English Language Proficient,150,148,59,39.30%,39.90%
22K585,BROOKLYN COMPREHENSIVE NIGHT HIG,2006,English Language Proficient,1,0,s,s,s
23K271,JOHN M. COLEMAN SCHOOL,2006,English Language Proficient,1,0,s,s,s
23K271,JOHN M. COLEMAN SCHOOL,2007,English Language Proficient,2,0,s,s,s
23K493,BROOKLYN COLLEGIATE-A COLLEGE BOARD SCHOOL,2006,English Language Learner,2,1,s,s,s
23K493,BROOKLYN COLLEGIATE-A COLLEGE BOARD SCHOOL,2007,English Language Learner,1,1,s,s,s
23K493,BROOKLYN COLLEGIATE-A COLLEGE BOARD SCHOOL,2006,English Language Proficient,68,43,6,8.80%,14.00%
23K493,BROOKLYN COLLEGIATE-A COLLEGE BOARD SCHOOL,2007,English Language Proficient,104,63,5,4.80%,7.90%
23K514,FREDERICK DOUGLAS ACADEMY VII HIGH SCHOOL,2006,English Language Learner,2,1,s,s,s
23K514,FREDERICK DOUGLAS ACADEMY VII HIGH SCHOOL,2007,English Language Learner,1,1,s,s,s
23K514,FREDERICK DOUGLAS ACADEMY VII HIGH SCHOOL,2006,English Language Proficient,90,64,7,7.80%,10.90%
23K514,FREDERICK DOUGLAS ACADEMY VII HIGH SCHOOL,2007,English Language Proficient,91,55,5,5.50%,9.10%
23K643,BROOKLYN DEMOCRACY ACADEMY,2006,English Language Learner,2,0,s,s,s
23K643,BROOKLYN DEMOCRACY ACADEMY,2007,English Language Learner,5,1,s,s,s
23K643,BROOKLYN DEMOCRACY ACADEMY,2006,English Language Proficient,95,26,1,1.10%,3.80%
23K643,BROOKLYN DEMOCRACY ACADEMY,2007,English Language Proficient,84,11,s,s,s
23K645,EBC/ENY HIGH SCHOOL FOR PUBLIC SAFETY,2006,English Language Learner,4,0,s,s,s
23K645,EBC/ENY HIGH SCHOOL FOR PUBLIC SAFETY,2007,English Language Learner,7,2,s,s,s
23K645,EBC/ENY HIGH SCHOOL FOR PUBLIC SAFETY,2006,English Language Proficient,89,52,3,3.40%,5.80%
23K645,EBC/ENY HIGH SCHOOL FOR PUBLIC SAFETY,2007,English Language Proficient,66,44,2,3.00%,4.50%
23K646,ASPIRATIONS DIPLOMA PLUS HIGH SCHOOL,2006,English Language Learner,7,2,s,s,s
23K646,ASPIRATIONS DIPLOMA PLUS HIGH SCHOOL,2007,English Language Learner,1,0,s,s,s
23K646,ASPIRATIONS DIPLOMA PLUS HIGH SCHOOL,2006,English Language Proficient,110,14,s,s,s
23K646,ASPIRATIONS DIPLOMA PLUS HIGH SCHOOL,2007,English Language Proficient,102,7,s,s,s
23K647,METROPOLITAN DIPLOMA PLUS HIGH SCHOOL,2006,English Language Learner,1,0,s,s,s
23K647,METROPOLITAN DIPLOMA PLUS HIGH SCHOOL,2007,English Language Learner,3,1,s,s,s
23K647,METROPOLITAN DIPLOMA PLUS HIGH SCHOOL,2006,English Language Proficient,96,22,2,2.10%,9.10%
23K647,METROPOLITAN DIPLOMA PLUS HIGH SCHOOL,2007,English Language Proficient,88,26,0,0.00%,0.00%
23K697,TEACHERS PREPERATORY HIGH SCHOOL,2006,English Language Learner,4,0,s,s,s
23K697,TEACHERS PREPERATORY HIGH SCHOOL,2007,English Language Learner,2,1,s,s,s
23K697,TEACHERS PREPERATORY HIGH SCHOOL,2006,English Language Proficient,95,72,24,25.30%,33.30%
23K697,TEACHERS PREPERATORY HIGH SCHOOL,2007,English Language Proficient,89,59,15,16.90%,25.40%
24Q264,ACADEMY OF FINANCE AND ENTERPRISE,2006,English Language Learner,5,2,s,s,s
24Q264,ACADEMY OF FINANCE AND ENTERPRISE,2007,English Language Learner,7,3,s,s,s
24Q264,ACADEMY OF FINANCE AND ENTERPRISE,2006,English Language Proficient,85,79,12,14.10%,15.20%
24Q264,ACADEMY OF FINANCE AND ENTERPRISE,2007,English Language Proficient,110,98,26,23.60%,26.50%
24Q267,HIGH SCHOOL OF APPLIED COMMUNICATIONS,2006,English Language Learner,6,3,s,s,s
24Q267,HIGH SCHOOL OF APPLIED COMMUNICATIONS,2007,English Language Learner,11,6,s,s,s
24Q267,HIGH SCHOOL OF APPLIED COMMUNICATIONS,2006,English Language Proficient,95,78,12,12.60%,15.40%
24Q267,HIGH SCHOOL OF APPLIED COMMUNICATIONS,2007,English Language Proficient,84,57,8,9.50%,14.00%
24Q296,PAN AMERICAN INTERNATIONAL HIGH SCHOOL,2006,English Language Learner,1,0,s,s,s
24Q296,PAN AMERICAN INTERNATIONAL HIGH SCHOOL,2007,English Language Learner,69,24,0,0.00%,0.00%
24Q296,PAN AMERICAN INTERNATIONAL HIGH SCHOOL,2007,English Language Proficient,11,10,s,s,s
24Q299,BARD HIGH SCHOOL EARLY COLLEGE II,2007,English Language Learner,1,1,s,s,s
24Q299,BARD HIGH SCHOOL EARLY COLLEGE II,2006,English Language Proficient,50,48,26,52.00%,54.20%
24Q299,BARD HIGH SCHOOL EARLY COLLEGE II,2007,English Language Proficient,54,50,39,72.20%,78.00%
24Q455,NEWTOWN HIGH SCHOOL,2006,English Language Learner,265,105,22,8.30%,21.00%
24Q455,NEWTOWN HIGH SCHOOL,2007,English Language Learner,265,138,30,11.30%,21.70%
24Q455,NEWTOWN HIGH SCHOOL,2006,English Language Proficient,508,277,63,12.40%,22.70%
24Q455,NEWTOWN HIGH SCHOOL,2007,English Language Proficient,540,321,63,11.70%,19.60%
24Q485,GROVER CLEVELAND HIGH SCHOOL,2006,English Language Learner,159,72,9,5.70%,12.50%
24Q485,GROVER CLEVELAND HIGH SCHOOL,2007,English Language Learner,161,44,2,1.20%,4.50%
24Q485,GROVER CLEVELAND HIGH SCHOOL,2006,English Language Proficient,544,309,101,18.60%,32.70%
24Q485,GROVER CLEVELAND HIGH SCHOOL,2007,English Language Proficient,624,342,94,15.10%,27.50%
24Q550,HIGH SCHOOL FOR ARTS AND BUSINESS,2006,English Language Learner,23,16,s,s,s
24Q550,HIGH SCHOOL FOR ARTS AND BUSINESS,2007,English Language Learner,21,12,s,s,s
24Q550,HIGH SCHOOL FOR ARTS AND BUSINESS,2006,English Language Proficient,164,110,18,11.00%,16.40%
24Q550,HIGH SCHOOL FOR ARTS AND BUSINESS,2007,English Language Proficient,168,130,22,13.10%,16.90%
24Q560,ROBERT F WAGNER JR SECONDARY SCHOOL-ARTS AND TECHN,2006,English Language Learner,2,0,s,s,s
24Q560,ROBERT F WAGNER JR SECONDARY SCHOOL-ARTS AND TECHN,2007,English Language Learner,2,0,s,s,s
24Q560,ROBERT F WAGNER JR SECONDARY SCHOOL-ARTS AND TECHN,2006,English Language Proficient,93,59,22,23.70%,37.30%
24Q560,ROBERT F WAGNER JR SECONDARY SCHOOL-ARTS AND TECHN,2007,English Language Proficient,113,82,16,14.20%,19.50%
24Q600,QUEENS VOCATIONAL AND TECHNICAL HIGH SCHOOL,2006,English Language Learner,7,2,s,s,s
24Q600,QUEENS VOCATIONAL AND TECHNICAL HIGH SCHOOL,2007,English Language Learner,4,1,s,s,s
24Q600,QUEENS VOCATIONAL AND TECHNICAL HIGH SCHOOL,2006,English Language Proficient,264,190,29,11.00%,15.30%
24Q600,QUEENS VOCATIONAL AND TECHNICAL HIGH SCHOOL,2007,English Language Proficient,266,194,42,15.80%,21.60%
24Q610,AVIATION CAREER AND TECHNICAL HIGH SCHOOL,2006,English Language Learner,8,4,s,s,s
24Q610,AVIATION CAREER AND TECHNICAL HIGH SCHOOL,2007,English Language Learner,5,3,s,s,s
24Q610,AVIATION CAREER AND TECHNICAL HIGH SCHOOL,2006,English Language Proficient,360,270,127,35.30%,47.00%
24Q610,AVIATION CAREER AND TECHNICAL HIGH SCHOOL,2007,English Language Proficient,418,346,174,41.60%,50.30%
24Q744,VOYAGES PREPARATORY,2006,English Language Learner,8,1,s,s,s
24Q744,VOYAGES PREPARATORY,2007,English Language Learner,5,0,s,s,s
24Q744,VOYAGES PREPARATORY,2006,English Language Proficient,77,9,s,s,s
24Q744,VOYAGES PREPARATORY,2007,English Language Proficient,93,14,s,s,s
25Q263,FLUSHING INTERNATIONAL HIGH SCHOOL,2006,English Language Learner,76,42,6,7.90%,14.30%
25Q263,FLUSHING INTERNATIONAL HIGH SCHOOL,2007,English Language Learner,77,37,6,7.80%,16.20%
25Q263,FLUSHING INTERNATIONAL HIGH SCHOOL,2006,English Language Proficient,10,9,s,s,s
25Q263,FLUSHING INTERNATIONAL HIGH SCHOOL,2007,English Language Proficient,16,13,s,s,s
25Q281,EAST-WEST SCHOOL OF INTERNATIONAL STUDIES,2006,English Language Learner,17,10,s,s,s
25Q281,EAST-WEST SCHOOL OF INTERNATIONAL STUDIES,2007,English Language Learner,8,4,s,s,s
25Q281,EAST-WEST SCHOOL OF INTERNATIONAL STUDIES,2006,English Language Proficient,58,54,15,25.90%,27.80%
25Q281,EAST-WEST SCHOOL OF INTERNATIONAL STUDIES,2007,English Language Proficient,75,65,20,26.70%,30.80%
25Q285,WORLD JOURNALISM PREPARATORY,2007,English Language Learner,1,1,s,s,s
25Q285,WORLD JOURNALISM PREPARATORY,2006,English Language Proficient,82,71,9,11.00%,12.70%
25Q285,WORLD JOURNALISM PREPARATORY,2007,English Language Proficient,71,62,17,23.90%,27.40%
25Q425,JOHN BOWNE HIGH SCHOOL,2006,English Language Learner,210,99,18,8.60%,18.20%
25Q425,JOHN BOWNE HIGH SCHOOL,2007,English Language Learner,243,121,31,12.80%,25.60%
25Q425,JOHN BOWNE HIGH SCHOOL,2006,English Language Proficient,478,287,55,11.50%,19.20%
25Q425,JOHN BOWNE HIGH SCHOOL,2007,English Language Proficient,471,320,74,15.70%,23.10%
25Q460,FLUSHING HIGH SCHOOL,2006,English Language Learner,148,80,10,6.80%,12.50%
25Q460,FLUSHING HIGH SCHOOL,2007,English Language Learner,186,76,25,13.40%,32.90%
25Q460,FLUSHING HIGH SCHOOL,2006,English Language Proficient,440,252,40,9.10%,15.90%
25Q460,FLUSHING HIGH SCHOOL,2007,English Language Proficient,527,321,74,14.00%,23.10%
25Q525,TOWNSEND HARRIS HIGH SCHOOL,2006,English Language Proficient,278,278,276,99.30%,99.30%
25Q525,TOWNSEND HARRIS HIGH SCHOOL,2007,English Language Proficient,273,272,272,99.60%,100.00%
25Q540,QUEENS ACADEMY HIGH SCHOOL,2006,English Language Learner,13,4,s,s,s
25Q540,QUEENS ACADEMY HIGH SCHOOL,2007,English Language Learner,17,0,s,s,s
25Q540,QUEENS ACADEMY HIGH SCHOOL,2006,English Language Proficient,128,27,6,4.70%,22.20%
25Q540,QUEENS ACADEMY HIGH SCHOOL,2007,English Language Proficient,170,38,6,3.50%,15.80%
25Q670,ROBERT F KENNEDY COMMUNITY HIGH SCHOOL,2006,English Language Learner,7,1,s,s,s
25Q670,ROBERT F KENNEDY COMMUNITY HIGH SCHOOL,2007,English Language Learner,5,3,s,s,s
25Q670,ROBERT F KENNEDY COMMUNITY HIGH SCHOOL,2006,English Language Proficient,152,89,35,23.00%,39.30%
25Q670,ROBERT F KENNEDY COMMUNITY HIGH SCHOOL,2007,English Language Proficient,185,124,39,21.10%,31.50%
25Q792,NORTH QUEENS COMMUNITY HIGH SCHOOL,2006,English Language Proficient,62,12,s,s,s
25Q792,NORTH QUEENS COMMUNITY HIGH SCHOOL,2007,English Language Proficient,66,11,s,s,s
26Q415,BENJAMIN N CARDOZO HIGH SCHOOL,2006,English Language Learner,49,33,11,22.40%,33.30%
26Q415,BENJAMIN N CARDOZO HIGH SCHOOL,2007,English Language Learner,41,25,4,9.80%,16.00%
26Q415,BENJAMIN N CARDOZO HIGH SCHOOL,2006,English Language Proficient,932,753,447,48.00%,59.40%
26Q415,BENJAMIN N CARDOZO HIGH SCHOOL,2007,English Language Proficient,901,757,460,51.10%,60.80%
26Q430,FRANCIS LEWIS HIGH SCHOOL,2006,English Language Learner,139,70,29,20.90%,41.40%
26Q430,FRANCIS LEWIS HIGH SCHOOL,2007,English Language Learner,153,82,41,26.80%,50.00%
26Q430,FRANCIS LEWIS HIGH SCHOOL,2006,English Language Proficient,"1,070",827,535,50.00%,64.70%
26Q430,FRANCIS LEWIS HIGH SCHOOL,2007,English Language Proficient,"1,014",853,527,52.00%,61.80%
26Q435,MARTIN VAN BUREN HIGH SCHOOL,2006,English Language Learner,59,17,s,s,s
26Q435,MARTIN VAN BUREN HIGH SCHOOL,2007,English Language Learner,55,18,s,s,s
26Q435,MARTIN VAN BUREN HIGH SCHOOL,2006,English Language Proficient,696,457,103,14.80%,22.50%
26Q435,MARTIN VAN BUREN HIGH SCHOOL,2007,English Language Proficient,714,432,46,6.40%,10.60%
26Q495,BAYSIDE HIGH SCHOOL,2006,English Language Learner,74,39,15,20.30%,38.50%
26Q495,BAYSIDE HIGH SCHOOL,2007,English Language Learner,58,34,16,27.60%,47.10%
26Q495,BAYSIDE HIGH SCHOOL,2006,English Language Proficient,828,684,439,53.00%,64.20%
26Q495,BAYSIDE HIGH SCHOOL,2007,English Language Proficient,914,777,472,51.60%,60.70%
26Q566,"QUEENS HIGH SCHOOL OF TEACHING, LIBERAL ARTS AND S",2006,English Language Learner,8,4,s,s,s
26Q566,"QUEENS HIGH SCHOOL OF TEACHING, LIBERAL ARTS AND S",2007,English Language Learner,7,6,s,s,s
26Q566,"QUEENS HIGH SCHOOL OF TEACHING, LIBERAL ARTS AND S",2006,English Language Proficient,273,231,55,20.10%,23.80%
26Q566,"QUEENS HIGH SCHOOL OF TEACHING, LIBERAL ARTS AND S",2007,English Language Proficient,280,230,49,17.50%,21.30%
27Q180,ROCKAWAY BEACH SCHOOL,2006,English Language Proficient,1,0,s,s,s
27Q260,FREDERICK DOUGLAS ACADEMY VI HIGH SCHOOL,2006,English Language Learner,2,0,s,s,s
27Q260,FREDERICK DOUGLAS ACADEMY VI HIGH SCHOOL,2007,English Language Learner,1,1,s,s,s
27Q260,FREDERICK DOUGLAS ACADEMY VI HIGH SCHOOL,2006,English Language Proficient,93,68,11,11.80%,16.20%
27Q260,FREDERICK DOUGLAS ACADEMY VI HIGH SCHOOL,2007,English Language Proficient,104,69,5,4.80%,7.20%
27Q262,CHANNEL VIEW SCHOOL FOR RESEARCH,2007,English Language Learner,1,1,s,s,s
27Q262,CHANNEL VIEW SCHOOL FOR RESEARCH,2006,English Language Proficient,71,67,14,19.70%,20.90%
27Q262,CHANNEL VIEW SCHOOL FOR RESEARCH,2007,English Language Proficient,100,84,21,21.00%,25.00%
27Q302,"QUEENS HIGH SCHOOL FOR INFORMATION, RESEARCH AND T",2006,English Language Proficient,2,0,s,s,s
27Q302,"QUEENS HIGH SCHOOL FOR INFORMATION, RESEARCH AND T",2007,English Language Proficient,12,0,s,s,s
27Q323,SCHOLARS' ACADEMY,2007,English Language Proficient,100,100,82,82.00%,82.00%
27Q400,AUGUST MARTIN HIGH SCHOOL,2006,English Language Learner,14,4,s,s,s
27Q400,AUGUST MARTIN HIGH SCHOOL,2007,English Language Learner,13,7,s,s,s
27Q400,AUGUST MARTIN HIGH SCHOOL,2006,English Language Proficient,274,150,8,2.90%,5.30%
27Q400,AUGUST MARTIN HIGH SCHOOL,2007,English Language Proficient,267,131,2,0.70%,1.50%
27Q410,BEACH CHANNEL HIGH SCHOOL,2006,English Language Learner,28,7,s,s,s
27Q410,BEACH CHANNEL HIGH SCHOOL,2007,English Language Learner,29,3,s,s,s
27Q410,BEACH CHANNEL HIGH SCHOOL,2006,English Language Proficient,361,182,10,2.80%,5.50%
27Q410,BEACH CHANNEL HIGH SCHOOL,2007,English Language Proficient,345,146,10,2.90%,6.80%
27Q465,FAR ROCKAWAY HIGH SCHOOL,2006,English Language Learner,36,12,s,s,s
27Q465,FAR ROCKAWAY HIGH SCHOOL,2007,English Language Learner,18,5,s,s,s
27Q465,FAR ROCKAWAY HIGH SCHOOL,2006,English Language Proficient,128,54,4,3.10%,7.40%
27Q465,FAR ROCKAWAY HIGH SCHOOL,2007,English Language Proficient,73,45,1,1.40%,2.20%
27Q475,RICHMOND HILL HIGH SCHOOL,2006,English Language Learner,139,53,3,2.20%,5.70%
27Q475,RICHMOND HILL HIGH SCHOOL,2007,English Language Learner,169,53,2,1.20%,3.80%
27Q475,RICHMOND HILL HIGH SCHOOL,2006,English Language Proficient,728,398,78,10.70%,19.60%
27Q475,RICHMOND HILL HIGH SCHOOL,2007,English Language Proficient,672,359,65,9.70%,18.10%
27Q480,JOHN ADAMS HIGH SCHOOL,2006,English Language Learner,102,67,5,4.90%,7.50%
27Q480,JOHN ADAMS HIGH SCHOOL,2007,English Language Learner,149,83,12,8.10%,14.50%
27Q480,JOHN ADAMS HIGH SCHOOL,2006,English Language Proficient,706,393,60,8.50%,15.30%
27Q480,JOHN ADAMS HIGH SCHOOL,2007,English Language Proficient,835,481,77,9.20%,16.00%
27Q650,"HIGH SCH-CONSTRUCTION, TRADES, ENGINEERING & ARCHI",2006,English Language Learner,1,1,s,s,s
27Q650,"HIGH SCH-CONSTRUCTION, TRADES, ENGINEERING & ARCHI",2006,English Language Proficient,176,155,39,22.20%,25.20%
27Q650,"HIGH SCH-CONSTRUCTION, TRADES, ENGINEERING & ARCHI",2007,English Language Proficient,195,190,66,33.80%,34.70%
28Q310,QUEENS COLLEGIATE - A COLLEGE BOARD SCHOOL,2007,English Language Proficient,1,0,s,s,s
28Q338,QUEENS SATELLITE HIGH SCHOOL,2007,English Language Learner,4,0,s,s,s
28Q338,QUEENS SATELLITE HIGH SCHOOL,2007,English Language Proficient,100,3,s,s,s
28Q440,FOREST HILLS HIGH SCHOOL,2006,English Language Learner,85,62,8,9.40%,12.90%
28Q440,FOREST HILLS HIGH SCHOOL,2007,English Language Learner,85,54,11,12.90%,20.40%
28Q440,FOREST HILLS HIGH SCHOOL,2006,English Language Proficient,874,749,362,41.40%,48.30%
28Q440,FOREST HILLS HIGH SCHOOL,2007,English Language Proficient,942,786,328,34.80%,41.70%
28Q470,JAMAICA HIGH SCHOOL,2006,English Language Learner,67,22,2,3.00%,9.10%
28Q470,JAMAICA HIGH SCHOOL,2007,English Language Learner,66,19,s,s,s
28Q470,JAMAICA HIGH SCHOOL,2006,English Language Proficient,327,168,27,8.30%,16.10%
28Q470,JAMAICA HIGH SCHOOL,2007,English Language Proficient,308,150,29,9.40%,19.30%
28Q505,HILLCREST HIGH SCHOOL,2006,English Language Learner,106,58,4,3.80%,6.90%
28Q505,HILLCREST HIGH SCHOOL,2007,English Language Learner,107,55,10,9.30%,18.20%
28Q505,HILLCREST HIGH SCHOOL,2006,English Language Proficient,660,432,98,14.80%,22.70%
28Q505,HILLCREST HIGH SCHOOL,2007,English Language Proficient,801,566,107,13.40%,18.90%
28Q620,THOMAS A EDISON CAREER AND TECHNICAL HIGH SCHOOL,2006,English Language Learner,7,3,s,s,s
28Q620,THOMAS A EDISON CAREER AND TECHNICAL HIGH SCHOOL,2007,English Language Learner,7,0,s,s,s
28Q620,THOMAS A EDISON CAREER AND TECHNICAL HIGH SCHOOL,2006,English Language Proficient,812,692,352,43.30%,50.90%
28Q620,THOMAS A EDISON CAREER AND TECHNICAL HIGH SCHOOL,2007,English Language Proficient,615,523,273,44.40%,52.20%
