Year of birth,GENDER,ETHNICITY,CHILD FIRST NAME,COUNT,RANK
2009,FEMALE,WHITE NON HISPANIC,ELOISE,13,77
2009,FEMALE,WHITE NON HISPANIC,LEILA,13,77
2009,FEMALE,WHITE NON HISPANIC,LYDIA,13,77
2009,FEMALE,WHITE NON HISPANIC,MELANIE,13,77
2009,FEMALE,WHITE NON HISPANIC,ADA,12,78
2009,FEMALE,WHITE NON HISPANIC,ADRIANNA,12,78
2009,FEMALE,WHITE NON HISPANIC,ALEKSANDRA,12,78
2009,FEMALE,WHITE NON HISPANIC,BRUCHA,12,78
2009,FEMALE,WHITE NON HISPANIC,CAMILLA,12,78
2009,FEMALE,WHITE NON HISPANIC,GEMMA,12,78
2009,FEMALE,WHITE NON HISPANIC,GIOVANNA,12,78
2009,FEMALE,WHITE NON HISPANIC,HADASSAH,12,78
2009,FEMALE,WHITE NON HISPANIC,HAYDEN,12,78
2009,FEMALE,WHITE NON HISPANIC,JANA,12,78
2009,FEMALE,WHITE NON HISPANIC,KAYA,12,78
2009,FEMALE,WHITE NON HISPANIC,LARA,12,78
2009,FEMALE,WHITE NON HISPANIC,LENA,12,78
2009,FEMALE,WHITE NON HISPANIC,LEYLA,12,78
2009,FEMALE,WHITE NON HISPANIC,LILLY,12,78
2009,FEMALE,WHITE NON HISPANIC,LUNA,12,78
2009,FEMALE,WHITE NON HISPANIC,MARIE,12,78
2009,FEMALE,WHITE NON HISPANIC,MEGAN,12,78
2009,FEMALE,WHITE NON HISPANIC,MIKAYLA,12,78
2009,FEMALE,WHITE NON HISPANIC,MIREL,12,78
2009,FEMALE,WHITE NON HISPANIC,PERL,12,78
2009,FEMALE,WHITE NON HISPANIC,PEYTON,12,78
2009,FEMALE,WHITE NON HISPANIC,TAMAR,12,78
2009,FEMALE,WHITE NON HISPANIC,ANDREA,11,79
2009,FEMALE,WHITE NON HISPANIC,ANNABEL,11,79
2009,FEMALE,WHITE NON HISPANIC,ANNE,11,79
2009,FEMALE,WHITE NON HISPANIC,AVIGAYIL,11,79
2009,FEMALE,WHITE NON HISPANIC,BEATRIX,11,79
2009,FEMALE,WHITE NON HISPANIC,BREINDY,11,79
2009,FEMALE,WHITE NON HISPANIC,CAMILLE,11,79
2009,FEMALE,WHITE NON HISPANIC,DARIA,11,79
2009,FEMALE,WHITE NON HISPANIC,ELLIE,11,79
2009,FEMALE,WHITE NON HISPANIC,EVE,11,79
2009,FEMALE,WHITE NON HISPANIC,HANNA,11,79
2009,FEMALE,WHITE NON HISPANIC,HINDA,11,79
2009,FEMALE,WHITE NON HISPANIC,IRIS,11,79
2009,FEMALE,WHITE NON HISPANIC,JAMIE,11,79
2009,FEMALE,WHITE NON HISPANIC,JASMINE,11,79
2009,FEMALE,WHITE NON HISPANIC,JENNIFER,11,79
2009,FEMALE,WHITE NON HISPANIC,KAYLEE,11,79
2009,FEMALE,WHITE NON HISPANIC,LIV,11,79
2009,FEMALE,WHITE NON HISPANIC,MAIA,11,79
2009,FEMALE,WHITE NON HISPANIC,MELINA,11,79
2009,FEMALE,WHITE NON HISPANIC,NORAH,11,79
2009,FEMALE,WHITE NON HISPANIC,ROWAN,11,79
2009,FEMALE,WHITE NON HISPANIC,SALMA,11,79
2009,FEMALE,WHITE NON HISPANIC,SHAINDEL,11,79
2009,FEMALE,WHITE NON HISPANIC,SIENA,11,79
2009,FEMALE,WHITE NON HISPANIC,TESSA,11,79
2009,FEMALE,WHITE NON HISPANIC,TZIPORA,11,79
2009,FEMALE,WHITE NON HISPANIC,ADELAIDE,10,80
2009,FEMALE,WHITE NON HISPANIC,ALESSIA,10,80
2009,FEMALE,WHITE NON HISPANIC,ALMA,10,80
2009,FEMALE,WHITE NON HISPANIC,AYLA,10,80
2009,FEMALE,WHITE NON HISPANIC,BATYA,10,80
2009,FEMALE,WHITE NON HISPANIC,DEANNA,10,80
2009,FEMALE,WHITE NON HISPANIC,DEBORAH,10,80
2009,FEMALE,WHITE NON HISPANIC,ELISE,10,80
2009,FEMALE,WHITE NON HISPANIC,ERICA,10,80
2009,FEMALE,WHITE NON HISPANIC,GRETA,10,80
2009,FEMALE,WHITE NON HISPANIC,HANA,10,80
2009,FEMALE,WHITE NON HISPANIC,HELENA,10,80
2009,FEMALE,WHITE NON HISPANIC,JORDYN,10,80
2009,FEMALE,WHITE NON HISPANIC,JUDY,10,80
2009,FEMALE,WHITE NON HISPANIC,KATELYN,10,80
2009,FEMALE,WHITE NON HISPANIC,MAGGIE,10,80
2009,FEMALE,WHITE NON HISPANIC,MIRA,10,80
2009,FEMALE,WHITE NON HISPANIC,PALOMA,10,80
2009,FEMALE,WHITE NON HISPANIC,ROIZY,10,80
2009,FEMALE,WHITE NON HISPANIC,RUTH,10,80
2009,FEMALE,WHITE NON HISPANIC,SUMMER,10,80
