District,Grade,Year,Demographic,Number Tested,Mean Scale Score,Num Level 1,Pct Level 1,Num Level 2,Pct Level 2,Num Level 3,Pct Level 3,Num Level 4,Pct Level 4,Num Level 3 and 4,Pct Level 3 and 4
14,5,2010,SWD,240,656,61,25.4,107,44.6,63,26.3,9,3.8,72,30
14,5,2011,Not SWD,1034,686,53,5.1,301,29.1,470,45.5,210,20.3,680,65.8
14,5,2011,SWD,242,664,42,17.4,106,43.8,78,32.2,16,6.6,94,38.8
14,5,2012,Not SWD,1012,689,61,6,235,23.2,416,41.1,300,29.6,716,70.8
14,5,2012,SWD,244,669,35,14.3,94,38.5,85,34.8,30,12.3,115,47.1
14,6,2006,Not SWD,1398,646,232,16.6,522,37.3,543,38.8,101,7.2,644,46.1
14,6,2006,SWD,238,597,156,65.5,68,28.6,13,5.5,1,0.4,14,5.9
14,6,2007,Not SWD,1233,660,99,8,333,27,672,54.5,129,10.5,801,65
14,6,2007,SWD,172,620,73,42.4,65,37.8,30,17.4,4,2.3,34,19.8
14,6,2008,Not SWD,1165,665,74,6.4,254,21.8,662,56.8,175,15,837,71.8
14,6,2008,SWD,202,619,77,38.1,76,37.6,47,23.3,2,1,49,24.3
14,6,2009,Not SWD,1106,672,33,3,200,18.1,691,62.5,182,16.5,873,78.9
14,6,2009,SWD,226,637,50,22.1,96,42.5,76,33.6,4,1.8,80,35.4
14,6,2010,Not SWD,1152,673,108,9.4,468,40.6,379,32.9,197,17.1,576,50
14,6,2010,SWD,231,635,106,45.9,94,40.7,26,11.3,5,2.2,31,13.4
14,6,2011,Not SWD,1104,673,116,10.5,469,42.5,352,31.9,167,15.1,519,47
14,6,2011,SWD,233,643,100,42.9,101,43.3,27,11.6,5,2.1,32,13.7
14,6,2012,Not SWD,1072,675,90,8.4,408,38.1,377,35.2,197,18.4,574,53.5
14,6,2012,SWD,243,647,81,33.3,105,43.2,46,18.9,11,4.5,57,23.5
14,7,2006,Not SWD,1326,641,210,15.8,558,42.1,507,38.2,51,3.8,558,42.1
14,7,2006,SWD,194,596,111,57.2,65,33.5,18,9.3,0,0,18,9.3
14,7,2007,Not SWD,1408,653,127,9,509,36.2,641,45.5,131,9.3,772,54.8
14,7,2007,SWD,211,610,87,41.2,108,51.2,16,7.6,0,0,16,7.6
14,7,2008,Not SWD,1263,665,45,3.6,338,26.8,676,53.5,204,16.2,880,69.7
14,7,2008,SWD,178,623,52,29.2,84,47.2,39,21.9,3,1.7,42,23.6
14,7,2009,Not SWD,1178,676,18,1.5,162,13.8,737,62.6,261,22.2,998,84.7
14,7,2009,SWD,200,642,24,12,95,47.5,77,38.5,4,2,81,40.5
14,7,2010,Not SWD,1127,672,94,8.3,440,39,378,33.5,215,19.1,593,52.6
14,7,2010,SWD,245,642,90,36.7,114,46.5,35,14.3,6,2.4,41,16.7
14,7,2011,Not SWD,1155,674,80,6.9,447,38.7,367,31.8,261,22.6,628,54.4
14,7,2011,SWD,221,642,103,46.6,74,33.5,34,15.4,10,4.5,44,19.9
14,7,2012,Not SWD,1070,676,78,7.3,353,33,370,34.6,269,25.1,639,59.7
14,7,2012,SWD,222,643,80,36,103,46.4,29,13.1,10,4.5,39,17.6
14,8,2006,Not SWD,1328,634,357,26.9,546,41.1,373,28.1,52,3.9,425,32
14,8,2006,SWD,224,595,142,63.4,76,33.9,6,2.7,0,0,6,2.7
14,8,2007,Not SWD,1307,647,195,14.9,522,39.9,513,39.3,77,5.9,590,45.1
14,8,2007,SWD,153,609,83,54.2,59,38.6,11,7.2,0,0,11,7.2
