Borough,Grade,Year,Demographic,Number Tested,Mean Scale Score,Num Level 1,Pct Level 1,Num Level 2,Pct Level 2,Num Level 3,Pct Level 3,Num Level 4,Pct Level 4,Num Level 3 and 4,Pct Level 3 and 4
QUEENS,All Grades,2007,Male,58519,654,4704,8,21304,36.4,29355,50.2,3156,5.4,32511,55.6
QUEENS,All Grades,2008,Female,55213,665,1590,2.9,14934,27,35140,63.6,3549,6.4,38689,70.1
QUEENS,All Grades,2008,Male,58349,657,3127,5.4,19693,33.8,33030,56.6,2499,4.3,35529,60.9
QUEENS,All Grades,2009,Female,55866,671,770,1.4,10529,18.8,39098,70,5469,9.8,44567,79.8
QUEENS,All Grades,2009,Male,59165,664,1484,2.5,14792,25,38824,65.6,4065,6.9,42889,72.5
QUEENS,All Grades,2010,Female,56832,669,5188,9.1,20565,36.2,24637,43.4,6442,11.3,31079,54.7
QUEENS,All Grades,2010,Male,60310,663,8046,13.3,24873,41.2,22794,37.8,4597,7.6,27391,45.4
QUEENS,All Grades,2011,Female,57939,666,4323,7.5,21152,36.5,30018,51.8,2446,4.2,32464,56
QUEENS,All Grades,2011,Male,61280,661,7398,12.1,25386,41.4,26915,43.9,1581,2.6,28496,46.5
QUEENS,All Grades,2012,Female,58693,669,3836,6.5,20080,34.2,31592,53.8,3185,5.4,34777,59.3
QUEENS,All Grades,2012,Male,61872,664,6673,10.8,24432,39.5,28791,46.5,1976,3.2,30767,49.7
STATEN ISLAND,3,2006,Female,1940,676,130,6.7,348,17.9,1273,65.6,189,9.7,1462,75.4
STATEN ISLAND,3,2006,Male,2052,666,227,11.1,450,21.9,1244,60.6,131,6.4,1375,67
STATEN ISLAND,3,2007,Female,2099,670,152,7.2,463,22.1,1279,60.9,205,9.8,1484,70.7
STATEN ISLAND,3,2007,Male,2239,661,243,10.9,590,26.4,1242,55.5,164,7.3,1406,62.8
STATEN ISLAND,3,2008,Female,2062,670,104,5,461,22.4,1243,60.3,254,12.3,1497,72.6
STATEN ISLAND,3,2008,Male,2288,665,178,7.8,579,25.3,1295,56.6,236,10.3,1531,66.9
STATEN ISLAND,3,2009,Female,2149,674,80,3.7,317,14.8,1486,69.1,266,12.4,1752,81.5
STATEN ISLAND,3,2009,Male,2315,664,182,7.9,500,21.6,1454,62.8,179,7.7,1633,70.5
STATEN ISLAND,3,2010,Female,2146,669,266,12.4,675,31.5,838,39,367,17.1,1205,56.2
STATEN ISLAND,3,2010,Male,2254,664,391,17.3,723,32.1,828,36.7,312,13.8,1140,50.6
STATEN ISLAND,3,2011,Female,2291,666,222,9.7,642,28,1312,57.3,115,5,1427,62.3
STATEN ISLAND,3,2011,Male,2406,661,366,15.2,797,33.1,1174,48.8,69,2.9,1243,51.7
STATEN ISLAND,3,2012,Female,2358,667,204,8.7,706,29.9,1265,53.6,183,7.8,1448,61.4
STATEN ISLAND,3,2012,Male,2460,662,380,15.4,783,31.8,1178,47.9,119,4.8,1297,52.7
STATEN ISLAND,4,2006,Female,2025,670,96,4.7,456,22.5,1291,63.8,182,9,1473,72.7
STATEN ISLAND,4,2006,Male,2049,661,193,9.4,507,24.7,1241,60.6,108,5.3,1349,65.8
STATEN ISLAND,4,2007,Female,2028,667,117,5.8,465,22.9,1297,64,149,7.3,1446,71.3
STATEN ISLAND,4,2007,Male,2253,658,242,10.7,570,25.3,1333,59.2,108,4.8,1441,64
STATEN ISLAND,4,2008,Female,2072,669,119,5.7,423,20.4,1345,64.9,185,8.9,1530,73.8
STATEN ISLAND,4,2008,Male,2210,661,197,8.9,553,25,1336,60.5,124,5.6,1460,66.1
STATEN ISLAND,4,2009,Female,2081,672,66,3.2,373,17.9,1480,71.1,162,7.8,1642,78.9
STATEN ISLAND,4,2009,Male,2280,664,142,6.2,489,21.4,1554,68.2,95,4.2,1649,72.3
STATEN ISLAND,4,2010,Female,2163,673,162,7.5,781,36.1,1100,50.9,120,5.5,1220,56.4
STATEN ISLAND,4,2010,Male,2348,666,270,11.5,985,42,1018,43.4,75,3.2,1093,46.6
STATEN ISLAND,4,2011,Female,2141,676,133,6.2,689,32.2,1233,57.6,86,4,1319,61.6
STATEN ISLAND,4,2011,Male,2265,669,230,10.2,824,36.4,1154,50.9,57,2.5,1211,53.5
STATEN ISLAND,4,2012,Female,2244,681,131,5.8,592,26.4,1353,60.3,168,7.5,1521,67.8
STATEN ISLAND,4,2012,Male,2371,672,259,10.9,736,31,1295,54.6,81,3.4,1376,58
STATEN ISLAND,5,2006,Female,2087,667,83,4,503,24.1,1225,58.7,276,13.2,1501,71.9
STATEN ISLAND,5,2006,Male,2125,662,142,6.7,532,25,1215,57.2,236,11.1,1451,68.3
STATEN ISLAND,5,2007,Female,2140,668,58,2.7,551,25.7,1380,64.5,151,7.1,1531,71.5
STATEN ISLAND,5,2007,Male,2209,664,114,5.2,625,28.3,1332,60.3,138,6.2,1470,66.5
STATEN ISLAND,5,2008,Female,2054,669,28,1.4,393,19.1,1504,73.2,129,6.3,1633,79.5
STATEN ISLAND,5,2008,Male,2270,665,54,2.4,503,22.2,1589,70,124,5.5,1713,75.5
STATEN ISLAND,5,2009,Female,2096,676,2,0.1,343,16.4,1486,70.9,265,12.6,1751,83.5
STATEN ISLAND,5,2009,Male,2235,673,16,0.7,402,18,1552,69.4,265,11.9,1817,81.3
STATEN ISLAND,5,2010,Female,2085,677,179,8.6,701,33.6,861,41.3,344,16.5,1205,57.8
STATEN ISLAND,5,2010,Male,2294,670,293,12.8,907,39.5,866,37.8,228,9.9,1094,47.7
STATEN ISLAND,5,2011,Female,2179,671,131,6,719,33,1215,55.8,114,5.2,1329,61
STATEN ISLAND,5,2011,Male,2322,667,257,11.1,877,37.8,1113,47.9,75,3.2,1188,51.2
