DBN,DISTRICT,SCHOOL,PRINCIPAL,PROGRESS REPORT TYPE,SCHOOL LEVEL*,PEER INDEX*,2010-2011 OVERALL GRADE,2010-2011 OVERALL SCORE,2010-2011 ENVIRONMENT CATEGORY SCORE,2010-2011 ENVIRONMENT GRADE,2010-2011 PERFORMANCE CATEGORY SCORE,2010-2011 PERFORMANCE GRADE,2010-2011 PROGRESS CATEGORY SCORE,2010-2011 PROGRESS GRADE,2010-2011 ADDITIONAL CREDIT,2009-10 PROGRESS REPORT GRADE
21K096,21,I.S. 096 Seth Low,Denise Sandra Levinsky,EMS,Middle,2.52,B,57.8,6.6,B,8.6,C,37.1,A,5.5,B
21K097,21,P.S. 97 The Highlawn,Kristine Mustillo,EMS,Elementary,29.48,A,59.7,8.6,A,8.9,C,37.2,A,5.0,A
21K098,21,I.S. 98 Bay Academy,Maria Timo,EMS,Middle,3.48,A,70.6,8.1,B,15.8,A,36.1,A,10.5,A
21K099,21,P.S. 099 Isaac Asimov,Gregory Pirraglia,EMS,K-8,41.34,A,63.3,8.9,A,9.8,C,37.6,A,7.0,A
21K100,21,P.S. 100 The Coney Island School,Katherine A. Moloney,EMS,Elementary,22.78,C,36.2,5.3,C,9.8,C,18.0,C,3.0,B
21K101,21,P.S. 101 The Verrazano,Gregg Korrol,EMS,Elementary,29.91,B,46.2,10.7,A,11.7,B,20.3,C,3.5,B
21K121,21,P.S. 121 Nelson A. Rockefeller,Lillian Catalano,EMS,K-8,44.85,A,68.7,11.2,A,12.3,B,40.2,A,5.0,A
21K128,21,P.S. 128 Bensonhurst,Marcia Robins,EMS,Elementary,36.59,B,43.1,11.6,A,4.2,D,24.3,B,3.0,B
21K153,21,P.S. 153 Homecrest,Carl Santamaria,EMS,Elementary,38.15,C,40.2,5.1,C,9.6,C,24.0,C,1.5,B
21K177,21,P.S. 177 The Marlboro,Shoshana Singer,EMS,Elementary,37.60,B,53.3,7.7,B,11.3,B,30.7,B,3.5,A
21K188,21,P.S. 188 Michael E. Berdy,Frederick M. Tudda,EMS,Elementary,55.32,A,76.7,9.5,A,8.5,C,48.2,A,10.5,C
21K199,21,P.S. 199 Frederick Wachtel,Rosalia Bacarella,EMS,Elementary,36.34,B,52.9,4.4,C,10.3,B,34.2,A,4.0,B
21K209,21,P.S. 209 Margaret Mead,Frances Locurcio,EMS,K-8,35.03,B,46.2,8.0,B,6.4,C,27.8,B,4.0,C
21K212,21,P.S. 212 Lady Deborah Moody,Josephine Marsella,EMS,Elementary,45.46,B,50.5,9.7,A,8.2,C,28.6,B,4.0,B
21K215,21,P.S. 215 Morris H. Weiss,Antonella Bove,EMS,Elementary,30.09,A,67.8,6.6,B,10.4,B,42.8,A,8.0,C
21K216,21,P.S. 216 Arturo Toscanini,Celia Kaplinsky,EMS,Elementary,33.12,C,34.5,7.7,B,9.3,C,17.0,C,0.5,B
21K225,21,P.S. K225 - The Eileen E. Zaglin,Joseph Montebello,EMS,K-8,40.72,B,53.6,8.8,A,7.4,C,27.9,B,9.5,A
21K226,21,P.S. 226 Alfred De B.Mason,Sherry Tannenbaum,EMS,K-8,42.38,B,53.4,9.2,A,8.7,C,31.0,B,4.5,A
21K228,21,I.S. 228 David A. Boody,Dominick D'Angelo,EMS,Middle,2.81,C,34.7,8.4,B,8.0,C,16.3,C,2.0,C
21K238,21,P.S. 238 Anne Sullivan,Harla Joy Musoff-Weiss,EMS,K-8,51.42,B,41.3,11.1,A,6.3,C,21.9,C,2.0,B
21K239,21,Mark Twain I.S. 239 for the Gifted & Talented,Carol Moore,EMS,Middle,3.76,A,75.6,10.7,A,19.4,A,40.5,A,5.0,A
21K253,21,P.S. 253,Lisa Speroni,EMS,Elementary,46.73,A,72.5,13.6,A,10.6,B,40.8,A,7.5,A
21K281,21,I.S. 281 Joseph B Cavallaro,Stephen Rosenblum,EMS,Middle,2.76,A,58.2,6.9,B,11.7,B,33.1,B,6.5,B
21K288,21,P.S. 288 The Shirley Tanyhill,Joelene-Lynette Kinard,EMS,K-8,62.21,B,43.2,3.6,D,5.0,D,31.1,B,3.5,A
21K303,21,I.S. 303 Herbert S. Eisenberg,Mr. Gary Ingrassia,EMS,Middle,2.62,A,62.3,11.5,A,13.8,B,30.5,B,6.5,B
21K329,21,P.S. 329 Surfside,Salema Marbury,EMS,Elementary,58.95,B,53.3,9.6,A,9.5,C,30.2,B,4.0,C
21K337,21,International High School at Lafayette,Michael F. Soet,HS,High School,2.03,B,58.6,10.3,B,10.7,D,37.6,B,,C
21K344,21,Rachel Carson High School for Coastal Studies,Edward Wilensky,HS,High School,2.40,B,66.6,5.3,F,16.6,B,38.7,B,6.0,B
21K348,21,High School of Sports Management,Robin Pitts,HS,High School,2.07,B,61.6,8.9,B,17.3,B,27.4,D,8.0,B
21K410,21,Abraham Lincoln High School,Ari Hoogenboom,HS,High School,2.38,C,52.7,6.2,D,12.0,C,32.5,C,2.0,C
21K411,21,Abraham Lincoln Yabc,Neal Reich,YABC,YABC,,B,64.3,9.2,B,18.5,B,33.6,B,3.0,B
21K468,21,Kingsborough Early College School,Connie Hamilton,EMS,Middle,2.70,B,57.3,8.4,B,12.2,B,33.2,B,3.5,B
21K468,21,Kingsborough Early College School,Connie Hamilton,HS,High School,2.82,,,,,,,,,,
21K525,21,Edward R. Murrow High School,Anthony R. Lodico,HS,High School,2.60,B,60.2,9.0,B,15.8,B,33.4,C,2.0,A
21K540,21,John Dewey High School,Barry Fried,HS,High School,2.45,C,49.4,5.1,F,11.4,D,29.9,C,3.0,C
21K559,21,Life Academy High School for Film and Music,Edison Teano,HS,High School,2.14,B,65.2,6.7,D,18.3,A,35.2,B,5.0,
21K572,21,Expeditionary Learning School for Community Leaders,Sarah Weeks,HS,High School,2.12,D,45.6,9.3,B,3.2,F,31.1,C,2.0,
21K620,21,William E. Grady Career and Technical Education High School,Geraldine Maione,HS,High School,1.71,B,59.8,9.1,B,13.4,C,36.3,B,1.0,D
21K690,21,Brooklyn Studio Secondary School,Andrea Ciliotta,EMS,Middle,2.51,B,53.4,5.4,C,15.2,A,28.8,B,4.0,A
21K690,21,Brooklyn Studio Secondary School,Andrea Ciliotta,HS,High School,2.42,C,53.6,5.2,F,13.1,C,30.3,C,5.0,A
21K728,21,Liberation Diploma Plus,April Leong,HST,Transfer High School,2.18,A,72.9,8.1,C,19.1,A,39.7,B,6.0,A
22K014,22,J.H.S. 014 Shell Bank,Anne Tully,EMS,Middle,2.06,A,61.1,9.4,A,10.7,B,34.0,B,7.0,C
22K052,22,P.S. 052 Sheepshead Bay,Ilene Altschul,EMS,Elementary,36.98,C,38.0,7.7,B,7.1,C,20.2,C,3.0,B
22K078,22,J.H.S. 078 Roy H. Mann,Jacek Polubiec,EMS,Middle,2.54,C,33.9,6.5,B,7.0,C,18.4,C,2.0,C
22K109,22,P.S. 109,Joan Thomas,EMS,K-8,60.86,C,26.1,5.8,C,5.4,D,13.4,D,1.5,B
22K119,22,P.S. 119 Amersfort,Lisa Fernandez,EMS,Elementary,50.38,B,46.9,12.5,A,8.0,C,25.3,B,1.0,B
22K134,22,P.S. K134,Debra Ramsaran,EMS,Elementary,52.01,A,72.5,9.2,A,16.4,A,40.9,A,6.0,A
22K139,22,P.S. 139 Alexine A. Fenty,Mary Mcdonald,EMS,Elementary,52.05,B,47.6,4.7,C,9.2,C,31.1,B,2.5,C
22K152,22,School of Science & Technology,Dr. Rhonda D. Farkas,EMS,Elementary,53.60,B,41.0,9.7,A,7.0,C,23.8,C,0.5,C
22K193,22,P.S. 193 Gil Hodges,Frank A. Cimino,EMS,Elementary,44.79,C,38.3,7.9,B,11.4,B,18.5,C,0.5,B
22K194,22,P.S. 194 Raoul Wallenberg,Mary Zissler-Lynch,EMS,Elementary,56.21,C,33.7,6.8,B,6.4,C,19.0,C,1.5,C
22K195,22,P.S. 195 Manhattan Beach,Arthur Forman,EMS,Elementary,10.97,B,42.2,8.1,B,12.6,B,20.0,C,1.5,A
22K197,22,P.S. 197 Brooklyn,Rosemarie Barbiere Nicoletti,EMS,Elementary,41.35,B,50.4,9.1,A,9.2,C,26.6,B,5.5,A
22K198,22,P.S. 198 Brooklyn,Joy-Ann Morgan,EMS,Elementary,52.51,B,56.5,7.0,B,7.0,C,38.5,A,4.0,C
22K203,22,P.S. 203 Floyd Bennett,Lisa Esposito,EMS,Elementary,55.69,B,46.4,5.9,C,7.4,C,30.0,B,3.0,C
22K206,22,P.S. 206 Joseph F Lamb,Deirdre Keyes,EMS,K-8,27.10,C,41.2,6.6,B,11.7,B,19.4,C,3.5,A
22K207,22,P.S. 207 Elizabeth G. Leary,Mary Bosco,EMS,K-8,28.55,B,46.3,7.7,B,11.3,B,22.8,C,4.5,C
22K217,22,P.S. 217 Colonel David Marcus School,Franca Conti,EMS,Elementary,40.33,B,47.0,9.4,A,8.6,C,26.0,B,3.0,B
22K222,22,P.S. 222 Katherine R. Snyder,Louise Blake,EMS,Elementary,29.49,B,52.9,9.9,A,14.8,A,25.1,B,3.0,A
22K234,22,J.H.S. 234 Arthur W. Cunningham,Susan Schaeffer,EMS,Middle,3.35,B,52.2,8.0,B,10.8,B,26.9,B,6.5,B
22K236,22,P.S. 236 Mill Basin,Mary Theresa Nelson,EMS,Elementary,25.25,C,40.5,6.3,B,11.0,B,18.2,C,5.0,B
22K240,22,Andries Hudde,Elena S. O'Sullivan,EMS,Middle,2.70,C,37.4,3.5,C,7.3,C,22.6,C,4.0,B
22K245,22,P.S. 245,Pat Kannengieser,EMS,Elementary,61.79,B,51.6,12.7,A,13.0,B,25.4,B,0.5,A
22K251,22,P.S. 251 Paerdegat,Steven Boyer,EMS,Elementary,56.81,B,49.0,6.1,B,7.6,C,32.3,B,3.0,C
22K254,22,P.S. 254 Dag Hammarskjold,Linda Alhonote,EMS,Elementary,29.08,A,73.4,7.9,B,15.6,A,45.4,A,4.5,A
22K255,22,P.S. 255 Barbara Reing School,Linda L. Singer,EMS,Elementary,32.34,A,67.9,9.8,A,11.3,B,41.8,A,5.0,A
22K269,22,P.S. 269 Nostrand,Phyllis Corbin,EMS,Elementary,60.35,C,35.3,7.9,B,5.3,D,21.6,C,0.5,C
22K277,22,P.S. 277 Gerritsen Beach,Jeanne M. Fish,EMS,Elementary,19.96,C,35.6,8.5,A,10.6,B,15.0,D,1.5,A
22K278,22,J.H.S. 278 Marine Park,Debra Garofalo,EMS,Middle,2.91,D,21.5,9.3,A,4.1,D,6.6,F,1.5,D
22K312,22,P.S. 312 Bergen Beach,Linda Beal Benigno,EMS,Elementary,30.79,C,37.8,9.3,A,12.0,B,13.5,D,3.0,C
22K315,22,P.S. K315,Judith Ranft,EMS,Elementary,54.15,B,40.8,7.8,B,9.6,C,20.4,C,3.0,B
22K361,22,P.S. 361 East Flatbush Early Childhood School,Dianne S. Martin,EC,K-2,58.76,C,22.3,5.6,D,7.7,B,7.0,C,2.0,C
22K381,22,I. S. 381,Mary Harrington,EMS,Middle,2.84,C,21.9,5.8,C,7.0,C,8.6,D,0.5,C
22K405,22,Midwood High School,David Cohen,HS,High School,3.07,C,57.0,6.4,D,15.3,B,29.3,C,6.0,B
22K425,22,James Madison High School,Joseph A. Gogliormella,HS,High School,2.48,B,62.6,9.9,B,13.5,C,30.2,C,9.0,B
22K495,22,Sheepshead Bay High School,Reesa Levy,HS,High School,2.01,D,45.0,6.2,D,11.1,D,25.7,D,2.0,C
22K535,22,Leon M. Goldstein High School for the Sciences,Joseph Zaza,HS,High School,3.49,A,70.9,8.9,B,16.5,B,41.5,B,4.0,B
22K555,22,Brooklyn College Academy,Nicholas Mazzarella,EMS,Middle,3.07,A,60.7,12.4,A,12.3,B,36.0,A,0.0,B
22K555,22,Brooklyn College Academy,Nicholas Mazzarella,HS,High School,3.16,A,77.9,12.0,A,18.2,A,47.7,A,,A
23K041,23,P.S. 041 Francis White,Theresa Siegel,EMS,K-8,64.67,A,57.9,5.5,C,6.0,D,39.4,A,7.0,C
23K073,23,P.S. 073 Thomas S. Boyland,Joelle Mcken,EMS,K-8,62.27,C,29.0,5.2,C,4.0,D,18.8,C,1.0,C
23K137,23,P.S./I.S. 137 Rachel Jean Mitchell,Winston Riley,EMS,K-8,65.46,C,31.9,7.1,B,5.0,D,18.8,C,1.0,D
23K150,23,P.S. 150 Christopher,Pamela Bradley Muchere,EMS,K-8,66.75,C,32.2,5.6,C,4.7,D,19.9,C,2.0,C
23K155,23,P.S./ I.S. 155 Nicholas Herkimer,Nelly Cortes,EMS,K-8,64.71,A,61.5,8.2,B,8.5,C,39.3,A,5.5,B
23K156,23,P.S. 156 Waverly,Beverly Logan,EMS,Elementary,57.53,C,32.3,7.2,B,4.8,D,17.7,C,2.5,C
23K165,23,P.S. 165 Ida Posner,Fran Ellers,EMS,K-8,58.58,C,28.1,5.4,C,1.4,F,19.3,C,2.0,C
23K178,23,P.S. 178 Saint Clair Mckelway,Joseph Frantz Henry,EMS,K-8,59.57,C,28.1,6.0,C,8.1,C,12.5,D,1.5,B
23K184,23,P.S. 184 Newport,Lamson Lam,EMS,K-8,63.64,B,45.2,3.6,D,6.3,C,29.8,B,5.5,C
23K284,23,P.S. 284 Lew Wallace,Shenean Lindsay,EMS,K-8,64.26,B,48.5,6.2,B,5.3,D,32.5,B,4.5,C
23K298,23,P.S. 298 Dr. Betty Shabazz,Antoinette Martin,EMS,K-8,61.54,F,13.6,1.7,F,1.0,F,9.9,D,1.0,C
23K323,23,P.S./I.S. 323,Linda Harris,EMS,K-8,58.97,A,69.5,10.5,A,6.4,C,45.5,A,7.0,B
23K327,23,P.S. 327 Dr. Rose B. English,Stephen Appea,EMS,K-8,58.70,C,39.1,4.6,C,6.8,C,23.2,C,4.5,C
23K332,23,P.S. 332 Charles H. Houston,Mickisha Goss,EMS,K-8,62.57,,,,,,,,,,F
23K392,23,I.S. 392,Shirley Wheeler,EMS,Middle,3.50,A,73.6,7.3,B,17.8,A,48.5,A,0.0,B
23K493,23,Brooklyn Collegiate: A College Board School,Amote Sias,EMS,Middle,2.78,F,10.3,6.5,B,2.3,F,1.5,F,0.0,D
23K493,23,Brooklyn Collegiate: A College Board School,Amote Sias,HS,High School,2.02,B,61.0,8.4,C,15.7,B,32.8,C,4.0,C
23K514,23,Frederick Douglass Academy VII High School,Tamika Matheson,HS,High School,2.01,A,70.5,8.3,C,19.0,A,36.2,B,7.0,B
23K518,23,Kappa V,Dellie Edwards,EMS,Middle,2.28,A,59.2,6.9,B,9.4,C,38.9,A,4.0,C
23K522,23,Mott Hall IV,Thomas Mcbryde Jr,EMS,Middle,2.98,F,13.4,5.6,C,2.2,F,4.6,F,1.0,C
23K631,23,General D. Chappie James Elementary School of Scie,Margaret V. Mcauley,EMS,Elementary,62.12,F,18.0,3.5,D,4.0,D,9.5,F,1.0,D
23K634,23,General D. Chappie James Middle School of Science,Willis Perry,EMS,Middle,2.01,D,19.0,6.8,B,3.0,F,8.7,D,0.5,D
23K643,23,Brooklyn Democracy Academy,Thomas Mckenna,HST,Transfer High School,1.97,A,76.5,12.3,A,21.2,A,38.0,B,5.0,A
23K644,23,Eagle Academy for Young Men II,Rashad Meade,EMS,Middle,2.51,B,44.5,13.5,A,7.0,C,19.0,C,5.0,A
23K645,23,EBC/ENY High School for Public Safety & Law,Beverly Faison,HS,High School,1.72,,,,,,,,,,
23K646,23,Aspirations Diploma Plus High School,Matt Molloy,HST,Transfer High School,2.02,D,40.0,4.6,F,11.6,C,21.8,F,2.0,F
23K647,23,Metropolitan Diploma Plus High School,Meri Yallowitz,HST,Transfer High School,1.97,A,69.0,7.3,C,20.9,A,37.8,B,3.0,C
23K671,23,MOTT HALL BRIDGES MIDDLE SCHOOL,Nadia Lopez,EMS,Middle,2.40,,,,,,,,,,
23K697,23,Teachers Preparatory High School,Carmen Simon,EMS,Middle,2.87,B,47.6,6.4,B,9.2,C,31.0,B,1.0,C
23K697,23,Teachers Preparatory High School,Carmen Simon,HS,High School,2.16,A,71.0,8.1,C,18.2,A,41.7,B,3.0,A
24Q005,24,I.S. 5 - The Walter Crowley Intermediate School,Michael Dantona,EMS,Middle,2.70,B,55.0,8.9,A,11.7,B,31.4,B,3.0,A
24Q007,24,P.S. 007 Louis F. Simeone,Sara Tucci,EC,K-3,44.59,B,28.2,8.2,B,8.3,B,8.7,C,3.0,B
24Q012,24,P.S. 012 James B. Colgate,Patricia Perry,EMS,Elementary,42.72,B,55.6,12.1,A,13.6,B,26.9,B,3.0,A
24Q013,24,P.S. 013 Clement C. Moore,Dr. Yvonne Angelastro,EMS,Elementary,45.71,A,57.7,8.1,B,11.9,B,33.7,B,4.0,B
24Q014,24,P.S. 014 Fairview,Rosemary Sklar,EMS,Elementary,55.69,B,50.0,11.5,A,9.9,C,25.1,B,3.5,A
24Q016,24,P.S. Q016,Elaine Iodice,EMS,Elementary,57.34,B,49.9,12.7,A,11.8,B,22.9,C,2.5,B
24Q019,24,P.S. 019 Marino Jeantet,Genie Calibar,EMS,Elementary,58.81,A,59.5,11.4,A,12.2,B,31.4,B,4.5,B
24Q028,24,P.S. 28 - The Thomas Emanuel Early Childhood Cente,Laura Pessutti,EC,K-2,62.98,B,42.3,14.7,A,10.6,B,11.9,B,5.0,A
24Q049,24,P.S. 049 Dorothy Bonawit Kole,Anthony Lombardi,EMS,K-8,24.40,A,58.3,6.7,B,12.6,B,32.0,B,7.0,C
24Q058,24,P.S. 58 - School of Heroes,Adelina V. Tripoli,EMS,Elementary,33.92,B,46.3,6.4,B,9.7,C,24.2,C,6.0,A
24Q061,24,I.S. 061 Leonardo Da Vinci,Joseph J Lisa,EMS,Middle,2.63,B,45.1,7.2,B,6.1,D,28.8,B,3.0,B
24Q068,24,P.S. 068 Cambridge,Anne Marie Snadecky-Scalfaro,EMS,Elementary,54.78,B,54.4,8.6,A,9.4,C,32.9,B,3.5,B
24Q071,24,P.S. 071 Forest,Walkydia Olivella,EMS,Elementary,39.76,C,38.2,3.1,D,5.8,C,26.8,B,2.5,C
24Q073,24,I.S. 73 - The Frank Sansivieri Intermediate School,Camillo Turriciano,EMS,Middle,2.73,B,53.1,5.7,C,11.3,B,29.0,B,7.0,A
24Q077,24,I.S. 077,Joseph Miller,EMS,Middle,2.51,B,44.4,6.9,B,9.2,C,25.8,B,2.5,B
24Q081,24,P.S. 81Q Jean Paul Richter,Genevieve Ventura,EMS,Elementary,56.53,A,64.7,10.6,A,9.6,C,35.0,A,9.5,A
24Q087,24,P.S. 087 Middle Village,Caryn Michaeli,EMS,K-8,40.76,A,66.2,9.5,A,7.4,C,38.8,A,10.5,A
24Q088,24,P.S. 088 Seneca,David Bishop,EMS,Elementary,42.40,B,41.2,4.0,C,6.0,C,28.2,B,3.0,C
24Q089,24,P.S. 089 Elmhurst,Casper Cacioppo,EMS,Elementary,55.76,A,61.7,10.7,A,12.3,B,35.2,A,3.5,A
24Q091,24,P.S. 091 Richard Arkwright,Victoria Catalano,EMS,Elementary,42.19,C,36.9,4.8,C,7.3,C,23.3,C,1.5,B
24Q093,24,I.S. 093 Ridgewood,Edward Santos,EMS,Middle,2.59,C,38.4,6.3,B,9.7,C,20.4,C,2.0,B
24Q102,24,P.S. 102 Bayview,Anthony Pisacano,EMS,K-8,38.15,A,60.3,11.1,A,10.6,B,32.1,B,6.5,A
24Q113,24,P.S. 113 Isaac Chauncey,Anthony Pranzo,EMS,K-8,32.23,B,42.5,13.0,A,14.2,A,10.7,D,4.5,A
24Q119,24,I.S. 119 The Glendale,Dr. Jeanne Fagan,EMS,Middle,3.00,A,59.4,5.7,C,10.6,B,34.1,B,9.0,C
24Q125,24,I.S. 125 Thom J. McCann Woodside,Judy Mittler,EMS,Middle,2.83,A,60.8,9.8,A,10.6,B,31.4,B,9.0,B
24Q128,24,P.S. 128 Juniper Valley,John Lavelle,EMS,K-8,16.66,B,46.2,12.7,A,13.3,B,17.2,C,3.0,A
24Q143,24,P.S. 143 Louis Armstrong,Sheila Gorski,EMS,Elementary,62.53,C,36.3,9.2,A,10.4,B,14.2,D,2.5,C
24Q153,24,P.S. 153 Maspeth Elem,Susan Bauer,EMS,Elementary,36.44,B,53.2,6.7,B,9.9,C,32.6,B,4.0,A
24Q199,24,P.S. 199 Maurice A. Fitzgerald,Anthony Inzerillo,EMS,Elementary,48.28,A,63.1,8.5,A,11.7,B,39.9,A,3.0,B
24Q229,24,P.S. 229 Emanuel Kaplan,Dr. Sibylle Ajwani,EMS,Elementary,33.76,A,77.7,9.7,A,12.3,B,44.7,A,11.0,A
24Q239,24,P.S. 239,Robin Connolly,EMS,Elementary,58.32,C,34.9,8.2,B,7.0,C,18.7,C,1.0,B
24Q264,24,Academy of Finance and Enterprise,Gilberto Vega,HS,High School,2.70,A,89.5,10.4,B,22.1,A,49.0,A,8.0,A
24Q267,24,High School of Applied Communication,Daniel Korb,HS,High School,2.21,A,72.6,11.6,A,17.4,B,40.6,B,3.0,A
24Q293,24,Civic Leadership Academy,Phuong Nguyen,HS,High School,2.29,,,,,,,,,,
24Q296,24,Pan American International High School,Marcella Barros,HS,High School,2.02,D,41.1,11.1,A,3.9,F,26.1,D,,
24Q299,24,Bard High School Early College II,Valeri Thomson,HS,High School,3.73,A,73.2,11.2,A,17.4,B,44.6,A,,A
24Q305,24,Learners and Leaders,Lynn Botfeld,EC,K-3,55.41,C,27.5,9.0,B,9.3,B,9.2,C,0.0,
24Q307,24,Pioneer Academy,Cecilia Jackson,EC,K-3,63.53,B,43.1,10.7,A,13.5,A,13.9,B,5.0,
24Q455,24,Newtown High School,John Ficalora,HS,High School,2.14,C,50.6,7.9,C,11.6,D,28.1,D,3.0,C
24Q457,24,HS Arts & Business Yabc,Jimmy Liu,YABC,YABC,,B,57.1,11,B,14.8,B,29.3,C,2.0,D
24Q485,24,Grover Cleveland High School,Dominick Scarola,HS,High School,2.13,C,51.1,8.0,C,9.4,F,31.6,C,2.0,B
24Q520,24,Middle College High School at LaGuardia Community College,Linda Siegmund,HS,High School,2.38,C,56.4,8.5,C,15.1,B,26.8,D,6.0,B
24Q530,24,International High School at LaGuardia Community College,Lee Pan,HS,High School,2.34,A,80.7,13.1,A,19.8,A,42.8,A,5.0,A
24Q550,24,High School for Arts and Business,Ana R. Zambrano-Burakov,HS,High School,2.38,A,78.4,9.5,B,17.1,B,42.8,A,9.0,A
24Q560,24,"Robert F. Wagner, Jr. Secondary School for Arts an",Ann Seifullah,EMS,Middle,3.71,B,49.5,6.7,B,15.4,A,27.3,B,0.0,A
24Q560,24,"Robert F. Wagner, Jr. Secondary School for Arts and Technology",Ann Seifullah,HS,High School,2.52,C,53.0,6.0,D,12.6,C,32.4,C,2.0,C
24Q600,24,Queens Vocational and Technical High School,Melissa Burg,HS,High School,2.48,B,65.8,9.1,B,17.6,A,35.1,B,4.0,A
24Q610,24,Aviation Career & Technical Education High School,Deno Charalambous,HS,High School,2.95,A,81.6,10.3,B,18.8,A,42.5,A,10.0,A
24Q744,24,VOYAGES Preparatory,Joan Klingsberg,HST,Transfer High School,2.18,B,65.4,14.2,A,13.3,C,32.9,C,5.0,B
24Q877,24,The 51 Avenue Academy (The Path To Academic Excell,Digna Erstejn,EMS,Elementary,41.44,A,77.2,11.4,A,14.2,A,42.6,A,9.0,A
25Q020,25,P.S. 020 John Bowne,Victoria Hart,EMS,Elementary,40.79,B,49.4,8.0,B,10.6,B,25.8,B,5.0,B
25Q021,25,P.S. 021 Edward Hart,Debra Buszko,EMS,Elementary,35.03,A,69.5,6.8,B,14.2,A,39.5,A,9.0,B
25Q022,25,P.S. 022 Thomas Jefferson,Priscilla Milito,EMS,Elementary,38.94,A,66.5,5.9,C,13.0,B,41.6,A,6.0,A
25Q024,25,P.S. 024 Andrew Jackson,Lori Golan,EMS,Elementary,32.74,A,78.0,10.6,A,13.3,B,45.6,A,8.5,A
25Q025,25,I.S. 025 Adrien Block,Maryellen Beirne,EMS,Middle,3.09,B,42.8,6.8,B,10.3,B,21.2,C,4.5,B
25Q029,25,P.S. 029 Queens,Jennifer Jones,EMS,Elementary,41.88,A,78.2,7.8,B,14.1,A,47.8,A,8.5,B
25Q032,25,P.S. 032 State Street,Debra Errico,EMS,Elementary,23.88,C,39.7,11.1,A,10.1,B,15.5,C,3.0,A
25Q079,25,P.S. 079 Francis Lewis,Paula Marron,EMS,Elementary,21.71,A,71.7,4.5,C,10.4,B,49.3,A,7.5,C
25Q107,25,P.S. 107 Thomas A Dooley,James Phair,EMS,Elementary,28.32,A,57.6,10.3,A,11.3,B,31.0,B,5.0,B
25Q120,25,P.S. 120 Queens,Joan Monroe,EMS,Elementary,31.56,C,40.3,4.2,C,8.4,C,25.2,B,2.5,A
25Q129,25,P.S. 129 Patricia Larkin,Marilyn Alesi,EMS,Elementary,37.23,B,40.9,10.5,A,12.3,B,14.6,D,3.5,B
25Q130,25,P.S. 130,Michelle Contratti,EC,K-3,20.62,A,62.1,8.6,B,19.5,A,30.0,A,4.0,A
25Q154,25,P.S. 154 Queens,Danielle Giunta,EMS,Elementary,35.32,B,56.1,6.3,B,11.8,B,34.0,A,4.0,C
25Q163,25,P.S. 163 Flushing Heights,Nicole Bullen,EMS,Elementary,32.94,A,56.8,6.6,B,11.6,B,34.1,A,4.5,B
25Q164,25,P.S. 164 Queens Valley,Anne Alfonso,EMS,K-8,36.78,B,56.7,6.5,B,12.3,B,28.9,B,9.0,A
25Q165,25,P.S. 165 Edith K. Bergtraum,Raquel Victoria Demillio,EMS,Elementary,36.53,B,43.5,2.8,D,9.0,C,28.1,B,3.5,B
25Q169,25,P.S. 169 Bay Terrace,Vanessa Rosa,EMS,Elementary,18.79,B,51.7,11.5,A,9.2,C,29.0,B,2.0,C
25Q184,25,P.S. 184 Flushing Manor,Dora Pantelis,EMS,Elementary,21.92,A,59.0,10.3,A,12.7,B,31.5,B,4.5,A
25Q185,25,J.H.S. 185 Edward Bleeker,Valerie Sawinski,EMS,Middle,3.07,B,53.2,5.8,C,10.3,B,29.1,B,8.0,A
25Q189,25,J.H.S. 189 Daniel Carter Beard,Cindy Diaz-Burgos,EMS,Middle,2.95,C,40.1,11.0,A,6.2,D,19.4,C,3.5,B
25Q193,25,P.S. 193 Alfred J. Kennedy,Joyce E. Bush,EMS,Elementary,19.07,B,43.8,5.9,C,5.7,D,27.7,B,4.5,C
25Q194,25,J.H.S. 194 William Carr,Richard Garino,EMS,Middle,3.08,B,51.5,1.7,F,13.2,B,29.5,B,7.0,A
25Q200,25,PS/MS 200 - The Pomonok School & STAR Academy,Farrah Mckenna,EMS,K-8,41.90,A,65.9,4.3,C,7.9,C,43.1,A,10.5,B
25Q201,25,P.S. 201 The Discovery School for Inquiry and Rese,Rebecca Lozada,EMS,Elementary,53.38,B,49.5,4.0,C,6.2,C,32.2,B,7.0,A
25Q209,25,P.S. 209 Clearview Gardens,Mary Mcdonnell,EMS,Elementary,17.76,A,60.6,9.8,A,12.2,B,37.6,A,1.0,A
25Q214,25,P.S. 214 Cadwallader Colden,Denise Fuccillo,EMS,Elementary,37.65,A,58.6,10.7,A,13.5,B,32.9,B,1.5,A
25Q219,25,P.S. 219 Paul Klapper,Frederick Wright,EMS,K-8,44.30,A,83.4,6.5,B,13.9,B,48.5,A,14.5,A
25Q237,25,I.S. 237,Judith Friedman,EMS,Middle,2.90,B,54.1,6.4,B,8.8,C,31.4,B,7.5,A
25Q242,25,P.S. 242 Leonard P. Stavisky Early Childhood Schoo,Patricia Costa,EC,K-3,30.93,A,51.2,7.5,B,18.6,A,22.1,A,3.0,A
25Q244,25,The Active Learning Elementary School,Ivan Tolentino,EC,K-3,31.04,,,,,,,,,,
25Q250,25,I.S. 250 The Robert F. Kennedy Community Middle Sc,Marc Rosenberg,EMS,Middle,2.60,C,31.7,2.8,D,8.6,C,19.8,C,0.5,C
