ID,Building Code,DBN,Location Name,Location Code,Address,Borough,Geographical District Code,Register,Building Name,# Schools,Schools in Building,Major N,Oth N,NoCrim N,Prop N,Vio N,ENGroupA,RangeA,AvgOfMajor N,AvgOfOth N,AvgOfNoCrim N,AvgOfProp N,AvgOfVio N
1203,Q201,25Q201,P.S. 201 The Discovery School for Inquiry and Rese,Q201,65-11 155 STREET,OUEENS,25,487,,1,P.S. 201 The Discovery School for Inquiry and Rese,1,1,2,1,0,3C,251-500,0.37,1.2,1.51,0.22,0.15
1204,Q202,27Q308,Robert H. Goddard High School of Communication Art,Q308,138-30 LAFAYETTE STREET,OUEENS,27,436,138-30 LAFAYETTE STREET CONSOLIDATED LOCATION,2,J.H.S. 202 Robert H. Goddard | Robert H. Goddard High School of Communication Art | 138-30 LAFAYETTE STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
1205,Q202,27Q202,J.H.S. 202 Robert H. Goddard,Q202,138-30 LAFAYETTE STREET,OUEENS,27,1109,138-30 LAFAYETTE STREET CONSOLIDATED LOCATION,2,J.H.S. 202 Robert H. Goddard | Robert H. Goddard High School of Communication Art | 138-30 LAFAYETTE STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,6C,1001-1250,N/A,N/A,N/A,N/A,N/A
1206,Q202,,138-30 LAFAYETTE STREET CONSOLIDATED LOCATION,,138-30 LAFAYETTE STREET,OUEENS,27,1545,138-30 LAFAYETTE STREET CONSOLIDATED LOCATION,2,J.H.S. 202 Robert H. Goddard | Robert H. Goddard High School of Communication Art | 138-30 LAFAYETTE STREET CONSOLIDATED LOCATION,0,6,4,0,0,8C,1501-1750,1.11,6.11,10.78,0.5,0.61
1207,Q203,26Q203,P.S. 203 Oakland Gardens,Q203,53-11 SPRINGFIELD BOULEVARD,OUEENS,26,816,,1,P.S. 203 Oakland Gardens,0,1,0,0,0,5C,751-1000,0.61,2.32,2.67,0.31,0.3
1208,Q204,30Q301,Academy for Careers in Television and Film,Q301,36-41 28 STREET,OUEENS,30,314,36-41 28 STREET CONSOLIDATED LOCATION,2,I.S. 204 Oliver W. Holmes | Academy for Careers in Television and Film | 36-41 28 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
1209,Q204,30Q204,I.S. 204 Oliver W. Holmes,Q204,36-41 28 STREET,OUEENS,30,702,36-41 28 STREET CONSOLIDATED LOCATION,2,I.S. 204 Oliver W. Holmes | Academy for Careers in Television and Film | 36-41 28 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A
1210,Q204,,36-41 28 STREET CONSOLIDATED LOCATION,,36-41 28 STREET,OUEENS,30,1016,36-41 28 STREET CONSOLIDATED LOCATION,2,I.S. 204 Oliver W. Holmes | Academy for Careers in Television and Film | 36-41 28 STREET CONSOLIDATED LOCATION,0,2,5,0,0,6C,1001-1250,0.89,3.67,5.5,0.41,0.47
1211,Q205,26Q205,P.S. 205 Alexander Graham Bell,Q205,75-25 BELL BOULEVARD,OUEENS,26,303,,1,P.S. 205 Alexander Graham Bell,0,1,0,0,0,3C,251-500,0.37,1.2,1.51,0.22,0.15
1212,Q206,28Q206,P.S. 206 The Horace Harding School,Q206,61-02 98 STREET,OUEENS,28,629,,1,P.S. 206 The Horace Harding School,0,1,1,0,0,4C,501-750,0.41,1.54,2.05,0.22,0.19
1213,Q207,27Q207,P.S. 207 Rockwood Park,Q207,159-15 88 STREET,OUEENS,27,799,,1,P.S. 207 Rockwood Park,N/A,N/A,N/A,N/A,N/A,5C,751-1000,0.61,2.32,2.67,0.31,0.3
1214,Q208,29Q208,P.S. / I.S. 208,Q208,74-30 COMMONWEALTH BLVD,OUEENS,29,734,,1,P.S. / I.S. 208,N/A,N/A,N/A,N/A,N/A,4C,501-750,0.41,1.54,2.05,0.22,0.19
1215,Q209,25Q209,P.S. 209 Clearview Gardens,Q209,16-10 UTOPIA PARKWAY,OUEENS,25,612,,1,P.S. 209 Clearview Gardens,N/A,N/A,N/A,N/A,N/A,4C,501-750,0.41,1.54,2.05,0.22,0.19
1216,Q210,27Q210,J.H.S. 210 Elizabeth Blackwell,Q210,93-11 101 AVENUE,OUEENS,27,2064,,1,J.H.S. 210 Elizabeth Blackwell,0,4,4,0,0,10C,2001-2500,3.39,10.94,22.5,1.28,2.11
1217,Q212,30Q212,P.S. 212,Q212,34-25 82 STREET,OUEENS,30,793,,1,P.S. 212,N/A,N/A,N/A,N/A,N/A,5C,751-1000,0.61,2.32,2.67,0.31,0.3
1218,Q213,26Q213,P.S. 213 The Carl Ullman School,Q213,231-02 67 AVENUE,OUEENS,26,473,,1,P.S. 213 The Carl Ullman School,N/A,N/A,N/A,N/A,N/A,3C,251-500,0.37,1.2,1.51,0.22,0.15
1219,Q214,25Q214,P.S. 214 Cadwallader Colden,Q214,31-15 140 STREET,OUEENS,25,422,,1,P.S. 214 Cadwallader Colden,N/A,N/A,N/A,N/A,N/A,3C,251-500,0.37,1.2,1.51,0.22,0.15
1220,Q215,27Q215,P.S. 215 Lucretia Mott,Q215,535 BRIAR PLACE,OUEENS,27,654,,1,P.S. 215 Lucretia Mott,N/A,N/A,N/A,N/A,N/A,4C,501-750,0.41,1.54,2.05,0.22,0.19
1221,Q216,26Q216,J.H.S. 216 George J. Ryan,Q216,64-20 175 STREET,OUEENS,26,1226,,1,J.H.S. 216 George J. Ryan,1,2,4,0,1,6C,1001-1250,0.89,3.67,5.5,0.41,0.47
1222,Q217,28Q217,J.H.S. 217 Robert A. Van Wyck,Q217,85-05 144 STREET,OUEENS,28,1376,,1,J.H.S. 217 Robert A. Van Wyck,0,12,7,0,0,7C,1251-1500,0.81,3.68,6.85,0.4,0.41
1223,Q219,25Q219,P.S. 219 Paul Klapper,Q219,144-39 GRAVETT ROAD,OUEENS,25,607,,1,P.S. 219 Paul Klapper,0,1,0,0,0,4C,501-750,0.41,1.54,2.05,0.22,0.19
1224,Q220,28Q220,P.S. 220 Edward Mandel,Q220,62-10 108 STREET,OUEENS,28,567,,1,P.S. 220 Edward Mandel,0,0,1,0,0,4C,501-750,0.41,1.54,2.05,0.22,0.19
1225,Q221,26Q221,P.S. 221 The North Hills School,Q221,57-40 MARATHON PARKWAY,OUEENS,26,635,,1,P.S. 221 The North Hills School,0,0,1,0,0,4C,501-750,0.41,1.54,2.05,0.22,0.19
1226,Q222,30Q222,P.S. Q222 - Fire Fighter Christopher A. Santora Sc,Q222,86-15 37 AVENUE,OUEENS,30,342,,1,P.S. Q222 - Fire Fighter Christopher A. Santora Sc,N/A,N/A,N/A,N/A,N/A,3C,251-500,0.37,1.2,1.51,0.22,0.15
1227,Q223,27Q223,P.S. 223 Lyndon B. Johnson,Q223,125-20 SUTPHIN BOULEVARD,OUEENS,27,708,,1,P.S. 223 Lyndon B. Johnson,0,1,0,0,0,4C,501-750,0.41,1.54,2.05,0.22,0.19
1228,Q225,27Q225,P.S. 225 Seaside,Q225,190 BEACH 110 STREET,OUEENS,27,99,190 BEACH 110 STREET CONSOLIDATED LOCATION,3,P.S. 225 Seaside | WATERSIDE CHILDREN'S STUDIO SCHOOL | WATERSIDE SCHOOL FOR LEADERSHIP | 190 BEACH 110 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A
1229,Q225,27Q318,WATERSIDE SCHOOL FOR LEADERSHIP,Q318,190 BEACH 110 STREET,OUEENS,27,133,190 BEACH 110 STREET CONSOLIDATED LOCATION,3,P.S. 225 Seaside | WATERSIDE CHILDREN'S STUDIO SCHOOL | WATERSIDE SCHOOL FOR LEADERSHIP | 190 BEACH 110 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A
1230,Q225,27Q317,WATERSIDE CHILDREN'S STUDIO SCHOOL,Q317,190 BEACH 110 STREET,OUEENS,27,354,190 BEACH 110 STREET CONSOLIDATED LOCATION,3,P.S. 225 Seaside | WATERSIDE CHILDREN'S STUDIO SCHOOL | WATERSIDE SCHOOL FOR LEADERSHIP | 190 BEACH 110 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
1231,Q225,,190 BEACH 110 STREET CONSOLIDATED LOCATION,,190 BEACH 110 STREET,OUEENS,27,586,190 BEACH 110 STREET CONSOLIDATED LOCATION,3,P.S. 225 Seaside | WATERSIDE CHILDREN'S STUDIO SCHOOL | WATERSIDE SCHOOL FOR LEADERSHIP | 190 BEACH 110 STREET CONSOLIDATED LOCATION,0,2,1,0,0,4C,501-750,0.41,1.54,2.05,0.22,0.19
1232,Q226,27Q226,J.H.S. 226 Virgil I. Grissom,Q226,121-10 ROCKAWAY BOULEVARD,OUEENS,27,1459,,1,J.H.S. 226 Virgil I. Grissom,0,4,8,0,0,7C,1251-1500,0.81,3.68,6.85,0.4,0.41
1233,Q227,30Q227,I.S. 227 Louis Armstrong,Q227,32-02 JUNCTION BOULEVARD,OUEENS,30,1462,,1,I.S. 227 Louis Armstrong,0,1,1,0,0,7C,1251-1500,0.81,3.68,6.85,0.4,0.41
1234,Q228,30Q228,P.S. 228 Early Childhood Magnet School of the Arts,Q228,93-01 NORTHERN BLVD,OUEENS,30,386,,1,P.S. 228 Early Childhood Magnet School of the Arts,N/A,N/A,N/A,N/A,N/A,3C,251-500,0.37,1.2,1.51,0.22,0.15
1235,Q229,24Q229,P.S. 229 Emanuel Kaplan,Q229,67-25 51 ROAD,OUEENS,24,1421,,1,P.S. 229 Emanuel Kaplan,N/A,N/A,N/A,N/A,N/A,7C,1251-1500,0.81,3.68,6.85,0.4,0.41
1236,Q230,30Q230,I.S. 230,Q230,73-10 34 AVENUE,OUEENS,30,960,,1,I.S. 230,0,0,1,0,0,5C,751-1000,0.61,2.32,2.67,0.31,0.3
1237,Q231,29Q231,I.S. 231 Magnetech 2000,Q231,145-00 SPRINGFIELD BOULEVARD,OUEENS,29,943,145-00 SPRINGFIELD BOULEVARD CONSOLIDATED LOCATION,2,I.S. 231 Magnetech 2000 | ALC - IS 231 | 145-00 SPRINGFIELD BOULEVARD CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,5C,751-1000,N/A,N/A,N/A,N/A,N/A
1238,Q231,,145-00 SPRINGFIELD BOULEVARD CONSOLIDATED LOCATION,,145-00 SPRINGFIELD BOULEVARD,OUEENS,29,943,145-00 SPRINGFIELD BOULEVARD CONSOLIDATED LOCATION,2,I.S. 231 Magnetech 2000 | ALC - IS 231 | 145-00 SPRINGFIELD BOULEVARD CONSOLIDATED LOCATION,4,7,13,1,3,5C,751-1000,0.61,2.32,2.67,0.31,0.3
1239,Q231,88Q987,ALC - IS 231,Q987,145-00 SPRINGFIELD BOULEVARD,OUEENS,29,#N/A,145-00 SPRINGFIELD BOULEVARD CONSOLIDATED LOCATION,2,I.S. 231 Magnetech 2000 | ALC - IS 231 | 145-00 SPRINGFIELD BOULEVARD CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,N/A
1240,Q232,27Q232,P.S. 232 Lindenwood,Q232,153-23 83 STREET,OUEENS,27,1010,,1,P.S. 232 Lindenwood,0,1,0,0,0,6C,1001-1250,0.89,3.67,5.5,0.41,0.47
1241,Q234,30Q235,Academy for New Americans,Q235,30-14 30 STREET,OUEENS,30,194,30-14 30 STREET CONSOLIDATED LOCATION,2,P.S. 234 | Academy for New Americans | 30-14 30 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A
1242,Q234,30Q234,P.S. 234,Q234,30-14 30 STREET,OUEENS,30,699,30-14 30 STREET CONSOLIDATED LOCATION,2,P.S. 234 | Academy for New Americans | 30-14 30 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A
1243,Q234,,30-14 30 STREET CONSOLIDATED LOCATION,,30-14 30 STREET,OUEENS,30,893,30-14 30 STREET CONSOLIDATED LOCATION,2,P.S. 234 | Academy for New Americans | 30-14 30 STREET CONSOLIDATED LOCATION,0,1,0,0,0,5C,751-1000,0.61,2.32,2.67,0.31,0.3
1244,Q237,25Q281,East-West School of International Studies,Q281,46-21 COLDEN STREET,OUEENS,25,582,46-21 COLDEN STREET CONSOLIDATED LOCATION,2,I.S. 237 | East-West School of International Studies | 46-21 COLDEN STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A
1245,Q237,25Q237,I.S. 237,Q237,46-21 COLDEN STREET,OUEENS,25,1207,46-21 COLDEN STREET CONSOLIDATED LOCATION,2,I.S. 237 | East-West School of International Studies | 46-21 COLDEN STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,6C,1001-1250,N/A,N/A,N/A,N/A,N/A
1246,Q237,,46-21 COLDEN STREET CONSOLIDATED LOCATION,,46-21 COLDEN STREET,OUEENS,25,1789,46-21 COLDEN STREET CONSOLIDATED LOCATION,2,I.S. 237 | East-West School of International Studies | 46-21 COLDEN STREET CONSOLIDATED LOCATION,0,11,4,0,0,9C,1751-2000,1.31,7.85,20.31,0.54,0.77
1247,Q238,29Q238,I.S. 238 Susan B Anthony,Q238,88-15 182 STREET,OUEENS,29,1590,,1,I.S. 238 Susan B Anthony,3,11,3,0,3,8C,1501-1750,1.11,6.11,10.78,0.5,0.61
1248,Q239,24Q239,P.S. 239,Q239,17-15 WEIRFIELD STREET,OUEENS,24,809,,1,P.S. 239,0,0,2,0,0,5C,751-1000,0.61,2.32,2.67,0.31,0.3
1249,Q242,25Q242,P.S. 242 Leonard P. Stavisky Early Childhood Schoo,Q242,29-66 137 STREET,OUEENS,25,354,,1,P.S. 242 Leonard P. Stavisky Early Childhood Schoo,N/A,N/A,N/A,N/A,N/A,3C,251-500,0.37,1.2,1.51,0.22,0.15
1250,Q244,25Q244,The Active Learning Elementary School,Q244,137-20 FRANKLIN AVENUE,OUEENS,25,328,,1,The Active Learning Elementary School,N/A,N/A,N/A,N/A,N/A,3C,251-500,0.37,1.2,1.51,0.22,0.15
1251,Q245,24Q305,Learners and Leaders,Q305,378 SENECA AVENUE,OUEENS,24,345,,1,Learners and Leaders,N/A,N/A,N/A,N/A,N/A,3C,251-500,0.37,1.2,1.51,0.22,0.15
1252,Q247,24Q128,P.S. 128 Juniper Valley,Q128,69-10 65th Drive,OUEENS,24,676,,1,P.S. 128 Juniper Valley,N/A,N/A,N/A,N/A,N/A,4C,501-750,0.41,1.54,2.05,0.22,0.19
1253,Q251,29Q251,P.S. 251 Queens,Q251,144-51 ARTHUR STREET,OUEENS,29,344,,1,P.S. 251 Queens,N/A,N/A,N/A,N/A,N/A,3C,251-500,0.37,1.2,1.51,0.22,0.15
1254,Q253,27Q253,P.S. 253,Q253,1307 CENTRAL AVENUE,OUEENS,27,523,,1,P.S. 253,N/A,N/A,N/A,N/A,N/A,4C,501-750,0.41,1.54,2.05,0.22,0.19
1255,Q254,27Q254,P.S. 254,Q254,84-40 101 STREET,OUEENS,27,635,,1,P.S. 254,1,0,1,1,0,4C,501-750,0.41,1.54,2.05,0.22,0.19
1256,Q260,24Q307,Pioneer Academy,Q307,40-20 100TH STREET,OUEENS,24,589,,1,Pioneer Academy,N/A,N/A,N/A,N/A,N/A,4C,501-750,0.41,1.54,2.05,0.22,0.19
1257,Q262,27Q306,New York City Academy for Discovery,Q306,95-16 89TH AVENUE,OUEENS,27,321,,1,New York City Academy for Discovery,N/A,N/A,N/A,N/A,N/A,3C,251-500,0.37,1.2,1.51,0.22,0.15
1258,Q263,29Q295,P.S./I.S. 295,Q295,222-14 JAMAICA AVE,OUEENS,29,560,,1,P.S./I.S. 295,N/A,N/A,N/A,N/A,N/A,4C,501-750,0.41,1.54,2.05,0.22,0.19
1259,Q266,26Q266,P.S. / I.S. 266,Q266,74-10 COMMONWEALTH BOULEVARD,OUEENS,26,679,,1,P.S. / I.S. 266,0,0,1,0,0,4C,501-750,0.41,1.54,2.05,0.22,0.19
1260,Q268,29Q268,PS/IS 268,Q268,92-07 175 STREET,OUEENS,29,574,,1,PS/IS 268,0,0,3,0,0,4C,501-750,0.41,1.54,2.05,0.22,0.19
1261,Q269,24Q330,P.S. 330,Q330,86-37 53RD AVENUE,OUEENS,24,209,,1,P.S. 330,N/A,N/A,N/A,N/A,N/A,2C,1-250,0.29,0.94,1.17,0.17,0.12
1262,Q270,29Q270,The Gordon Parks School,Q270,233-15 MERRICK BOULEVARD,OUEENS,29,660,,1,The Gordon Parks School,0,1,1,0,0,4C,501-750,0.41,1.54,2.05,0.22,0.19
1263,Q273,27Q273,P.S. 273,Q273,88-07 102ND STREET,OUEENS,27,100,,1,P.S. 273,N/A,N/A,N/A,N/A,N/A,2C,1-250,0.29,0.94,1.17,0.17,0.12
1264,Q280,30Q280,P.S. 280,Q280,34-20 94TH STREET,OUEENS,30,107,,1,P.S. 280,N/A,N/A,N/A,N/A,N/A,2C,1-250,0.29,0.94,1.17,0.17,0.12
1265,Q292,30Q092,P.S. 092 Harry T. Stewart Sr.,Q092,99-01 34 AVENUE,OUEENS,30,886,,1,P.S. 092 Harry T. Stewart Sr.,N/A,N/A,N/A,N/A,N/A,5C,751-1000,0.61,2.32,2.67,0.31,0.3
1266,Q400,27Q400,August Martin High School,Q400,156-10 BAISLEY BOULEVARD,OUEENS,27,1160,156-10 BAISLEY BOULEVARD CONSOLIDATED LOCATION,2,August Martin High School | ALC - August Martin HS | 156-10 BAISLEY BOULEVARD CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,6C,1001-1250,N/A,N/A,N/A,N/A,N/A
1267,Q400,,156-10 BAISLEY BOULEVARD CONSOLIDATED LOCATION,,156-10 BAISLEY BOULEVARD,OUEENS,27,1160,156-10 BAISLEY BOULEVARD CONSOLIDATED LOCATION,2,August Martin High School | ALC - August Martin HS | 156-10 BAISLEY BOULEVARD CONSOLIDATED LOCATION,7,14,17,0,7,6C,1001-1250,0.89,3.67,5.5,0.41,0.47
1268,Q400,88Q995,ALC - August Martin HS,Q995,156-10 BAISLEY BOULEVARD,OUEENS,27,#N/A,156-10 BAISLEY BOULEVARD CONSOLIDATED LOCATION,2,August Martin High School | ALC - August Martin HS | 156-10 BAISLEY BOULEVARD CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,N/A
1269,Q405,26Q495,Bayside High School,Q495,32-24 CORP KENNEDY STREET,OUEENS,26,3628,,1,Bayside High School,2,6,11,1,1,12C,3001-4000,1.75,9.5,15.13,0.63,1.13
1270,Q410,27Q324,ROCKAWAY PARK HIGH SCHOOL FOR ENVIRONMENTAL SUSTAI,Q324,100-00 BEACH CHANNEL DRIVE,OUEENS,27,87,100-00 BEACH CHANNEL DRIVE CONSOLIDATED LOCATION,3,Channel View School for Research | ROCKAWAY PARK HIGH SCHOOL FOR ENVIRONMENTAL SUSTAI | Beach Channel High School | 100-00 BEACH CHANNEL DRIVE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A
1271,Q410,27Q262,Channel View School for Research,Q262,100-00 BEACH CHANNEL DRIVE,OUEENS,27,617,100-00 BEACH CHANNEL DRIVE CONSOLIDATED LOCATION,3,Channel View School for Research | ROCKAWAY PARK HIGH SCHOOL FOR ENVIRONMENTAL SUSTAI | Beach Channel High School | 100-00 BEACH CHANNEL DRIVE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A
1272,Q410,27Q410,Beach Channel High School,Q410,100-00 BEACH CHANNEL DRIVE,OUEENS,27,1053,100-00 BEACH CHANNEL DRIVE CONSOLIDATED LOCATION,3,Channel View School for Research | ROCKAWAY PARK HIGH SCHOOL FOR ENVIRONMENTAL SUSTAI | Beach Channel High School | 100-00 BEACH CHANNEL DRIVE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,6C,1001-1250,N/A,N/A,N/A,N/A,N/A
1273,Q410,,100-00 BEACH CHANNEL DRIVE CONSOLIDATED LOCATION,,100-00 BEACH CHANNEL DRIVE,OUEENS,27,1757,100-00 BEACH CHANNEL DRIVE CONSOLIDATED LOCATION,3,Channel View School for Research | ROCKAWAY PARK HIGH SCHOOL FOR ENVIRONMENTAL SUSTAI | Beach Channel High School | 100-00 BEACH CHANNEL DRIVE CONSOLIDATED LOCATION,4,11,18,2,2,9C,1751-2000,1.31,7.85,20.31,0.54,0.77
1274,Q415,26Q415,Benjamin N. Cardozo High School,Q415,57-00 223RD STREET,OUEENS,26,4063,,1,Benjamin N. Cardozo High School,0,8,12,0,0,13C,4000+,5.71,13.57,42.86,2.43,3.29
1275,Q420,29Q248,Queens Preparatory Academy,Q248,143-10 SPRINGFIELD BOULEVARD,OUEENS,29,392,143-10 SPRINGFIELD BOULEVARD CONSOLIDATED LOCATION,4,Queens Preparatory Academy | Excelsior Preparatory High School | George Washington Carver High School for the Scien | Preparatory Academy for Writers: A College Board S | 143-10 SPRINGFIELD BOULEVARD CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
1276,Q420,29Q283,Preparatory Academy for Writers: A College Board S,Q283,143-10 SPRINGFIELD BOULEVARD,OUEENS,29,411,143-10 SPRINGFIELD BOULEVARD CONSOLIDATED LOCATION,4,Queens Preparatory Academy | Excelsior Preparatory High School | George Washington Carver High School for the Scien | Preparatory Academy for Writers: A College Board S | 143-10 SPRINGFIELD BOULEVARD CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
1277,Q420,29Q272,George Washington Carver High School for the Scien,Q272,143-10 SPRINGFIELD BOULEVARD,OUEENS,29,447,143-10 SPRINGFIELD BOULEVARD CONSOLIDATED LOCATION,4,Queens Preparatory Academy | Excelsior Preparatory High School | George Washington Carver High School for the Scien | Preparatory Academy for Writers: A College Board S | 143-10 SPRINGFIELD BOULEVARD CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
1278,Q420,29Q265,Excelsior Preparatory High School,Q265,143-10 SPRINGFIELD BOULEVARD,OUEENS,29,461,143-10 SPRINGFIELD BOULEVARD CONSOLIDATED LOCATION,4,Queens Preparatory Academy | Excelsior Preparatory High School | George Washington Carver High School for the Scien | Preparatory Academy for Writers: A College Board S | 143-10 SPRINGFIELD BOULEVARD CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
1279,Q420,,143-10 SPRINGFIELD BOULEVARD CONSOLIDATED LOCATION,,143-10 SPRINGFIELD BOULEVARD,OUEENS,29,1711,143-10 SPRINGFIELD BOULEVARD CONSOLIDATED LOCATION,4,Queens Preparatory Academy | Excelsior Preparatory High School | George Washington Carver High School for the Scien | Preparatory Academy for Writers: A College Board S | 143-10 SPRINGFIELD BOULEVARD CONSOLIDATED LOCATION,3,11,18,0,3,8C,1501-1750,1.11,6.11,10.78,0.5,0.61
1280,Q425,25Q425,John Bowne High School,Q425,63-25 MAIN STREET,OUEENS,25,3471,,1,John Bowne High School,0,6,42,0,0,12C,3001-4000,1.75,9.5,15.13,0.63,1.13
1281,Q430,26Q430,Francis Lewis High School,Q430,58-20 UTOPIA PARKWAY,OUEENS,26,4211,,1,Francis Lewis High School,3,9,7,3,0,13C,4000+,5.71,13.57,42.86,2.43,3.29
1282,Q435,26Q435,Martin Van Buren High School,Q435,230-17 HILLSIDE AVENUE,OUEENS,26,2542,,1,Martin Van Buren High School,1,11,21,0,1,11C,2501-3000,2.93,11.4,37.4,1.13,1.8
1283,Q440,28Q440,Forest Hills High School,Q440,67-01 110 STREET,OUEENS,28,3897,,1,Forest Hills High School,2,13,15,1,1,12C,3001-4000,1.75,9.5,15.13,0.63,1.13
1284,Q445,30Q445,William Cullen Bryant High School,Q445,48-10 31 AVENUE,OUEENS,30,3010,,1,William Cullen Bryant High School,3,13,7,1,2,12C,3001-4000,1.75,9.5,15.13,0.63,1.13
1285,Q450,30Q555,Newcomers High School,Q555,28-01 41 AVENUE,OUEENS,30,1044,,1,Newcomers High School,3,3,2,2,1,6C,1001-1250,0.89,3.67,5.5,0.41,0.47
1286,Q451,30Q575,Academy of American Studies,Q575,28-04 41 AVENUE,OUEENS,30,684,,1,Academy of American Studies,N/A,N/A,N/A,N/A,N/A,4C,501-750,0.41,1.54,2.05,0.22,0.19
1287,Q452,30Q450,Long Island City High School,Q450,14-30 BROADWAY,OUEENS,30,3508,,1,Long Island City High School,3,12,15,1,2,12C,3001-4000,1.75,9.5,15.13,0.63,1.13
1288,Q455,24Q455,Newtown High School,Q455,48-01 90 STREET,OUEENS,24,2870,,1,Newtown High School,6,10,19,1,5,11C,2501-3000,2.93,11.4,37.4,1.13,1.8
1289,Q456,24Q457,HS Arts & Business Yabc,Q457,105-25 HORACE HARDING EXPY N,OUEENS,24,288,105-25 HORACE HARDING EXPY N CONSOLIDATED LOCATION,2,HS Arts & Business Yabc | High School for Arts and Business | 105-25 HORACE HARDING EXPY N CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
1290,Q456,24Q550,High School for Arts and Business,Q550,105-25 HORACE HARDING EXPY N,OUEENS,24,784,105-25 HORACE HARDING EXPY N CONSOLIDATED LOCATION,2,HS Arts & Business Yabc | High School for Arts and Business | 105-25 HORACE HARDING EXPY N CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,5C,751-1000,N/A,N/A,N/A,N/A,N/A
1291,Q456,,105-25 HORACE HARDING EXPY N CONSOLIDATED LOCATION,,105-25 HORACE HARDING EXPY N,OUEENS,24,1072,105-25 HORACE HARDING EXPY N CONSOLIDATED LOCATION,2,HS Arts & Business Yabc | High School for Arts and Business | 105-25 HORACE HARDING EXPY N CONSOLIDATED LOCATION,1,3,6,0,1,6C,1001-1250,0.89,3.67,5.5,0.41,0.47
1292,Q460,25Q467,Flushing Yabc,Q467,35-01 UNION STREET,OUEENS,25,336,35-01 UNION STREET CONSOLIDATED LOCATION,4,Flushing High School | Flushing Yabc | Flushing Evening High Schl M/W | ALC - Flushing HS | 35-01 UNION STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
1293,Q460,25Q460,Flushing High School,Q460,35-01 UNION STREET,OUEENS,25,3041,35-01 UNION STREET CONSOLIDATED LOCATION,4,Flushing High School | Flushing Yabc | Flushing Evening High Schl M/W | ALC - Flushing HS | 35-01 UNION STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,12C,3001-4000,N/A,N/A,N/A,N/A,N/A
1294,Q460,,35-01 UNION STREET CONSOLIDATED LOCATION,,35-01 UNION STREET,OUEENS,25,3377,35-01 UNION STREET CONSOLIDATED LOCATION,4,Flushing High School | Flushing Yabc | Flushing Evening High Schl M/W | ALC - Flushing HS | 35-01 UNION STREET CONSOLIDATED LOCATION,2,13,21,0,2,12C,3001-4000,1.75,9.5,15.13,0.63,1.13
