QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Boro-Block-Lot,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Address,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Neighborhood,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Building Classification,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Total Units,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Year Built,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Gross SqFt,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Est. Gross Income,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Gross Income per SqFt,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Full Market Value,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Market Value per SqFt,COMPARABLE RENTAL – 1 –Boro-Block-Lot,COMPARABLE RENTAL – 1 –Address,COMPARABLE RENTAL – 1 –Neighborhood,COMPARABLE RENTAL – 1 –Building Classification,COMPARABLE RENTAL – 1 –Total Units,COMPARABLE RENTAL – 1 –Year Built,COMPARABLE RENTAL – 1 –Gross SqFt,COMPARABLE RENTAL – 1 –Est. Gross Income,COMPARABLE RENTAL – 1 –Gross Income per SqFt,COMPARABLE RENTAL – 1 –Full Market Value,COMPARABLE RENTAL – 1 –Market Value per SqFt,COMPARABLE RENTAL – 1 –Dist. from Coop in miles,COMPARABLE RENTAL – 2 –Boro-Block-Lot,COMPARABLE RENTAL – 2 –Address,COMPARABLE RENTAL – 2 –Neighborhood,COMPARABLE RENTAL – 2 –Building Classification,COMPARABLE RENTAL – 2 –Total Units,COMPARABLE RENTAL – 2 –Year Built,COMPARABLE RENTAL – 2 –Gross SqFt,COMPARABLE RENTAL – 2 –Est. Gross Income,COMPARABLE RENTAL – 2 –Gross Income per SqFt,COMPARABLE RENTAL – 2 –Full Market Value,COMPARABLE RENTAL – 2 –Market Value per SqFt,COMPARABLE RENTAL – 2 –Dist. from Coop in miles
4-10524-0150,"87 09 POMPEII AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",HOLLISWOOD,C6-WALK-UP,112,1950,88500,1265550,14.3,5020000,57,4-10593-0002,"86 09
Queens, NY
(40.749436300045204, -73.79729979984586)",HOLLISWOOD,C9-WALK-UP,384,1951,290112,4132718,14.25,16400000,57,0.35,4-10599-0100,"206 09 86 ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",HOLLISWOOD,C9-WALK-UP,192,1952,145056,2066361,14.25,8190000,56,0.25
4-10535-0010,"87 40
Queens, NY
(40.749436300045204, -73.79729979984586)",HOLLISWOOD,D4-ELEVATOR,200,1953,185016,2294198,12.4,8620000,46.6,4-10821-0001,"91 61 193 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",HOLLIS,D1-ELEVATOR,45,1959,45000,497549,11.06,1750000,38.9,0.75,4-10821-0060,"91 32 195 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",HOLLIS,D1-ELEVATOR,96,1950,69312,774905,11.18,2730000,39.4,0.75
4-10535-0050,"204 15 FOOTHILL AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",HOLLISWOOD,D4-ELEVATOR,200,1953,185016,2294198,12.4,8620000,46.6,4-10821-0060,"91 32 195 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",HOLLIS,D1-ELEVATOR,96,1950,69312,774905,11.18,2730000,39.4,0.75,4-10821-0001,"91 61 193 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",HOLLIS,D1-ELEVATOR,45,1959,45000,497549,11.06,1750000,38.9,0.75
4-10538-0010,"87 10 204 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",HOLLISWOOD,D4-ELEVATOR,300,1954,277524,3441297,12.4,12900000,46.5,4-10821-0001,"91 61 193 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",HOLLIS,D1-ELEVATOR,45,1959,45000,497549,11.06,1750000,38.9,0.75,4-10821-0060,"91 32 195 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",HOLLIS,D1-ELEVATOR,96,1950,69312,774905,11.18,2730000,39.4,0.75
4-10538-0070,"87 50 204 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",HOLLISWOOD,D4-ELEVATOR,197,1954,185016,2294198,12.4,8620000,46.6,4-10821-0001,"91 61 193 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",HOLLIS,D1-ELEVATOR,45,1959,45000,497549,11.06,1750000,38.9,0.75,4-10821-0060,"91 32 195 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",HOLLIS,D1-ELEVATOR,96,1950,69312,774905,11.18,2730000,39.4,0.75
4-10682-0001,"87 15 214 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",QUEENS VILLAGE,C6-WALK-UP,14,1949,10795,154368,14.3,612000,57,4-10593-0002,"86 09
Queens, NY
(40.749436300045204, -73.79729979984586)",HOLLISWOOD,C9-WALK-UP,384,1951,290112,4132718,14.25,16400000,57,0.55,4-10599-0100,"206 09 86 ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",HOLLISWOOD,C9-WALK-UP,192,1952,145056,2066361,14.25,8190000,56,0.65
4-10682-0053,"214 47 HILLSIDE AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",QUEENS VILLAGE,C6-WALK-UP,25,1949,19300,275990,14.3,1090000,56,4-10599-0100,"206 09 86 ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",HOLLISWOOD,C9-WALK-UP,192,1952,145056,2066361,14.25,8190000,56,0.65,4-10593-0002,"86 09
Queens, NY
(40.749436300045204, -73.79729979984586)",HOLLISWOOD,C9-WALK-UP,384,1951,290112,4132718,14.25,16400000,57,0.55
4-10682-0065,"214 23 HILLSIDE AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",QUEENS VILLAGE,C6-WALK-UP,25,1949,19300,275990,14.3,1090000,56,4-10593-0002,"86 09
Queens, NY
(40.749436300045204, -73.79729979984586)",HOLLISWOOD,C9-WALK-UP,384,1951,290112,4132718,14.25,16400000,57,0.55,4-10599-0100,"206 09 86 ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",HOLLISWOOD,C9-WALK-UP,192,1952,145056,2066361,14.25,8190000,56,0.65
4-11421-0013,"150 CROSS BAY BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",HOWARD BEACH,C6-WALK-UP,131,1957,120700,1426674,11.82,5030000,41.7,4-12351-0011,"116 27 169 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",SO. JAMAICA-BAISLEY PARK,C9-WALK-UP,40,1951,28116,332312,11.82,1170000,41.6,3.7,4-12311-0050,"156 01 NORTH CONDUIT AVEN
Queens, NY
(40.749436300045204, -73.79729979984586)",SPRINGFIELD GARDENS,C9-WALK-UP,46,1972,31365,497780,15.87,2020000,64,3.45
4-11431-0015,"86 10 151 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",HOWARD BEACH,D4-ELEVATOR,161,1966,169000,1997580,11.82,7040000,41.7,4-12351-0011,"116 27 169 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",SO. JAMAICA-BAISLEY PARK,C9-WALK-UP,40,1951,28116,332312,11.82,1170000,41.6,3.95,4-12311-0050,"156 01 NORTH CONDUIT AVEN
Queens, NY
(40.749436300045204, -73.79729979984586)",SPRINGFIELD GARDENS,C9-WALK-UP,46,1972,31365,497780,15.87,2020000,64,3.65
4-11431-0036,"151 20 88 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",HOWARD BEACH,D4-ELEVATOR,151,1963,169000,1997580,11.82,7040000,41.7,4-12351-0011,"116 27 169 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",SO. JAMAICA-BAISLEY PARK,C9-WALK-UP,40,1951,28116,332312,11.82,1170000,41.6,3.95,4-12311-0050,"156 01 NORTH CONDUIT AVEN
Queens, NY
(40.749436300045204, -73.79729979984586)",SPRINGFIELD GARDENS,C9-WALK-UP,46,1972,31365,497780,15.87,2020000,64,3.65
4-11434-0007,"88 08 151 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",HOWARD BEACH,D4-ELEVATOR,151,1962,149000,1761180,11.82,6210000,41.7,4-12351-0011,"116 27 169 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",SO. JAMAICA-BAISLEY PARK,C9-WALK-UP,40,1951,28116,332312,11.82,1170000,41.6,3.85,4-12311-0050,"156 01 NORTH CONDUIT AVEN
Queens, NY
(40.749436300045204, -73.79729979984586)",SPRINGFIELD GARDENS,C9-WALK-UP,46,1972,31365,497780,15.87,2020000,64,3.55
4-11434-0025,"89 35 155 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",HOWARD BEACH,D4-ELEVATOR,150,1962,152100,1797822,11.82,6340000,41.7,4-12351-0011,"116 27 169 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",SO. JAMAICA-BAISLEY PARK,C9-WALK-UP,40,1951,28116,332312,11.82,1170000,41.6,3.85,4-12311-0050,"156 01 NORTH CONDUIT AVEN
Queens, NY
(40.749436300045204, -73.79729979984586)",SPRINGFIELD GARDENS,C9-WALK-UP,46,1972,31365,497780,15.87,2020000,64,3.55
4-11434-0050,"88 25 155 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",HOWARD BEACH,D4-ELEVATOR,149,1960,152100,1797822,11.82,6340000,41.7,4-12351-0011,"116 27 169 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",SO. JAMAICA-BAISLEY PARK,C9-WALK-UP,40,1951,28116,332312,11.82,1170000,41.6,3.85,4-12311-0050,"156 01 NORTH CONDUIT AVEN
Queens, NY
(40.749436300045204, -73.79729979984586)",SPRINGFIELD GARDENS,C9-WALK-UP,46,1972,31365,497780,15.87,2020000,64,3.55
4-11434-0075,"153 25 88 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",HOWARD BEACH,D4-ELEVATOR,81,1961,77701,918425,11.82,3240000,41.7,4-12351-0011,"116 27 169 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",SO. JAMAICA-BAISLEY PARK,C9-WALK-UP,40,1951,28116,332312,11.82,1170000,41.6,3.85,4-12311-0050,"156 01 NORTH CONDUIT AVEN
Queens, NY
(40.749436300045204, -73.79729979984586)",SPRINGFIELD GARDENS,C9-WALK-UP,46,1972,31365,497780,15.87,2020000,64,3.55
4-11434-0100,"151 25 88 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",HOWARD BEACH,D4-ELEVATOR,149,1960,152100,1797822,11.82,6340000,41.7,4-12351-0011,"116 27 169 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",SO. JAMAICA-BAISLEY PARK,C9-WALK-UP,40,1951,28116,332312,11.82,1170000,41.6,3.85,4-12311-0050,"156 01 NORTH CONDUIT AVEN
Queens, NY
(40.749436300045204, -73.79729979984586)",SPRINGFIELD GARDENS,C9-WALK-UP,46,1972,31365,497780,15.87,2020000,64,3.55
4-11446-0001,"84 09 155 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",HOWARD BEACH,D4-ELEVATOR,172,1964,158600,1874652,11.82,6610000,41.7,4-12351-0011,"116 27 169 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",SO. JAMAICA-BAISLEY PARK,C9-WALK-UP,40,1951,28116,332312,11.82,1170000,41.6,4,4-12311-0050,"156 01 NORTH CONDUIT AVEN
Queens, NY
(40.749436300045204, -73.79729979984586)",SPRINGFIELD GARDENS,C9-WALK-UP,46,1972,31365,497780,15.87,2020000,64,3.65
4-11446-0012,"84 10 153 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",HOWARD BEACH,D4-ELEVATOR,172,1964,158600,1874652,11.82,6610000,41.7,4-12351-0011,"116 27 169 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",SO. JAMAICA-BAISLEY PARK,C9-WALK-UP,40,1951,28116,332312,11.82,1170000,41.6,4,4-12311-0050,"156 01 NORTH CONDUIT AVEN
Queens, NY
(40.749436300045204, -73.79729979984586)",SPRINGFIELD GARDENS,C9-WALK-UP,46,1972,31365,497780,15.87,2020000,64,3.65
4-11446-0050,"84 40 153 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",HOWARD BEACH,D4-ELEVATOR,172,1964,158600,1874652,11.82,6610000,41.7,4-01567-0040,"92 01 LAMONT AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",ELMHURST,D1-ELEVATOR,98,1962,82500,930577,11.28,3280000,39.8,5.7,4-09236-0033,"120 07 85 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",KEW GARDENS,D1-ELEVATOR,57,1962,46692,510651,10.94,1800000,38.6,2.8
4-11451-0009,"155 25 155 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",HOWARD BEACH,C6-WALK-UP,92,1958,90300,1067346,11.82,3760000,41.6,4-12351-0011,"116 27 169 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",SO. JAMAICA-BAISLEY PARK,C9-WALK-UP,40,1951,28116,332312,11.82,1170000,41.6,3.75,4-12311-0050,"156 01 NORTH CONDUIT AVEN
Queens, NY
(40.749436300045204, -73.79729979984586)",SPRINGFIELD GARDENS,C9-WALK-UP,46,1972,31365,497780,15.87,2020000,64,3.4
4-11451-0050,"90 06 153 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",HOWARD BEACH,C6-WALK-UP,100,1958,98500,1164270,11.82,4100000,41.6,4-12351-0011,"116 27 169 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",SO. JAMAICA-BAISLEY PARK,C9-WALK-UP,40,1951,28116,332312,11.82,1170000,41.6,3.75,4-12311-0050,"156 01 NORTH CONDUIT AVEN
Queens, NY
(40.749436300045204, -73.79729979984586)",SPRINGFIELD GARDENS,C9-WALK-UP,46,1972,31365,497780,15.87,2020000,64,3.4
4-11459-0001,"155 31 155 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",HOWARD BEACH,C6-WALK-UP,120,1958,112500,1329750,11.82,4690000,41.7,4-12351-0011,"116 27 169 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",SO. JAMAICA-BAISLEY PARK,C9-WALK-UP,40,1951,28116,332312,11.82,1170000,41.6,4.3,4-12311-0050,"156 01 NORTH CONDUIT AVEN
Queens, NY
(40.749436300045204, -73.79729979984586)",SPRINGFIELD GARDENS,C9-WALK-UP,46,1972,31365,497780,15.87,2020000,64,3.95
4-11461-0002,"81 04 155 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",HOWARD BEACH,C6-WALK-UP,96,1958,92484,1093160,11.82,3850000,41.6,4-12351-0011,"116 27 169 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",SO. JAMAICA-BAISLEY PARK,C9-WALK-UP,40,1951,28116,332312,11.82,1170000,41.6,4.15,4-12311-0050,"156 01 NORTH CONDUIT AVEN
Queens, NY
(40.749436300045204, -73.79729979984586)",SPRINGFIELD GARDENS,C9-WALK-UP,46,1972,31365,497780,15.87,2020000,64,3.8
4-11461-0050,"155 34 84 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",HOWARD BEACH,C6-WALK-UP,100,1959,95944,738769,7.7,2270000,23.66,4-12351-0011,"116 27 169 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",SO. JAMAICA-BAISLEY PARK,C9-WALK-UP,40,1951,28116,332312,11.82,1170000,41.6,4.15,4-12311-0050,"156 01 NORTH CONDUIT AVEN
Queens, NY
(40.749436300045204, -73.79729979984586)",SPRINGFIELD GARDENS,C9-WALK-UP,46,1972,31365,497780,15.87,2020000,64,3.8
4-11464-0001,"84 05 SHORE PARKWAY
Queens, NY
(40.749436300045204, -73.79729979984586)",HOWARD BEACH,C6-WALK-UP,84,1959,76548,589420,7.7,1810000,23.65,4-05181-0048,"142 41 FRANKLIN AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,C7-WALK-UP,45,1948,34695,375000,10.81,1320000,38,6.6,4-09226-0042,"86 21 112 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",RICHMOND HILL,C1-WALK-UP,40,1952,39618,279732,7.06,859000,21.68,2.45
4-11466-0001,"86 45 SHORE PARKWAY
Queens, NY
(40.749436300045204, -73.79729979984586)",HOWARD BEACH,C6-WALK-UP,80,1958,77884,599707,7.7,1840000,23.62,4-05181-0048,"142 41 FRANKLIN AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,C7-WALK-UP,45,1948,34695,375000,10.81,1320000,38,6.5,4-09226-0042,"86 21 112 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",RICHMOND HILL,C1-WALK-UP,40,1952,39618,279732,7.06,859000,21.68,2.35
4-11466-0025,"88 32 155 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",HOWARD BEACH,C6-WALK-UP,80,1958,74104,570601,7.7,1750000,23.62,4-05181-0048,"142 41 FRANKLIN AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,C7-WALK-UP,45,1948,34695,375000,10.81,1320000,38,6.5,4-09226-0042,"86 21 112 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",RICHMOND HILL,C1-WALK-UP,40,1952,39618,279732,7.06,859000,21.68,2.35
4-12235-0002,"116 51 157 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",SO. JAMAICA-BAISLEY PARK,D4-ELEVATOR,215,1962,227376,2874033,12.64,8120000,35.7,4-15501-0002,"14 56 BEACH CHANNEL DRIVE
Queens, NY
(40.749436300045204, -73.79729979984586)",FAR ROCKAWAY,D3-ELEVATOR,3724,1952,644035,8140602,12.64,30500000,47.4,5.5,4-12235-0022,"116 30
Queens, NY
(40.749436300045204, -73.79729979984586)",SO. JAMAICA-BAISLEY PARK,D3-ELEVATOR,231,1962,214496,2711229,12.64,10200000,47.6,0
4-12483-0030,"123 27 MERRICK BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",SPRINGFIELD GARDENS,C6-WALK-UP,80,1972,51300,814131,15.87,3310000,65,4-12311-0050,"156 01 NORTH CONDUIT AVEN
Queens, NY
(40.749436300045204, -73.79729979984586)",SPRINGFIELD GARDENS,C9-WALK-UP,46,1972,31365,497780,15.87,2020000,64,1.2,4-12351-0011,"116 27 169 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",SO. JAMAICA-BAISLEY PARK,C9-WALK-UP,40,1951,28116,332312,11.82,1170000,41.6,0.6
4-12495-0002,"163 15 BAISLEY BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",SPRINGFIELD GARDENS,D4-ELEVATOR,5860,1962,6940450,90000000,12.97,254000000,36.6,4-16083-0037,"71 BEACH 70 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",ARVERNE,D3-ELEVATOR,174,1964,155000,4256300,27.5,20600000,133,6,4-15780-0100,"20 28 SEAGIRT BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",FAR ROCKAWAY,D7-ELEVATOR,257,1952,214701,3013652,14.04,11900000,55,5.6
4-12943-0119,"232 02 131 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",LAURELTON,C6-WALK-UP,30,1950,16000,189120,11.82,667000,41.7,4-12351-0011,"116 27 169 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",SO. JAMAICA-BAISLEY PARK,C9-WALK-UP,40,1951,28116,332312,11.82,1170000,41.6,2.3,4-12311-0050,"156 01 NORTH CONDUIT AVEN
Queens, NY
(40.749436300045204, -73.79729979984586)",SPRINGFIELD GARDENS,C9-WALK-UP,46,1972,31365,497780,15.87,2020000,64,2.35
4-12944-0036,"233 02 233 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",LAURELTON,C6-WALK-UP,80,1950,53680,634497,11.82,2240000,41.7,4-12458-0421,"187 04 120 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",SPRINGFIELD GARDENS,C9-WALK-UP,77,1949,71000,800306,11.27,2820000,39.7,1.5,4-12311-0050,"156 01 NORTH CONDUIT AVEN
Queens, NY
(40.749436300045204, -73.79729979984586)",SPRINGFIELD GARDENS,C9-WALK-UP,46,1972,31365,497780,15.87,2020000,64,2.4
4-12945-0002,"131 03 234 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",LAURELTON,C6-WALK-UP,227,1950,152362,1800918,11.82,6350000,41.7,4-12351-0011,"116 27 169 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",SO. JAMAICA-BAISLEY PARK,C9-WALK-UP,40,1951,28116,332312,11.82,1170000,41.6,2.45,4-12311-0050,"156 01 NORTH CONDUIT AVEN
Queens, NY
(40.749436300045204, -73.79729979984586)",SPRINGFIELD GARDENS,C9-WALK-UP,46,1972,31365,497780,15.87,2020000,64,2.45
4-12974-0023,"133 04 LAURELTON PARKWAY
Queens, NY
(40.749436300045204, -73.79729979984586)",LAURELTON,C6-WALK-UP,60,1950,39660,468781,11.82,1650000,41.6,4-12351-0011,"116 27 169 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",SO. JAMAICA-BAISLEY PARK,C9-WALK-UP,40,1951,28116,332312,11.82,1170000,41.6,2.4,4-12311-0050,"156 01 NORTH CONDUIT AVEN
Queens, NY
(40.749436300045204, -73.79729979984586)",SPRINGFIELD GARDENS,C9-WALK-UP,46,1972,31365,497780,15.87,2020000,64,2.35
4-13943-0001,"80 11 SHORE PARKWAY
Queens, NY
(40.749436300045204, -73.79729979984586)",HOWARD BEACH,C6-WALK-UP,96,1960,92900,1404648,15.12,5710000,61,4-13116-0038,"136 16 222 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",LAURELTON,C1-WALK-UP,24,1950,12680,191729,15.12,780000,62,5.5,4-12311-0050,"156 01 NORTH CONDUIT AVEN
Queens, NY
(40.749436300045204, -73.79729979984586)",SPRINGFIELD GARDENS,C9-WALK-UP,46,1972,31365,497780,15.87,2020000,64,3.85
4-15507-0007,"833 CENTRAL AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FAR ROCKAWAY,D4-ELEVATOR,87,1966,91776,1026055,11.18,3620000,39.4,4-15541-0017,"12 61 CENTRAL AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FAR ROCKAWAY,D1-ELEVATOR,180,1961,183894,2055826,11.18,7250000,39.4,0.25,4-15543-0035,"11 70 NAMEOKE STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FAR ROCKAWAY,D1-ELEVATOR,55,1956,48000,467200,9.73,1580000,32.9,0.35
4-15555-0018,"10 36 NEILSON STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FAR ROCKAWAY,D4-ELEVATOR,87,1960,92956,1039248,11.18,3660000,39.4,4-15541-0017,"12 61 CENTRAL AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FAR ROCKAWAY,D1-ELEVATOR,180,1961,183894,2055826,11.18,7250000,39.4,0.25,4-15555-0001,"10 06 NEILSON STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FAR ROCKAWAY,D1-ELEVATOR,108,1950,87926,915141,10.41,3090000,35.1,0
4-15574-0048,"14 15 MOTT AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FAR ROCKAWAY,D4-ELEVATOR,43,1931,46956,488811,10.41,1380000,29.4,4-15555-0001,"10 06 NEILSON STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FAR ROCKAWAY,D1-ELEVATOR,108,1950,87926,915141,10.41,3090000,35.1,0.25,4-15556-0001,"10 12 NAMEOKE STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FAR ROCKAWAY,D1-ELEVATOR,60,1941,58800,543663,9.25,1790000,30.4,0.2
4-15627-0001,"14 30 SEAGIRT BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",FAR ROCKAWAY,D4-ELEVATOR,114,1959,121640,1469411,12.08,5180000,42.6,4-01567-0040,"92 01 LAMONT AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",ELMHURST,D1-ELEVATOR,98,1962,82500,930577,11.28,3280000,39.8,12.2,4-09236-0033,"120 07 85 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",KEW GARDENS,D1-ELEVATOR,57,1962,46692,510651,10.94,1800000,38.6,8.6
4-15714-0082,"22 87 MOTT AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FAR ROCKAWAY,D0-ELEVATOR,72,1955,77100,802773,10.41,2710000,35.1,4-15744-0007,"29 BEACH 32 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FAR ROCKAWAY,D1-ELEVATOR,107,1959,111102,960054,8.64,3160000,28.4,0.45,4-15780-0100,"20 28 SEAGIRT BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",FAR ROCKAWAY,D7-ELEVATOR,257,1952,214701,3013652,14.04,11900000,55,0.55
4-15895-0050,"324 BEACH 59 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",ARVERNE,D4-ELEVATOR,342,1960,408288,5732363,14.04,16200000,39.7,4-15780-0100,"20 28 SEAGIRT BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",FAR ROCKAWAY,D7-ELEVATOR,257,1952,214701,3013652,14.04,11900000,55,1.7,4-15815-0220,"20 55 SEAGIRT BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",FAR ROCKAWAY,D1-ELEVATOR,402,1952,322584,4074665,12.63,15300000,47.4,1.65
4-16128-0001,"7600 SHORE FRONT PARKWAY
Queens, NY
(40.749436300045204, -73.79729979984586)",HAMMELS,D4-ELEVATOR,554,1968,545163,7654088,14.04,21600000,39.6,4-15780-0100,"20 28 SEAGIRT BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",FAR ROCKAWAY,D7-ELEVATOR,257,1952,214701,3013652,14.04,11900000,55,2.55,4-15815-0220,"20 55 SEAGIRT BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",FAR ROCKAWAY,D1-ELEVATOR,402,1952,322584,4074665,12.63,15300000,47.4,2.45
4-16129-0001,"1 50 BEACH 77 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",HAMMELS,D4-ELEVATOR,554,1968,545213,7654790,14.04,21600000,39.6,4-15780-0100,"20 28 SEAGIRT BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",FAR ROCKAWAY,D7-ELEVATOR,257,1952,214701,3013652,14.04,11900000,55,2.7,4-15815-0220,"20 55 SEAGIRT BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",FAR ROCKAWAY,D1-ELEVATOR,402,1952,322584,4074665,12.63,15300000,47.4,2.6
4-16130-0001,"1 50 BEACH 81 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",HAMMELS,D4-ELEVATOR,458,1963,553520,7749280,14,21900000,39.6,4-01304-0021,"40 19 72 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",ELMHURST,D1-ELEVATOR,50,1965,30618,626972,20.48,2800000,91,11.8,4-01305-0001,"73 01 73 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",ELMHURST,D1-ELEVATOR,40,1950,25000,384500,15.38,1560000,62,11.8
4-16131-0001,"1 50 BEACH 84 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",HAMMELS,D4-ELEVATOR,687,1964,830280,11623920,14,32800000,39.5,4-01304-0021,"40 19 72 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",ELMHURST,D1-ELEVATOR,50,1965,30618,626972,20.48,2800000,91,11.8,4-01305-0001,"73 01 73 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",ELMHURST,D1-ELEVATOR,40,1950,25000,384500,15.38,1560000,62,11.8
