BROOKLYN CONDOMINIUM PROPERTY Boro-Block-Lot,BROOKLYN CONDOMINIUM PROPERTY Condo Section,BROOKLYN CONDOMINIUM PROPERTY Address,BROOKLYN CONDOMINIUM PROPERTY Neighborhood,BROOKLYN CONDOMINIUM PROPERTY Building Classification,BROOKLYN CONDOMINIUM PROPERTY Total Units,BROOKLYN CONDOMINIUM PROPERTY Year Built,BROOKLYN CONDOMINIUM PROPERTY Gross SqFt,BROOKLYN CONDOMINIUM PROPERTY Est. Gross Income,BROOKLYN CONDOMINIUM PROPERTY Gross Income per SqFt,BROOKLYN CONDOMINIUM PROPERTY Full Market Value,BROOKLYN CONDOMINIUM PROPERTY Market Value per SqFt, COMPARABLE RENTAL 1 Boro-Block-Lot,COMPARABLE RENTAL 1 Address,COMPARABLE RENTAL 1  Neighborhood,COMPARABLE RENTAL 1  Building Classification,COMPARABLE RENTAL 1  Total Units,COMPARABLE RENTAL 1  Year Built,COMPARABLE RENTAL 1  Gross SqFt,COMPARABLE RENTAL 1  Est. Gross Income,COMPARABLE RENTAL 1  Gross Income per SqFt,COMPARABLE RENTAL 1 Full Market Value,COMPARABLE RENTAL 1  Market Value per SqFt,COMPARABLE RENTAL 1  Dist. from Coop in miles,COMPARABLE RENTAL 2  Boro-Block-Lot,COMPARABLE RENTAL 2  Address,COMPARABLE RENTAL 2  Neighborhood,COMPARABLE RENTAL 2  Building Classification,COMPARABLE RENTAL 2  Total Units,COMPARABLE RENTAL 2  Year Built,COMPARABLE RENTAL 2  Gross SqFt,COMPARABLE RENTAL 2  Est. Gross Income,COMPARABLE RENTAL 2  Gross Income per SqFt,COMPARABLE RENTAL 2  Full Market Value,COMPARABLE RENTAL 2  Market Value per SqFt,COMPARABLE RENTAL 2  Dist. from Coop in miles
3-00928-7503,1290-R1,393 DEAN STREET,PARK SLOPE,R2-WALK-UP,16,2004,21829,480238,22,2089999,96,3-00945-0019,96 STERLING PLACE,PARK SLOPE,C1-WALK-UP,25,1920,18020,493273,27.4,2360000,131,0.4,3-00965-0071,325 1 STREET,PARK SLOPE,C1-WALK-UP,32,1920,23800,507261,21.31,2200000,92,0.65
3-00937-7501,97-R1,99 4 AVENUE,PARK SLOPE,R2-WALK-UP,24,1986,20750,346525,16.7,1370010,66,3-01178-0072,511 LINCOLN PLACE,CROWN HEIGHTS,C1-WALK-UP,24,1912,21920,366092,16.7,857000,39.1,1.2,3-01178-0075,505 LINCOLN PLACE,CROWN HEIGHTS,C1-WALK-UP,30,1920,25556,402821,15.76,943000,36.9,1.2
3-00939-7502,1651-R1,145 PARK PLACE,PARK SLOPE,R4-ELEVATOR,47,1925,68505,1918140,28,9190000,134,3-00958-0007,586 PRESIDENT STREET,PARK SLOPE,D1-ELEVATOR,25,2002,30000,984039,32.8,4710000,157,0.45,3-01156-0090,464 ST MARK'S AVENUE,CROWN HEIGHTS,D5-ELEVATOR,83,1930,44730,1413409,31.6,6770000,151,0.9
3-00941-7501,64-R1,1113 5 AVENUE,PARK SLOPE,R4-ELEVATOR,36,1922,39656,573029,14.45,2090002,53,3-01078-0016,530 2 STREET,PARK SLOPE,D1-ELEVATOR,47,1920,39261,571250,14.55,2090000,53,0.6,3-01081-0043,78 PROSPECT PARK WEST,PARK SLOPE,D1-ELEVATOR,40,1920,41113,757719,18.43,3000000,73,0.75
3-00942-7503,2076-R1,133 STERLING PLACE,PARK SLOPE,R4-ELEVATOR,22,0,35741,843488,23.6,3660002,102,3-01637-0001,854 GATES AVENUE,BEDFORD STUYVESANT,D1-ELEVATOR,86,1995,24528,683689,27.9,1600000,65,2.55,3-00958-0017,598 PRESIDENT STREET,PARK SLOPE,D1-ELEVATOR,36,2002,15092,877858,58,4400000,292,0.4
3-00945-7501,398-R1,100 STERLING PLACE,PARK SLOPE,R4-ELEVATOR,36,0,38430,750537,19.53,3259999,85,3-01093-0038,150 PROSPECT PARK WEST,PARK SLOPE,D1-ELEVATOR,30,1921,35298,813994,23.06,3530000,100,0.85,3-01065-0027,862 UNION STREET,PARK SLOPE,D1-ELEVATOR,49,1920,35310,612093,17.33,2420000,69,0.25
3-00947-7501,750-R1,47 LINCOLN PLACE,PARK SLOPE,R2-WALK-UP,12,0,13731,229994,16.75,910001,66,3-01093-0001,911 8 AVENUE,PARK SLOPE,C1-WALK-UP,16,1920,12160,234254,19.26,1020000,84,0.9,3-01085-0037,94 PROSPECT PARK WEST,PARK SLOPE,C1-WALK-UP,30,1920,21195,341592,16.12,1350000,64,0.7
3-00949-7502,1119-R1,675 SACKETT STREET,PARK SLOPE,R4-ELEVATOR,38,0,49768,1045128,21,4449995,89,3-01156-0015,480 ST MARK'S AVENUE,CROWN HEIGHTS,D5-ELEVATOR,70,1930,42562,1209061,28.4,5790000,136,1.25,3-01081-0043,78 PROSPECT PARK WEST,PARK SLOPE,D1-ELEVATOR,40,1920,41113,757719,18.43,3000000,73,0.7
3-00951-7501,34-R1,64 7 AVENUE,PARK SLOPE,R2-WALK-UP,11,1931,9102,146360,16.08,579002,64,3-01058-0042,229 ST JOHN'S PLACE,PARK SLOPE,C1-WALK-UP,19,1910,14205,252917,17.8,1000000,70,0.2,3-01040-0061,117 15 STREET,GOWANUS,C1-WALK-UP,16,1931,20020,324149,16.19,1280000,64,1.05
3-00955-7502,268-R1,630 UNION STREET,PARK SLOPE,R2-WALK-UP,30,1915,20202,339595,16.81,1339992,66,3-01085-0037,94 PROSPECT PARK WEST,PARK SLOPE,C1-WALK-UP,30,1920,21195,341592,16.12,1350000,64,0.7,3-00936-0008,76 ST MARK'S AVENUE,PARK SLOPE,C7-WALK-UP,16,1920,21600,516518,23.91,2240000,104,0.45
3-00958-7501,1134-R1,569 CARROLL STREET,PARK SLOPE,R4-ELEVATOR,18,2003,15740,326605,20.75,1419999,90,3-01063-0021,206 BERKELEY PLACE,PARK SLOPE,D1-ELEVATOR,24,1920,11754,297047,25.3,1290000,110,0.45,3-01067-0007,820 PRESIDENT STREET,PARK SLOPE,D7-ELEVATOR,20,1920,16470,618000,37.5,3100000,188,0.45
3-00966-7501,83-R1,190 GARFIELD PLACE,PARK SLOPE,R2-WALK-UP,40,1930,36669,709911,19.36,3080000,84,3-01028-0066,227 13 STREET,PARK SLOPE SOUTH,C1-WALK-UP,25,1914,23500,474158,20.18,2060000,88,0.65,3-02139-0014,190 SOUTH 8 STREET,WILLIAMSBURG-SOUTH,C1-WALK-UP,41,1917,25924,491640,18.96,1950000,75,2.65
3-00974-7501,847-R1,330 2 STREET,PARK SLOPE,R4-ELEVATOR,36,0,48738,1133158,23.25,4919994,101,3-01093-0038,150 PROSPECT PARK WEST,PARK SLOPE,D1-ELEVATOR,30,1921,35298,813994,23.06,3530000,100,0.7,3-01081-0043,78 PROSPECT PARK WEST,PARK SLOPE,D1-ELEVATOR,40,1920,41113,757719,18.43,3000000,73,0.6
3-00974-7502,1213-R1,306 2 STREET,PARK SLOPE,R2-WALK-UP,46,2004,94982,1685930,17.75,6669991,70,3-01089-0001,719 8 AVENUE,PARK SLOPE,C1-WALK-UP,32,1905,31468,658728,20.93,2860000,91,0.65,3-05088-0006,164 LINDEN BOULEVARD,FLATBUSH-CENTRAL,C7-WALK-UP,64,1924,54000,641219,11.87,2210000,40.9,2.3
3-00974-7503,1288-R1,354 2 STREET,PARK SLOPE,R4-ELEVATOR,30,0,30802,924060,30,4329999,141,3-00958-0017,598 PRESIDENT STREET,PARK SLOPE,D1-ELEVATOR,36,2002,15092,877858,58,4400000,292,0.2,,,,,,,,,,,,
3-00998-7503,1553-R1,267 8 STREET,PARK SLOPE,R2-WALK-UP,16,2004,21599,475178,22,2060002,95,3-00945-0019,96 STERLING PLACE,PARK SLOPE,C1-WALK-UP,25,1920,18020,493273,27.4,2360000,131,0.75,3-00965-0071,325 1 STREET,PARK SLOPE,C1-WALK-UP,32,1920,23800,507261,21.31,2200000,92,0.35
3-01005-7501,300-R1,300 8 STREET,PARK SLOPE,R4-ELEVATOR,19,1914,15637,203281,13,742001,47.5,3-00928-0013,564 PACIFIC STREET,PARK SLOPE,D1-ELEVATOR,45,1920,35700,548182,15.36,2170000,61,1.05,3-00846-0040,5716 4 AVENUE,SUNSET PARK,D5-ELEVATOR,33,1911,37323,503180,13.48,1840000,49.3,2.5
3-01005-7502,599-R1,357 9 STREET,PARK SLOPE,R4-ELEVATOR,131,1920,37880,739796,19.53,3120000,82,3-01093-0038,150 PROSPECT PARK WEST,PARK SLOPE,D1-ELEVATOR,30,1921,35298,813994,23.06,3530000,100,0.45,3-01065-0027,862 UNION STREET,PARK SLOPE,D1-ELEVATOR,49,1920,35310,612093,17.33,2420000,69,0.65
3-01023-7501,405-R1,340 11 STREET,PARK SLOPE SOUTH,R4-ELEVATOR,12,1991,21200,510284,24.07,2220001,105,3-01063-0021,206 BERKELEY PLACE,PARK SLOPE,D1-ELEVATOR,24,1920,11754,297047,25.3,1290000,110,0.8,3-01091-0040,136 PROSPECT PARK WEST,PARK SLOPE,D1-ELEVATOR,18,1931,20562,429355,20.88,1860000,90,0.45
3-01041-7501,1052-R1,544 5 AVENUE,PARK SLOPE SOUTH,R2-WALK-UP,18,1925,56353,803030,14.25,2929999,52,3-01078-0016,530 2 STREET,PARK SLOPE,D1-ELEVATOR,47,1920,39261,571250,14.55,2090000,53,0.75,3-01081-0043,78 PROSPECT PARK WEST,PARK SLOPE,D1-ELEVATOR,40,1920,41113,757719,18.43,3000000,73,0.8
3-01042-7501,1492-R1,231 15 STREET,PARK SLOPE SOUTH,R4-ELEVATOR,24,1931,31034,647989,20.88,2809997,91,3-01091-0040,136 PROSPECT PARK WEST,PARK SLOPE,D1-ELEVATOR,18,1931,20562,429355,20.88,1860000,90,0.55,3-01093-0038,150 PROSPECT PARK WEST,PARK SLOPE,D1-ELEVATOR,30,1921,35298,813994,23.06,3530000,100,0.5
3-01048-7501,1216-R1,249 16 STREET,PARK SLOPE SOUTH,R2-WALK-UP,16,2003,19350,406350,21,1720000,89,3-00975-0017,390 2 STREET,PARK SLOPE,C1-WALK-UP,16,1920,16752,360679,21.53,1570000,94,0.65,,,,,,,,,,,,
3-01053-7501,1128-R1,279 PROSPECT AVENUE,PARK SLOPE SOUTH,R4-ELEVATOR,20,0,43348,596035,13.75,2180002,50,3-01078-0016,530 2 STREET,PARK SLOPE,D1-ELEVATOR,47,1920,39261,571250,14.55,2090000,53,0.75,3-01079-0040,70 PROSPECT PARK WEST,PARK SLOPE,D1-ELEVATOR,30,1920,36636,554952,15.15,2200000,60,0.85
3-01058-7501,90-R1,180 STERLING PLACE,PARK SLOPE,R2-WALK-UP,16,1915,11732,193578,16.5,766000,65,3-00975-0017,390 2 STREET,PARK SLOPE,C1-WALK-UP,16,1920,16752,360679,21.53,1570000,94,0.55,,,,,,,,,,,,
3-01064-7501,1114-R1,937 UNION STREET,PARK SLOPE,R4-ELEVATOR,22,2003,49210,1033410,21,4490004,91,3-01081-0043,78 PROSPECT PARK WEST,PARK SLOPE,D1-ELEVATOR,40,1920,41113,757719,18.43,3000000,73,0.4,3-01156-0015,480 ST MARK'S AVENUE,CROWN HEIGHTS,D5-ELEVATOR,70,1930,42562,1209061,28.4,5790000,136,0.75
3-01089-7501,1597-R1,570 7 STREET,PARK SLOPE,R2-WALK-UP,15,2006,10911,163665,15,597000,55,3-01093-0001,911 8 AVENUE,PARK SLOPE,C1-WALK-UP,16,1920,12160,234254,19.26,1020000,84,0.1,3-00975-0017,390 2 STREET,PARK SLOPE,C1-WALK-UP,16,1920,16752,360679,21.53,1570000,94,0.5
3-01093-7501,928-R1,145 PROSPECT PARK WEST,PARK SLOPE,R2-WALK-UP,27,2002,23280,496096,21.31,2149997,92,3-00965-0071,325 1 STREET,PARK SLOPE,C1-WALK-UP,32,1920,23800,507261,21.31,2200000,92,0.65,3-01028-0066,227 13 STREET,PARK SLOPE SOUTH,C1-WALK-UP,25,1914,23500,474158,20.18,2060000,88,0.6
3-01097-7501,85-R1,632 11 STREET,PARK SLOPE,R2-WALK-UP,18,1921,13352,220308,16.5,872000,65,3-01093-0001,911 8 AVENUE,PARK SLOPE,C1-WALK-UP,16,1920,12160,234254,19.26,1020000,84,0.1,3-00975-0017,390 2 STREET,PARK SLOPE,C1-WALK-UP,16,1920,16752,360679,21.53,1570000,94,0.65
3-01097-7502,722-R1,163 PROSPECT PARK WEST,PARK SLOPE,R2-WALK-UP,25,1999,8800,147400,16.75,582995,66,3-00974-0059,329 3 STREET,PARK SLOPE,C1-WALK-UP,12,1921,8533,170000,19.92,738000,86,0.75,3-01093-0001,911 8 AVENUE,PARK SLOPE,C1-WALK-UP,16,1920,12160,234254,19.26,1020000,84,0.1
3-01098-7509,752-R1,438 12 STREET,PARK SLOPE,R4-ELEVATOR,34,1999,56518,960806,17,3800006,67,3-01081-0043,78 PROSPECT PARK WEST,PARK SLOPE,D1-ELEVATOR,40,1920,41113,757719,18.43,3000000,73,0.45,3-01179-0097,159 EASTERN PARKWAY,PROSPECT HEIGHTS,D1-ELEVATOR,72,1927,52140,838910,16.09,3320000,64,1.1
3-01098-7510,843-R1,444 12 STREET,PARK SLOPE,R4-ELEVATOR,37,1920,61500,676500,11,2099997,34.1,3-01173-0001,203 UNDERHILL AVENUE,PROSPECT HEIGHTS,D1-ELEVATOR,72,1912,67680,792739,11.71,2730000,40.3,1.15,3-01179-0037,364 LINCOLN PLACE,PROSPECT HEIGHTS,D1-ELEVATOR,54,1927,51288,572429,11.16,1780000,34.7,1.1
3-01100-7501,1718-R1,425 14 STREET,PARK SLOPE,R2-WALK-UP,29,1910,23868,508627,21.31,2210009,93,3-00975-0017,390 2 STREET,PARK SLOPE,C1-WALK-UP,16,1920,16752,360679,21.53,1570000,94,0.6,3-00965-0071,325 1 STREET,PARK SLOPE,C1-WALK-UP,32,1920,23800,507261,21.31,2200000,92,0.7
3-01102-7505,1109-R1,392 14 STREET,PARK SLOPE,R4-ELEVATOR,24,2001,13057,270932,20.75,1180005,90,3-01063-0021,206 BERKELEY PLACE,PARK SLOPE,D1-ELEVATOR,24,1920,11754,297047,25.3,1290000,110,0.9,3-01091-0040,136 PROSPECT PARK WEST,PARK SLOPE,D1-ELEVATOR,18,1931,20562,429355,20.88,1860000,90,0.35
3-01103-7501,439-R1,1405 8 AVENUE,PARK SLOPE,R2-WALK-UP,15,0,11800,250750,21.25,1089993,92,3-01028-0056,243 13 STREET,PARK SLOPE SOUTH,C1-WALK-UP,25,1914,18000,445368,24.74,1930000,107,0.6,3-01043-0001,549 6 AVENUE,PARK SLOPE SOUTH,C1-WALK-UP,16,1931,10508,209336,19.92,909000,87,0.3
3-01104-7503,305-R1,441 7 AVENUE,PARK SLOPE SOUTH,R2-WALK-UP,11,0,7770,178710,23,776000,100,3-00949-0053,186 5 AVENUE,PARK SLOPE,C7-WALK-UP,11,1920,7800,188364,24.15,818000,105,1.1,3-00988-0002,373 5 AVENUE,PARK SLOPE,C4-WALK-UP,16,1921,7490,171360,22.88,744000,99,0.55
3-01104-7504,1229-R1,372 15 STREET,PARK SLOPE SOUTH,R2-WALK-UP,30,2004,34417,802604,23.32,3479997,101,3-00965-0071,325 1 STREET,PARK SLOPE,C1-WALK-UP,32,1920,23800,507261,21.31,2200000,92,0.8,3-00628-0063,203 17 STREET,PARK SLOPE SOUTH,C1-WALK-UP,29,1920,18960,487112,25.7,2120000,112,0.45
3-01104-7505,1969-R1,359 16 STREET,PARK SLOPE SOUTH,R2-WALK-UP,12,2006,13550,264225,19.5,1150000,85,3-00975-0017,390 2 STREET,PARK SLOPE,C1-WALK-UP,16,1920,16752,360679,21.53,1570000,94,0.7,3-00976-0054,477 3 STREET,PARK SLOPE,C4-WALK-UP,20,1931,14672,361393,24.63,1570000,107,0.65
3-01124-7502,1930-R1,925 PACIFIC STREET,CROWN HEIGHTS,R2-WALK-UP,15,2005,16004,353688,22.1,1540002,96,3-01091-0040,136 PROSPECT PARK WEST,PARK SLOPE,D1-ELEVATOR,18,1931,20562,429355,20.88,1860000,90,1.3,3-01932-0022,309 WASHINGTON AVENUE,CLINTON HILL,D2-ELEVATOR,35,1905,19291,449797,23.32,1950000,101,0.6
3-01127-7501,851-R1,24 6 AVENUE,PROSPECT HEIGHTS,R4-ELEVATOR,22,1940,36666,714987,19.5,3099997,85,3-01131-0003,41 UNDERHILL AVENUE,PROSPECT HEIGHTS,C1-WALK-UP,12,1931,7237,141899,19.61,616000,85,0.6,3-01173-0076,383 ST JOHN'S PLACE,PROSPECT HEIGHTS,C1-WALK-UP,16,1912,14996,317766,21.19,1380000,92,0.75
3-01127-7502,1017-R1,636 PACIFIC STREET,PROSPECT HEIGHTS,R4-ELEVATOR,31,1926,38701,618054,15.97,2450002,63,3-01153-0010,93 UNDERHILL AVENUE,PROSPECT HEIGHTS,C1-WALK-UP,35,1930,32835,524396,15.97,2080000,63,0.65,,,,,,,,,,,,
3-01128-7501,922-R1,700 PACIFIC STREET,PROSPECT HEIGHTS,R4-ELEVATOR,168,2002,230680,2721600,11.8,9390001,40.7,3-01156-0080,545 PROSPECT PLACE,CROWN HEIGHTS,D5-ELEVATOR,150,1930,172800,2707615,15.67,10700000,62,0.85,3-01221-0053,805 ST MARK'S AVENUE,CROWN HEIGHTS,D1-ELEVATOR,200,1925,171993,1587292,9.23,4530000,26.3,1.45
3-01137-7501,1321-R1,618 DEAN STREET,PROSPECT HEIGHTS,R2-WALK-UP,21,1930,33120,0,0,3131002,95,3-01160-0032,382 PROSPECT PLACE,PROSPECT HEIGHTS,C1-WALK-UP,24,1931,17116,341458,19.95,1480000,86,0.35,,,,,,,,,,,,
3-01147-7501,1940-R1,649 WASHINGTON AVENUE,CROWN HEIGHTS,R2-WALK-UP,16,2007,33710,332380,9.86,948004,28.1,3-03261-0020,420 STOCKHOLM STREET,WYCKOFF HEIGHTS,C1-WALK-UP,35,1931,28800,276314,9.59,647000,22.47,3.1,3-03395-0014,1060 HANCOCK STREET,BUSHWICK,C1-WALK-UP,27,1916,24030,243260,10.12,694000,28.9,2.65
3-01155-7502,1531-R1,442 ST MARK'S AVENUE,CROWN HEIGHTS,R2-WALK-UP,12,1931,10784,143103,13.27,522000,48.4,3-01203-0001,55 BROOKLYN AVENUE,CROWN HEIGHTS,C1-WALK-UP,16,1915,9600,127345,13.27,465000,48.4,0.95,,,,,,,,,,,,
3-01157-7501,200-R1,130 PROSPECT PLACE,PROSPECT HEIGHTS,R9-CONDOPS,12,1920,11680,210240,18,808000,69,3-01131-0003,41 UNDERHILL AVENUE,PROSPECT HEIGHTS,C1-WALK-UP,12,1931,7237,141899,19.61,616000,85,0.45,,,,,,,,,,,,
3-01160-7501,110-R1,330 PROSPECT PLACE,PROSPECT HEIGHTS,R4-ELEVATOR,51,1931,40755,570570,14,2079998,51,3-01176-0015,356 ST JOHN'S PLACE,PROSPECT HEIGHTS,C1-WALK-UP,40,1914,35592,442990,12.45,1530000,43,0.2,3-01169-0009,381 FLATBUSH AVENUE,PROSPECT HEIGHTS,C7-WALK-UP,50,1924,35700,579270,16.23,2290000,64,0.3
3-01164-7502,1161-R1,222 PARK PLACE,PROSPECT HEIGHTS,R2-WALK-UP,14,0,24639,759620,30.8,3640001,148,3-01148-0020,802 BERGEN STREET,CROWN HEIGHTS,D1-ELEVATOR,32,2001,28912,388764,13.45,1420000,49.1,0.55,,,,,,,,,,,,
3-01171-7501,127-R1,44 BUTLER PLACE,PROSPECT HEIGHTS,R4-ELEVATOR,60,1925,67038,0,0,2301003,34.3,3-00297-0019,182 AMITY STREET,COBBLE HILL,C1-WALK-UP,48,1900,35950,609057,16.94,2410000,67,1.65,,,,,,,,,,,,
3-01171-7502,1500-R1,34 BUTLER PLACE,PROSPECT HEIGHTS,R2-WALK-UP,48,2005,32139,854254,26.6,3709998,115,3-00042-0018,254 WATER STREET,DOWNTOWN-FULTON FERRY,D8-ELEVATOR,26,2002,28358,632997,22.32,2750000,97,2.1,3-01146-0015,720 BERGEN STREET,PROSPECT HEIGHTS,C1-WALK-UP,14,1931,4120,127025,30.8,608000,148,0.3
3-01172-7501,254-R1,286 ST JOHNS PLACE,PROSPECT HEIGHTS,R2-WALK-UP,16,1912,11174,207836,18.6,823002,74,3-00774-0059,441 49 STREET,SUNSET PARK,C1-WALK-UP,16,1914,11200,196107,17.51,735000,66,2.9,3-01131-0003,41 UNDERHILL AVENUE,PROSPECT HEIGHTS,C1-WALK-UP,12,1931,7237,141899,19.61,616000,85,0.45
3-01173-7501,245-R1,806 WASHINGTON AVENUE,PROSPECT HEIGHTS,R9-CONDOPS,14,1910,8392,128817,15.35,545000,65,3-01158-0021,180 PROSPECT PLACE,PROSPECT HEIGHTS,C1-WALK-UP,16,1931,15480,252907,16.34,1000000,65,0.35,3-01173-0058,427 ST JOHN'S PLACE,PROSPECT HEIGHTS,C1-WALK-UP,16,1912,16104,204296,12.69,583000,36.2,0
3-01181-7501,1031-R1,255 EASTERN PARKWAY,CROWN HEIGHTS,R4-ELEVATOR,90,1924,100770,1092346,10.84,3390005,33.6,3-01190-0001,921 WASHINGTON AVENUE,CROWN HEIGHTS,D1-ELEVATOR,78,1928,80500,667345,8.29,1720000,21.37,0.3,3-01192-0085,1035 WASHINGTON AVENUE,CROWN HEIGHTS,D7-ELEVATOR,97,1930,117250,1192073,10.17,3700000,31.6,0.45
3-01181-7502,1405-R1,225 EASTERN PARKWAY,CROWN HEIGHTS,R4-ELEVATOR,56,0,79075,1058814,13.39,3860002,48.8,3-01192-0085,1035 WASHINGTON AVENUE,CROWN HEIGHTS,D7-ELEVATOR,97,1930,117250,1192073,10.17,3700000,31.6,0.45,,,,,,,,,,,,
3-01206-7501,241-R1,1206 PACIFIC STREET,CROWN HEIGHTS,R2-WALK-UP,32,1915,30455,373073,12.25,1289998,42.4,3-01311-0038,658 MONTGOMERY STREET,CROWN HEIGHTS,C1-WALK-UP,38,1925,43200,529028,12.25,1830000,42.4,0.95,,,,,,,,,,,,
3-01219-7501,864-R1,1062 BERGEN STREET,CROWN HEIGHTS,R2-WALK-UP,16,1900,13680,231602,16.93,917002,67,3-01281-0007,1593 BEDFORD AVENUE,CROWN HEIGHTS,C1-WALK-UP,16,1905,13200,223504,16.93,885000,67,0.55,3-01281-0009,1589 BEDFORD AVENUE,CROWN HEIGHTS,C1-WALK-UP,16,1905,13200,223504,16.93,885000,67,0.55
3-01232-7501,353-R1,1443 BEDFORD AVENUE,CROWN HEIGHTS,R2-WALK-UP,14,1989,15495,185940,12,642000,41.4,3-01185-0052,1035 UNION STREET,CROWN HEIGHTS,C1-WALK-UP,19,1923,18768,179310,9.55,511000,27.2,0.4,3-01187-0064,993 PRESIDENT STREET,CROWN HEIGHTS,C1-WALK-UP,30,1926,20960,249927,11.92,862000,41.1,0.45
3-01252-7501,1619-R1,1520 BEDFORD AVENUE,CROWN HEIGHTS,R2-WALK-UP,11,1931,8620,0,0,1140001,132,3-01149-0006,677 CLASSON AVENUE,CROWN HEIGHTS,C1-WALK-UP,16,1990,6100,173936,28.5,833000,137,0.4,,,,,,,,,,,,
3-01254-7502,1927-R1,794 ST JOHN'S PLACE,CROWN HEIGHTS,R2-WALK-UP,16,1910,7983,168441,21.1,731002,92,3-02875-0056,33 KINGSLAND AVENUE,WILLIAMSBURG-EAST,C1-WALK-UP,12,1920,5616,118484,21.1,515000,92,3.25,3-01166-0053,750 WASHINGTON AVENUE,PROSPECT HEIGHTS,C1-WALK-UP,16,1920,5896,105884,17.96,419000,71,0.75
3-01270-7502,1247-R1,636 EASTERN PARKWAY,CROWN HEIGHTS,R4-ELEVATOR,12,1910,27608,448077,16.23,1770000,64,3-01282-0032,1176 PRESIDENT STREET,CROWN HEIGHTS,C1-WALK-UP,21,1916,16980,393511,23.17,1710000,101,0.3,3-01387-0042,1656 ST JOHN'S PLACE,CROWN HEIGHTS,C1-WALK-UP,18,1905,12571,192329,15.3,761000,61,1.2
3-01272-7501,1217-R1,866 EASTERN PARKWAY,CROWN HEIGHTS,R4-ELEVATOR,22,2002,39964,799280,20,3380000,85,3-01149-0006,677 CLASSON AVENUE,CROWN HEIGHTS,C1-WALK-UP,16,1990,6100,173936,28.5,833000,137,1.05,,,,,,,,,,,,
3-01283-7501,246-R1,346 NEW YORK AVENUE,CROWN HEIGHTS,R4-ELEVATOR,22,1920,19525,238595,12.22,822999,42.2,3-01185-0052,1035 UNION STREET,CROWN HEIGHTS,C1-WALK-UP,19,1923,18768,179310,9.55,511000,27.2,0.6,,,,,,,,,,,,
3-01285-7501,56-R1,1365 CARROLL STREET,CROWN HEIGHTS,R2-WALK-UP,16,1930,32400,356400,11,1110002,34.3,3-01187-0064,993 PRESIDENT STREET,CROWN HEIGHTS,C1-WALK-UP,30,1926,20960,249927,11.92,862000,41.1,0.85,,,,,,,,,,,,
3-01293-7501,151-R1,555 CROWN STREET,CROWN HEIGHTS,R2-WALK-UP,16,1922,40060,420630,10.5,1310000,32.7,3-01363-0078,1583 PROSPECT PLACE,CROWN HEIGHTS,C1-WALK-UP,40,1926,42800,400104,9.35,1140000,26.6,1.05,3-01205-0062,1067 DEAN STREET,CROWN HEIGHTS,C1-WALK-UP,32,1910,30416,352063,11.57,824000,27.1,1.05
3-01300-7501,417-R1,504 CROWN STREET,CROWN HEIGHTS,R2-WALK-UP,15,1991,31068,372194,11.98,1199998,38.6,3-01187-0064,993 PRESIDENT STREET,CROWN HEIGHTS,C1-WALK-UP,30,1926,20960,249927,11.92,862000,41.1,1.05,3-01187-0066,991 PRESIDENT STREET,CROWN HEIGHTS,C1-WALK-UP,33,1927,25152,277950,11.05,864000,34.4,1.05
3-01333-7501,935-R1,605 EAST NEW YORK AVENUE,FLATBUSH-NORTH,R4-ELEVATOR,50,0,67889,997968,14.7,3640000,54,3-05154-0047,415 STRATFORD ROAD,FLATBUSH-CENTRAL,D1-ELEVATOR,96,1963,88000,1194847,13.58,4360000,49.5,2.15,,,,,,,,,,,,
3-01376-7501,1510-R1,273 ALBANY AVENUE,CROWN HEIGHTS,R2-WALK-UP,13,1906,8136,137742,16.93,544998,67,3-01281-0007,1593 BEDFORD AVENUE,CROWN HEIGHTS,C1-WALK-UP,16,1905,13200,223504,16.93,885000,67,0.95,3-01281-0009,1589 BEDFORD AVENUE,CROWN HEIGHTS,C1-WALK-UP,16,1905,13200,223504,16.93,885000,67,0.95
3-01403-7501,498-R1,1738 UNION STREET,CROWN HEIGHTS,R2-WALK-UP,26,1921,35732,553846,15.5,2189998,61,3-01280-0022,1030 PRESIDENT STREET,CROWN HEIGHTS,C1-WALK-UP,28,1923,22132,338747,15.31,1300000,59,1.45,3-01280-0025,1036 PRESIDENT STREET,CROWN HEIGHTS,C1-WALK-UP,26,1923,22132,345738,15.62,809000,36.6,1.45
3-01426-7501,535-R1,645 LEFFERTS AVENUE,FLATBUSH-NORTH,R2-WALK-UP,22,1925,30700,325727,10.61,1010008,32.9,3-04630-0001,1068 WINTHROP STREET,FLATBUSH-NORTH,C1-WALK-UP,42,1926,30560,393564,12.88,1220000,39.9,0.85,,,,,,,,,,,,
3-01427-7501,513-R1,762 EMPIRE BOULEVARD,FLATBUSH-NORTH,R4-ELEVATOR,30,0,30360,375553,12.37,1300000,42.8,3-01426-0007,471 ALBANY AVENUE,FLATBUSH-NORTH,C7-WALK-UP,42,1926,31720,392369,12.37,1350000,42.6,0.15,,,,,,,,,,,,
3-01429-7502,677-R1,770 LEFFERTS AVENUE,FLATBUSH-NORTH,R4-ELEVATOR,30,1998,50668,0,0,1810020,35.7,3-02145-0018,440 BERRY STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,66,1995,58430,1890914,32.4,9060000,155,3.55,,,,,,,,,,,,
