Citywide Theme,Agency Name,Agency,Indicator Name,Sub-Indicator,Desired Direction,Additive,Reporting Period,Frequency,Reporting Lag Time (Weeks),MMR Indicator,Zero Tolerance,Month,Month Value,YTD Value
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 111st Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 10,,0
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 111st Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 11,,0
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 111st Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 12,,0
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 111st Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 01,,0
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 111st Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 02,,1
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 111st Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 03,,1
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 111st Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 04,,1
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 111st Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 05,,1
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 111st Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 06,,1
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 112nd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 07,,0
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 112nd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 08,,0
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 112nd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 09,,0
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 112nd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 10,,0
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 112nd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 11,,0
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 112nd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 12,,0
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 112nd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 01,,0
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 112nd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 02,,0
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 112nd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 03,,0
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 112nd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 04,,0
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 112nd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 05,,0
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 112nd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 06,,1
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 113rd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 07,,5
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 113rd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 08,,6
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 113rd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 09,,10
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 113rd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 10,,12
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 113rd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 11,,13
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 113rd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 12,,14
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 113rd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 01,,14
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 113rd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 02,,16
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 113rd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 03,,17
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 113rd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 04,,17
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 113rd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 05,,19
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 113rd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 06,,20
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 114th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 07,,2
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 114th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 08,,2
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 114th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 09,,2
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 114th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 10,,2
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 114th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 11,,4
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 114th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 12,,4
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 114th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 01,,5
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 114th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 02,,6
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 114th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 03,,7
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 114th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 04,,7
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 114th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 05,,7
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 114th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 06,,7
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 115th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 07,,0
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 115th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 08,,0
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 115th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 09,,0
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 115th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 10,,1
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 115th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 11,,2
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 115th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 12,,2
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 115th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 01,,3
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 115th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 02,,3
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 115th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 03,,4
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 115th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 04,,4
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 115th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 05,,6
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 115th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 06,,6
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 120th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 07,,5
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 120th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 08,,5
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 120th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 09,,7
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 120th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 10,,7
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 120th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 11,,7
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 120th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 12,,9
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 120th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 01,,9
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 120th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 02,,10
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 120th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 03,,12
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 120th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 04,,12
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 120th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 05,,14
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 120th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 06,,14
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 122nd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 07,,0
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 122nd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 08,,0
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 122nd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 09,,1
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 122nd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 10,,1
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 122nd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 11,,1
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 122nd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 12,,2
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 122nd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 01,,2
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 122nd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 02,,2
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 122nd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 03,,2
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 122nd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 04,,3
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 122nd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 05,,3
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 122nd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 06,,3
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 123rd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 07,,0
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 123rd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 08,,0
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 123rd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 09,,0
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 123rd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 10,,2
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 123rd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 11,,2
