DBN,DISTRICT,SCHOOL,PRINCIPAL,2007-08 SCHOOL SUPPORT ORGANIZATION,PROGRESS REPORT TYPE,SCHOOL LEVEL*,PEER INDEX*,OVERALL GRADE,OVERALL SCORE,ENVIRONMENT CATEGORY SCORE,ENVIRONMENT GRADE,PERFORMANCE CATEGORY SCORE,PERFORMANCE GRADE,PROGRESS CATEGORY SCORE,PROGRESS GRADE,ADDITIONAL CREDIT,2006-07 PROGRESS REPORT GRADE,2007-08 QUALITY REVIEW SCORE,2006-07 FEDERAL ACCOUNTABILITY STATUS
10X495,10,UNIVERSITY HEIGHTS SECONDARY SCHOOL AT BRONX COMMUNITY COLLEGE,Brenda Bravo,ESO,HS,High School,2.50,A,73.7,10.1,A,12.4,B,43.2,A,8,A,Well Developed,In Corrective Action
10X546,10,BRONX THEATRE HIGH SCHOOL,Deborah Effinger,New Visions,HS,High School,2.35,B,48.2,5.7,B,9.3,C,29.2,B,4,B,Well Developed,In Good Standing
10X549,10,DISCOVERY HIGH SCHOOL,Rolando Rivera,ESO,HS,High School,1.85,A,67.6,8.3,B,18.2,A,37.1,A,4,B,Well Developed,In Good Standing
10X660,10,GRACE DODGE CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,Craig Shapiro,Fordham,HS,High School,1.92,C,38.5,5.5,C,8.3,C,24.7,B,0,C,Proficient,Planning for Restructuring
10X696,10,HIGH SCHOOL OF AMERICAN STUDIES AT LEHMAN COLLEGE,Mr. Alessandro Weiss,ICI,HS,High School,3.83,A,68.7,12.9,A,19.8,A,36,A,0,A,Well Developed,In Good Standing
11X016,11,P.S. 016 WAKEFIELD,John Morales,ESO,ESMS,Elementary School,51.62,A,63.9,9,B,14.7,B,37.9,A,2.25,D,Well Developed,In Good Standing
11X019,11,P.S. 019 JUDITH K. WEISS,Michael L. Schurek,LLSO,ESMS,K-8,26.21,C,48.9,7.9,B,14.3,B,23.7,C,3,B,Well Developed,In Good Standing
11X021,11,P.S. 021 PHILLIP H. SHERIDAN,Joyce Coleman,LLSO,ESMS,Elementary School,57.93,B,47.5,6.4,C,12.7,B,26.1,B,2.25,B,Proficient,In Good Standing
11X041,11,P.S. 041 GUN HILL ROAD,Erika Tobia,LLSO,ESMS,Elementary School,60.43,A,66.5,10.4,A,16.4,A,32.2,B,7.5,C,Proficient,In Good Standing
11X068,11,P.S. 068 BRONX,Cheryl Coles,LLSO,ESMS,Elementary School,61.73,A,63.1,10.3,A,17,A,34.3,A,1.5,C,Well Developed,In Good Standing
11X076,11,P.S. 076 THE BENNINGTON SCHOOL,Louise  Sedotto,LLSO,ESMS,Elementary School,58.28,A,77.5,10.4,A,22.1,A,38.2,A,6.75,A,Outstanding,In Good Standing
11X078,11,P.S. 078 ANNE HUTCHINSON,Claudina Skerritt,LLSO,ESMS,Elementary School,56.62,C,40.9,3.7,D,8.7,C,27,B,1.5,D,Proficient,In Good Standing
11X083,11,P.S. 083 DONALD HERTZ,Benjamin Soccodato,CEI-PEA,ESMS,K-8,43.04,B,56.5,9,B,14.4,B,30.1,B,3,B,Well Developed,In Good Standing
11X087,11,P.S. 087 BRONX,Helene Gaynor,ESO,ESMS,Elementary School,54.89,C,37.3,5.1,C,12.8,B,18.6,C,0.75,B,Proficient,In Good Standing
11X089,11,P.S. 089 BRONX,Ronald Rivera,CEI-PEA,ESMS,K-8,52.88,C,48.7,5.1,C,13,C,28.3,B,2.25,B,Well Developed,In Corrective Action
11X096,11,P.S. 096 RICHARD RODGERS,Marta Garcia,LLSO,ESMS,Elementary School,51.55,A,84.9,8.1,B,17.9,A,46.9,A,12,C,Well Developed,In Need of Improvement - Year 1
11X097,11,P.S. 097 BRONX,Katheleen Bornkamp,LLSO,ESMS,Elementary School,45.24,C,36,5.8,C,11.9,B,18.3,C,0,B,Proficient,In Need of Improvement - Year 1
11X103,11,P.S. 103 HECTOR FONTANEZ,Alice Brown,ESO,ESMS,Elementary School,58.25,C,42.5,8.7,B,11.4,B,22.4,C,0,C,Well Developed,In Need of Improvement - Year 2
11X105,11,P.S. 105 SEN ABRAHAM BERNSTEIN,Mr. Christopher Eustace,LLSO,ESMS,Elementary School,50.71,B,53.3,4.9,C,14.2,B,33.4,A,0.75,C,Well Developed,In Need of Improvement - Year 1
11X106,11,P.S. 106 PARKCHESTER,Eugenia Montalvo,LLSO,ESMS,Elementary School,51.08,B,58.4,7.3,B,16.8,A,32.8,A,1.5,F,Proficient,In Need of Improvement - Year 1
11X108,11,P.S. 108 PHILIP J. ABINANTI,Charles Sperrazza,LLSO,ESMS,Elementary School,32.88,B,51.5,6.3,C,12.9,B,29.3,B,3,C,Proficient,In Good Standing
11X111,11,P.S. 111 SETON FALLS,Julia Rivers-Jones,ESO,ESMS,Elementary School,59.06,B,50.7,9.2,A,13.1,B,26.9,B,1.5,B,Well Developed,In Need of Improvement - Year 2
11X112,11,P.S. 112 BRONXWOOD,Susan Barnes,LLSO,ESMS,Elementary School,62.00,A,75.3,6.4,C,15.1,B,44,A,9.75,B,Proficient,Restructuring - Year 4
11X121,11,P.S. 121 THROOP,Rachel Donnelly,ESO,ESMS,Elementary School,50.97,B,57.7,9.6,A,17,A,26.6,B,4.5,C,Well Developed,In Good Standing
11X127,11,J.H.S. 127 THE CASTLE HILL,Harry Sherman,LLSO,ESMS,Middle School,3.08,A,68.8,7.5,B,14.1,B,38.9,A,8.25,D,Well Developed,Restructuring - Year 4
11X135,11,J.H.S. 135 FRANK D. WHALEN,Angela Green,LLSO,ESMS,Middle School,,,,,,,,,,,,,Restructuring - Year 4
11X142,11,J.H.S. 142 JOHN PHILIP SOUSA,Casimiro Cibelli,CEI-PEA,ESMS,Middle School,2.93,C,49.4,5.7,C,14.5,B,26.2,B,3,C,Proficient,Restructuring - Year 3
11X144,11,J.H.S. 144 MICHELANGELO,Katina Lotakis,LLSO,ESMS,Middle School,3.00,B,52.2,5.8,C,16.8,B,28.1,B,1.5,C,Well Developed,Restructuring - Year 2
11X153,11,P.S. 153 HELLEN KELLER,Veronica Goka,LLSO,ESMS,Elementary School,46.58,B,51.5,10,A,16.6,A,24.9,B,0,C,Well Developed,Requiring Academic Progress - Year 3
11X160,11,P.S. 160 WALT DISNEY,Lori Baker,LLSO,ESMS,Elementary School,51.26,A,69,8.6,B,17.4,A,43,A,0,B,Well Developed,In Good Standing
11X175,11,P.S. 175 CITY ISLAND,Amy Lipson,ESO,ESMS,K-8,23.92,C,47.5,9.1,B,14,B,24.4,C,0,B,Well Developed,In Good Standing
11X178,11,P.S. 178 - DR. SELMAN WAXMAN,Evelyn Fulton,CEI-PEA,ESMS,Elementary School,52.22,A,64.8,7.4,B,13.9,B,38.2,A,5.25,C,Well Developed,In Good Standing
11X180,11,I.S. 180 DANIEL HALE WILLIAMS,Frank Uzzo,LLSO,ESMS,Middle School,3.18,B,58.5,8,B,13.5,C,31.7,B,5.25,B,Well Developed,In Good Standing
11X181,11,I.S. 181 PABLO CASALS,Christopher Warnock,LLSO,ESMS,Middle School,3.13,B,62,8.9,B,15.8,B,35.8,A,1.5,B,Well Developed,Requiring Academic Progress - Year 4
11X189,11,CORNERSTONE ACADEMY FOR SOCIAL ACTION,Malissa Mootoo,LLSO,ESMS,Elementary School,57.23,,,,,,,,,,,,In Good Standing
11X194,11,PS/MS  194,Elmer Myers,LLSO,ESMS,K-8,53.91,B,54.7,10,B,16.4,B,27.5,B,0.75,C,Well Developed,In Good Standing
11X249,11,BRONX HEALTH SCIENCES HIGH SCHOOL,Miriam   Rivas,ESO,HS,High School,2.31,A,71.8,9.9,A,21,A,34.9,A,6,,Proficient,In Good Standing
11X253,11,BRONX HIGH SCHOOL FOR WRITING AND COMMUNICATION ARTS,Steven Chernigoff,LLSO,HS,High School,2.17,B,49.1,9,A,10.7,B,28.4,B,1,,Proficient,In Good Standing
11X265,11,BRONX LAB SCHOOL,Marc Sternberg,ESO,HS,High School,2.37,A,77.9,12,A,22.2,A,34.7,A,9,,Well Developed,In Good Standing
11X272,11,GLOBE SCHOOL FOR ENVIRONMENTAL RESEARCH,Barbara Hartnett,LLSO,ESMS,Middle School,3.04,D,35.1,7.2,B,11.4,D,15.7,D,0.75,B,Well Developed,In Good Standing
11X275,11,HIGH SCHOOL OF COMPUTERS AND TECHNOLOGY,Bruce Abramowitz,LLSO,HS,High School,2.32,A,81.5,10.4,A,25,A,37.1,A,9,,Proficient,In Good Standing
11X287,11,THE FORWARD SCHOOL,Adrienne Phifer,CUNY,ESMS,Middle School,3.01,C,39,6,C,12.5,C,20.5,C,0,C,Proficient,In Good Standing
11X288,11,COLLEGIATE INSTITUTE FOR MATH AND SCIENCE,Estelle Hans,New Visions,HS,High School,2.66,B,58,7.4,B,18.2,A,30.4,B,2,A,Well Developed,In Good Standing
11X289,11,THE YOUNG SCHOLARS ACADEMY OF THE BRONX,Vaughn Thompson,LLSO,ESMS,Middle School,3.08,D,33.6,5.8,C,10.6,D,16.4,D,0.75,C,Proficient,In Good Standing
11X290,11,BRONX ACADEMY OF HEALTH CAREERS,Marvia Lindsay,New Visions,HS,High School,2.11,A,70.5,9.5,A,16.9,A,37.1,A,7,A,Proficient,In Good Standing
11X299,11,ASTOR COLLEGIATE ACADEMY,Rose C. Lobianco,LLSO,HS,High School,2.13,B,61.6,9.9,A,19.4,A,28.3,B,4,A,Proficient,In Good Standing
11X322,11,ASPIRE PREPARATORY SCHOOL,Steven Cobb,LLSO,ESMS,Middle School,3.18,B,51.1,4.6,D,13.9,B,30.3,B,2.25,,Proficient,In Good Standing
11X326,11,BRONX GREEN MIDDLE SCHOOL,Emily Becker,ESO,ESMS,Middle School,3.09,C,46.9,4.1,D,13.9,B,28.9,B,0,,Proficient,In Good Standing
11X370,11,SCHOOL OF DIPLOMACY,John Scalice,LLSO,ESMS,Middle School,2.92,,,,,,,,,,,,In Good Standing
11X372,11,URBAN ASSEMBLY SCHOOL FOR WILDLIFE CONSERVATION,Mark Ossenheimer,ESO,ESMS,Middle School,3.13,,,,,,,,,,,,In Good Standing
11X415,11,CHRISTOPHER COLUMBUS HIGH SCHOOL,Lisa Fuentes,New Visions,HS,High School,1.74,C,34.6,5.8,B,9.8,C,19,C,0,C,Proficient,Restructuring - Year 1
11X418,11,BRONX HIGH SCHOOL FOR THE VISUAL ARTS,George York,LLSO,HS,High School,2.01,B,62.3,8.9,B,19.1,A,30.3,B,4,B,Well Developed,In Good Standing
11X425,11,EVANDER CHILDS HIGH SCHOOL,Monica Urena,New Visions,HS,High School,,,,,,,,,,0,,,Restructuring - Year 1
11X455,11,HARRY S. TRUMAN HIGH SCHOOL,Sana Nasser,CEI-PEA,HS,High School,1.81,B,60.8,8.1,B,15.6,B,35.1,A,2,B,Well Developed,Requiring Academic Progress - Year 4
11X513,11,NEW WORLD HIGH SCHOOL,Fausto Salazar,Fordham,HS,High School,1.95,A,97,13.9,A,25,A,54.1,A,4,,Well Developed,In Good Standing
11X514,11,SPORTS PROFESSIONS HIGH SCHOOL,Janet Gallardo,LLSO,HS,High School,1.98,B,60.7,10.4,A,20.9,A,23.4,C,6,,Well Developed,In Good Standing
11X541,11,GLOBAL ENTERPRISE HIGH SCHOOL,Rick Levine,New Visions,HS,High School,2.01,C,43,6.8,B,9.5,C,24.7,B,2,B,Underdeveloped with Proficient Features,In Good Standing
11X542,11,PELHAM PREPARATORY ACADEMY,Jane Aronoff,LLSO,HS,High School,2.71,B,63.4,8.2,B,17.8,A,33.4,B,4,B,Well Developed,In Good Standing
11X544,11,HIGH SCHOOL FOR CONTEMPORARY ARTS,Francisco Sanchez,New Visions,HS,High School,2.07,A,99.1,13.2,A,25,A,50.9,A,10,A,Well Developed,In Good Standing
11X545,11,BRONX AEROSPACE HIGH SCHOOL,Barbara Kirkweg,ESO,HS,High School,2.21,A,92.5,7.8,B,25,A,45.7,A,14,A,Well Developed,In Good Standing
12X006,12,P.S. 006 WEST FARMS,Angel Villarreal,LLSO,ESMS,Elementary School,62.19,B,51.1,5.1,C,11.4,B,28.6,B,6,B,Proficient,Restructuring - Year 4
12X044,12,P.S. 044 DAVID C. FARRAGUT,Mildred Jones,ESO,ESMS,Elementary School,62.00,B,47.4,7.7,B,10.4,C,27.8,B,1.5,D,Well Developed,In Good Standing
12X047,12,P.S. 047 JOHN RANDOLPH,Thomas Guarnieri,LLSO,ESMS,Elementary School,57.63,B,56.2,12.2,A,13.9,B,27.1,B,3,D,Well Developed,In Good Standing
12X050,12,P.S. 050 CLARA BARTON,Francesco Cruz,LLSO,ESMS,Elementary School,67.56,B,58.8,2.8,F,13.3,B,37.4,A,5.25,F,Proficient,In Corrective Action
12X057,12,P.S. 057 CRESCENT,Edsel Philip,LLSO,ESMS,Elementary School,63.85,B,52.2,7.6,B,13.2,B,27.6,B,3.75,C,Well Developed,Requiring Academic Progress - Year 6
12X061,12,P.S. 061 FRANCISCO OLLER,Patricia Quigley,ESO,ESMS,Elementary School,63.51,A,69.8,11.2,A,15.2,B,42.6,A,0.75,B,Proficient,In Need of Improvement - Year 1
12X066,12,P.S. 066 SCHOOL OF HIGHER EXPECTATIONS,Tom Degrazia,LLSO,ESMS,Elementary School,65.59,B,49.2,10.8,A,12.9,B,25.5,B,0,D,Well Developed,Restructuring - Year 2
12X067,12,P.S. 067 MOHEGAN SCHOOL,Emily Grimball,CLSO,ESMS,Elementary School,64.21,C,44.3,3.5,D,12.9,B,24.9,B,3,C,Well Developed,In Good Standing
12X092,12,P.S. 092 BRONX,Anthony Wilcox Warn,LLSO,ESMS,Elementary School,65.34,F,22.2,2.5,F,7.8,C,11.9,D,0,A,Well Developed,In Good Standing
12X098,12,J.H.S. 098 HERMAN RIDDER,Claralee Irobunda,LLSO,ESMS,Middle School,2.88,A,68.1,5.8,C,17.5,B,38,A,6.75,A,Well Developed,Restructuring - Year 3
12X102,12,P.S. 102 JOSEPH O. LORETAN,Tanyua Trezevantte,LLSO,ESMS,Elementary School,61.33,B,47.1,1.9,F,11.9,B,32.5,B,0.75,D,Proficient,Restructuring - Year 4
12X129,12,P.S. 129 TWIN PARKS UPPER,Yvette Beasley,CEI-PEA,ESMS,Middle School,2.85,A,80.2,9.4,B,18.6,A,45.4,A,6.75,C,Well Developed,Restructuring - Year 1
12X134,12,P.S. 134 GEORGE F. BRISTOW,Kenneth Thomas,LLSO,ESMS,Elementary School,65.71,C,36.8,5.6,C,13,B,18.2,C,0,C,Proficient,In Good Standing
12X150,12,P.S. 150 CHARLES JAMES FOX,Edwin Irizarry,LLSO,ESMS,Elementary School,65.24,A,69.6,9.4,A,17.6,A,38.8,A,3.75,B,Well Developed,Restructuring - Year 2
12X190,12,I.S. 190,Diana Jade Santiago,LLSO,ESMS,Middle School,2.87,A,81.8,10.1,A,18.4,A,41.3,A,12,A,Proficient,In Good Standing
12X195,12,P.S. 195,Andrew Kavanagh,LLSO,ESMS,Elementary School,61.72,B,46.6,6.5,B,12.4,B,25.4,B,2.25,C,Proficient,In Corrective Action
12X196,12,P.S. 196,Lizzette Rivera,LLSO,ESMS,Elementary School,61.74,C,44.9,9.6,A,18.1,A,17.2,C,0,B,Well Developed,In Good Standing
12X198,12,P.S. 198,Judy Hunt-Hutchings,CLSO,ESMS,Elementary School,69.05,F,26.4,4.4,D,10.3,C,11.7,D,0,C,Well Developed,Restructuring - Year 3
12X211,12,P.S. 211,Betty Gonzalez-Soto,LLSO,ESMS,K-8,69.12,A,73,8.4,B,14.7,B,42.4,A,7.5,C,Well Developed,Restructuring - Year 3
12X212,12,P.S. 212,Yohan Lim,ESO,ESMS,K-8,63.01,C,38.8,5.5,C,8.5,D,23.3,C,1.5,B,Proficient,In Good Standing
12X214,12,P.S. 214,Joy Daley,LLSO,ESMS,K-8,58.89,B,59,9.8,B,13.2,C,33.7,B,2.25,B,Proficient,In Good Standing
12X216,12,BUSINESS SCHOOL FOR ENTREPRENEURIAL STUDIES,Domingo Martinez,LLSO,ESMS,Middle School,,,,,,,,,,,D,Underdeveloped with Proficient Features,In Corrective Action
12X217,12,SCHOOL OF PERFORMING ARTS,Marvin Reid,LLSO,ESMS,Middle School,2.90,B,54.5,8.2,B,13.3,C,30.7,B,2.25,A,Proficient,In Corrective Action
12X242,12,MOTT HALL V,Peter Oroszlany,LLSO,ESMS,Middle School,3.10,A,73.1,12.9,A,19.5,A,33.2,B,7.5,A,Well Developed,In Good Standing
12X245,12,NEW DAY ACADEMY,Daisy Fontanez,ESO,ESMS,Middle School,2.81,C,41.9,5.8,C,11.1,D,23.5,C,1.5,D,Proficient,In Good Standing
12X245,12,NEW DAY ACADEMY,Daisy Fontanez,ESO,HS,High School,1.87,,,,,,,,,0,,Proficient,In Good Standing
12X248,12,"METROPOLITAN HIGH SCHOOL, THE",Carla Theodorou,ESO,HS,High School,2.05,,,,,,,,,11,,Well Developed,In Good Standing
12X262,12,BRONX HIGH SCHOOL FOR PERFORMANCE AND STAGECRAFT,Mark E. Sweeting,LLSO,HS,High School,2.04,C,36.3,8.7,B,7.9,C,19.7,C,0,,Proficient,In Good Standing
12X267,12,BRONX LATIN,Leticia Pineiro,New Visions,ESMS,Middle School,2.89,A,71.1,10.6,A,19.9,A,30.1,B,10.5,A,Well Developed,In Good Standing
12X267,12,BRONX LATIN,Leticia Pineiro,New Visions,HS,High School,2.41,,,,,,,,,0,,Well Developed,In Good Standing
12X269,12,BRONX STUDIO SCHOOL FOR WRITERS AND ARTISTS,David Vazquez,ESO,ESMS,Middle School,2.97,A,71.8,10.5,A,19,A,38.5,A,3.75,B,Well Developed,In Good Standing
12X270,12,ACADEMY FOR SCHOLARSHIP AND ENTREPRENEURSHIP: A COLLEGE BOARD SCHOOL,Zenobia White,ESO,ESMS,Middle School,2.95,D,30.1,6,C,12.1,C,9,D,3,C,Proficient,In Good Standing
12X270,12,ACADEMY FOR SCHOLARSHIP AND ENTREPRENEURSHIP: A COLLEGE BOARD SCHOOL,Zenobia White,ESO,HS,High School,2.19,,,,,,,,,1,,Proficient,In Good Standing
12X271,12,EAST BRONX ACADEMY FOR THE FUTURE,Sarah Scrogin,ESO,ESMS,Middle School,2.91,B,59.8,7.4,B,14.9,B,33.7,B,3.75,D,Well Developed,In Good Standing
12X271,12,EAST BRONX ACADEMY FOR THE FUTURE,Sarah Scrogin,ESO,HS,High School,1.97,B,53.3,8.3,B,14.3,B,28.7,B,2,,Well Developed,In Good Standing
12X273,12,FREDERICK DOUGLASS ACADEMY V. MIDDLE SCHOOL,Deborah Cimini,ESO,ESMS,Middle School,3.05,A,83.1,10.9,A,19.2,A,42.5,A,10.5,A,Proficient,In Good Standing
12X286,12,FANNIE LOU HAMER MIDDLE SCHOOL,Lorraine Chanon,ESO,ESMS,Middle School,2.88,B,53.3,7.4,B,13.7,C,30.7,B,1.5,F,Well Developed,In Good Standing
12X297,12,MORRIS ACADEMY FOR COLLABORATIVE STUDIES,Charles Osewalt,ESO,HS,High School,1.77,B,63.8,10.5,A,16.2,A,31.1,B,6,B,Proficient,In Good Standing
12X300,12,THE SCHOOL OF SCIENCE AND APPLIED LEARNING,Venessa Singleton,LLSO,ESMS,Elementary School,55.35,B,55.1,4.3,D,6.7,D,38.8,A,5.25,C,Well Developed,In Good Standing
12X316,12,KAPPA III,Elisa Alvarez,LLSO,ESMS,Middle School,3.16,A,68.3,10.7,A,17.9,A,35.2,B,4.5,C,Well Developed,In Good Standing
12X318,12,I.S. X318 MATH SCIENCE & TECHNOLOGY THROUGH ARTS,Maria Lopez,Fordham,ESMS,Middle School,2.91,C,44.6,4.1,D,14,B,25.7,C,0.75,D,Well Developed,Planning for Restructuring
12X341,12,ACCION ACADEMY,Adrian Manuel,ESO,ESMS,Middle School,2.91,D,33.9,5.3,C,12.5,C,14.6,D,1.5,B,Proficient,In Good Standing
12X403,12,BRONX INTERNATIONAL HIGH SCHOOL,Joaquin Vega,ESO,HS,High School,1.86,A,83.4,12.2,A,16.1,B,48.1,A,7,A,Well Developed,In Good Standing
12X404,12,SCHOOL FOR EXCELLENCE,Wade Fuller,ESO,HS,High School,2.03,B,60.4,6.4,B,16.8,A,32.2,B,5,A,Well Developed,In Good Standing
12X480,12,BRONX REGIONAL HIGH SCHOOL,Colin Thomas,ESO,HS,Transfer School,2.16,C,39.9,8,B,11.4,B,19.2,D,1.3,C,Proficient,In Corrective Action
12X527,12,BRONX LEADERSHIP ACADEMY II HIGH SCHOOL,Elyse Doti,New Visions,HS,High School,2.13,A,64.9,7.4,B,18.6,A,31.9,B,7,B,Proficient,In Good Standing
12X543,12,HIGH SCHOOL FOR VIOLIN AND DANCE,Tanya John,ESO,HS,High School,1.95,A,89.4,9.9,A,18.8,A,51.7,A,9,A,Well Developed,In Good Standing
12X550,12,HIGH SCHOOL OF WORLD CULTURES,Ramon Namnum,"Replications, Inc.",HS,High School,2.08,B,63.6,10.4,A,18.6,A,34.6,B,0,B,Well Developed,Planning for Restructuring
12X680,12,BRONX COALITION COMMUNITY HIGH SCHOOL,Gloria Mcduffie,CEI-PEA,HS,High School,,,,,,,,,,0,D,,In Good Standing
12X682,12,FANNIE LOU HAMER FREEDOM HIGH SCHOOL,Nancy Mann,ESO,HS,High School,1.79,A,90.7,11.9,A,15.6,B,50.2,A,13,B,Well Developed,In Good Standing
12X684,12,WINGS ACADEMY,Wayne Cox,LLSO,HS,High School,2.04,A,64.2,8.7,B,16.1,B,34.4,B,5,B,Well Developed,In Good Standing
12X690,12,MONROE ACADEMY FOR BUSINESS/LAW,Kabeya Mbuyi,CLSO,HS,High School,2.02,C,36.8,5.4,C,8.8,C,20.6,C,2,C,Proficient,In Good Standing
12X691,12,BRONX LITTLE SCHOOL,Janice Gordon,CEI-PEA,ESMS,Elementary School,52.86,A,83.1,7.5,B,17.5,A,58.1,A,0,A,Proficient,In Good Standing
12X692,12,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,Richard J. Massel,"Replications, Inc.",HS,High School,1.78,C,42.2,5.5,C,10.8,B,23.9,C,2,C,Proficient,In Good Standing
13K003,13,P.S. 003 THE BEDFORD VILLAGE,Kristina Beecher,CLSO,ESMS,Elementary School,49.86,A,66.1,6.2,C,14,B,42.1,A,3.75,C,Proficient,In Good Standing
13K008,13,P.S. 008 ROBERT FULTON,Seth Phillips,CLSO,ESMS,Elementary School,30.33,F,13.9,7.3,B,6.6,D,0,F,0,C,Proficient,In Good Standing
13K009,13,P.S. 009 TEUNIS G. BERGEN,Sandra D'Avilar,CLSO,ESMS,Elementary School,54.61,C,45.2,8.9,B,18.4,A,17.9,C,0,B,Well Developed,In Good Standing
13K011,13,P.S. 011 PURVIS J. BEHAN,Alonta Wrighton,CLSO,ESMS,Elementary School,50.59,B,48.4,6.2,C,17.7,A,21.5,C,3,C,Proficient,In Good Standing
13K020,13,P.S. 020 CLINTON HILL,Sean Keaton,CLSO,ESMS,Elementary School,47.33,C,42.7,6.5,B,15.5,B,19.9,C,0.75,B,Proficient,In Good Standing
13K044,13,P.S. 044 MARCUS GARVEY,Valerie Taylor,CLSO,ESMS,Elementary School,60.37,B,52,8.1,B,18.3,A,24.1,B,1.5,B,Proficient,In Good Standing
13K046,13,P.S. 046 EDWARD C. BLUM,Brenda Hill,CLSO,ESMS,Elementary School,63.78,A,85.4,8.3,B,14.1,B,53.2,A,9.75,B,Proficient,In Good Standing
13K054,13,P.S. 054 SAMUEL C. BARNES,Lorna Khan,CLSO,ESMS,Elementary School,59.27,C,45.6,5.6,C,10.2,C,29.8,B,0,C,Proficient,In Good Standing
13K056,13,P.S. 056 LEWIS H. LATIMER,Deborah Clark-Johnson,CLSO,ESMS,Elementary School,59.41,B,52.6,8.9,B,16.4,A,26.5,B,0.75,D,Well Developed,In Good Standing
13K067,13,P.S. 067 CHARLES A. DORSEY,Corinne Seabrook,CLSO,ESMS,Elementary School,60.44,D,32.5,9.7,A,5.4,F,15.1,C,2.25,B,Well Developed,Restructuring - Year 3
13K093,13,P.S. 093 WILLIAM H. PRESCOTT,Yvonne Knight,CLSO,ESMS,Elementary School,57.84,C,32.6,5.4,C,15.1,B,11.3,D,0.75,A,Well Developed,In Good Standing
13K103,13,SATELLITE THREE,Kenyatte Reid,CLSO,ESMS,Middle School,3.16,B,53,8.1,B,12.1,C,32,B,0.75,B,Proficient,In Good Standing
13K113,13,J.H.S. 113/OLD 294 EDMONDS CENTER,Khalek Kirkland,ESO,ESMS,Middle School,3.30,B,58.3,8.5,B,16.6,B,30.2,B,3,B,Proficient,Planning for Restructuring
13K117,13,J.H.S. 117 FRANCIS SCOTT KEY,Alander Hasty,CLSO,ESMS,Middle School,,,,,,,,,,,,,Restructuring - Year 3
13K133,13,P.S. 133 WILLIAM A. BUTLER,Heather D Foster-Mann,CLSO,ESMS,Elementary School,60.65,B,56.2,10.5,A,19.1,A,22.8,C,3.75,B,Well Developed,In Good Standing
13K256,13,P.S. 256 BENJAMIN BANNEKER,Sharyn Hemphill,CLSO,ESMS,Elementary School,56.34,C,43.5,4.9,C,13.4,B,25.2,B,0,C,Proficient,In Good Standing
13K258,13,J.H.S. 258 DAVID RUGGLES,Stanley Walker,CLSO,ESMS,Middle School,,,,,,,,,,,,,Restructuring - Year 4
13K265,13,DR. SUSAN S. MCKINNEY SECONDARY SCHOOL OF THE ARTS,Paula Holmes,CLSO,ESMS,Middle School,2.80,A,79.8,9.1,B,20,A,45.4,A,5.25,A,Proficient,In Good Standing
13K265,13,DR. SUSAN S. MCKINNEY SECONDARY SCHOOL OF THE ARTS,Paula Holmes,CLSO,HS,High School,2.45,A,65,10.3,A,22.4,A,32.3,B,0,B,Proficient,In Good Standing
13K266,13,M.S. K266 - PARK PLACE COMMUNITY MIDDLE SCHOOL,Michele Robinson,CLSO,ESMS,Middle School,3.20,B,65.1,8.9,B,15.9,B,35.8,A,4.5,B,Proficient,In Good Standing
13K270,13,P.S. 270 JOHANN DEKALB,Mitra Lutchman,CLSO,ESMS,Elementary School,62.41,A,96.9,9.2,A,24.7,A,60,A,3,F,Proficient,In Good Standing
13K282,13,P.S. 282 PARK SLOPE,Magalie Alexis,ESO,ESMS,Elementary School,44.40,B,49.5,6.2,C,14.9,B,26.9,B,1.5,C,Well Developed,In Good Standing
13K287,13,P.S. 287 BAILEY K. ASHFORD,Ms. Michele Rawlins,CLSO,ESMS,Elementary School,64.38,C,34.7,6.1,C,5.2,F,23.4,B,0,F,Proficient,In Good Standing
13K301,13,SATELLITE EAST MIDDLE SCHOOL,Kim Mcpherson,CLSO,ESMS,Middle School,3.06,B,57.6,7.4,B,13.7,C,32,B,4.5,D,Underdeveloped with Proficient Features,In Good Standing
13K305,13,P.S. 305 DR. PETER RAY,Dr. Julia Mortley,CLSO,ESMS,Elementary School,58.79,C,45.7,5.2,C,11.6,B,28.1,B,0.75,B,Proficient,In Good Standing
13K307,13,P.S. 307 DANIEL HALE WILLIAMS,Roberta Davenport,CLSO,ESMS,Elementary School,57.93,B,48,7.7,B,10,C,28,B,2.25,D,Proficient,In Good Standing
13K313,13,SATELLITE WEST MIDDLE SCHOOL,Suzane Joseph,CLSO,ESMS,Middle School,3.02,B,57.3,7,B,17.2,B,32.3,B,0.75,B,Proficient,In Good Standing
13K336,13,ACADEMY OF BUSINESS AND COMMUNITY DEVELOPMENT,Clyde Cole,ESO,ESMS,Middle School,2.92,B,57.7,8.7,B,14.9,B,34.1,B,0,C,Proficient,In Good Standing
13K350,13,"URBAN ASSEMBLY SCHOOL OF MUSIC AND ART, THE",Paul Thompson,ESO,HS,High School,2.30,,,,,,,,,6,,Proficient,In Good Standing
13K412,13,"BROOKLYN COMMUNITY HIGH SCHOOL OF COMMUNICATION, ARTS AND MEDIA",James O'Brien,ESO,HS,High School,2.15,,,,,,,,,1,,Proficient,In Good Standing
