BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Boro-Block-Lot,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Address,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Neighborhood,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Building Classification,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Total Units,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Year Built,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Gross SqFt,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Est. Gross Income,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Gross Income per SqFt,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Full Market Value,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Market Value per SqFt,COMPARABLE RENTAL – 1 –Boro-Block-Lot,COMPARABLE RENTAL – 1 –Address,COMPARABLE RENTAL – 1 –Neighborhood,COMPARABLE RENTAL – 1 –Building Classification,COMPARABLE RENTAL – 1 –Total Units,COMPARABLE RENTAL – 1 –Year Built,COMPARABLE RENTAL – 1 –Gross SqFt,COMPARABLE RENTAL – 1 –Est. Gross Income,COMPARABLE RENTAL – 1 –Gross Income per SqFt,COMPARABLE RENTAL – 1 –Full Market Value,COMPARABLE RENTAL – 1 –Market Value per SqFt,COMPARABLE RENTAL – 1 –Dist. from Coop in miles,COMPARABLE RENTAL – 2 –Boro-Block-Lot,COMPARABLE RENTAL – 2 –Address,COMPARABLE RENTAL – 2 –Neighborhood,COMPARABLE RENTAL – 2 –Building Classification,COMPARABLE RENTAL – 2 –Total Units,COMPARABLE RENTAL – 2 –Year Built,COMPARABLE RENTAL – 2 –Gross SqFt,COMPARABLE RENTAL – 2 –Est. Gross Income,COMPARABLE RENTAL – 2 –Gross Income per SqFt,COMPARABLE RENTAL – 2 –Full Market Value,COMPARABLE RENTAL – 2 –Market Value per SqFt,COMPARABLE RENTAL – 2 –Dist. from Coop in miles
3-00238-0035,"10 CLINTON STREET
Brooklyn, NY
(40.69610047390438, -73.99158861159269)",BROOKLYN HEIGHTS,D4-ELEVATOR,121,1971,212656,2959961,13.92,6280000,29.5,3-00250-0030,"182 MONTAGUE STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",BROOKLYN HEIGHTS,D6-ELEVATOR,187,1999,182000,8212471,45.1,40300000,221,0.15,3-08723-0410,"1511 CORBIN PLACE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",BRIGHTON BEACH,D1-ELEVATOR,132,1951,109832,2734487,24.9,11300000,103,8.5
3-00238-0061,"24 CLINTON STREET
Brooklyn, NY
(40.69576271394904, -73.99175055991476)",BROOKLYN HEIGHTS,D4-ELEVATOR,60,1926,36480,945868,25.9,3920000,107,3-02764-0008,"692 METROPOLITAN AVENUE
Brooklyn, NY
(40.71435182261865, -73.94597265661777)",WILLIAMSBURG-EAST,D5-ELEVATOR,35,1930,37500,1074387,28.7,4450000,119,2.75,3-00193-0050,"129 BOERUM PLACE
Brooklyn, NY
(40.68785047746899, -73.99153634261823)",BOERUM HILL,D9-ELEVATOR,46,1999,42000,1268438,30.2,5910000,141,0.6
3-00238-0065,"40 CLINTON STREET
Brooklyn, NY
(40.69537538413037, -73.99193192863936)",BROOKLYN HEIGHTS,D4-ELEVATOR,153,1964,116245,3091035,26.6,12800000,110,3-00250-0030,"182 MONTAGUE STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",BROOKLYN HEIGHTS,D6-ELEVATOR,187,1999,182000,8212471,45.1,40300000,221,0.15,3-08723-0410,"1511 CORBIN PLACE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",BRIGHTON BEACH,D1-ELEVATOR,132,1951,109832,2734487,24.9,11300000,103,8.5
3-00241-0001,"200 HICKS STREET
Brooklyn, NY
(40.69550288862913, -73.99576431023434)",BROOKLYN HEIGHTS,D4-ELEVATOR,17,1910,39000,744752,19.1,2780000,71,3-00247-0028,"74 MONTAGUE STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",BROOKLYN HEIGHTS,D3-ELEVATOR,59,1912,54640,1060307,19.41,3960000,72,0.05,3-01177-0007,"781 WASHINGTON AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",CROWN HEIGHTS,D5-ELEVATOR,63,1920,47925,963988,20.11,2040000,42.6,2.4
3-00241-0008,"65 MONTAGUE STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",BROOKLYN HEIGHTS,D4-ELEVATOR,42,1934,29000,504256,17.39,1890000,65,3-00242-0018,"191 HICKS STREET
Brooklyn, NY
(40.69586019482132, -73.99552357285327)",BROOKLYN HEIGHTS,D9-ELEVATOR,19,1920,24528,494757,20.17,1850000,75,0.1,3-00268-0039,"54 LIVINGSTON STREET
Brooklyn, NY
(40.69175587256905, -73.99208589968839)",BROOKLYN HEIGHTS,D9-ELEVATOR,32,1900,21040,372927,17.72,1390000,66,0.35
3-00241-0012,"57 MONTAGUE STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",BROOKLYN HEIGHTS,D4-ELEVATOR,128,1949,97938,2117635,21.62,8770000,90,3-01078-0016,"530 2 STREET
Brooklyn, NY
(40.67071105100208, -73.97728271045371)",PARK SLOPE,D1-ELEVATOR,47,1920,39261,599874,15.28,2030000,52,2.05,3-01079-0040,"70 PROSPECT PARK
Brooklyn, NY
(40.700642038028796, -73.98786881209446)",PARK SLOPE,D1-ELEVATOR,30,1920,36636,623465,17.02,2330000,64,2.15
3-00241-0028,"20 PIERREPONT STREET
Brooklyn, NY
(40.69607618473513, -73.99631740959609)",BROOKLYN HEIGHTS,D4-ELEVATOR,24,1934,29100,505974,17.39,1890000,65,3-00242-0018,"191 HICKS STREET
Brooklyn, NY
(40.69586019482132, -73.99552357285327)",BROOKLYN HEIGHTS,D9-ELEVATOR,19,1920,24528,494757,20.17,1850000,75,0.1,3-00268-0039,"54 LIVINGSTON STREET
Brooklyn, NY
(40.69175587256905, -73.99208589968839)",BROOKLYN HEIGHTS,D9-ELEVATOR,32,1900,21040,372927,17.72,1390000,66,0.35
3-00241-0036,"34 PIERREPONT STREET
Brooklyn, NY
(40.695916411183426, -73.99574932585662)",BROOKLYN HEIGHTS,C6-WALK-UP,11,1900,8555,175892,20.56,658000,77,3-01162-0010,"635 GRAND AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",CROWN HEIGHTS,C1-WALK-UP,11,1931,6924,160881,23.24,666000,96,2.3,3-01162-0011,"633 GRAND AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",CROWN HEIGHTS,C1-WALK-UP,11,1931,7280,162270,22.29,672000,92,2.3
3-00242-0012,"103 MONTAGUE STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",BROOKLYN HEIGHTS,D4-ELEVATOR,26,1900,38760,881212,22.74,3650000,94,3-00253-0007,"99 JORALEMON STREET
Brooklyn, NY
(40.693303242648284, -73.99578418454517)",BROOKLYN HEIGHTS,D3-ELEVATOR,32,1922,30480,757769,24.86,3140000,103,0.1,3-02425-0029,"399 HEWES STREET
Brooklyn, NY
(40.708645651376486, -73.95123344075785)",WILLIAMSBURG-SOUTH,D9-ELEVATOR,29,1917,25800,654928,25.4,1390000,54,2.45
3-00242-0027,"66 PIERREPONT STREET
Brooklyn, NY
(40.69560547231704, -73.99463967017441)",BROOKLYN HEIGHTS,D4-ELEVATOR,40,1912,54000,953855,17.66,3570000,66,3-00254-0081,"142 REMSEN STREET
Brooklyn, NY
(40.69367158124257, -73.99309397026552)",BROOKLYN HEIGHTS,D7-ELEVATOR,51,1936,41250,822910,19.95,3080000,75,0.15,3-00265-0006,"59 LIVINGSTON STREET
Brooklyn, NY
(40.691765672845165, -73.99190984647106)",BROOKLYN HEIGHTS,D1-ELEVATOR,43,1917,63224,1156468,18.29,4320000,68,0.25
3-00247-0009,"39 REMSEN STREET
Brooklyn, NY
(40.694797237247776, -73.99691779450673)",BROOKLYN HEIGHTS,C6-WALK-UP,16,1910,17600,351030,19.94,1310000,74,3-00396-0053,"311 BALTIC STREET
Brooklyn, NY
(40.68504638083661, -73.99225927747258)",BOERUM HILL,C1-WALK-UP,20,1900,17640,398277,22.58,1650000,94,0.7,3-00268-0039,"54 LIVINGSTON STREET
Brooklyn, NY
(40.69175587256905, -73.99208589968839)",BROOKLYN HEIGHTS,D9-ELEVATOR,32,1900,21040,372927,17.72,1390000,66,0.35
3-00247-0025,"62 MONTAGUE STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",BROOKLYN HEIGHTS,D4-ELEVATOR,43,1900,45000,870787,19.35,3260000,72,3-00254-0006,"141 JORALEMON STREET
Brooklyn, NY
(40.6929985611618, -73.99397694982594)",BROOKLYN HEIGHTS,D3-ELEVATOR,47,1923,46410,983249,21.19,4070000,88,0.15,3-00254-0081,"142 REMSEN STREET
Brooklyn, NY
(40.69367158124257, -73.99309397026552)",BROOKLYN HEIGHTS,D7-ELEVATOR,51,1936,41250,822910,19.95,3080000,75,0.15
3-00247-0027,"66 MONTAGUE STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",BROOKLYN HEIGHTS,C6-WALK-UP,11,1940,11750,251306,21.39,939000,80,3-00177-0034,"397 ATLANTIC AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",BOERUM HILL,C1-WALK-UP,13,2004,14800,466050,31.5,2170000,147,0.8,3-00307-0006,"265 CLINTON STREET
Brooklyn, NY
(40.68723541333382, -73.99576968074265)",COBBLE HILL,C1-WALK-UP,14,1931,9500,183381,19.3,686000,72,0.6
3-00250-0014,"159 REMSEN STREET
Brooklyn, NY
(40.693471819540406, -73.99216535903378)",BROOKLYN HEIGHTS,D4-ELEVATOR,21,1930,20570,488829,23.76,2020000,98,3-00235-0042,"36 CLARK STREET
Brooklyn, NY
(40.69791574707, -73.99482062564938)",BROOKLYN HEIGHTS,D1-ELEVATOR,33,1910,24570,601324,24.47,2490000,101,0.3,3-02425-0029,"399 HEWES STREET
Brooklyn, NY
(40.708645651376486, -73.95123344075785)",WILLIAMSBURG-SOUTH,D9-ELEVATOR,29,1917,25800,654928,25.4,1390000,54,2.35
3-00251-0001,"1 GRACE COURT
Brooklyn, NY
(40.69453045372352, -73.99842465308134)",BROOKLYN HEIGHTS,D4-ELEVATOR,24,1926,46080,812543,17.63,3040000,66,3-00254-0081,"142 REMSEN STREET
Brooklyn, NY
(40.69367158124257, -73.99309397026552)",BROOKLYN HEIGHTS,D7-ELEVATOR,51,1936,41250,822910,19.95,3080000,75,0.15,3-00265-0006,"59 LIVINGSTON STREET
Brooklyn, NY
(40.691765672845165, -73.99190984647106)",BROOKLYN HEIGHTS,D1-ELEVATOR,43,1917,63224,1156468,18.29,4320000,68,0.3
3-00251-0043,"41 GRACE COURT
Brooklyn, NY
(40.694314937699474, -73.99764283315041)",BROOKLYN HEIGHTS,D4-ELEVATOR,33,1963,27664,502450,18.16,1880000,68,3-01091-0040,"136 PROSPECT PARK
Brooklyn, NY
(40.7005708318806, -73.98538827418518)",PARK SLOPE,D1-ELEVATOR,18,1931,20562,453152,22.04,1880000,91,2.25,3-02409-0027,"271 2 STREET
Brooklyn, NY
(40.67583015648056, -73.98767428412886)",WILLIAMSBURG-SOUTH,D9-ELEVATOR,35,1914,22308,450974,20.22,956000,42.9,2.45
3-00251-0055,"19 GRACE COURT
Brooklyn, NY
(40.69443172452173, -73.99807404603257)",BROOKLYN HEIGHTS,D4-ELEVATOR,33,1926,41028,659863,16.08,2230000,54,3-01078-0016,"530 2 STREET
Brooklyn, NY
(40.67071105100208, -73.97728271045371)",PARK SLOPE,D1-ELEVATOR,47,1920,39261,599874,15.28,2030000,52,2,3-01079-0040,"70 PROSPECT PARK
Brooklyn, NY
(40.700642038028796, -73.98786881209446)",PARK SLOPE,D1-ELEVATOR,30,1920,36636,623465,17.02,2330000,64,2.15
3-00252-0008,"2 GRACE COURT
Brooklyn, NY
(40.69447915252656, -73.99845015025642)",BROOKLYN HEIGHTS,D4-ELEVATOR,144,1930,143418,2231496,15.56,7540000,53,3-01946-0004,"379 WASHINGTON AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",CLINTON HILL,D5-ELEVATOR,86,1905,113924,1959512,17.2,7330000,64,1.8,,,,,,,,,,,,
3-00253-0053,"60 REMSEN STREET
Brooklyn, NY
(40.694519300700726, -73.99613538479859)",BROOKLYN HEIGHTS,D4-ELEVATOR,87,1956,76730,1727527,22.51,7160000,93,3-00253-0007,"99 JORALEMON STREET
Brooklyn, NY
(40.693303242648284, -73.99578418454517)",BROOKLYN HEIGHTS,D3-ELEVATOR,32,1922,30480,757769,24.86,3140000,103,0,3-02305-0018,"193 9 STREET
Brooklyn, NY
(40.6712945215417, -73.99062423891033)",WILLIAMSBURG-NORTH,D9-ELEVATOR,68,1930,105718,3527222,33.4,16400000,155,2.75
3-00253-0057,"68 REMSEN STREET
Brooklyn, NY
(40.69443209486436, -73.99582927451584)",BROOKLYN HEIGHTS,D4-ELEVATOR,103,1928,66500,1274336,19.16,4760000,72,3-00254-0006,"141 JORALEMON STREET
Brooklyn, NY
(40.6929985611618, -73.99397694982594)",BROOKLYN HEIGHTS,D3-ELEVATOR,47,1923,46410,983249,21.19,4070000,88,0.1,3-00247-0028,"74 MONTAGUE STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",BROOKLYN HEIGHTS,D3-ELEVATOR,59,1912,54640,1060307,19.41,3960000,72,0.1
3-00253-0061,"76 REMSEN STREET
Brooklyn, NY
(40.694344889027995, -73.99552316423308)",BROOKLYN HEIGHTS,D4-ELEVATOR,26,1923,29472,543731,18.45,2030000,69,3-00268-0039,"54 LIVINGSTON STREET
Brooklyn, NY
(40.69175587256905, -73.99208589968839)",BROOKLYN HEIGHTS,D9-ELEVATOR,32,1900,21040,372927,17.72,1390000,66,0.25,3-00235-0042,"36 CLARK STREET
Brooklyn, NY
(40.69791574707, -73.99482062564938)",BROOKLYN HEIGHTS,D1-ELEVATOR,33,1910,24570,601324,24.47,2490000,101,0.2
3-00254-0001,"114 CLINTON STREET
Brooklyn, NY
(40.69311767301416, -73.99301044150174)",BROOKLYN HEIGHTS,D4-ELEVATOR,38,1924,48138,774215,16.08,2620000,54,3-00242-0018,"191 HICKS STREET
Brooklyn, NY
(40.69586019482132, -73.99552357285327)",BROOKLYN HEIGHTS,D9-ELEVATOR,19,1920,24528,494757,20.17,1850000,75,0.15,3-01948-0040,"91 CLIFTON PLACE
Brooklyn, NY
(40.68810450441841, -73.96046921535479)",CLINTON HILL,D5-ELEVATOR,22,1920,22500,374154,16.63,1270000,56,1.8
3-00254-0004,"151 JORALEMON STREET
Brooklyn, NY
(40.69292459192491, -73.9934433146168)",BROOKLYN HEIGHTS,C6-WALK-UP,20,1905,12450,330206,26.5,1370000,110,3-00470-0008,"451 COURT STREET
Brooklyn, NY
(40.677737475824514, -73.99810088641885)",CARROLL GARDENS,C7-WALK-UP,13,1920,12800,369152,28.8,1720000,134,1.15,3-00254-0066,"110 REMSEN STREET
Brooklyn, NY
(40.69397996955827, -73.99422472742312)",BROOKLYN HEIGHTS,D7-ELEVATOR,15,1900,13258,359949,27.1,1490000,112,0
3-00254-0019,"245 HENRY STREET
Brooklyn, NY
(40.69315247111073, -73.99503039651863)",BROOKLYN HEIGHTS,D4-ELEVATOR,56,1957,58803,887726,15.1,3000000,51,3-01078-0016,"530 2 STREET
Brooklyn, NY
(40.67071105100208, -73.97728271045371)",PARK SLOPE,D1-ELEVATOR,47,1920,39261,599874,15.28,2030000,52,1.85,3-02789-0011,"740 GRAND STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",WILLIAMSBURG-EAST,D5-ELEVATOR,27,1920,48000,866384,18.05,3240000,68,2.95
3-00254-0062,"100 REMSEN STREET
Brooklyn, NY
(40.694076340906925, -73.99457808903486)",BROOKLYN HEIGHTS,D4-ELEVATOR,81,1950,65920,1060208,16.08,3580000,54,3-00242-0018,"191 HICKS STREET
Brooklyn, NY
(40.69586019482132, -73.99552357285327)",BROOKLYN HEIGHTS,D9-ELEVATOR,19,1920,24528,494757,20.17,1850000,75,0.15,3-01948-0040,"91 CLIFTON PLACE
Brooklyn, NY
(40.68810450441841, -73.96046921535479)",CLINTON HILL,D5-ELEVATOR,22,1920,22500,374154,16.63,1270000,56,1.8
3-00255-0025,"99 CLINTON STREET
Brooklyn, NY
(40.69318493027044, -73.99290087587642)",BROOKLYN HEIGHTS,C6-WALK-UP,11,1900,25900,434142,16.76,1620000,63,3-00182-0057,"103 SMITH STREET
Brooklyn, NY
(40.68825379886824, -73.98936844039507)",BOERUM HILL,C7-WALK-UP,28,1900,19200,482073,25.1,2000000,104,0.4,3-00020-0006,"25 JAY STREET
Brooklyn, NY
(40.70418821230073, -73.98654953086015)",DOWNTOWN-FULTON FERRY,C7-WALK-UP,28,1920,47735,883064,18.5,3300000,69,0.85
3-00258-0106,"65 ATLANTIC AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",BROOKLYN HEIGHTS,C6-WALK-UP,16,1900,6920,157453,22.75,652000,94,3-01104-0002,"453 7 AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",PARK SLOPE SOUTH,C7-WALK-UP,16,1921,5732,195138,34,909000,159,2.25,3-01150-0001,"305 FLATBUSH AVENUE
Brooklyn, NY
(40.6918209275785, -73.98229044239675)",PROSPECT HEIGHTS,C7-WALK-UP,13,1931,5541,80913,14.6,274000,49.4,1.65
3-00259-0047,"30 WILLOW PLACE
Brooklyn, NY
(40.693145764041404, -73.99786351412581)",BROOKLYN HEIGHTS,C6-WALK-UP,15,1900,13925,391929,28.1,1620000,116,3-00183-0047,"373 PACIFIC STREET
Brooklyn, NY
(40.68657970417705, -73.98588457687731)",BOERUM HILL,C1-WALK-UP,14,1930,10375,337954,32.6,1570000,151,0.75,3-00258-0048,"42 COLUMBIA PLACE
Brooklyn, NY
(40.69312873812375, -73.99863930586338)",BROOKLYN HEIGHTS,C1-WALK-UP,20,1900,11160,380037,34.1,1770000,159,0.05
3-00261-0018,"277 HICKS STREET
Brooklyn, NY
(40.693118169056, -73.99682619349038)",BROOKLYN HEIGHTS,C6-WALK-UP,18,1960,24925,630134,25.3,2610000,105,3-02558-0064,"109 GREENPOINT AVENUE
Brooklyn, NY
(40.73009052256537, -73.95575198434207)",GREENPOINT,C1-WALK-UP,16,1930,13000,647636,49.8,3180000,245,3.35,3-01824-0070,"377 PUTNAM AVENUE
Brooklyn, NY
(40.68450515333922, -73.94621545600121)",BEDFORD STUYVESANT,C1-WALK-UP,31,1910,16800,405263,24.12,859000,51,2.75
3-00262-0055,"282 HENRY STREET
Brooklyn, NY
(40.69173316816489, -73.99579867365253)",BROOKLYN HEIGHTS,C6-WALK-UP,11,1900,5850,138089,23.6,572000,98,3-00657-0018,"158 26 STREET
Brooklyn, NY
(40.60060785635078, -74.00010262214717)",SUNSET PARK,C1-WALK-UP,12,1930,4500,139630,31,650000,144,2.25,3-00280-0027,"16 DEAN STREET
Brooklyn, NY
(40.6882290082979, -73.99232544437157)",BOERUM HILL,C1-WALK-UP,16,1900,7624,244145,32,1140000,150,0.35
3-00264-0010,"132 JORALEMON STREET
Brooklyn, NY
(40.69295004084468, -73.99402549915943)",BROOKLYN HEIGHTS,C6-WALK-UP,14,1900,8700,184597,21.22,765000,88,3-00216-0014,"58 MIDDAGH STREET
Brooklyn, NY
(40.70029324753504, -73.99278249962025)",BROOKLYN HEIGHTS,C1-WALK-UP,16,1900,8456,188225,22.26,780000,92,0.5,3-00236-0101,"50 CLARK STREET
Brooklyn, NY
(40.69775214160333, -73.99424391875333)",BROOKLYN HEIGHTS,C7-WALK-UP,14,1928,7250,153441,21.16,636000,88,0.3
3-00264-0017,"130 CLINTON STREET
Brooklyn, NY
(40.692638677842794, -73.99324419496145)",BROOKLYN HEIGHTS,D4-ELEVATOR,92,1926,93500,1411533,15.1,4770000,51,3-05099-0106,"522 OCEAN AVENUE
Brooklyn, NY
(40.65003105794815, -73.9610245528892)",FLATBUSH-CENTRAL,D7-ELEVATOR,99,1927,78889,1247594,15.81,4220000,53,3.4,3-06034-0041,"8502 4 AVENUE
Brooklyn, NY
(40.623526331909176, -74.02810830343962)",BAY RIDGE,D7-ELEVATOR,55,1925,64000,1033715,16.15,3500000,55,5.1
3-00265-0001,"75 LIVINGSTON STREET
Brooklyn, NY
(40.69162780345564, -73.99144383296918)",BROOKLYN HEIGHTS,D4-ELEVATOR,109,1927,180000,3753794,20.85,14000000,78,3-02305-0018,"193 9 STREET
Brooklyn, NY
(40.6712945215417, -73.99062423891033)",WILLIAMSBURG-NORTH,D9-ELEVATOR,68,1930,105718,3527222,33.4,16400000,155,2.65,3-00051-0001,"65 WASHINGTON STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",DOWNTOWN-FULTON FERRY,D5-ELEVATOR,104,1914,123700,2487698,20.11,9300000,75,0.7
3-00266-0012,"77 LIVINGSTON STREET
Brooklyn, NY
(40.691607850513854, -73.99137356832084)",DOWNTOWN-FULTON MALL,D4-ELEVATOR,240,1964,260189,4160457,15.99,14100000,54,3-00236-0015,"55 PIERREPONT STREET
Brooklyn, NY
(40.695829631477615, -73.99523151776565)",BROOKLYN HEIGHTS,D7-ELEVATOR,191,1928,157042,2536474,16.15,5380000,34.3,0.35,3-01946-0004,"379 WASHINGTON AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",CLINTON HILL,D5-ELEVATOR,86,1905,113924,1959512,17.2,7330000,64,1.35
3-00268-0015,"11 SCHERMERHORN STREET
Brooklyn, NY
(40.6914336698983, -73.99326071286495)",BROOKLYN HEIGHTS,D4-ELEVATOR,29,1914,31920,513377,16.08,1740000,55,3-00242-0018,"191 HICKS STREET
Brooklyn, NY
(40.69586019482132, -73.99552357285327)",BROOKLYN HEIGHTS,D9-ELEVATOR,19,1920,24528,494757,20.17,1850000,75,0.3,3-01948-0040,"91 CLIFTON PLACE
Brooklyn, NY
(40.68810450441841, -73.96046921535479)",CLINTON HILL,D5-ELEVATOR,22,1920,22500,374154,16.63,1270000,56,1.65
3-00268-0030,"38 LIVINGSTON STREET
Brooklyn, NY
(40.69186713318539, -73.99248949212023)",BROOKLYN HEIGHTS,D4-ELEVATOR,28,1914,27690,445345,16.08,1510000,55,3-00242-0018,"191 HICKS STREET
Brooklyn, NY
(40.69586019482132, -73.99552357285327)",BROOKLYN HEIGHTS,D9-ELEVATOR,19,1920,24528,494757,20.17,1850000,75,0.3,3-01948-0040,"91 CLIFTON PLACE
Brooklyn, NY
(40.68810450441841, -73.96046921535479)",CLINTON HILL,D5-ELEVATOR,22,1920,22500,374154,16.63,1270000,56,1.65
3-00271-0047,"96 SCHERMERHORN STREET
Brooklyn, NY
(40.69040279732868, -73.98992888822288)",DOWNTOWN-FULTON MALL,D4-ELEVATOR,105,1928,100000,1576951,15.77,5330000,53,3-00236-0015,"55 PIERREPONT STREET
Brooklyn, NY
(40.695829631477615, -73.99523151776565)",BROOKLYN HEIGHTS,D7-ELEVATOR,191,1928,157042,2536474,16.15,5380000,34.3,0.45,3-01946-0004,"379 WASHINGTON AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",CLINTON HILL,D5-ELEVATOR,86,1905,113924,1959512,17.2,7330000,64,1.35
3-00276-0028,"166 STATE STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",BROOKLYN HEIGHTS,C6-WALK-UP,20,1900,12600,290072,23.02,1200000,95,3-00821-0012,"224 54 STREET
Brooklyn, NY
(40.64648825616518, -74.01870596864923)",BUSH TERMINAL,C1-WALK-UP,18,1911,10800,248387,23,527000,48.8,3.35,3-02558-0064,"109 GREENPOINT AVENUE
Brooklyn, NY
(40.73009052256537, -73.95575198434207)",GREENPOINT,C1-WALK-UP,16,1930,13000,647636,49.8,3180000,245,3.4
3-00279-0035,"232 PACIFIC STREET
Brooklyn, NY
(40.68865019896632, -73.9913861512814)",BOERUM HILL,C6-WALK-UP,16,1900,8400,178231,21.22,738000,88,3-00216-0014,"58 MIDDAGH STREET
Brooklyn, NY
(40.70029324753504, -73.99278249962025)",BROOKLYN HEIGHTS,C1-WALK-UP,16,1900,8456,188225,22.26,780000,92,0.8,3-00236-0101,"50 CLARK STREET
Brooklyn, NY
(40.69775214160333, -73.99424391875333)",BROOKLYN HEIGHTS,C7-WALK-UP,14,1928,7250,153441,21.16,636000,88,0.6
3-00285-0010,"122 ATLANTIC AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",COBBLE HILL,C6-WALK-UP,14,1900,9615,326519,34,1520000,158,3-00177-0011,"354 STATE STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",BOERUM HILL,C1-WALK-UP,20,1920,9245,266862,28.9,1110000,120,0.55,3-00177-0012,"356 STATE STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",BOERUM HILL,C1-WALK-UP,20,1920,9200,267693,29.1,1250000,136,0.55
