BORO,CSD,SCHOOL CODE,SCHOOL NAME,GRADE ,PROGRAM TYPE,CORE SUBJECT (MS CORE and 9-12 ONLY),CORE COURSE (MS CORE and 9-12 ONLY),SERVICE CATEGORY(K-9* ONLY),NUMBER OF CLASSES,TOTAL REGISTER,AVERAGE CLASS SIZE,SIZE OF SMALLEST CLASS,SIZE OF LARGEST CLASS,DATA SOURCE
Q,28,Q174,P.S. 174 WILLIAM SIDNEY MOUNT,04,GEN ED,-,-,-,2,52,26,26,26,ATS
Q,28,Q174,P.S. 174 WILLIAM SIDNEY MOUNT,04,CTT,-,-,-,1,18,18,18,18,ATS
Q,28,Q174,P.S. 174 WILLIAM SIDNEY MOUNT,05,GEN ED,-,-,-,2,65,32.5,32,33,ATS
Q,28,Q174,P.S. 174 WILLIAM SIDNEY MOUNT,06,GEN ED,-,-,-,2,61,30.5,30,31,ATS
Q,28,Q174,P.S. 174 WILLIAM SIDNEY MOUNT,0K-09,SPEC ED,-,-,12:1,4,40,10,7,11,ATS
Q,28,Q175,P.S. 175 THE LYNN GROSS DISCOVERY SCHOOL,0K,GEN ED,-,-,-,6,131,21.8,21,23,ATS
Q,28,Q175,P.S. 175 THE LYNN GROSS DISCOVERY SCHOOL,01,GEN ED,-,-,-,6,110,18.3,16,20,ATS
Q,28,Q175,P.S. 175 THE LYNN GROSS DISCOVERY SCHOOL,02,GEN ED,-,-,-,5,93,18.6,18,19,ATS
Q,28,Q175,P.S. 175 THE LYNN GROSS DISCOVERY SCHOOL,03,GEN ED,-,-,-,4,107,26.8,26,27,ATS
Q,28,Q175,P.S. 175 THE LYNN GROSS DISCOVERY SCHOOL,04,GEN ED,-,-,-,3,88,29.3,29,30,ATS
Q,28,Q175,P.S. 175 THE LYNN GROSS DISCOVERY SCHOOL,05,GEN ED,-,-,-,3,74,24.7,24,26,ATS
Q,28,Q175,P.S. 175 THE LYNN GROSS DISCOVERY SCHOOL,0K-09,SPEC ED,-,-,12:1,2,21,10.5,10,11,ATS
Q,28,Q175,P.S. 175 THE LYNN GROSS DISCOVERY SCHOOL,0K-09,SPEC ED,-,-,12:1:1,3,27,9,10,11,ATS
Q,28,Q182,P.S. 182 SAMANTHA SMITH,0K,GEN ED,-,-,-,10,232,23.2,18,25,ATS
Q,28,Q182,P.S. 182 SAMANTHA SMITH,0K,CTT,-,-,-,1,22,22,22,22,ATS
Q,28,Q182,P.S. 182 SAMANTHA SMITH,01,GEN ED,-,-,-,11,232,21.1,20,23,ATS
Q,28,Q182,P.S. 182 SAMANTHA SMITH,01,CTT,-,-,-,1,24,24,24,24,ATS
Q,28,Q182,P.S. 182 SAMANTHA SMITH,02,GEN ED,-,-,-,9,223,24.8,20,27,ATS
Q,28,Q182,P.S. 182 SAMANTHA SMITH,0K-09,SPEC ED,-,-,12:1:1,3,35,11.7,11,12,ATS
Q,28,Q190,J.H.S. 190 RUSSELL SAGE,07,GEN ED,-,-,-,11,325,29.5,16,34,ATS
Q,28,Q190,J.H.S. 190 RUSSELL SAGE,07,CTT,-,-,-,1,19,19,19,19,ATS
Q,28,Q190,J.H.S. 190 RUSSELL SAGE,08,GEN ED,-,-,-,12,373,31.1,21,34,ATS
Q,28,Q190,J.H.S. 190 RUSSELL SAGE,08,CTT,-,-,-,1,17,17,17,17,ATS
Q,28,Q190,J.H.S. 190 RUSSELL SAGE,09,GEN ED,-,-,-,2,32,16,14,18,ATS
Q,28,Q190,J.H.S. 190 RUSSELL SAGE,0K-09,SPEC ED,-,-,12:1,2,17,8.5,8,9,ATS
Q,28,Q190,J.H.S. 190 RUSSELL SAGE,0K-09,SPEC ED,-,-,12:1:1,2,11,5.5,8,9,ATS
Q,28,Q190,J.H.S. 190 RUSSELL SAGE,MS CORE,GEN ED,ENGLISH,-,-,31,813,26.2,8,34,ATS
Q,28,Q190,J.H.S. 190 RUSSELL SAGE,MS CORE,GEN ED,SOCIAL STUDIES,-,-,29,815,28.1,14,34,ATS
Q,28,Q190,J.H.S. 190 RUSSELL SAGE,MS CORE,GEN ED,SCIENCE,-,-,31,862,27.8,14,34,ATS
Q,28,Q190,J.H.S. 190 RUSSELL SAGE,MS CORE,GEN ED,MATH,-,-,28,771,27.5,8,34,ATS
Q,28,Q196,P.S. 196 GRAND CENTRAL PARKWAY,0K,GEN ED,-,-,-,3,74,24.7,24,25,ATS
Q,28,Q196,P.S. 196 GRAND CENTRAL PARKWAY,01,GEN ED,-,-,-,5,122,24.4,23,25,ATS
Q,28,Q196,P.S. 196 GRAND CENTRAL PARKWAY,02,GEN ED,-,-,-,5,128,25.6,22,27,ATS
Q,28,Q196,P.S. 196 GRAND CENTRAL PARKWAY,03,GEN ED,-,-,-,6,141,23.5,22,25,ATS
Q,28,Q196,P.S. 196 GRAND CENTRAL PARKWAY,04,GEN ED,-,-,-,4,103,25.8,25,26,ATS
Q,28,Q196,P.S. 196 GRAND CENTRAL PARKWAY,05,GEN ED,-,-,-,4,104,26,26,26,ATS
Q,28,Q196,P.S. 196 GRAND CENTRAL PARKWAY,0K-09,SPEC ED,-,-,12:1:1,1,7,7,7,7,ATS
Q,28,Q206,P.S. 206 HORACE HARDING,0K,GEN ED,-,-,-,4,92,23,23,23,ATS
Q,28,Q206,P.S. 206 HORACE HARDING,01,GEN ED,-,-,-,4,83,20.8,19,23,ATS
Q,28,Q206,P.S. 206 HORACE HARDING,01,CTT,-,-,-,1,18,18,18,18,ATS
Q,28,Q206,P.S. 206 HORACE HARDING,02,GEN ED,-,-,-,4,90,22.5,20,24,ATS
Q,28,Q206,P.S. 206 HORACE HARDING,03,GEN ED,-,-,-,4,101,25.3,22,27,ATS
Q,28,Q206,P.S. 206 HORACE HARDING,04,GEN ED,-,-,-,3,66,22,20,23,ATS
Q,28,Q206,P.S. 206 HORACE HARDING,04,CTT,-,-,-,1,22,22,22,22,ATS
Q,28,Q206,P.S. 206 HORACE HARDING,05,GEN ED,-,-,-,3,79,26.3,25,27,ATS
Q,28,Q206,P.S. 206 HORACE HARDING,05,CTT,-,-,-,1,26,26,26,26,ATS
Q,28,Q206,P.S. 206 HORACE HARDING,0K-09,SPEC ED,-,-,12:1,2,20,10,8,12,ATS
Q,28,Q206,P.S. 206 HORACE HARDING,0K-09,SPEC ED,-,-,12:1:1,2,15,7.5,8,12,ATS
Q,28,Q217,J.H.S. 217 ROBERT A. VAN WYCK,06,GEN ED,-,-,-,5,125,25,12,30,ATS
Q,28,Q217,J.H.S. 217 ROBERT A. VAN WYCK,06,CTT,-,-,-,1,24,24,24,24,ATS
Q,28,Q217,J.H.S. 217 ROBERT A. VAN WYCK,07,GEN ED,-,-,-,16,443,27.7,11,30,ATS
Q,28,Q217,J.H.S. 217 ROBERT A. VAN WYCK,07,CTT,-,-,-,1,24,24,24,24,ATS
Q,28,Q217,J.H.S. 217 ROBERT A. VAN WYCK,08,GEN ED,-,-,-,16,475,29.7,26,33,ATS
Q,28,Q217,J.H.S. 217 ROBERT A. VAN WYCK,08,CTT,-,-,-,1,24,24,24,24,ATS
Q,28,Q217,J.H.S. 217 ROBERT A. VAN WYCK,0K-09,SPEC ED,-,-,12:1,6,65,10.8,9,12,ATS
Q,28,Q217,J.H.S. 217 ROBERT A. VAN WYCK,MS CORE,GEN ED,ENGLISH,-,-,46,1239,26.9,8,32,ATS
Q,28,Q217,J.H.S. 217 ROBERT A. VAN WYCK,MS CORE,GEN ED,SOCIAL STUDIES,-,-,40,1119,28,11,31,ATS
Q,28,Q217,J.H.S. 217 ROBERT A. VAN WYCK,MS CORE,GEN ED,SCIENCE,-,-,39,1115,28.6,11,57,ATS
Q,28,Q217,J.H.S. 217 ROBERT A. VAN WYCK,MS CORE,GEN ED,MATH,-,-,47,1258,26.8,6,33,ATS
Q,28,Q220,P.S. 220 EDWARD MANDEL,0K,GEN ED,-,-,-,3,60,20,20,20,ATS
Q,28,Q220,P.S. 220 EDWARD MANDEL,0K,CTT,-,-,-,1,21,21,21,21,ATS
Q,28,Q220,P.S. 220 EDWARD MANDEL,01,GEN ED,-,-,-,2,47,23.5,23,24,ATS
Q,28,Q220,P.S. 220 EDWARD MANDEL,01,CTT,-,-,-,1,24,24,24,24,ATS
Q,28,Q220,P.S. 220 EDWARD MANDEL,02,GEN ED,-,-,-,2,43,21.5,21,22,ATS
Q,28,Q220,P.S. 220 EDWARD MANDEL,02,CTT,-,-,-,1,23,23,23,23,ATS
Q,28,Q220,P.S. 220 EDWARD MANDEL,03,GEN ED,-,-,-,2,53,26.5,26,27,ATS
Q,28,Q220,P.S. 220 EDWARD MANDEL,03,CTT,-,-,-,1,25,25,25,25,ATS
Q,28,Q220,P.S. 220 EDWARD MANDEL,04,GEN ED,-,-,-,2,39,19.5,18,21,ATS
Q,28,Q220,P.S. 220 EDWARD MANDEL,04,CTT,-,-,-,1,25,25,25,25,ATS
Q,28,Q220,P.S. 220 EDWARD MANDEL,05,GEN ED,-,-,-,1,29,29,29,29,ATS
Q,28,Q220,P.S. 220 EDWARD MANDEL,05,CTT,-,-,-,1,29,29,29,29,ATS
Q,28,Q220,P.S. 220 EDWARD MANDEL,0K-09,SPEC ED,-,-,12:1:1,3,32,10.7,10,12,ATS
Q,28,Q284,YORK EARLY COLLEGE ACADEMY,06,GEN ED,-,-,-,2,56,28,27,29,ATS
Q,28,Q284,YORK EARLY COLLEGE ACADEMY,06,CTT,-,-,-,1,27,27,27,27,ATS
Q,28,Q284,YORK EARLY COLLEGE ACADEMY,07,GEN ED,-,-,-,3,80,26.7,26,27,ATS
Q,28,Q284,YORK EARLY COLLEGE ACADEMY,08,GEN ED,-,-,-,3,80,26.7,26,27,ATS
Q,28,Q284,YORK EARLY COLLEGE ACADEMY,MS CORE,GEN ED,ENGLISH,-,-,21,409,19.5,6,29,HSST
Q,28,Q284,YORK EARLY COLLEGE ACADEMY,MS CORE,GEN ED,SOCIAL STUDIES,-,-,9,241,26.8,25,29,HSST
Q,28,Q284,YORK EARLY COLLEGE ACADEMY,MS CORE,GEN ED,SCIENCE,-,-,9,241,26.8,25,29,HSST
Q,28,Q284,YORK EARLY COLLEGE ACADEMY,MS CORE,GEN ED,MATH,-,-,12,351,29.3,25,39,HSST
Q,28,Q303,ACADEMY FOR EXCELLENCE THROUGH THE ARTS,0K,GEN ED,-,-,-,2,47,23.5,23,24,ATS
Q,28,Q303,ACADEMY FOR EXCELLENCE THROUGH THE ARTS,0K,CTT,-,-,-,1,19,19,19,19,ATS
Q,28,Q310,QUEENS COLLEGIATE: A COLLEGE BOARD SCHOOL,09,GEN ED,-,-,-,3,87,29,27,31,ATS
Q,28,Q310,QUEENS COLLEGIATE: A COLLEGE BOARD SCHOOL,09-12,GEN ED,ENGLISH,ENGLISH 9,-,5,108,21.6,16,24,HSST
Q,28,Q310,QUEENS COLLEGIATE: A COLLEGE BOARD SCHOOL,09-12,GEN ED,ENGLISH,ENGLISH 12,-,1,23,23,23,23,HSST
Q,28,Q310,QUEENS COLLEGIATE: A COLLEGE BOARD SCHOOL,09-12,GEN ED,SOCIAL STUDIES,GLOBAL HISTORY 9,-,4,84,21,17,24,HSST
Q,28,Q310,QUEENS COLLEGIATE: A COLLEGE BOARD SCHOOL,09-12,GEN ED,SOCIAL STUDIES,OTHER,-,2,52,26,25,27,HSST
Q,28,Q310,QUEENS COLLEGIATE: A COLLEGE BOARD SCHOOL,09-12,GEN ED,SCIENCE,LIVING ENVIRONMENT,-,2,53,26.5,25,28,HSST
Q,28,Q310,QUEENS COLLEGIATE: A COLLEGE BOARD SCHOOL,09-12,GEN ED,SCIENCE,EARTH SCIENCE,-,2,31,15.5,15,16,HSST
Q,28,Q310,QUEENS COLLEGIATE: A COLLEGE BOARD SCHOOL,09-12,GEN ED,MATH,ALGEBRA,-,3,74,24.7,24,25,HSST
Q,28,Q310,QUEENS COLLEGIATE: A COLLEGE BOARD SCHOOL,09-12,GEN ED,MATH,GEOMETRY,-,1,10,10,10,10,HSST
Q,28,Q440,FOREST HILLS HIGH SCHOOL,09-12,GEN ED,ENGLISH,ENGLISH 9,-,19,585,30.8,21,34,HSST
Q,28,Q440,FOREST HILLS HIGH SCHOOL,09-12,GEN ED,ENGLISH,ENGLISH 10,-,28,867,31,11,35,HSST
Q,28,Q440,FOREST HILLS HIGH SCHOOL,09-12,GEN ED,ENGLISH,ENGLISH 11,-,32,997,31.2,20,34,HSST
Q,28,Q440,FOREST HILLS HIGH SCHOOL,09-12,GEN ED,ENGLISH,ENGLISH 12,-,28,825,29.5,15,34,HSST
Q,28,Q440,FOREST HILLS HIGH SCHOOL,09-12,CTT,ENGLISH,ENGLISH 9,-,2,66,33,32,34,HSST
Q,28,Q440,FOREST HILLS HIGH SCHOOL,09-12,CTT,ENGLISH,ENGLISH 10,-,2,69,34.5,34,35,HSST
Q,28,Q440,FOREST HILLS HIGH SCHOOL,09-12,CTT,ENGLISH,ENGLISH 11,-,1,26,26,26,26,HSST
Q,28,Q440,FOREST HILLS HIGH SCHOOL,09-12,CTT,ENGLISH,ENGLISH 12,-,1,32,32,32,32,HSST
Q,28,Q440,FOREST HILLS HIGH SCHOOL,09-12,SPEC ED,ENGLISH,ENGLISH 9,-,3,44,14.7,12,16,HSST
Q,28,Q440,FOREST HILLS HIGH SCHOOL,09-12,SPEC ED,ENGLISH,ENGLISH 11,-,2,23,11.5,11,12,HSST
Q,28,Q440,FOREST HILLS HIGH SCHOOL,09-12,SPEC ED,ENGLISH,ENGLISH 12,-,2,25,12.5,11,14,HSST
Q,28,Q440,FOREST HILLS HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,GLOBAL HISTORY 9,-,21,651,31,20,37,HSST
Q,28,Q440,FOREST HILLS HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,GLOBAL HISTORY 10,-,30,962,32.1,17,35,HSST
Q,28,Q440,FOREST HILLS HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,US HISTORY,-,30,944,31.5,14,35,HSST
Q,28,Q440,FOREST HILLS HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,US GOVERNMENT,-,24,769,32,26,34,HSST
Q,28,Q440,FOREST HILLS HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,US GOVERNMENT & ECONOMICS,-,3,89,29.7,25,34,HSST
Q,28,Q440,FOREST HILLS HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,ECONOMICS,-,27,826,30.6,14,34,HSST
Q,28,Q440,FOREST HILLS HIGH SCHOOL,09-12,CTT,SOCIAL STUDIES,GLOBAL HISTORY 9,-,2,66,33,32,34,HSST
Q,28,Q440,FOREST HILLS HIGH SCHOOL,09-12,CTT,SOCIAL STUDIES,GLOBAL HISTORY 10,-,2,65,32.5,32,33,HSST
Q,28,Q440,FOREST HILLS HIGH SCHOOL,09-12,CTT,SOCIAL STUDIES,US HISTORY,-,1,34,34,34,34,HSST
Q,28,Q440,FOREST HILLS HIGH SCHOOL,09-12,CTT,SOCIAL STUDIES,US GOVERNMENT,-,1,26,26,26,26,HSST
Q,28,Q440,FOREST HILLS HIGH SCHOOL,09-12,SPEC ED,SOCIAL STUDIES,GLOBAL HISTORY 9,-,3,37,12.3,9,15,HSST
Q,28,Q440,FOREST HILLS HIGH SCHOOL,09-12,SPEC ED,SOCIAL STUDIES,GLOBAL HISTORY 10,-,3,30,10,8,12,HSST
Q,28,Q440,FOREST HILLS HIGH SCHOOL,09-12,SPEC ED,SOCIAL STUDIES,US HISTORY,-,2,20,10,6,14,HSST
Q,28,Q440,FOREST HILLS HIGH SCHOOL,09-12,SPEC ED,SOCIAL STUDIES,US GOVERNMENT,-,2,32,16,14,18,HSST
Q,28,Q440,FOREST HILLS HIGH SCHOOL,09-12,GEN ED,SCIENCE,LIVING ENVIRONMENT,-,54,1624,30.1,19,35,HSST
Q,28,Q440,FOREST HILLS HIGH SCHOOL,09-12,GEN ED,SCIENCE,EARTH SCIENCE,-,41,1279,31.2,19,34,HSST
Q,28,Q440,FOREST HILLS HIGH SCHOOL,09-12,GEN ED,SCIENCE,CHEMISTRY,-,26,822,31.6,24,34,HSST
Q,28,Q440,FOREST HILLS HIGH SCHOOL,09-12,GEN ED,SCIENCE,PHYSICS,-,8,219,27.4,17,34,HSST
Q,28,Q440,FOREST HILLS HIGH SCHOOL,09-12,CTT,SCIENCE,LIVING ENVIRONMENT,-,2,64,32,32,32,HSST
Q,28,Q440,FOREST HILLS HIGH SCHOOL,09-12,CTT,SCIENCE,EARTH SCIENCE,-,2,66,33,33,33,HSST
Q,28,Q440,FOREST HILLS HIGH SCHOOL,09-12,SPEC ED,SCIENCE,LIVING ENVIRONMENT,-,2,31,15.5,15,16,HSST
Q,28,Q440,FOREST HILLS HIGH SCHOOL,09-12,SPEC ED,SCIENCE,EARTH SCIENCE,-,2,30,15,13,17,HSST
Q,28,Q440,FOREST HILLS HIGH SCHOOL,09-12,GEN ED,MATH,MATH B,-,15,473,31.5,25,36,HSST
Q,28,Q440,FOREST HILLS HIGH SCHOOL,09-12,GEN ED,MATH,ALGEBRA,-,41,1165,28.4,18,34,HSST
Q,28,Q440,FOREST HILLS HIGH SCHOOL,09-12,GEN ED,MATH,GEOMETRY,-,35,1091,31.2,15,34,HSST
Q,28,Q440,FOREST HILLS HIGH SCHOOL,09-12,GEN ED,MATH,OTHER,-,4,122,30.5,28,33,HSST
Q,28,Q440,FOREST HILLS HIGH SCHOOL,09-12,CTT,MATH,ALGEBRA,-,5,138,27.6,17,34,HSST
Q,28,Q440,FOREST HILLS HIGH SCHOOL,09-12,SPEC ED,MATH,ALGEBRA,-,6,79,13.2,10,15,HSST
Q,28,Q470,JAMAICA HIGH SCHOOL,09-12,GEN ED,ENGLISH,ENGLISH 9,-,7,181,25.9,12,34,HSST
Q,28,Q470,JAMAICA HIGH SCHOOL,09-12,GEN ED,ENGLISH,ENGLISH 10,-,12,311,25.9,11,34,HSST
Q,28,Q470,JAMAICA HIGH SCHOOL,09-12,GEN ED,ENGLISH,ENGLISH 11,-,15,332,22.1,12,31,HSST
Q,28,Q470,JAMAICA HIGH SCHOOL,09-12,GEN ED,ENGLISH,ENGLISH 12,-,12,326,27.2,14,34,HSST
Q,28,Q470,JAMAICA HIGH SCHOOL,09-12,CTT,ENGLISH,ENGLISH 9,-,1,27,27,27,27,HSST
Q,28,Q470,JAMAICA HIGH SCHOOL,09-12,CTT,ENGLISH,ENGLISH 10,-,1,30,30,30,30,HSST
Q,28,Q470,JAMAICA HIGH SCHOOL,09-12,SPEC ED,ENGLISH,ENGLISH 9,-,1,15,15,15,15,HSST
Q,28,Q470,JAMAICA HIGH SCHOOL,09-12,SPEC ED,ENGLISH,ENGLISH 10,-,1,14,14,14,14,HSST
Q,28,Q470,JAMAICA HIGH SCHOOL,09-12,SPEC ED,ENGLISH,ENGLISH 11,-,2,23,11.5,9,14,HSST
Q,28,Q470,JAMAICA HIGH SCHOOL,09-12,SPEC ED,ENGLISH,ENGLISH 12,-,1,14,14,14,14,HSST
Q,28,Q470,JAMAICA HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,GLOBAL HISTORY 9,-,12,347,28.9,21,34,HSST
Q,28,Q470,JAMAICA HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,GLOBAL HISTORY 10,-,14,404,28.9,13,34,HSST
Q,28,Q470,JAMAICA HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,US HISTORY,-,13,342,26.3,13,34,HSST
Q,28,Q470,JAMAICA HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,US GOVERNMENT,-,10,297,29.7,20,34,HSST
Q,28,Q470,JAMAICA HIGH SCHOOL,09-12,SPEC ED,SOCIAL STUDIES,GLOBAL HISTORY 9,-,2,27,13.5,12,15,HSST
Q,28,Q470,JAMAICA HIGH SCHOOL,09-12,SPEC ED,SOCIAL STUDIES,GLOBAL HISTORY 10,-,2,23,11.5,11,12,HSST
Q,28,Q470,JAMAICA HIGH SCHOOL,09-12,SPEC ED,SOCIAL STUDIES,US HISTORY,-,2,24,12,11,13,HSST
Q,28,Q470,JAMAICA HIGH SCHOOL,09-12,SPEC ED,SOCIAL STUDIES,US GOVERNMENT,-,2,21,10.5,8,13,HSST
Q,28,Q470,JAMAICA HIGH SCHOOL,09-12,GEN ED,SCIENCE,LIVING ENVIRONMENT,-,39,931,23.9,17,31,HSST
Q,28,Q470,JAMAICA HIGH SCHOOL,09-12,GEN ED,SCIENCE,EARTH SCIENCE,-,20,612,30.6,27,34,HSST
Q,28,Q470,JAMAICA HIGH SCHOOL,09-12,GEN ED,SCIENCE,CHEMISTRY,-,6,162,27,24,29,HSST
Q,28,Q470,JAMAICA HIGH SCHOOL,09-12,GEN ED,SCIENCE,PHYSICS,-,4,99,24.8,19,31,HSST
Q,28,Q470,JAMAICA HIGH SCHOOL,09-12,GEN ED,SCIENCE,MATCHED SECTIONS,-,-4,-40,-,-,-,HSST
Q,28,Q470,JAMAICA HIGH SCHOOL,09-12,SPEC ED,SCIENCE,LIVING ENVIRONMENT,-,4,43,10.8,10,12,HSST
Q,28,Q470,JAMAICA HIGH SCHOOL,09-12,SPEC ED,SCIENCE,EARTH SCIENCE,-,4,39,9.8,8,12,HSST
Q,28,Q470,JAMAICA HIGH SCHOOL,09-12,GEN ED,MATH,MATH A,-,8,188,23.5,15,27,HSST
Q,28,Q470,JAMAICA HIGH SCHOOL,09-12,GEN ED,MATH,MATH B,-,5,96,19.2,14,22,HSST
Q,28,Q470,JAMAICA HIGH SCHOOL,09-12,GEN ED,MATH,ALGEBRA,-,20,561,28.1,13,34,HSST
Q,28,Q470,JAMAICA HIGH SCHOOL,09-12,GEN ED,MATH,GEOMETRY,-,6,156,26,20,33,HSST
Q,28,Q470,JAMAICA HIGH SCHOOL,09-12,CTT,MATH,ALGEBRA,-,2,54,27,23,31,HSST
Q,28,Q470,JAMAICA HIGH SCHOOL,09-12,SPEC ED,MATH,ALGEBRA,-,2,30,15,14,16,HSST
Q,28,Q470,JAMAICA HIGH SCHOOL,09-12,CTT,ALL SUBJECTS,ASSUMED TEAM TEACHING,-,2,40,-,-,-,HSST
Q,28,Q505,HILLCREST HIGH SCHOOL,09-12,GEN ED,ENGLISH,ENGLISH 9,-,21,572,27.2,15,35,HSST
Q,28,Q505,HILLCREST HIGH SCHOOL,09-12,GEN ED,ENGLISH,ENGLISH 10,-,21,644,30.7,21,37,HSST
Q,28,Q505,HILLCREST HIGH SCHOOL,09-12,GEN ED,ENGLISH,ENGLISH 11,-,26,642,24.7,10,39,HSST
Q,28,Q505,HILLCREST HIGH SCHOOL,09-12,GEN ED,ENGLISH,ENGLISH 12,-,23,578,25.1,12,38,HSST
Q,28,Q505,HILLCREST HIGH SCHOOL,09-12,GEN ED,ENGLISH,MATCHED SECTIONS,-,-12,-192,-,-,-,HSST
Q,28,Q505,HILLCREST HIGH SCHOOL,09-12,CTT,ENGLISH,ENGLISH 9,-,4,49,12.3,11,16,HSST
Q,28,Q505,HILLCREST HIGH SCHOOL,09-12,CTT,ENGLISH,ENGLISH 10,-,5,87,17.4,11,23,HSST
Q,28,Q505,HILLCREST HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,GLOBAL HISTORY 9,-,24,641,26.7,15,34,HSST
Q,28,Q505,HILLCREST HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,GLOBAL HISTORY 10,-,25,741,29.6,15,37,HSST
Q,28,Q505,HILLCREST HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,US HISTORY,-,23,739,32.1,10,39,HSST
Q,28,Q505,HILLCREST HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,US GOVERNMENT,-,26,724,27.8,13,42,HSST
Q,28,Q505,HILLCREST HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,ECONOMICS,-,1,23,23,23,23,HSST
Q,28,Q505,HILLCREST HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,MATCHED SECTIONS,-,-10,-148,-,-,-,HSST
Q,28,Q505,HILLCREST HIGH SCHOOL,09-12,CTT,SOCIAL STUDIES,GLOBAL HISTORY 9,-,4,54,13.5,12,16,HSST
Q,28,Q505,HILLCREST HIGH SCHOOL,09-12,CTT,SOCIAL STUDIES,GLOBAL HISTORY 10,-,3,59,19.7,15,24,HSST
Q,28,Q505,HILLCREST HIGH SCHOOL,09-12,CTT,SOCIAL STUDIES,US HISTORY,-,2,33,16.5,16,17,HSST
Q,28,Q505,HILLCREST HIGH SCHOOL,09-12,CTT,SOCIAL STUDIES,US GOVERNMENT,-,1,21,21,21,21,HSST
Q,28,Q505,HILLCREST HIGH SCHOOL,09-12,SPEC ED,SOCIAL STUDIES,US HISTORY,-,1,13,13,13,13,HSST
Q,28,Q505,HILLCREST HIGH SCHOOL,09-12,GEN ED,SCIENCE,LIVING ENVIRONMENT,-,77,2284,29.7,14,40,HSST
Q,28,Q505,HILLCREST HIGH SCHOOL,09-12,GEN ED,SCIENCE,EARTH SCIENCE,-,73,2277,31.2,19,39,HSST
Q,28,Q505,HILLCREST HIGH SCHOOL,09-12,GEN ED,SCIENCE,CHEMISTRY,-,21,672,32,23,39,HSST
Q,28,Q505,HILLCREST HIGH SCHOOL,09-12,GEN ED,SCIENCE,PHYSICS,-,12,351,29.3,25,34,HSST
Q,28,Q505,HILLCREST HIGH SCHOOL,09-12,GEN ED,SCIENCE,MATCHED SECTIONS,-,-8,-124,-,-,-,HSST
Q,28,Q505,HILLCREST HIGH SCHOOL,09-12,CTT,SCIENCE,LIVING ENVIRONMENT,-,3,46,15.3,14,18,HSST
Q,28,Q505,HILLCREST HIGH SCHOOL,09-12,CTT,SCIENCE,EARTH SCIENCE,-,12,240,20,13,28,HSST
Q,28,Q505,HILLCREST HIGH SCHOOL,09-12,GEN ED,MATH,MATH B,-,21,559,26.6,11,37,HSST
Q,28,Q505,HILLCREST HIGH SCHOOL,09-12,GEN ED,MATH,ALGEBRA,-,31,804,25.9,10,39,HSST
Q,28,Q505,HILLCREST HIGH SCHOOL,09-12,GEN ED,MATH,GEOMETRY,-,25,773,30.9,10,39,HSST
Q,28,Q505,HILLCREST HIGH SCHOOL,09-12,GEN ED,MATH,MATCHED SECTIONS,-,-10,-139,-,-,-,HSST
Q,28,Q505,HILLCREST HIGH SCHOOL,09-12,CTT,MATH,MATH B,-,2,35,17.5,15,20,HSST
Q,28,Q505,HILLCREST HIGH SCHOOL,09-12,CTT,MATH,ALGEBRA,-,4,49,12.3,10,16,HSST
Q,28,Q505,HILLCREST HIGH SCHOOL,09-12,CTT,MATH,GEOMETRY,-,6,101,16.8,12,23,HSST
Q,28,Q505,HILLCREST HIGH SCHOOL,09-12,SPEC ED,MATH,MATH B,-,1,16,16,16,16,HSST
Q,28,Q505,HILLCREST HIGH SCHOOL,09-12,CTT,ALL SUBJECTS,ASSUMED TEAM TEACHING,-,20,603,-,-,-,HSST
Q,28,Q540,QUEENS ACADEMY HIGH SCHOOL,09-12,GEN ED,ENGLISH,OTHER,-,3,78,26,16,32,HSST
Q,28,Q540,QUEENS ACADEMY HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,GLOBAL HISTORY 9,-,1,14,14,14,14,HSST
Q,28,Q540,QUEENS ACADEMY HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,GLOBAL HISTORY 10,-,4,90,22.5,13,27,HSST
Q,28,Q540,QUEENS ACADEMY HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,US HISTORY,-,9,165,18.3,12,29,HSST
Q,28,Q540,QUEENS ACADEMY HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,US GOVERNMENT,-,4,108,27,23,35,HSST
