DBN,School Name,Cohort Year,Total Cohort Num,Total Grads Num,Num achieving APM ,Pct of cohort achieving APM,Pct of graduates achieving APM
10X141,RIVERDALE/KINGSBRIDGE ACADEMY (MS/HS 141),2007,160,138,45,28.10%,32.60%
10X213,BRONX ENGINEERING AND TECHNOLOGY ACADEMY,2006,73,55,11,15.10%,20.00%
10X213,BRONX ENGINEERING AND TECHNOLOGY ACADEMY,2007,97,63,10,10.30%,15.90%
10X225,THEATRE ARTS PRODUCTION COMPANY SCHOOL,2006,62,58,12,19.40%,20.70%
10X225,THEATRE ARTS PRODUCTION COMPANY SCHOOL,2007,85,72,24,28.20%,33.30%
10X237,"MARIE CURIE HIGH SCH-NURSING, MEDICINE & APPLIED H",2006,67,49,1,1.50%,2.00%
10X237,"MARIE CURIE HIGH SCH-NURSING, MEDICINE & APPLIED H",2007,79,44,2,2.50%,4.50%
10X243,WEST BRONX ACADEMY FOR THE FUTURE,2006,72,35,5,6.90%,14.30%
10X243,WEST BRONX ACADEMY FOR THE FUTURE,2007,72,39,6,8.30%,15.40%
10X268,KINGSBRIDGE INTERNATIONAL HIGH SCHOOL,2006,118,67,4,3.40%,6.00%
10X268,KINGSBRIDGE INTERNATIONAL HIGH SCHOOL,2007,135,76,10,7.40%,13.20%
10X284,BRONX SCHOOL OF LAW AND FINANCE,2006,99,58,8,8.10%,13.80%
10X284,BRONX SCHOOL OF LAW AND FINANCE,2007,98,60,11,11.20%,18.30%
10X319,PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION HIGH,2006,113,24,1,0.90%,4.20%
10X319,PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION HIGH,2007,92,18,s,s,s
10X342,INTERNATIONAL SCHOOL FOR LIBERAL ARTS,2006,83,49,7,8.40%,14.30%
10X342,INTERNATIONAL SCHOOL FOR LIBERAL ARTS,2007,99,57,5,5.10%,8.80%
10X368,IN TECH ACADEMY (MS/HS 368),2006,115,72,17,14.80%,23.60%
10X368,IN TECH ACADEMY (MS/HS 368),2007,118,79,23,19.50%,29.10%
10X374,KNOWLEDGE AND POWER PREP ACADEMY INTERNATIONAL HIG,2006,2,0,s,s,s
10X374,KNOWLEDGE AND POWER PREP ACADEMY INTERNATIONAL HIG,2007,114,105,34,29.80%,32.40%
10X397,ENGLISH LANGUAGE LEARNERS AND INTERNATIONAL SUPPOR,2006,3,0,s,s,s
10X397,ENGLISH LANGUAGE LEARNERS AND INTERNATIONAL SUPPOR,2007,9,0,s,s,s
10X433,HIGH SCHOOL FOR TEACHING AND THE PROFESSIONS,2006,134,88,5,3.70%,5.70%
10X433,HIGH SCHOOL FOR TEACHING AND THE PROFESSIONS,2007,120,84,22,18.30%,26.20%
10X434,BELMONT PREP HIGH SCHOOL,2006,96,61,3,3.10%,4.90%
10X434,BELMONT PREP HIGH SCHOOL,2007,74,50,2,2.70%,4.00%
10X437,FORDHAM HIGH SCHOOL FOR THE ARTS,2006,82,60,5,6.10%,8.30%
10X437,FORDHAM HIGH SCHOOL FOR THE ARTS,2007,69,57,2,2.90%,3.50%
10X438,FORDHAM LEADERSHIP ACADEMY FOR BUSINESS & TECHNOLO,2006,144,74,11,7.60%,14.90%
10X438,FORDHAM LEADERSHIP ACADEMY FOR BUSINESS & TECHNOLO,2007,129,59,6,4.70%,10.20%
10X439,BRONX HIGH SCHOOL-LAW AND COMMUNITY SERVICES,2006,115,46,9,7.80%,19.60%
10X439,BRONX HIGH SCHOOL-LAW AND COMMUNITY SERVICES,2007,95,43,3,3.20%,7.00%
10X440,DEWITT CLINTON HIGH SCHOOL,2006,"1,013",572,158,15.60%,27.60%
10X440,DEWITT CLINTON HIGH SCHOOL,2007,"1,042",525,97,9.30%,18.50%
10X442,THE CELIA CRUZ BRONX HIGH SCHOOL OF MUSIC,2006,82,61,16,19.50%,26.20%
10X442,THE CELIA CRUZ BRONX HIGH SCHOOL OF MUSIC,2007,85,60,3,3.50%,5.00%
10X445,BRONX HIGH SCHOOL OF SCIENCE,2006,668,657,650,97.30%,98.90%
10X445,BRONX HIGH SCHOOL OF SCIENCE,2007,728,724,719,98.80%,99.30%
10X475,JOHN F KENNEDY HIGH SCHOOL,2006,502,179,14,2.80%,7.80%
10X475,JOHN F KENNEDY HIGH SCHOOL,2007,379,133,4,1.10%,3.00%
10X477,MARBLE HILL HIGH SCHOOL OF INTERNATIONAL STUDIES,2006,107,95,43,40.20%,45.30%
10X477,MARBLE HILL HIGH SCHOOL OF INTERNATIONAL STUDIES,2007,94,75,21,22.30%,28.00%
10X546,BRONX THEATRE HIGH SCHOOL,2006,108,56,9,8.30%,16.10%
10X546,BRONX THEATRE HIGH SCHOOL,2007,105,56,5,4.80%,8.90%
10X549,DISCOVERY HIGH SCHOOL,2006,96,62,5,5.20%,8.10%
10X549,DISCOVERY HIGH SCHOOL,2007,120,73,11,9.20%,15.10%
10X660,GRACE H DODGE CAREER AND TECHNICAL HIGH SCHOOL,2006,362,152,16,4.40%,10.50%
10X660,GRACE H DODGE CAREER AND TECHNICAL HIGH SCHOOL,2007,352,106,5,1.40%,4.70%
10X696,HIGH SCHOOL OF AMERICAN STUDIES AT LEHMAN COLLEGE,2006,78,76,74,94.90%,97.40%
10X696,HIGH SCHOOL OF AMERICAN STUDIES AT LEHMAN COLLEGE,2007,84,82,81,96.40%,98.80%
11X113,RICHARD R. GREEN SCHOOL,2006,1,0,s,s,s
11X249,BRONX HEALTH SCIENCES HIGH SCHOOL,2006,58,56,2,3.40%,3.60%
11X249,BRONX HEALTH SCIENCES HIGH SCHOOL,2007,58,55,6,10.30%,10.90%
11X253,BRONX HIGH SCHOOL FOR WRITING AND COMMUNICATION AR,2006,118,79,10,8.50%,12.70%
11X253,BRONX HIGH SCHOOL FOR WRITING AND COMMUNICATION AR,2007,116,65,3,2.60%,4.60%
11X265,BRONX LAB SCHOOL,2006,94,59,5,5.30%,8.50%
11X265,BRONX LAB SCHOOL,2007,90,54,5,5.60%,9.30%
11X270,ACADEMY FOR SCHOLARSHIP AND ENTRENEURSHIP,2006,65,43,4,6.20%,9.30%
11X270,ACADEMY FOR SCHOLARSHIP AND ENTRENEURSHIP,2007,85,42,2,2.40%,4.80%
11X275,HIGH SCHOOL OF COMPUTERS AND TECHNOLOGY,2006,90,74,11,12.20%,14.90%
11X275,HIGH SCHOOL OF COMPUTERS AND TECHNOLOGY,2007,129,97,14,10.90%,14.40%
11X288,COLLEGIATE INSTITUTE FOR MATH AND SCIENCE,2006,121,90,37,30.60%,41.10%
11X288,COLLEGIATE INSTITUTE FOR MATH AND SCIENCE,2007,103,83,36,35.00%,43.40%
11X290,BRONX ACADEMY OF HEALTH CAREERS,2006,99,62,8,8.10%,12.90%
11X290,BRONX ACADEMY OF HEALTH CAREERS,2007,115,80,10,8.70%,12.50%
11X299,ASTOR COLLEGIATE ACADEMY,2006,111,72,4,3.60%,5.60%
11X299,ASTOR COLLEGIATE ACADEMY,2007,117,68,7,6.00%,10.30%
11X415,CHRISTOPHER COLUMBUS HIGH SCHOOL,2006,382,159,15,3.90%,9.40%
11X415,CHRISTOPHER COLUMBUS HIGH SCHOOL,2007,397,158,10,2.50%,6.30%
11X418,BRONX HIGH SCHOOL FOR THE VISUAL ARTS,2006,95,59,13,13.70%,22.00%
11X418,BRONX HIGH SCHOOL FOR THE VISUAL ARTS,2007,59,31,6,10.20%,19.40%
11X425,EVANDER CHILDS HIGH SCHOOL,2006,1,0,s,s,s
11X455,HARRY S TRUMAN HIGH SCHOOL,2006,565,338,51,9.00%,15.10%
11X455,HARRY S TRUMAN HIGH SCHOOL,2007,618,356,32,5.20%,9.00%
11X513,NEW WORLD HIGH SCHOOL,2006,62,46,11,17.70%,23.90%
11X513,NEW WORLD HIGH SCHOOL,2007,56,27,11,19.60%,40.70%
11X514,THE BRONX PREPARATORY ACADEMY,2006,66,33,2,3.00%,6.10%
11X514,THE BRONX PREPARATORY ACADEMY,2007,68,26,0,0.00%,0.00%
11X541,GLOBAL ENTERPRISE HIGH SCHOOL,2006,116,59,7,6.00%,11.90%
11X541,GLOBAL ENTERPRISE HIGH SCHOOL,2007,103,58,6,5.80%,10.30%
11X542,PELHAM PREPARATORY ACADEMY,2006,111,99,29,26.10%,29.30%
11X542,PELHAM PREPARATORY ACADEMY,2007,106,97,22,20.80%,22.70%
11X544,HIGH SCHOOL OF CONTEMPORARY ARTS,2006,118,71,6,5.10%,8.50%
11X544,HIGH SCHOOL OF CONTEMPORARY ARTS,2007,107,64,25,23.40%,39.10%
11X545,BRONX AEROSPACE HIGH SCHOOL,2006,70,62,6,8.60%,9.70%
11X545,BRONX AEROSPACE HIGH SCHOOL,2007,81,63,3,3.70%,4.80%
12X158,THEODORE ROOSEVELT GATHINGS MIDDLE SCHOOL,2007,1,0,s,s,s
12X248,METROPOLITAN HIGH SCHOOL (THE),2006,104,74,4,3.80%,5.40%
12X248,METROPOLITAN HIGH SCHOOL (THE),2007,81,55,3,3.70%,5.50%
12X251,EXPLORATIONS ACADEMY,2006,69,50,0,0.00%,0.00%
12X251,EXPLORATIONS ACADEMY,2007,108,66,3,2.80%,4.50%
12X262,PERFORMANCE CONSERVATORY HIGH SCHOOL,2006,113,51,1,0.90%,2.00%
12X262,PERFORMANCE CONSERVATORY HIGH SCHOOL,2007,95,11,s,s,s
12X267,BRONX LATIN SCHOOL,2006,2,0,s,s,s
12X267,BRONX LATIN SCHOOL,2007,40,31,6,15.00%,19.40%
12X271,EAST BRONX ACADEMY FOR THE FUTURE,2006,74,50,1,1.40%,2.00%
12X271,EAST BRONX ACADEMY FOR THE FUTURE,2007,90,63,5,5.60%,7.90%
12X278,PEACE AND DIVERSITY ACADEMY,2006,96,47,4,4.20%,8.50%
12X278,PEACE AND DIVERSITY ACADEMY,2007,70,30,5,7.10%,16.70%
12X388,PAN AMERICAN INTERNATIONAL HIGH SCHOOL AT MONROE,2007,4,0,s,s,s
12X446,ARTURO SCHOMBURG SATELLITE ACADEMY-BRONX,2007,136,4,s,s,s
12X480,BRONX REGIONAL HIGH SCHOOL,2006,107,28,2,1.90%,7.10%
12X480,BRONX REGIONAL HIGH SCHOOL,2007,158,29,5,3.20%,17.20%
12X550,HIGH SCHOOL OF WORLD CULTURES,2006,52,36,4,7.70%,11.10%
12X550,HIGH SCHOOL OF WORLD CULTURES,2007,97,51,3,3.10%,5.90%
12X680,BRONX COALITION COMMUNITY HIGH SCHOOL,2006,99,50,2,2.00%,4.00%
12X680,BRONX COALITION COMMUNITY HIGH SCHOOL,2007,59,35,1,1.70%,2.90%
12X690,MONROE ACADEMY FOR BUSINESS/LAW,2006,137,65,7,5.10%,10.80%
12X690,MONROE ACADEMY FOR BUSINESS/LAW,2007,117,39,2,1.70%,5.10%
12X692,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,2006,112,53,2,1.80%,3.80%
12X692,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,2007,107,41,6,5.60%,14.60%
13K258,DAVID RUGGLES SCHOOL,2006,3,0,s,s,s
13K265,DR SUSAN S MCKINNEY SECONDARY SCHOOL OF THE ARTS,2006,81,66,5,6.20%,7.60%
13K265,DR SUSAN S MCKINNEY SECONDARY SCHOOL OF THE ARTS,2007,72,56,8,11.10%,14.30%
13K336,ACADEMY OF BUSINESS AND COMMUNITY DEVELOPMENT,2007,1,0,s,s,s
13K350,THE URBAN ASSEMBLY SCHOOL OF MUSIC AND ART AT WATE,2006,96,69,6,6.30%,8.70%
13K350,THE URBAN ASSEMBLY SCHOOL OF MUSIC AND ART AT WATE,2007,87,43,4,4.60%,9.30%
13K412,"BROOKLYN COMMUNITY HIGH SCH-COMMUNICATION, ARTS &",2006,78,39,1,1.30%,2.60%
13K412,"BROOKLYN COMMUNITY HIGH SCH-COMMUNICATION, ARTS &",2007,104,60,7,6.70%,11.70%
13K419,SCIENCE SKILLS CENTER HIGH SCHOOL AT WATERS EDGE,2006,231,137,23,10.00%,16.80%
13K419,SCIENCE SKILLS CENTER HIGH SCHOOL AT WATERS EDGE,2007,234,168,33,14.10%,19.60%
13K430,BROOKLYN TECHNICAL HIGH SCHOOL,2006,"1,097","1,003",967,88.10%,96.40%
13K430,BROOKLYN TECHNICAL HIGH SCHOOL,2007,"1,126","1,045","1,020",90.60%,97.60%
13K483,URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE,2006,109,92,29,26.60%,31.50%
13K483,URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE,2007,88,76,21,23.90%,27.60%
13K499,ACORN COMMUNITY HIGH SCHOOL,2006,169,124,6,3.60%,4.80%
13K499,ACORN COMMUNITY HIGH SCHOOL,2007,174,115,4,2.30%,3.50%
13K509,FREEDOM ACADEMY HIGH SCHOOL,2006,58,36,11,19.00%,30.60%
13K509,FREEDOM ACADEMY HIGH SCHOOL,2007,57,27,1,1.80%,3.70%
13K553,BROOKLYN ACADEMY HIGH SCHOOL,2006,55,9,s,s,s
13K553,BROOKLYN ACADEMY HIGH SCHOOL,2007,87,12,s,s,s
13K575,BEDFORD STUYVESANT PREP HIGH SCHOOL,2006,52,15,s,s,s
13K575,BEDFORD STUYVESANT PREP HIGH SCHOOL,2007,68,7,s,s,s
13K595,BEDFORD ACADEMY HIGH SCHOOL,2006,76,70,35,46.10%,50.00%
13K595,BEDFORD ACADEMY HIGH SCHOOL,2007,90,87,36,40.00%,41.40%
13K605,GEORGE WESTINGHOUSE CAREER & TECHNICAL ED HIGH SCH,2006,246,128,4,1.60%,3.10%
13K605,GEORGE WESTINGHOUSE CAREER & TECHNICAL ED HIGH SCH,2007,146,78,4,2.70%,5.10%
13K616,BROOKLYN HIGH SCHOOL FOR LEADERSHIP AND COMMUNITY,2006,88,7,s,s,s
13K616,BROOKLYN HIGH SCHOOL FOR LEADERSHIP AND COMMUNITY,2007,86,7,s,s,s
13K670,BENJAMIN BANNEKER ACADEMY,2006,234,216,92,39.30%,42.60%
13K670,BENJAMIN BANNEKER ACADEMY,2007,162,146,74,45.70%,50.70%
14K071,JUAN MOREL CAMPOS SECONDARY SCHOOL,2006,100,40,4,4.00%,10.00%
14K071,JUAN MOREL CAMPOS SECONDARY SCHOOL,2007,99,40,5,5.10%,12.50%
14K322,FOUNDATIONS ACADEMY,2006,60,41,5,8.30%,12.20%
14K322,FOUNDATIONS ACADEMY,2007,73,34,3,4.10%,8.80%
14K404,ACADEMY FOR YOUNG WRITERS,2006,78,60,3,3.80%,5.00%
14K404,ACADEMY FOR YOUNG WRITERS,2007,77,63,4,5.20%,6.30%
14K449,BROOKLYN LATIN SCHOOL (THE),2006,51,47,37,72.50%,78.70%
14K449,BROOKLYN LATIN SCHOOL (THE),2007,35,32,32,91.40%,100.00%
14K454,GREEN SCHOOL: AN ACADEMY FOR ENVIRONMENTAL CAREERS,2006,96,52,4,4.20%,7.70%
14K454,GREEN SCHOOL: AN ACADEMY FOR ENVIRONMENTAL CAREERS,2007,86,44,3,3.50%,6.80%
14K474,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS,2006,207,133,14,6.80%,10.50%
14K474,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS,2007,215,119,11,5.10%,9.20%
14K477,SCHOOL FOR LEGAL STUDIES,2006,146,86,12,8.20%,14.00%
14K477,SCHOOL FOR LEGAL STUDIES,2007,173,112,13,7.50%,11.60%
14K478,"HIGH SCHOOL OF ENTERPRISE, BUSINESS & TECHNOLOGY",2006,161,134,16,9.90%,11.90%
14K478,"HIGH SCHOOL OF ENTERPRISE, BUSINESS & TECHNOLOGY",2007,214,171,37,17.30%,21.60%
14K488,BROOKLYN PREPARATORY HIGH SCHOOL,2006,75,59,8,10.70%,13.60%
14K488,BROOKLYN PREPARATORY HIGH SCHOOL,2007,81,58,5,6.20%,8.60%
14K558,WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESI,2006,97,80,13,13.40%,16.30%
14K558,WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESI,2007,102,89,4,3.90%,4.50%
14K561,WILLIAMSBURG PREPARATORY SCHOOL,2006,108,93,15,13.90%,16.10%
14K561,WILLIAMSBURG PREPARATORY SCHOOL,2007,111,97,13,11.70%,13.40%
14K586,LYONS COMMUNITY SCHOOL,2006,4,0,s,s,s
14K586,LYONS COMMUNITY SCHOOL,2007,91,55,3,3.30%,5.50%
14K610,AUTOMOTIVE HIGH SCHOOL,2006,233,127,3,1.30%,2.40%
14K610,AUTOMOTIVE HIGH SCHOOL,2007,241,119,1,0.40%,0.80%
14K632,FRANCES PERKINS ACADEMY,2007,1,0,s,s,s
15K027,AGNES Y HUMPHREY SCHOOL FOR LEADERSHIP,2006,3,0,s,s,s
15K027,AGNES Y HUMPHREY SCHOOL FOR LEADERSHIP,2007,7,0,s,s,s
15K462,SECONDARY SCHOOL FOR LAW,2006,89,55,7,7.90%,12.70%
15K462,SECONDARY SCHOOL FOR LAW,2007,103,74,16,15.50%,21.60%
15K463,SECONDARY SCHOOL FOR JOURNALISM,2006,94,51,8,8.50%,15.70%
15K463,SECONDARY SCHOOL FOR JOURNALISM,2007,101,57,5,5.00%,8.80%
15K464,SECONDARY SCHOOL FOR RESEARCH,2006,87,51,5,5.70%,9.80%
15K464,SECONDARY SCHOOL FOR RESEARCH,2007,84,45,4,4.80%,8.90%
15K497,SCHOOL FOR INTERNATIONAL STUDIES,2006,65,41,12,18.50%,29.30%
15K497,SCHOOL FOR INTERNATIONAL STUDIES,2007,87,48,10,11.50%,20.80%
15K519,COBBLE HILL SCHOOL OF AMERICAN STUDIES,2006,142,90,4,2.80%,4.40%
15K519,COBBLE HILL SCHOOL OF AMERICAN STUDIES,2007,144,77,5,3.50%,6.50%
15K520,PACIFIC HIGH SCHOOL,2006,71,9,s,s,s
15K520,PACIFIC HIGH SCHOOL,2007,95,14,s,s,s
15K529,WEST BROOKLYN COMMUNITY HIGH SCHOOL,2006,107,11,s,s,s
15K529,WEST BROOKLYN COMMUNITY HIGH SCHOOL,2007,101,14,s,s,s
15K530,METROPOLITAN CORPORATE ACADEMY HIGH SCHOOL,2006,84,35,1,1.20%,2.90%
15K530,METROPOLITAN CORPORATE ACADEMY HIGH SCHOOL,2007,119,67,5,4.20%,7.50%
15K656,BROOKLYN HIGH SCHOOL OF THE ARTS,2006,100,72,16,16.00%,22.20%
15K656,BROOKLYN HIGH SCHOOL OF THE ARTS,2007,96,78,12,12.50%,15.40%
15K667,SUNSET PARK HIGH SCHOOL,2007,1,0,s,s,s
15K698,SOUTH BROOKLYN COMMUNITY HIGH SCHOOL,2006,55,7,s,s,s
15K698,SOUTH BROOKLYN COMMUNITY HIGH SCHOOL,2007,81,13,s,s,s
15K828,NEW HORIZONS SCHOOL AT P.S. 32,2006,1,0,s,s,s
16K393,FREDERICK DOUGLASS ACADEMY IV SECONDARY SCHOOL,2006,71,55,6,8.50%,10.90%
16K393,FREDERICK DOUGLASS ACADEMY IV SECONDARY SCHOOL,2007,63,31,3,4.80%,9.70%
16K455,BOYS AND GIRLS HIGH SCHOOL,2006,530,206,11,2.10%,5.30%
16K455,BOYS AND GIRLS HIGH SCHOOL,2007,576,219,18,3.10%,8.20%
16K498,ACORN HIGH SCHOOL FOR SOCIAL JUSTICE,2006,96,72,5,5.20%,6.90%
16K498,ACORN HIGH SCHOOL FOR SOCIAL JUSTICE,2007,117,84,4,3.40%,4.80%
16K688,THE BROOKLYN ACADEMY OF GLOBAL FINANCE,2007,3,0,s,s,s
17K382,ACAD FOR COLLEGE PREP & CAREER EXPLORATION: A COLL,2006,69,58,14,20.30%,24.10%
17K382,ACAD FOR COLLEGE PREP & CAREER EXPLORATION: A COLL,2007,81,44,5,6.20%,11.40%
17K408,ACADEMY OF HOSPITALITY AND TOURISM,2006,81,56,10,12.30%,17.90%
17K408,ACADEMY OF HOSPITALITY AND TOURISM,2007,75,54,5,6.70%,9.30%
17K489,W E B DUBOIS ACADEMIC HIGH SCHOOL,2006,81,16,s,s,s
17K489,W E B DUBOIS ACADEMIC HIGH SCHOOL,2007,171,22,0,0.00%,0.00%
17K524,INTERNATIONAL HIGH SCHOOL AT PROSPECT HEIGHTS,2006,84,33,5,6.00%,15.20%
17K524,INTERNATIONAL HIGH SCHOOL AT PROSPECT HEIGHTS,2007,111,61,17,15.30%,27.90%
17K528,HIGH SCHOOL FOR GLOBAL CITIZENSHIP (THE),2006,104,64,12,11.50%,18.80%
17K528,HIGH SCHOOL FOR GLOBAL CITIZENSHIP (THE),2007,118,52,6,5.10%,11.50%
17K531,SCHOOL FOR HUMAN RIGHTS (THE),2006,60,49,5,8.30%,10.20%
17K531,SCHOOL FOR HUMAN RIGHTS (THE),2007,75,46,7,9.30%,15.20%
17K533,SCHOOL FOR DEMOCRACY AND LEADERSHIP,2006,74,0,s,s,s
17K533,SCHOOL FOR DEMOCRACY AND LEADERSHIP,2007,84,49,2,2.40%,4.10%
17K537,HIGH SCHOOL FOR YOUTH AND COMMUNITY DEVELOPMENT,2006,100,56,11,11.00%,19.60%
17K537,HIGH SCHOOL FOR YOUTH AND COMMUNITY DEVELOPMENT,2007,121,61,3,2.50%,4.90%
17K539,HIGH SCHOOL FOR SERVICE AND LEARNING AT ERASMUS,2006,116,90,9,7.80%,10.00%
17K539,HIGH SCHOOL FOR SERVICE AND LEARNING AT ERASMUS,2007,114,86,6,5.30%,7.00%
17K543,"SCIENCE, TECH & RESEARCH HIGH SCHOOL AT ERASMUS",2006,76,75,21,27.60%,28.00%
17K543,"SCIENCE, TECH & RESEARCH HIGH SCHOOL AT ERASMUS",2007,70,64,20,28.60%,31.30%
17K544,INTERNATIONAL ARTS BUSINESS SCHOOL,2006,108,53,7,6.50%,13.20%
17K544,INTERNATIONAL ARTS BUSINESS SCHOOL,2007,100,51,2,2.00%,3.90%
17K546,HS FOR PUBLIC SERVICE-HEROES OF TOMORROW,2006,93,88,22,23.70%,25.00%
17K546,HS FOR PUBLIC SERVICE-HEROES OF TOMORROW,2007,102,87,24,23.50%,27.60%
17K547,BROOKLYN ACADEMY OF SCIENCE AND THE ENVIRONMENT,2006,110,76,20,18.20%,26.30%
17K547,BROOKLYN ACADEMY OF SCIENCE AND THE ENVIRONMENT,2007,129,82,10,7.80%,12.20%
17K548,BROOKLYN SCHOOL FOR MUSIC & THEATER,2006,88,65,5,5.70%,7.70%
17K548,BROOKLYN SCHOOL FOR MUSIC & THEATER,2007,88,60,5,5.70%,8.30%
17K568,BROWNSVILLE ACADEMY HIGH SCHOOL,2006,75,9,s,s,s
17K568,BROWNSVILLE ACADEMY HIGH SCHOOL,2007,89,22,0,0.00%,0.00%
17K590,MEDGAR EVERS COLLEGE PREPERATORY SCHOOL,2006,156,146,55,35.30%,37.70%
17K590,MEDGAR EVERS COLLEGE PREPERATORY SCHOOL,2007,160,153,47,29.40%,30.70%
17K600,CLARA BARTON HIGH SCHOOL,2006,488,296,104,21.30%,35.10%
17K600,CLARA BARTON HIGH SCHOOL,2007,454,265,66,14.50%,24.90%
17K625,PAUL ROBESON HIGH SCHOOL,2006,292,136,13,4.50%,9.60%
17K625,PAUL ROBESON HIGH SCHOOL,2007,268,126,8,3.00%,6.30%
18K415,SAMUEL J. TILDEN HIGH SCHOOL,2006,178,105,2,1.10%,1.90%
18K415,SAMUEL J. TILDEN HIGH SCHOOL,2007,1,0,s,s,s
18K500,CANARSIE HIGH SCHOOL,2006,431,182,11,2.60%,6.00%
18K500,CANARSIE HIGH SCHOOL,2007,248,95,9,3.60%,9.50%
18K515,SOUTH SHORE HIGH SCHOOL,2006,125,53,7,5.60%,13.20%
18K563,IT TAKES A VILLAGE ACADEMY,2006,4,0,s,s,s
18K563,IT TAKES A VILLAGE ACADEMY,2007,107,94,11,10.30%,11.70%
18K566,BROOKLYN GENERATION SCHOOL,2006,4,0,s,s,s
18K566,BROOKLYN GENERATION SCHOOL,2007,78,43,4,5.10%,9.30%
18K567,BROOKLYN THEATRE ARTS HIGH SCHOOL,2006,3,0,s,s,s
18K567,BROOKLYN THEATRE ARTS HIGH SCHOOL,2007,62,45,4,6.50%,8.90%
18K569,KURT HAHN EXPEDITIONARY LEARNING SCHOOL,2006,5,0,s,s,s
18K569,KURT HAHN EXPEDITIONARY LEARNING SCHOOL,2007,89,58,3,3.40%,5.20%
18K576,VICTORY COLLEGIATE HIGH SCHOOL,2006,3,0,s,s,s
18K576,VICTORY COLLEGIATE HIGH SCHOOL,2007,81,57,2,2.50%,3.50%
18K578,BROOKLYN BRIDGE ACADEMY,2006,87,13,s,s,s
18K578,BROOKLYN BRIDGE ACADEMY,2007,98,11,s,s,s
18K589,ARTS AND MEDIA PREPARATORY ACADEMY,2006,4,0,s,s,s
18K589,ARTS AND MEDIA PREPARATORY ACADEMY,2007,55,41,4,7.30%,9.80%
18K617,HIGH SCHOOL FOR INNOVATION IN ADVERTISING AND MEDI,2007,4,0,s,s,s
18K629,CULTURAL ACADEMY FOR THE ARTS AND SCIENCES,2006,2,0,s,s,s
18K629,CULTURAL ACADEMY FOR THE ARTS AND SCIENCES,2007,7,0,s,s,s
18K635,OLYMPUS ACADEMY,2006,101,17,s,s,s
18K635,OLYMPUS ACADEMY,2007,65,10,s,s,s
18K637,ACADEMY FOR CONSERVATION AND THE ENVIRONMENT,2007,5,0,s,s,s
18K642,URBAN ACTION ACADEMY,2007,5,0,s,s,s
18K673,EAST BROOKLYN COMMUNITY HIGH SCHOOL,2006,69,3,s,s,s
18K673,EAST BROOKLYN COMMUNITY HIGH SCHOOL,2007,88,9,s,s,s
19K409,EAST NEW YORK FAMILY ACADEMY,2006,91,72,6,6.60%,8.30%
19K409,EAST NEW YORK FAMILY ACADEMY,2007,67,56,5,7.50%,8.90%
19K420,FRANKLIN K LANE HIGH SCHOOL,2006,494,189,22,4.50%,11.60%
19K420,FRANKLIN K LANE HIGH SCHOOL,2007,332,149,16,4.80%,10.70%
19K435,THOMAS JEFFERSON HIGH SCHOOL,2006,1,0,s,s,s
19K502,FDNY HIGH SCHOOL FOR FIRE AND LIFE SAFETY,2006,87,48,3,3.40%,6.30%
19K502,FDNY HIGH SCHOOL FOR FIRE AND LIFE SAFETY,2007,101,60,4,4.00%,6.70%
19K504,HIGH SCHOOL FOR CIVIL RIGHTS,2006,111,66,4,3.60%,6.10%
19K504,HIGH SCHOOL FOR CIVIL RIGHTS,2007,121,76,5,4.10%,6.60%
19K507,PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL,2006,111,76,4,3.60%,5.30%
19K507,PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL,2007,105,56,3,2.90%,5.40%
19K510,WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH,2006,95,23,1,1.10%,4.30%
19K510,WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH,2007,97,62,6,6.20%,9.70%
19K583,MULTICULTURAL HIGH SCHOOL,2006,3,0,s,s,s
19K583,MULTICULTURAL HIGH SCHOOL,2007,106,54,6,5.70%,11.10%
19K615,TRANSIT TECH CAREER AND TECHNICAL EDUCATION,2006,346,226,38,11.00%,16.80%
19K615,TRANSIT TECH CAREER AND TECHNICAL EDUCATION,2007,360,274,50,13.90%,18.20%
19K618,ACADEMY OF INNOVATIVE TECHNOLOGY,2006,1,0,s,s,s
19K618,ACADEMY OF INNOVATIVE TECHNOLOGY,2007,1,0,s,s,s
19K639,BROOKLYN LAB SCHOOL,2006,1,0,s,s,s
19K639,BROOKLYN LAB SCHOOL,2007,5,0,s,s,s
19K659,CYPRESS HILLS COLLEGIATE PREPARATORY SCHOOL,2006,106,61,5,4.70%,8.20%
19K659,CYPRESS HILLS COLLEGIATE PREPARATORY SCHOOL,2007,113,53,4,3.50%,7.50%
