District,Grade,Year,Demographic,Number Tested,Mean Scale Score,Num Level 1,Pct Level 1,Num Level 2,Pct Level 2,Num Level 3,Pct Level 3,Num Level 4,Pct Level 4,Num Level 3 and 4,Pct Level 3 and 4
29,3,2008,ELL,193,639,29,15,100,51.8,64,33.2,0,0,64,33.2
29,3,2008,EP,2336,662,143,6.1,687,29.4,1338,57.3,168,7.2,1506,64.5
29,3,2009,ELL,183,645,25,13.7,79,43.2,79,43.2,0,0,79,43.2
29,3,2009,EP,2376,664,121,5.1,549,23.1,1563,65.8,143,6,1706,71.8
29,3,2010,ELL,211,650,64,30.3,82,38.9,59,28,6,2.8,65,30.8
29,3,2010,EP,2449,662,386,15.8,906,37,896,36.6,261,10.7,1157,47.2
29,3,2011,ELL,259,650,69,26.6,131,50.6,59,22.8,0,0,59,22.8
29,3,2011,EP,2364,662,275,11.6,888,37.6,1144,48.4,57,2.4,1201,50.8
29,3,2012,ELL,202,648,68,33.7,92,45.5,42,20.8,0,0,42,20.8
29,3,2012,EP,2318,664,276,11.9,831,35.8,1097,47.3,114,4.9,1211,52.2
29,4,2006,ELL,35,616,15,42.9,17,48.6,3,8.6,0,0,3,8.6
29,4,2006,EP,2467,657,242,9.8,741,30,1374,55.7,110,4.5,1484,60.2
29,4,2007,ELL,142,631,31,21.8,83,58.5,27,19,1,0.7,28,19.7
29,4,2007,EP,2383,657,194,8.1,744,31.2,1349,56.6,96,4,1445,60.6
29,4,2008,ELL,155,629,36,23.2,70,45.2,48,31,1,0.6,49,31.6
29,4,2008,EP,2402,658,200,8.3,666,27.7,1412,58.8,124,5.2,1536,63.9
29,4,2009,ELL,142,637,20,14.1,68,47.9,54,38,0,0,54,38
29,4,2009,EP,2410,664,104,4.3,587,24.4,1612,66.9,107,4.4,1719,71.3
29,4,2010,ELL,182,648,47,25.8,103,56.6,32,17.6,0,0,32,17.6
29,4,2010,EP,2471,665,254,10.3,1181,47.8,968,39.2,68,2.8,1036,41.9
29,4,2011,ELL,169,653,31,18.3,98,58,40,23.7,0,0,40,23.7
29,4,2011,EP,2509,669,208,8.3,986,39.3,1289,51.4,26,1,1315,52.4
29,4,2012,ELL,223,652,45,20.2,127,57,51,22.9,0,0,51,22.9
29,4,2012,EP,2338,672,177,7.6,873,37.3,1209,51.7,79,3.4,1288,55.1
29,5,2006,ELL,82,623,18,22,47,57.3,17,20.7,0,0,17,20.7
29,5,2006,EP,2591,655,175,6.8,900,34.7,1324,51.1,192,7.4,1516,58.5
29,5,2007,ELL,131,629,29,22.1,73,55.7,29,22.1,0,0,29,22.1
29,5,2007,EP,2584,660,83,3.2,856,33.1,1563,60.5,82,3.2,1645,63.7
29,5,2008,ELL,129,638,10,7.8,75,58.1,44,34.1,0,0,44,34.1
29,5,2008,EP,2473,662,37,1.5,603,24.4,1755,71,78,3.2,1833,74.1
29,5,2009,ELL,138,645,5,3.6,76,55.1,57,41.3,0,0,57,41.3
29,5,2009,EP,2462,668,12,0.5,533,21.6,1730,70.3,187,7.6,1917,77.9
29,5,2010,ELL,145,651,50,34.5,72,49.7,23,15.9,0,0,23,15.9
29,5,2010,EP,2554,667,355,13.9,1122,43.9,881,34.5,196,7.7,1077,42.2
29,5,2011,ELL,174,653,45,25.9,100,57.5,29,16.7,0,0,29,16.7
29,5,2011,EP,2488,666,257,10.3,1056,42.4,1093,43.9,82,3.3,1175,47.2
29,5,2012,ELL,144,653,47,32.6,80,55.6,17,11.8,0,0,17,11.8
29,5,2012,EP,2499,669,211,8.4,934,37.4,1276,51.1,78,3.1,1354,54.2
29,6,2006,ELL,51,607,13,25.5,34,66.7,4,7.8,0,0,4,7.8
29,6,2006,EP,2408,646,171,7.1,1099,45.6,1037,43.1,101,4.2,1138,47.3
29,6,2007,ELL,99,622,12,12.1,77,77.8,10,10.1,0,0,10,10.1
29,6,2007,EP,2363,655,40,1.7,1037,43.9,1169,49.5,117,5,1286,54.4
29,6,2008,ELL,118,629,9,7.6,93,78.8,16,13.6,0,0,16,13.6
29,6,2008,EP,2384,653,33,1.4,1015,42.6,1307,54.8,29,1.2,1336,56
29,6,2009,ELL,97,645,0,0,65,67,32,33,0,0,32,33
29,6,2009,EP,2409,662,6,0.2,585,24.3,1702,70.7,116,4.8,1818,75.5
29,6,2010,ELL,104,643,49,47.1,53,51,2,1.9,0,0,2,1.9
29,6,2010,EP,2440,657,373,15.3,1168,47.9,851,34.9,48,2,899,36.8
29,6,2011,ELL,126,641,70,55.6,47,37.3,9,7.1,0,0,9,7.1
29,6,2011,EP,2369,657,361,15.2,1076,45.4,911,38.5,21,0.9,932,39.3
29,6,2012,ELL,126,643,56,44.4,65,51.6,5,4,0,0,5,4
29,6,2012,EP,2303,658,267,11.6,1102,47.9,919,39.9,15,0.7,934,40.6
29,7,2006,ELL,62,603,23,37.1,32,51.6,7,11.3,0,0,7,11.3
29,7,2006,EP,2426,642,229,9.4,1112,45.8,1021,42.1,64,2.6,1085,44.7
29,7,2007,ELL,83,612,24,28.9,52,62.7,7,8.4,0,0,7,8.4
29,7,2007,EP,2475,646,161,6.5,1170,47.3,1077,43.5,67,2.7,1144,46.2
29,7,2008,ELL,103,628,11,10.7,74,71.8,18,17.5,0,0,18,17.5
29,7,2008,EP,2420,656,42,1.7,857,35.4,1506,62.2,15,0.6,1521,62.9
29,7,2009,ELL,132,634,8,6.1,88,66.7,36,27.3,0,0,36,27.3
29,7,2009,EP,2424,660,8,0.3,598,24.7,1765,72.8,53,2.2,1818,75
29,7,2010,ELL,115,633,63,54.8,50,43.5,2,1.7,0,0,2,1.7
29,7,2010,EP,2528,660,307,12.1,1323,52.3,784,31,114,4.5,898,35.5
