Complaint Number,Status,Date Entered,Address,BIN,Community Board,Special District,Complaint Category,Unit,Disposition Date,Disposition Code,Inspection Date
1307727,ACTIVE,08/15/2011 12:00:00 AM,25 GREAT JONES STREET,1080067,102,,1G,STALL,04/05/2013 12:00:00 AM,S4,04/05/2013 12:00:00 AM
1335281,CLOSED,10/09/2012 12:00:00 AM,173 WEST 141 STREET,1060083,110,,05,MAN.,04/05/2013 12:00:00 AM,I2,04/01/2013 12:00:00 AM
1342340,CLOSED,01/30/2013 12:00:00 AM,220 EAST 125 STREET,1054675,111,,05,MAN.,04/05/2013 12:00:00 AM,L2,04/05/2013 12:00:00 AM
1342642,CLOSED,02/04/2013 12:00:00 AM,18 BLEEKER STREET,1008187,102,,4C,EXCAV,04/05/2013 12:00:00 AM,L2,04/05/2013 12:00:00 AM
1343395,ACTIVE,02/15/2013 12:00:00 AM,627 BROADWAY,1008237,102,,84,FEU,04/05/2013 12:00:00 AM,RU,03/12/2013 12:00:00 AM
1343527,CLOSED,02/19/2013 12:00:00 AM,31 WEST 128 STREET,1053690,110,,05,MAN.,04/05/2013 12:00:00 AM,L2,04/05/2013 12:00:00 AM
1344030,CLOSED,02/28/2013 12:00:00 AM,427 EAST 12 STREET,1006002,103,,05,BEST,04/05/2013 12:00:00 AM,L3,04/05/2013 12:00:00 AM
1344909,CLOSED,03/14/2013 12:00:00 AM,400 RIVERSIDE DRIVE,1057333,109,,37,ERT,04/05/2013 12:00:00 AM,C2,03/22/2013 12:00:00 AM
1345002,CLOSED,03/15/2013 12:00:00 AM,67 GREENWICH STREET,1000796,101,,05,MAN.,04/05/2013 12:00:00 AM,L2,04/05/2013 12:00:00 AM
1345012,CLOSED,03/15/2013 12:00:00 AM,78 SULLIVAN STREET,1088688,102,,05,MAN.,04/05/2013 12:00:00 AM,L2,04/05/2013 12:00:00 AM
1345493,CLOSED,03/22/2013 12:00:00 AM,212 EAST 111 STREET,1052483,111,,4F,SCFLD,04/05/2013 12:00:00 AM,L3,04/05/2013 12:00:00 AM
1346005,CLOSED,04/01/2013 12:00:00 AM,530 GRAND STREET,1076783,103,,59,ELCTR,04/05/2013 12:00:00 AM,A8,04/03/2013 12:00:00 AM
1346057,CLOSED,04/02/2013 12:00:00 AM,5 WEST 125 STREET,1088829,110,,03,EXCAV,04/05/2013 12:00:00 AM,I2,04/05/2013 12:00:00 AM
1346088,CLOSED,04/02/2013 12:00:00 AM,34 1/2 EAST 12 STREET,1009129,102,,23,SCFLD,04/05/2013 12:00:00 AM,A8,04/03/2013 12:00:00 AM
1346102,ACTIVE,04/03/2013 12:00:00 AM,312 EAST 95 STREET,1081270,108,,04,C & D,04/05/2013 12:00:00 AM,D7,04/05/2013 12:00:00 AM
1346135,CLOSED,04/03/2013 12:00:00 AM,20 EAST 74 STREET,1041515,108,,76,CITY,04/05/2013 12:00:00 AM,I2,04/05/2013 12:00:00 AM
1346146,CLOSED,04/03/2013 12:00:00 AM,218 EAST 84 STREET,1048718,108,,30,ERT,04/05/2013 12:00:00 AM,A8,04/05/2013 12:00:00 AM
1346154,ACTIVE,04/03/2013 12:00:00 AM,315 WEST 88 STREET,1034017,107,,37,ERT,04/05/2013 12:00:00 AM,C1,04/05/2013 12:00:00 AM
1346174,CLOSED,04/04/2013 12:00:00 AM,1458 YORK AVENUE,1046411,108,,23,SCFLD,04/05/2013 12:00:00 AM,A8,04/05/2013 12:00:00 AM
1346178,CLOSED,04/04/2013 12:00:00 AM,500 LEXINGTON AVENUE,1076268,105,,81,ELEVR,04/05/2013 12:00:00 AM,I2,04/04/2013 12:00:00 AM
1346186,ACTIVE,04/04/2013 12:00:00 AM,436 WEST 20 STREET,1012595,104,,20,ERT,04/05/2013 12:00:00 AM,C3,04/05/2013 12:00:00 AM
1346192,CLOSED,04/04/2013 12:00:00 AM,35 WEST 95 STREET,1031713,107,,10,ERT,04/05/2013 12:00:00 AM,I2,04/05/2013 12:00:00 AM
1346195,CLOSED,04/04/2013 12:00:00 AM,19 EAST 16 STREET,1078690,105,,91,ERT,04/05/2013 12:00:00 AM,I2,04/05/2013 12:00:00 AM
1346196,CLOSED,04/04/2013 12:00:00 AM,45 JOHN STREET,1001199,101,,10,ERT,04/05/2013 12:00:00 AM,I2,04/04/2013 12:00:00 AM
1346197,CLOSED,04/04/2013 12:00:00 AM,505 WEST 150 STREET,1062153,109,,37,ERT,04/05/2013 12:00:00 AM,A8,04/05/2013 12:00:00 AM
1346201,ACTIVE,04/04/2013 12:00:00 AM,552 WEST 184 STREET,1063679,112,,10,ERT,04/05/2013 12:00:00 AM,C3,04/05/2013 12:00:00 AM
1346204,CLOSED,04/04/2013 12:00:00 AM,141 EAST 96 STREET,1051700,111,,30,ERT,04/05/2013 12:00:00 AM,A8,04/05/2013 12:00:00 AM
1346205,CLOSED,04/04/2013 12:00:00 AM,2071 5 AVENUE,1054164,111,,1E,SCFLD,04/05/2013 12:00:00 AM,I2,04/04/2013 12:00:00 AM
1346207,CLOSED,04/04/2013 12:00:00 AM,307 WEST 38 STREET,1013643,104,,1E,SCFLD,04/05/2013 12:00:00 AM,I2,04/04/2013 12:00:00 AM
1346208,CLOSED,04/04/2013 12:00:00 AM,22 WEST 48 STREET,1034491,105,,62,ELEVR,04/05/2013 12:00:00 AM,A1,04/04/2013 12:00:00 AM
1346210,CLOSED,04/04/2013 12:00:00 AM,160 FRONT STREET,1001136,101,,18,ERT,04/05/2013 12:00:00 AM,I2,04/04/2013 12:00:00 AM
1346211,CLOSED,04/04/2013 12:00:00 AM,180 AMSTERDAM AVENUE,1087453,107,,10,ERT,04/05/2013 12:00:00 AM,I2,04/05/2013 12:00:00 AM
1346216,CLOSED,04/04/2013 12:00:00 AM,263 WEST END AVENUE,1030987,107,,4F,SCFLD,04/05/2013 12:00:00 AM,L3,04/05/2013 12:00:00 AM
1346219,CLOSED,04/04/2013 12:00:00 AM,444 2 AVENUE,1078833,106,,30,ERT,04/05/2013 12:00:00 AM,I2,04/05/2013 12:00:00 AM
1346223,CLOSED,04/04/2013 12:00:00 AM,222 WEST 23 STREET,1014130,104,,86,MAN.,04/05/2013 12:00:00 AM,I2,04/05/2013 12:00:00 AM
1346227,CLOSED,04/04/2013 12:00:00 AM,222 WEST 23 STREET,1014130,104,,86,ERT,04/05/2013 12:00:00 AM,I2,04/05/2013 12:00:00 AM
1346232,CLOSED,04/04/2013 12:00:00 AM,404 PARK AVENUE SOUTH,1016907,105,,91,ERT,04/05/2013 12:00:00 AM,I2,04/05/2013 12:00:00 AM
1346245,CLOSED,04/04/2013 12:00:00 AM,4 SOUTH PINEHURST AVENUE,1063448,112,,12,ERT,04/05/2013 12:00:00 AM,A8,04/05/2013 12:00:00 AM
1346247,ACTIVE,04/05/2013 12:00:00 AM,714 WEST 181 STREET,1064279,112,,63,ELEVR,,,
1346248,ACTIVE,04/05/2013 12:00:00 AM,153 NORFOLK STREET,1004313,103,,45,MAN.,,,
1346249,ACTIVE,04/05/2013 12:00:00 AM,266 NAGLE AVENUE,1064742,112,,58,BOILR,,,
1346250,ACTIVE,04/05/2013 12:00:00 AM,52 WALKER STREET,1002287,101,,1A,MAN.,,,
1346252,ACTIVE,04/05/2013 12:00:00 AM,8 RANDALLS ISLAND,1811074,111,,91,CITY,04/05/2013 12:00:00 AM,E1,04/05/2013 12:00:00 AM
1346253,ACTIVE,04/05/2013 12:00:00 AM,1388 LEXINGTON AVENUE,1048302,108,,05,MAN.,,,
1346254,ACTIVE,04/05/2013 12:00:00 AM,77 STANTON STREET,1077637,103,,74,MAN.,,,
1346255,CLOSED,04/05/2013 12:00:00 AM,330 EAST 38 STREET,1076166,106,,4F,SCFLD,04/05/2013 12:00:00 AM,L1,04/04/2013 12:00:00 AM
1346256,ACTIVE,04/05/2013 12:00:00 AM,65 FT WASHINGTON AVENUE,1063332,112,,58,BOILR,,,
1346257,CLOSED,04/05/2013 12:00:00 AM,225 CENTRAL PARK WEST,1031181,107,,4F,SCFLD,04/05/2013 12:00:00 AM,L1,04/04/2013 12:00:00 AM
1346258,CLOSED,04/05/2013 12:00:00 AM,101 WEST 87 STREET,1032246,107,,01,BEST,04/05/2013 12:00:00 AM,I2,04/05/2013 12:00:00 AM
1346259,ACTIVE,04/05/2013 12:00:00 AM,345 WEST 70 STREET,1030926,107,,45,MAN.,,,
1346260,CLOSED,04/05/2013 12:00:00 AM,230 WEST 75 STREET,1030737,107,,86,MAN.,04/05/2013 12:00:00 AM,I2,04/05/2013 12:00:00 AM
1346261,ACTIVE,04/05/2013 12:00:00 AM,77 WEST 55 STREET,1034856,105,,4A,SPOPS,,,
1346263,CLOSED,04/05/2013 12:00:00 AM,8 WEST 43 STREET,1034201,105,,10,ERT,04/05/2013 12:00:00 AM,K1,04/05/2013 12:00:00 AM
1346264,ACTIVE,04/05/2013 12:00:00 AM,110 WEST 69 STREET,1028944,107,,05,MAN.,,,
1346265,ACTIVE,04/05/2013 12:00:00 AM,110 WEST 69 STREET,1028944,107,,59,ELCTR,,,
1346266,ACTIVE,04/05/2013 12:00:00 AM,295 MADISON AVENUE,1035321,105,,63,ELEVR,,,
1346267,CLOSED,04/05/2013 12:00:00 AM,223 WEST 80 STREET,1087153,107,,23,SCFLD,04/05/2013 12:00:00 AM,I1,04/05/2013 12:00:00 AM
1346268,ACTIVE,04/05/2013 12:00:00 AM,8 EAST 63 STREET,1040915,108,,62,ELEVR,,,
1346269,ACTIVE,04/05/2013 12:00:00 AM,339 WEST 20 STREET,1013255,104,,05,MAN.,,,
1346270,CLOSED,04/05/2013 12:00:00 AM,3000 BROADWAY,1084468,109,,91,ERT,04/05/2013 12:00:00 AM,I2,04/05/2013 12:00:00 AM
1346271,ACTIVE,04/05/2013 12:00:00 AM,1462 2 AVENUE,1045162,108,,37,ERT,,,
1346272,ACTIVE,04/05/2013 12:00:00 AM,18 EAST 129 STREET,1054202,111,,23,ERT,04/05/2013 12:00:00 AM,D5,04/05/2013 12:00:00 AM
1346273,ACTIVE,04/05/2013 12:00:00 AM,270 WEST 38 STREET,1014469,105,,58,BOILR,,,
1346274,ACTIVE,04/05/2013 12:00:00 AM,270 WEST 38 STREET,1014469,105,,85,MAN.,,,
1346275,CLOSED,04/05/2013 12:00:00 AM,120 WEST 76 STREET,1030146,107,,10,ERT,04/05/2013 12:00:00 AM,I2,04/05/2013 12:00:00 AM
1346276,ACTIVE,04/05/2013 12:00:00 AM,519 EAST 78 STREET,1046416,108,,05,MAN.,,,
1346277,ACTIVE,04/05/2013 12:00:00 AM,110 WEST END AVENUE,1030339,107,,23,SCFLD,,,
1346278,CLOSED,04/05/2013 12:00:00 AM,237 EAST 34 STREET,1020151,106,,03,ERT,04/05/2013 12:00:00 AM,A3,04/05/2013 12:00:00 AM
1346279,ACTIVE,04/05/2013 12:00:00 AM,126 MACDOUGAL STREET,1008699,102,,05,MAN.,,,
1346280,ACTIVE,04/05/2013 12:00:00 AM,120 SHERMAN AVENUE,1064811,112,,45,MAN.,,,
1346281,ACTIVE,04/05/2013 12:00:00 AM,120 SHERMAN AVENUE,1064811,112,,59,ELCTR,,,
1346282,ACTIVE,04/05/2013 12:00:00 AM,120 SHERMAN AVENUE,1064811,112,,76,CITY,,,
1346283,ACTIVE,04/05/2013 12:00:00 AM,128 SHERMAN AVENUE,1064809,112,,45,MAN.,,,
1346284,ACTIVE,04/05/2013 12:00:00 AM,128 SHERMAN AVENUE,1064809,112,,59,ELCTR,,,
1346285,ACTIVE,04/05/2013 12:00:00 AM,160 RIVERSIDE DRIVE,1034003,107,,59,ELCTR,,,
1346286,ACTIVE,04/05/2013 12:00:00 AM,128 SHERMAN AVENUE,1064809,112,,76,CITY,,,
1346287,ACTIVE,04/05/2013 12:00:00 AM,207 EAST 84 STREET,1048724,108,,65,PLUMB,,,
1346288,ACTIVE,04/05/2013 12:00:00 AM,657 WEST 161 STREET,1063333,112,,45,MAN.,,,
1346289,ACTIVE,04/05/2013 12:00:00 AM,126 WEST 16 STREET,1014564,104,,83,MAN.,,,
1346290,ACTIVE,04/05/2013 12:00:00 AM,405 LEXINGTON AVENUE,1036156,106,,59,ELCTR,,,
1346291,ACTIVE,04/05/2013 12:00:00 AM,28 EAST 10 STREET,1009095,102,,59,ELCTR,,,
1346292,ACTIVE,04/05/2013 12:00:00 AM,500 WEST 28 STREET,1078405,104,,03,ERT,,,
1346293,ACTIVE,04/05/2013 12:00:00 AM,140 WEST 23 STREET,1077832,104,,59,ELCTR,,,
1346295,ACTIVE,04/05/2013 12:00:00 AM,22 WEST 38 STREET,1015973,105,,53,MAN.,,,
1346296,ACTIVE,04/05/2013 12:00:00 AM,1350 6 AVENUE,1034815,105,,59,ELCTR,,,
1346297,ACTIVE,04/05/2013 12:00:00 AM,1450 3 AVENUE,1047619,108,,59,ELCTR,,,
1346300,CLOSED,04/05/2013 12:00:00 AM,880 5 AVENUE,1041291,108,,4F,SCFLD,04/05/2013 12:00:00 AM,L1,04/05/2013 12:00:00 AM
1346301,ACTIVE,04/05/2013 12:00:00 AM,222 WEST 23 STREET,1014130,104,,86,MAN.,,,
1346302,ACTIVE,04/05/2013 12:00:00 AM,106 WEST 13 STREET,1010617,102,,05,MAN.,,,
1346303,ACTIVE,04/05/2013 12:00:00 AM,501 WEST 184 STREET,1063721,112,,63,ELEVR,,,
1346304,ACTIVE,04/05/2013 12:00:00 AM,165 WEST 26 STREET,1015033,105,,63,ELEVR,,,
1346305,ACTIVE,04/05/2013 12:00:00 AM,285 SAINT NICHOLAS AVENUE,1059297,109,,63,ELEVR,,,
1346306,ACTIVE,04/05/2013 12:00:00 AM,404 PARK AVENUE SOUTH,1016907,105,,21,BEST,,,
1346307,ACTIVE,04/05/2013 12:00:00 AM,40 MERCER STREET,1087559,102,,05,MAN.,,,
1346308,ACTIVE,04/05/2013 12:00:00 AM,1330 6 AVENUE,1034522,105,,78,SPOPS,,,
1346309,ACTIVE,04/05/2013 12:00:00 AM,127 WEST 28 STREET,1015107,105,,37,ERT,,,
1346310,CLOSED,04/05/2013 12:00:00 AM,303 EAST 51 STREET,1039675,106,,91,BEST,04/05/2013 12:00:00 AM,I2,04/05/2013 12:00:00 AM
1346311,ACTIVE,04/05/2013 12:00:00 AM,230 CENTRAL PARK SOUTH,1024921,105,,83,MAN.,,,
1346312,ACTIVE,04/05/2013 12:00:00 AM,40 WORTH STREET,1001622,101,,4B,SEP,,,
1346313,ACTIVE,04/05/2013 12:00:00 AM,443 PARK AVENUE SOUTH,1018296,105,,4B,SEP,,,
1346314,ACTIVE,04/05/2013 12:00:00 AM,137 EAST 36 STREET,1018953,106,,4B,SEP,,,
1346315,ACTIVE,04/05/2013 12:00:00 AM,1900 BROADWAY,1027472,107,,4B,SEP,,,
1346316,ACTIVE,04/05/2013 12:00:00 AM,375 PARK AVENUE,1036465,105,,4B,SEP,,,
1346317,ACTIVE,04/05/2013 12:00:00 AM,31 SECOND AVENUE,1079108,103,,83,MAN.,,,
1346318,ACTIVE,04/05/2013 12:00:00 AM,186 WEST 80 STREET,1082723,107,,45,MAN.,,,
1346319,ACTIVE,04/05/2013 12:00:00 AM,286 EAST 2 STREET,1004376,103,,45,MAN.,,,
1346320,ACTIVE,04/05/2013 12:00:00 AM,327 EAST 9 STREET,1088696,103,,05,MAN.,,,
1346321,ACTIVE,04/05/2013 12:00:00 AM,145 WEST 58 STREET,1023751,105,,23,SCFLD,,,
1346322,ACTIVE,04/05/2013 12:00:00 AM,205 WEST 107 STREET,1056655,107,,09,MAN.,,,
1346323,CLOSED,04/05/2013 12:00:00 AM,721 7 AVENUE,1022688,105,,37,ERT,04/05/2013 12:00:00 AM,A8,04/05/2013 12:00:00 AM
1346324,ACTIVE,04/05/2013 12:00:00 AM,46 ELDRIDGE STREET,1003879,103,,5A,MAN.,,,
1346325,ACTIVE,04/05/2013 12:00:00 AM,44 ELDRIDGE STREET,1003878,103,,5A,MAN.,,,
1346326,ACTIVE,04/05/2013 12:00:00 AM,42 ELDRIDGE STREET,1003877,103,,5A,MAN.,,,
2174590,CLOSED,06/25/2012 12:00:00 AM,1671 BRYANT AVENUE,2010804,203,,63,ELEVR,04/05/2013 12:00:00 AM,I2,04/03/2013 12:00:00 AM
2176400,CLOSED,08/14/2012 12:00:00 AM,3241 FAIRMOUNT AVENUE,2073017,210,,4B,SEP,04/05/2013 12:00:00 AM,I2,03/27/2013 12:00:00 AM
2176564,CLOSED,08/19/2012 12:00:00 AM,996 ALDUS STREET,2006081,202,,63,ELEVR,04/05/2013 12:00:00 AM,I2,04/03/2013 12:00:00 AM
2180103,CLOSED,12/11/2012 12:00:00 AM,1045 MANOR AVENUE,2023541,209,,30,ERT,04/05/2013 12:00:00 AM,L2,04/05/2013 12:00:00 AM
2182311,CLOSED,02/20/2013 12:00:00 AM,1250 WATERS PLACE,2117335,211,,4B,SEP,04/05/2013 12:00:00 AM,I2,03/27/2013 12:00:00 AM
2182660,CLOSED,03/01/2013 12:00:00 AM,2615 GRAND CONCOURSE,2013832,207,,4B,SEP,04/05/2013 12:00:00 AM,A1,03/29/2013 12:00:00 AM
2182666,ACTIVE,03/01/2013 12:00:00 AM,4216 PARK AVENUE,2101576,206,,4B,SEP,04/05/2013 12:00:00 AM,C1,04/03/2013 12:00:00 AM
2182677,ACTIVE,03/01/2013 12:00:00 AM,100 VAN CORTLANDT PARK SOUTH,2015496,208,,84,FEU,04/05/2013 12:00:00 AM,RU,03/19/2013 12:00:00 AM
2182680,ACTIVE,03/01/2013 12:00:00 AM,3965 SEDGWICK AVENUE,2095200,208,,84,FEU,04/05/2013 12:00:00 AM,RU,03/19/2013 12:00:00 AM
2182864,CLOSED,03/07/2013 12:00:00 AM,2265 SEDGWICK AVENUE,2015101,207,,4B,SEP,04/05/2013 12:00:00 AM,I2,03/29/2013 12:00:00 AM
2182978,CLOSED,03/12/2013 12:00:00 AM,200 EAST 135 STREET,2102476,201,,4B,SEP,04/05/2013 12:00:00 AM,I2,03/29/2013 12:00:00 AM
2182979,CLOSED,03/12/2013 12:00:00 AM,200 EAST 135 STREET,2102476,201,,4B,SEP,04/05/2013 12:00:00 AM,I2,03/29/2013 12:00:00 AM
2182982,CLOSED,03/12/2013 12:00:00 AM,1816 BOSTON ROAD,2010687,203,,4B,SEP,04/05/2013 12:00:00 AM,I2,03/27/2013 12:00:00 AM
2182984,CLOSED,03/12/2013 12:00:00 AM,370 EAST 149 STREET,2000850,201,,4B,SEP,04/05/2013 12:00:00 AM,I2,03/28/2013 12:00:00 AM
2183022,CLOSED,03/13/2013 12:00:00 AM,480 CONCORD AVENUE,2003900,201,,63,ELEVR,04/05/2013 12:00:00 AM,A1,04/05/2013 12:00:00 AM
2183078,CLOSED,03/14/2013 12:00:00 AM,266 EAST 202 STREET,2017218,207,,4B,SEP,04/05/2013 12:00:00 AM,I2,03/27/2013 12:00:00 AM
2183154,ACTIVE,03/17/2013 12:00:00 AM,609 JACKSON AVENUE,2004435,201,,84,FEU,04/05/2013 12:00:00 AM,RU,03/22/2013 12:00:00 AM
2183440,CLOSED,03/26/2013 12:00:00 AM,375 EAST 149 STREET,2000860,201,,4B,SEP,04/05/2013 12:00:00 AM,I2,03/28/2013 12:00:00 AM
2183441,CLOSED,03/26/2013 12:00:00 AM,700 BROOK AVENUE,2117344,201,,4B,SEP,04/05/2013 12:00:00 AM,I2,03/28/2013 12:00:00 AM
2183442,CLOSED,03/26/2013 12:00:00 AM,700 BROOK AVENUE,2117344,201,,4B,SEP,04/05/2013 12:00:00 AM,I2,03/28/2013 12:00:00 AM
2183544,CLOSED,03/29/2013 12:00:00 AM,1801 MCGRAW AVENUE,2028006,209,,85,BRONX,04/05/2013 12:00:00 AM,A8,04/03/2013 12:00:00 AM
2183653,ACTIVE,04/02/2013 12:00:00 AM,500 EAST 171 STREET,2092113,203,,4B,SEP,04/05/2013 12:00:00 AM,C1,04/03/2013 12:00:00 AM
2183673,CLOSED,04/03/2013 12:00:00 AM,950 EAST 212 STREET,2058712,212,,30,ERT,04/05/2013 12:00:00 AM,Y3,04/03/2013 12:00:00 AM
2183689,CLOSED,04/03/2013 12:00:00 AM,733 EAST 147 STREET,2003936,201,,37,ERT,04/05/2013 12:00:00 AM,A8,04/05/2013 12:00:00 AM
2183713,CLOSED,04/04/2013 12:00:00 AM,3463 3 AVENUE,2098317,203,,37,ERT,04/05/2013 12:00:00 AM,I2,04/05/2013 12:00:00 AM
2183721,ACTIVE,04/04/2013 12:00:00 AM,1739 ZEREGA AVENUE,2042044,210,,37,ERT,04/05/2013 12:00:00 AM,C1,04/05/2013 12:00:00 AM
2183724,CLOSED,04/04/2013 12:00:00 AM,2309 LAFAYETTE AVENUE,2023222,209,,10,ERT,04/05/2013 12:00:00 AM,A8,04/05/2013 12:00:00 AM
2183740,CLOSED,04/04/2013 12:00:00 AM,1070 INTERVALE AVENUE,2005484,202,,30,ERT,04/05/2013 12:00:00 AM,A8,04/05/2013 12:00:00 AM
2183747,ACTIVE,04/05/2013 12:00:00 AM,1164 CROMWELL AVENUE,2003024,204,,37,ERT,,,
2183748,ACTIVE,04/05/2013 12:00:00 AM,1220 CROES AVENUE,2024145,209,,63,ELEVR,,,
2183749,ACTIVE,04/05/2013 12:00:00 AM,1220 CROES AVENUE,2024145,209,,63,ELEVR,,,
2183750,ACTIVE,04/05/2013 12:00:00 AM,1895 BRUCKNER BOULEVARD,2023641,209,,73,BRONX,,,
2183751,ACTIVE,04/05/2013 12:00:00 AM,1137 THERIOT AVENUE,2024353,209,,04,ERT,,,
2183752,ACTIVE,04/05/2013 12:00:00 AM,1307 SENECA AVENUE,2006413,202,,03,ERT,,,
2183753,CLOSED,04/05/2013 12:00:00 AM,817 EAST 219TH STREET,2058525,212,,2E,BEST,04/05/2013 12:00:00 AM,P6,04/05/2013 12:00:00 AM
2183754,ACTIVE,04/05/2013 12:00:00 AM,1776 EASTCHESTER ROAD,2047127,211,,67,C & D,,,
2183755,CLOSED,04/05/2013 12:00:00 AM,215 BUSH STREET,2007758,205,,71,ERT,04/05/2013 12:00:00 AM,A8,04/05/2013 12:00:00 AM
2183756,ACTIVE,04/05/2013 12:00:00 AM,212 WILLIS AVENUE,2000220,201,,53,BRONX,,,
2183757,ACTIVE,04/05/2013 12:00:00 AM,2709 WOODHULL AVENUE,2054582,211,,55,BRONX,,,
2183758,ACTIVE,04/05/2013 12:00:00 AM,2709 WOODHULL AVENUE,2054582,211,,10,ERT,,,
2183759,ACTIVE,04/05/2013 12:00:00 AM,114 EAST 157 STREET,2002971,204,,73,BRONX,,,
2183760,ACTIVE,04/05/2013 12:00:00 AM,232 EAST 201 STREET,2017199,207,,15,BRONX,,,
2183761,ACTIVE,04/05/2013 12:00:00 AM,1200 UNION AVENUE,2005057,203,,45,BRONX,,,
2183762,ACTIVE,04/05/2013 12:00:00 AM,2729 YOUNG AVENUE,2054290,211,,45,BRONX,,,
2183763,ACTIVE,04/05/2013 12:00:00 AM,1651 GARFIELD STREET,2042778,211,,71,BRONX,,,
2183764,ACTIVE,04/05/2013 12:00:00 AM,1651 GARFIELD STREET,2042778,211,,45,BRONX,,,
2183765,ACTIVE,04/05/2013 12:00:00 AM,331 EAST 132 STREET,2117112,201,,58,BOILR,,,
2183766,ACTIVE,04/05/2013 12:00:00 AM,238 EAST 194 STREET,2016825,207,,91,ERT,,,
2183767,ACTIVE,04/05/2013 12:00:00 AM,855 EAST 229 STREET,2064062,212,,05,BRONX,,,
2183769,ACTIVE,04/05/2013 12:00:00 AM,2780 ARLINGTON AVENUE,2083348,208,,4B,SEP,,,
2183770,ACTIVE,04/05/2013 12:00:00 AM,600 EAST 233 STREET,2062884,212,,4B,SEP,,,
2183771,ACTIVE,04/05/2013 12:00:00 AM,4245 DIGNEY AVENUE,2068450,212,,4B,SEP,,,
2183772,ACTIVE,04/05/2013 12:00:00 AM,1050 EAST 233 STREET,2065372,212,,4B,SEP,,,
2183773,ACTIVE,04/05/2013 12:00:00 AM,1011 WHITEPLAINS ROAD,2090511,209,,4B,SEP,,,
2183774,ACTIVE,04/05/2013 12:00:00 AM,70 EAST MOUNT EDEN AVENUE,2008126,204,,4B,SEP,,,
2183775,ACTIVE,04/05/2013 12:00:00 AM,93 FEATHERBED LANE,2008810,205,,4B,SEP,,,
2183776,ACTIVE,04/05/2013 12:00:00 AM,306 EAST 171 STREET,2007237,204,,30,ERT,,,
2183777,ACTIVE,04/05/2013 12:00:00 AM,496 CONCORD AVENUE,2003941,201,,45,BRONX,,,
2183778,ACTIVE,04/05/2013 12:00:00 AM,522 TIMPSON PLACE,2004096,201,,45,BRONX,,,
2183779,ACTIVE,04/05/2013 12:00:00 AM,524 TIMPSON PLACE,2004097,201,,71,BRONX,,,
2183780,ACTIVE,04/05/2013 12:00:00 AM,942 AVENUE ST JOHN,2005105,202,,58,BOILR,,,
2183781,ACTIVE,04/05/2013 12:00:00 AM,1380 UNIVERSITY AVENUE,2003556,204,,63,ELEVR,,,
2183782,ACTIVE,04/05/2013 12:00:00 AM,759 NORTH OAK DRIVE,2056338,212,,45,BRONX,,,
3242303,CLOSED,10/17/2007 12:00:00 AM,97 DOUGLASS STREET,3006579,306,,83,BKLYN,04/05/2013 12:00:00 AM,A3,04/05/2013 12:00:00 AM
3278703,CLOSED,09/05/2008 12:00:00 AM,1047 MANHATTAN AVENUE,3063925,301,,73,BKLYN,04/05/2013 12:00:00 AM,Y2,03/18/2013 12:00:00 AM
3300212,ACTIVE,04/02/2009 12:00:00 AM,298 RODNEY STREET,3063589,301,,1G,EXCAV,04/05/2013 12:00:00 AM,S7,04/05/2013 12:00:00 AM
3318672,ACTIVE,09/16/2009 12:00:00 AM,40 DEVOE STREET,3331571,301,,1G,EXCAV,04/05/2013 12:00:00 AM,S7,04/05/2013 12:00:00 AM
3406451,ACTIVE,03/20/2012 12:00:00 AM,17 HARRISON AVENUE,3392888,301,,1G,STALL,04/05/2013 12:00:00 AM,S6,04/05/2013 12:00:00 AM
3408399,CLOSED,04/10/2012 12:00:00 AM,74 STARR STREET,3072723,304,,05,BKLYN,04/05/2013 12:00:00 AM,C2,04/03/2013 12:00:00 AM
3412919,CLOSED,05/23/2012 12:00:00 AM,101 WYCKOFF AVENUE,3388754,304,,73,BKLYN,04/05/2013 12:00:00 AM,C2,04/03/2013 12:00:00 AM
3414034,CLOSED,06/03/2012 12:00:00 AM,210 EAST 7 STREET,3124327,312,,09,BKLYN,04/05/2013 12:00:00 AM,H1,04/05/2013 12:00:00 AM
3414642,ACTIVE,06/08/2012 12:00:00 AM,190 EAST 91 STREET,3099805,317,,45,BKLYN,04/05/2013 12:00:00 AM,C1,04/03/2013 12:00:00 AM
3415138,ACTIVE,06/14/2012 12:00:00 AM,109 SUYDAM STREET,3348385,304,,45,BKLYN,04/05/2013 12:00:00 AM,C1,04/03/2013 12:00:00 AM
3415397,CLOSED,06/16/2012 12:00:00 AM,101 RUTLEDGE STREET,3060746,301,,84,FEU,04/05/2013 12:00:00 AM,I2,04/03/2013 12:00:00 AM
3417697,CLOSED,07/10/2012 12:00:00 AM,101 RUTLEDGE STREET,3060746,301,,05,BKLYN,04/05/2013 12:00:00 AM,C2,04/03/2013 12:00:00 AM
3422096,ACTIVE,08/22/2012 12:00:00 AM,510 CLASSON AVENUE,3057275,302,,05,BKLYN,04/05/2013 12:00:00 AM,C1,04/04/2013 12:00:00 AM
3422641,CLOSED,08/28/2012 12:00:00 AM,465 UNION STREET,3007155,306,,14,EXCAV,04/05/2013 12:00:00 AM,Y2,04/05/2013 12:00:00 AM
3423901,ACTIVE,09/11/2012 12:00:00 AM,510 CLASSON AVENUE,3057275,302,,45,BKLYN,04/05/2013 12:00:00 AM,C3,04/04/2013 12:00:00 AM
