Complaint Number,Status,Date Entered,Address,BIN,Community Board,Special District,Complaint Category,Unit,Disposition Date,Disposition Code,Inspection Date
3440684,CLOSED,04/05/2013 12:00:00 AM,200 CLIFTON PLACE,3809256,303,,74,BKLYN,04/05/2013 12:00:00 AM,A7,04/05/2013 12:00:00 AM
3440685,CLOSED,04/05/2013 12:00:00 AM,202 CLIFTON PLACE,3055810,303,,74,BKLYN,04/05/2013 12:00:00 AM,A7,04/05/2013 12:00:00 AM
3440686,CLOSED,04/05/2013 12:00:00 AM,216 CLIFTON PLACE,3809257,303,,74,BKLYN,04/05/2013 12:00:00 AM,A7,04/05/2013 12:00:00 AM
3440687,CLOSED,04/05/2013 12:00:00 AM,2 MADOC AVENUE,3248822,315,,59,ELCTR,04/05/2013 12:00:00 AM,ND,03/24/2013 12:00:00 AM
3440688,CLOSED,04/05/2013 12:00:00 AM,2230 ROYCE STREET,3238010,318,,59,ELCTR,04/05/2013 12:00:00 AM,ND,03/16/2013 12:00:00 AM
3440689,CLOSED,04/05/2013 12:00:00 AM,66 BEACON COURT,3249490,315,,59,ELCTR,04/05/2013 12:00:00 AM,ND,03/17/2013 12:00:00 AM
3440690,CLOSED,04/05/2013 12:00:00 AM,1466 EAST 101 STREET,3234714,318,,59,ELCTR,04/05/2013 12:00:00 AM,ND,03/16/2013 12:00:00 AM
3440691,CLOSED,04/05/2013 12:00:00 AM,49 4 AVENUE,3018411,306,,73,BKLYN,04/05/2013 12:00:00 AM,Y3,04/05/2013 12:00:00 AM
3440692,CLOSED,04/05/2013 12:00:00 AM,1467 EAST 103 STREET,3234846,318,,59,ELCTR,04/05/2013 12:00:00 AM,ND,03/16/2013 12:00:00 AM
3440693,ACTIVE,04/05/2013 12:00:00 AM,1073 EAST 27 STREET,3207717,314,,31,BKLYN,,,
3440694,ACTIVE,04/05/2013 12:00:00 AM,1077 EAST 27 STREET,3207716,314,,31,BKLYN,,,
3440695,ACTIVE,04/05/2013 12:00:00 AM,49 4 AVENUE,3018411,306,,31,BKLYN,,,
3440696,CLOSED,04/05/2013 12:00:00 AM,22 MELBA COURT,3248961,315,,59,ELCTR,04/05/2013 12:00:00 AM,ND,03/17/2013 12:00:00 AM
3440697,CLOSED,04/05/2013 12:00:00 AM,8 LESTER COURT,3255098,315,,59,ELCTR,04/05/2013 12:00:00 AM,ND,03/24/2013 12:00:00 AM
3440698,ACTIVE,04/05/2013 12:00:00 AM,810 MEEKER AVENUE,3332328,301,IBZ,73,BKLYN,,,
3440699,ACTIVE,04/05/2013 12:00:00 AM,41 WHITE STREET,3071473,301,,45,BKLYN,,,
3440700,ACTIVE,04/05/2013 12:00:00 AM,585 PUTNAM AVENUE,3045117,303,,05,BKLYN,,,
3440701,ACTIVE,04/05/2013 12:00:00 AM,659 EAST 52 STREET,3105891,317,,1A,BKLYN,,,
3440702,ACTIVE,04/05/2013 12:00:00 AM,2630 OCEAN AVENUE,3199767,315,,63,ELEVR,,,
3440703,ACTIVE,04/05/2013 12:00:00 AM,2814 WEST 8 STREET,3320750,313,,63,ELEVR,,,
3440704,ACTIVE,04/05/2013 12:00:00 AM,748 LINDEN BOULEVARD,3102111,317,,49,SPOPS,,,
3440705,ACTIVE,04/05/2013 12:00:00 AM,317 CENTRAL AVENUE,3075639,304,,10,ERT,,,
3440706,ACTIVE,04/05/2013 12:00:00 AM,210 JORALEMON STREET,3002558,302,,23,SCFLD,,,
3440707,ACTIVE,04/05/2013 12:00:00 AM,201 BRIGHTON 1 ROAD,3245042,313,,30,ERT,,,
3440708,ACTIVE,04/05/2013 12:00:00 AM,49 FLATBUSH AVENUE EXTENSION,3000216,302,,04,ERT,,,
3440709,ACTIVE,04/05/2013 12:00:00 AM,383 LINCOLN AVENUE,3093666,305,,35,BKLYN,,,
4340137,CLOSED,02/13/2008 12:00:00 AM,13-75 209 STREET,4130903,407,,30,QNS.,04/05/2013 12:00:00 AM,L2,04/05/2013 12:00:00 AM
4389890,CLOSED,02/12/2009 12:00:00 AM,1375 209 STREET,4130903,407,,15,QNS.,04/05/2013 12:00:00 AM,L2,04/05/2013 12:00:00 AM
4390983,CLOSED,02/24/2009 12:00:00 AM,1375 209 STREET,4130903,407,,29,QNS.,04/05/2013 12:00:00 AM,L2,04/05/2013 12:00:00 AM
4435802,CLOSED,03/02/2010 12:00:00 AM,69-54 DECOSTA AVENUE,4302929,414,,37,QNS.,04/05/2013 12:00:00 AM,Y3,03/29/2013 12:00:00 AM
4487222,CLOSED,07/07/2011 12:00:00 AM,111-47 125 STREET,4250725,410,,83,QNS.,04/05/2013 12:00:00 AM,A8,04/05/2013 12:00:00 AM
4496551,CLOSED,10/11/2011 12:00:00 AM,111-25 126 STREET,4250782,410,,15,QNS.,04/05/2013 12:00:00 AM,A8,04/05/2013 12:00:00 AM
4512120,CLOSED,04/09/2012 12:00:00 AM,141-60 84 ROAD,4207809,408,,05,QNS.,04/05/2013 12:00:00 AM,I2,04/04/2013 12:00:00 AM
4521177,CLOSED,07/11/2012 12:00:00 AM,85-03 150 STREET,4208315,408,,45,QNS.,04/05/2013 12:00:00 AM,C4,04/04/2013 12:00:00 AM
4522775,CLOSED,07/27/2012 12:00:00 AM,47-27 195 STREET,4126952,411,,74,QNS.,04/05/2013 12:00:00 AM,H1,04/04/2013 12:00:00 AM
4523493,CLOSED,08/03/2012 12:00:00 AM,1565 CLINTONVILLE STREET,4107227,407,,45,QNS.,04/05/2013 12:00:00 AM,C2,04/05/2013 12:00:00 AM
4525630,CLOSED,08/25/2012 12:00:00 AM,95-35 40 ROAD,4437161,404,,05,QNS.,04/05/2013 12:00:00 AM,A3,04/05/2013 12:00:00 AM
4531020,CLOSED,10/22/2012 12:00:00 AM,108-47 164 STREET,4216575,412,,45,QNS.,04/05/2013 12:00:00 AM,Y3,04/04/2013 12:00:00 AM
4535167,CLOSED,12/03/2012 12:00:00 AM,85-03 56 AVENUE,4065437,404,,55,QNS.,04/05/2013 12:00:00 AM,A8,03/30/2013 12:00:00 AM
4538138,ACTIVE,01/11/2013 12:00:00 AM,115-02 OCEAN PROMENADE,4444819,414,,1Z,QNS.,04/05/2013 12:00:00 AM,WD,03/30/2013 12:00:00 AM
4538142,CLOSED,01/11/2013 12:00:00 AM,8-16 MEEHAN AVENUE,4298899,414,,1Z,QNS.,04/05/2013 12:00:00 AM,H1,03/30/2013 12:00:00 AM
4538646,ACTIVE,01/18/2013 12:00:00 AM,129 BEACH 137 STREET,4306359,414,,1Z,QNS.,04/05/2013 12:00:00 AM,WC,03/30/2013 12:00:00 AM
4539038,ACTIVE,01/23/2013 12:00:00 AM,239 BEACH 86 STREET,4303415,414,,1Z,QNS.,04/05/2013 12:00:00 AM,WC,03/30/2013 12:00:00 AM
4539802,ACTIVE,02/01/2013 12:00:00 AM,526 BEACH 64 STREET,4302545,414,,1Z,QNS.,04/05/2013 12:00:00 AM,WD,03/30/2013 12:00:00 AM
4539805,ACTIVE,02/01/2013 12:00:00 AM,121 BEACH 129 STREET,4305251,414,,1Z,QNS.,04/05/2013 12:00:00 AM,WD,03/30/2013 12:00:00 AM
4539968,ACTIVE,02/03/2013 12:00:00 AM,350 BEACH 142 STREET,4306662,414,,1Z,QNS.,04/05/2013 12:00:00 AM,WH,03/30/2013 12:00:00 AM
4540677,ACTIVE,02/08/2013 12:00:00 AM,516 JARVIS AVENUE,4298771,414,,1Z,QNS.,04/05/2013 12:00:00 AM,WD,03/30/2013 12:00:00 AM
4540833,CLOSED,02/11/2013 12:00:00 AM,102-15 NICOLLS AVENUE,4048695,404,,4B,SEP,04/05/2013 12:00:00 AM,I2,03/28/2013 12:00:00 AM
4540988,CLOSED,02/13/2013 12:00:00 AM,39-55 64 STREET,4030089,402,,4B,SEP,04/05/2013 12:00:00 AM,I2,03/29/2013 12:00:00 AM
4541338,ACTIVE,02/19/2013 12:00:00 AM,506 BEACH 138 STREET,4305469,414,,1Z,QNS.,04/05/2013 12:00:00 AM,WD,03/30/2013 12:00:00 AM
4541848,ACTIVE,02/25/2013 12:00:00 AM,319 BEACH 40 STREET,4301787,414,,1Z,QNS.,04/05/2013 12:00:00 AM,WD,03/30/2013 12:00:00 AM
4541893,CLOSED,02/26/2013 12:00:00 AM,91-10 218 PLACE,4229433,413,,4B,SEP,04/05/2013 12:00:00 AM,H1,04/05/2013 12:00:00 AM
4541899,CLOSED,02/26/2013 12:00:00 AM,91-41 116 STREET,4196593,409,,4B,SEP,04/05/2013 12:00:00 AM,A9,03/26/2013 12:00:00 AM
4541912,CLOSED,02/26/2013 12:00:00 AM,39-55 GREENPOINT AVENUE,4002924,402,,4B,SEP,04/05/2013 12:00:00 AM,I2,03/29/2013 12:00:00 AM
4542027,CLOSED,02/27/2013 12:00:00 AM,160-10 CROSS BAY BOULEVARD,4293775,410,,4B,SEP,04/05/2013 12:00:00 AM,I2,03/26/2013 12:00:00 AM
4542168,CLOSED,03/01/2013 12:00:00 AM,35-19 36 AVENUE,4009596,401,IBZ,4B,SEP,04/05/2013 12:00:00 AM,A1,03/28/2013 12:00:00 AM
4542183,CLOSED,03/01/2013 12:00:00 AM,78-07 161 AVENUE,4439987,410,,4B,SEP,04/05/2013 12:00:00 AM,A9,03/26/2013 12:00:00 AM
4542254,ACTIVE,03/01/2013 12:00:00 AM,126 BEACH 136 STREET,4306303,414,,1Z,QNS.,04/05/2013 12:00:00 AM,WD,03/30/2013 12:00:00 AM
4542256,ACTIVE,03/01/2013 12:00:00 AM,69-26 BAYFIELD AVENUE,4435972,414,,1Z,QNS.,04/05/2013 12:00:00 AM,WC,03/30/2013 12:00:00 AM
4542532,CLOSED,03/05/2013 12:00:00 AM,85-48 118 STREET,4193428,409,,4B,SEP,04/05/2013 12:00:00 AM,I2,03/26/2013 12:00:00 AM
4542533,CLOSED,03/05/2013 12:00:00 AM,32-16 36 STREET,4009697,401,,4B,SEP,04/05/2013 12:00:00 AM,I2,03/28/2013 12:00:00 AM
4542737,ACTIVE,03/07/2013 12:00:00 AM,138-11 BEACH CHANNEL DRIVE,4305475,414,,1Z,QNS.,04/05/2013 12:00:00 AM,WD,03/30/2013 12:00:00 AM
4542995,CLOSED,03/12/2013 12:00:00 AM,72-19 AUSTIN STREET,4078032,406,,4B,SEP,04/05/2013 12:00:00 AM,I2,03/28/2013 12:00:00 AM
4543185,ACTIVE,03/14/2013 12:00:00 AM,44-14 NORTON AVENUE,4302182,414,,1Z,QNS.,04/05/2013 12:00:00 AM,WH,03/30/2013 12:00:00 AM
4543225,CLOSED,03/15/2013 12:00:00 AM,124-06 14 AVENUE,4098406,407,,1E,SCFLD,04/05/2013 12:00:00 AM,L2,04/05/2013 12:00:00 AM
4543281,CLOSED,03/16/2013 12:00:00 AM,7702 95 AVENUE,4186994,409,,37,ERT,04/05/2013 12:00:00 AM,C4,03/16/2013 12:00:00 AM
4543331,CLOSED,03/18/2013 12:00:00 AM,28-56 46 STREET,4012919,401,,4B,SEP,04/05/2013 12:00:00 AM,I2,03/29/2013 12:00:00 AM
4543619,CLOSED,03/21/2013 12:00:00 AM,48-18 NORTHERN BOULEVARD,4000822,401,,4B,SEP,04/05/2013 12:00:00 AM,H1,04/05/2013 12:00:00 AM
4543708,CLOSED,03/22/2013 12:00:00 AM,81-33 LIBERTY AVENUE,4188921,409,,4B,SEP,04/05/2013 12:00:00 AM,A9,03/26/2013 12:00:00 AM
4543709,ACTIVE,03/22/2013 12:00:00 AM,130-11 ATLANTIC AVENUE,4196970,409,IBZ,4B,SEP,04/05/2013 12:00:00 AM,C1,04/03/2013 12:00:00 AM
4543711,CLOSED,03/22/2013 12:00:00 AM,104-50 113 STREET,4202550,410,,4B,SEP,04/05/2013 12:00:00 AM,A9,03/25/2013 12:00:00 AM
4543741,CLOSED,03/22/2013 12:00:00 AM,108-17 38 AVENUE,4044738,403,,4B,SEP,04/05/2013 12:00:00 AM,I2,04/05/2013 12:00:00 AM
4543956,CLOSED,03/26/2013 12:00:00 AM,45-36A SMART STREET,4866446,407,,05,QNS.,04/05/2013 12:00:00 AM,A8,03/27/2013 12:00:00 AM
4543996,CLOSED,03/26/2013 12:00:00 AM,27-01 BRIDGE PLAZA NORTH,4005016,401,,4B,SEP,04/05/2013 12:00:00 AM,I2,03/27/2013 12:00:00 AM
4543998,CLOSED,03/26/2013 12:00:00 AM,22-42 29 STREET,4017669,401,,4B,SEP,04/05/2013 12:00:00 AM,I2,03/27/2013 12:00:00 AM
4544015,CLOSED,03/26/2013 12:00:00 AM,95-08 PITKIN AVENUE,4248669,410,,4B,SEP,04/05/2013 12:00:00 AM,I2,04/05/2013 12:00:00 AM
4544018,CLOSED,03/26/2013 12:00:00 AM,95-08 PITKIN AVENUE,4248669,410,,4B,SEP,04/05/2013 12:00:00 AM,I2,04/05/2013 12:00:00 AM
4544022,ACTIVE,03/26/2013 12:00:00 AM,42-33 KISSENA BOULEVARD,4443482,407,,4B,SEP,04/05/2013 12:00:00 AM,C1,04/03/2013 12:00:00 AM
4544026,ACTIVE,03/26/2013 12:00:00 AM,210-35 26 AVENUE,4861592,407,,4B,SEP,04/05/2013 12:00:00 AM,C1,04/03/2013 12:00:00 AM
4544036,ACTIVE,03/26/2013 12:00:00 AM,88-36 ELMHURST AVENUE,4038854,404,,4B,SEP,04/05/2013 12:00:00 AM,C1,04/03/2013 12:00:00 AM
4544044,CLOSED,03/26/2013 12:00:00 AM,41-28 QUEENS BOULEVARD,4002538,402,,4B,SEP,04/05/2013 12:00:00 AM,A1,03/28/2013 12:00:00 AM
4544165,CLOSED,03/27/2013 12:00:00 AM,142-26 58 AVENUE,4140217,407,,4C,EXCAV,04/05/2013 12:00:00 AM,L3,04/05/2013 12:00:00 AM
4544227,CLOSED,03/28/2013 12:00:00 AM,36-11 30 AVENUE,4009269,401,,4B,SEP,04/05/2013 12:00:00 AM,A9,03/29/2013 12:00:00 AM
4544280,CLOSED,03/29/2013 12:00:00 AM,22-42 29 STREET,4017669,401,,4B,SEP,04/05/2013 12:00:00 AM,A9,03/29/2013 12:00:00 AM
4544300,CLOSED,03/29/2013 12:00:00 AM,23-88 31 STREET,4017487,401,,83,ERT,04/05/2013 12:00:00 AM,L2,04/04/2013 12:00:00 AM
4544305,CLOSED,03/29/2013 12:00:00 AM,517 BEACH 129 STREET,4304069,414,,35,QNS.,04/05/2013 12:00:00 AM,I2,04/04/2013 12:00:00 AM
4544398,CLOSED,04/01/2013 12:00:00 AM,47-33 162 STREET,4124146,407,,30,ERT,04/05/2013 12:00:00 AM,ND,04/04/2013 12:00:00 AM
4544532,ACTIVE,04/02/2013 12:00:00 AM,1-10 82 ROAD,4080077,409,,4B,SEP,04/05/2013 12:00:00 AM,C1,04/03/2013 12:00:00 AM
4544545,ACTIVE,04/02/2013 12:00:00 AM,130-34 HAWTREE CREEK ROAD,4463480,410,,4B,SEP,04/05/2013 12:00:00 AM,C1,04/03/2013 12:00:00 AM
4544547,ACTIVE,04/02/2013 12:00:00 AM,15-19 145 PLACE,4104612,407,,4B,SEP,04/05/2013 12:00:00 AM,C1,04/03/2013 12:00:00 AM
4544574,CLOSED,04/02/2013 12:00:00 AM,479 FAIRVIEW AVENUE,4080523,405,,37,ERT,04/05/2013 12:00:00 AM,I2,04/05/2013 12:00:00 AM
4544595,ACTIVE,04/03/2013 12:00:00 AM,41-36 COLLEGE POINT BOULEVARD,4114996,407,,50,SPOPS,04/05/2013 12:00:00 AM,J1,04/04/2013 12:00:00 AM
4544610,CLOSED,04/03/2013 12:00:00 AM,5-28 47 AVENUE,4000078,402,,10,ERT,04/05/2013 12:00:00 AM,C2,04/05/2013 12:00:00 AM
4544611,CLOSED,04/03/2013 12:00:00 AM,59-40 MADISON STREET,4083891,405,,03,ERT,04/05/2013 12:00:00 AM,C2,04/05/2013 12:00:00 AM
4544638,ACTIVE,04/03/2013 12:00:00 AM,29-06 21 AVENUE,4017705,401,,4B,SEP,04/05/2013 12:00:00 AM,C1,04/04/2013 12:00:00 AM
4544639,ACTIVE,04/03/2013 12:00:00 AM,30-19 31 AVENUE,4007606,401,,4B,SEP,04/05/2013 12:00:00 AM,C1,04/04/2013 12:00:00 AM
4544675,ACTIVE,04/03/2013 12:00:00 AM,194-01 NORTHERN BOULEVARD,4121139,411,,4B,SEP,04/05/2013 12:00:00 AM,C1,04/04/2013 12:00:00 AM
4544744,CLOSED,04/04/2013 12:00:00 AM,196-81 45 DRIVE,4536374,411,,45,QNS.,04/05/2013 12:00:00 AM,W1,03/26/2013 12:00:00 AM
4544745,CLOSED,04/04/2013 12:00:00 AM,245-12 134 AVENUE,4284180,413,,29,QNS.,04/05/2013 12:00:00 AM,A6,04/05/2013 12:00:00 AM
4544746,CLOSED,04/04/2013 12:00:00 AM,95-32 113 STREET,4198072,409,,29,QNS.,04/05/2013 12:00:00 AM,A6,04/05/2013 12:00:00 AM
4544747,ACTIVE,04/04/2013 12:00:00 AM,3179 41 STREET,4011163,401,,03,ERT,04/05/2013 12:00:00 AM,C1,04/05/2013 12:00:00 AM
4544752,CLOSED,04/04/2013 12:00:00 AM,30-25 NORTHERN BOULEVARD,4543224,401,,30,ERT,04/05/2013 12:00:00 AM,I2,04/05/2013 12:00:00 AM
4544757,CLOSED,04/04/2013 12:00:00 AM,112-02 101 AVENUE,4198843,409,,10,ERT,04/05/2013 12:00:00 AM,A8,04/04/2013 12:00:00 AM
4544767,CLOSED,04/04/2013 12:00:00 AM,247-05 JERICHO TURNPIKE,4176937,413,,2G,SPOPS,04/05/2013 12:00:00 AM,F6,04/05/2013 12:00:00 AM
4544792,CLOSED,04/04/2013 12:00:00 AM,168-31 118 ROAD,4268028,412,,29,QNS.,04/05/2013 12:00:00 AM,A6,04/05/2013 12:00:00 AM
4544801,CLOSED,04/04/2013 12:00:00 AM,91-31 QUEENS BOULEVARD,4046000,404,,30,ERT,04/05/2013 12:00:00 AM,Y3,04/04/2013 12:00:00 AM
4544809,CLOSED,04/04/2013 12:00:00 AM,213-14 UNION TURNPIKE,4164703,411,,10,ERT,04/05/2013 12:00:00 AM,I2,04/05/2013 12:00:00 AM
4544821,CLOSED,04/04/2013 12:00:00 AM,118-38 191 STREET,4271511,412,,29,QNS.,04/05/2013 12:00:00 AM,A6,04/05/2013 12:00:00 AM
4544836,CLOSED,04/04/2013 12:00:00 AM,439 BEACH 22 STREET,4301173,414,,65,PLUMB,04/05/2013 12:00:00 AM,A8,04/05/2013 12:00:00 AM
4544852,CLOSED,04/04/2013 12:00:00 AM,91-31 QUEENS BOULEVARD,4046000,404,,30,ERT,04/05/2013 12:00:00 AM,H1,04/05/2013 12:00:00 AM
4544854,ACTIVE,04/05/2013 12:00:00 AM,132-40 SANFORD AVENUE,4115055,407,,04,ERT,,,
4544855,ACTIVE,04/05/2013 12:00:00 AM,97-37 105 STREET,4197817,409,,55,QNS.,,,
4544856,ACTIVE,04/05/2013 12:00:00 AM,92-48 77 STREET,4184741,409,,35,QNS.,,,
4544857,CLOSED,04/05/2013 12:00:00 AM,121-07 SUTPHIN BOULEVARD,4265305,412,,05,QNS.,04/05/2013 12:00:00 AM,A8,03/28/2013 12:00:00 AM
4544858,CLOSED,04/05/2013 12:00:00 AM,703 SHAD CREEK ROAD,4457756,414,,59,ELCTR,04/05/2013 12:00:00 AM,ND,03/19/2013 12:00:00 AM
4544859,ACTIVE,04/05/2013 12:00:00 AM,98-56 HORACE HARDING EXPRESSWAY,4050487,406,,45,QNS.,,,
4544860,ACTIVE,04/05/2013 12:00:00 AM,42-40 149 PLACE,4121410,407,,05,QNS.,,,
4544861,ACTIVE,04/05/2013 12:00:00 AM,43-19 VAN DAM STREET,4461881,402,IBZ,15,QNS.,,,
4544862,ACTIVE,04/05/2013 12:00:00 AM,4240 149 PLACE,4121410,407,,45,QNS.,,,
4544863,ACTIVE,04/05/2013 12:00:00 AM,42-40 149 PLACE,4121410,407,,74,QNS.,,,
4544864,ACTIVE,04/05/2013 12:00:00 AM,24 BEACH 221 STREET,4467185,414,,59,ELCTR,,,
4544865,ACTIVE,04/05/2013 12:00:00 AM,107-27 105 STREET,4202969,410,,45,QNS.,,,
4544866,CLOSED,04/05/2013 12:00:00 AM,24 BEACH 221 STREET,4467185,414,,59,ELCTR,04/05/2013 12:00:00 AM,ND,03/09/2013 12:00:00 AM
4544867,CLOSED,04/05/2013 12:00:00 AM,26 BEACH 220 STREET,4465889,414,,59,ELCTR,04/05/2013 12:00:00 AM,ND,03/09/2013 12:00:00 AM
4544868,ACTIVE,04/05/2013 12:00:00 AM,22-67 46 STREET,4014514,401,,45,QNS.,,,
4544869,ACTIVE,04/05/2013 12:00:00 AM,254-11 84 ROAD,4179666,413,,45,QNS.,,,
4544870,CLOSED,04/05/2013 12:00:00 AM,158-31 84 STREET,4292883,410,,73,QNS.,04/05/2013 12:00:00 AM,ND,03/27/2013 12:00:00 AM
4544871,ACTIVE,04/05/2013 12:00:00 AM,78-13 ROOSEVELT AVENUE,4029942,403,,4B,SEP,,,
4544872,ACTIVE,04/05/2013 12:00:00 AM,111-26 CORONA AVENUE,4048527,404,,4B,SEP,,,
4544873,ACTIVE,04/05/2013 12:00:00 AM,46-34 69 STREET,4056319,402,,35,QNS.,,,
4544874,ACTIVE,04/05/2013 12:00:00 AM,63-32 108 STREET,4051424,406,,4B,SEP,,,
4544875,ACTIVE,04/05/2013 12:00:00 AM,46-34 69 STREET,4056319,402,,15,QNS.,,,
4544876,CLOSED,04/05/2013 12:00:00 AM,1434 GIPSON STREET,4299456,414,,73,QNS.,04/05/2013 12:00:00 AM,ND,03/30/2013 12:00:00 AM
4544877,CLOSED,04/05/2013 12:00:00 AM,223 B 96 STREET,4303681,414,,73,QNS.,04/05/2013 12:00:00 AM,ND,03/30/2013 12:00:00 AM
4544878,CLOSED,04/05/2013 12:00:00 AM,143 B 97 STREET,4462912,414,,73,QNS.,04/05/2013 12:00:00 AM,ND,03/30/2013 12:00:00 AM
4544879,CLOSED,04/05/2013 12:00:00 AM,409 B 68 STREET,4533110,414,,73,QNS.,04/05/2013 12:00:00 AM,ND,03/30/2013 12:00:00 AM
4544880,CLOSED,04/05/2013 12:00:00 AM,2278 MOTT AVENUE,4299580,414,,73,QNS.,04/05/2013 12:00:00 AM,ND,03/30/2013 12:00:00 AM
4544881,CLOSED,04/05/2013 12:00:00 AM,116 B 220 STREET,4466006,414,,73,QNS.,04/05/2013 12:00:00 AM,ND,03/30/2013 12:00:00 AM
4544882,CLOSED,04/05/2013 12:00:00 AM,111 B 221 STREET,4465949,414,,73,QNS.,04/05/2013 12:00:00 AM,ND,03/30/2013 12:00:00 AM
4544883,CLOSED,04/05/2013 12:00:00 AM,342 B 147 STREET,4306777,414,,73,QNS.,04/05/2013 12:00:00 AM,ND,03/30/2013 12:00:00 AM
4544884,CLOSED,04/05/2013 12:00:00 AM,440 B 137 STREET,4305682,414,,73,QNS.,04/05/2013 12:00:00 AM,ND,03/30/2013 12:00:00 AM
4544885,CLOSED,04/05/2013 12:00:00 AM,434 B 143 STREET,4306534,414,,73,QNS.,04/05/2013 12:00:00 AM,ND,03/30/2013 12:00:00 AM
4544886,CLOSED,04/05/2013 12:00:00 AM,10218 163 DRIVE,4296481,410,,73,QNS.,04/05/2013 12:00:00 AM,ND,03/30/2013 12:00:00 AM
4544887,CLOSED,04/05/2013 12:00:00 AM,511 B 137 STREET,4305465,414,,73,QNS.,04/05/2013 12:00:00 AM,ND,03/30/2013 12:00:00 AM
4544888,CLOSED,04/05/2013 12:00:00 AM,426 B 145 STREET,4306591,414,,73,QNS.,04/05/2013 12:00:00 AM,ND,03/30/2013 12:00:00 AM
4544889,CLOSED,04/05/2013 12:00:00 AM,137 B 129 STREET,4305245,414,,73,QNS.,04/05/2013 12:00:00 AM,ND,03/24/2013 12:00:00 AM
4544890,CLOSED,04/05/2013 12:00:00 AM,419 B 127 STREET,4304359,414,,73,QNS.,04/05/2013 12:00:00 AM,ND,03/24/2013 12:00:00 AM
4544891,ACTIVE,04/05/2013 12:00:00 AM,8003 GRAND CENTRAL PARKWAY,4022477,401,,35,QNS.,,,
4544892,CLOSED,04/05/2013 12:00:00 AM,230 B 124 STREET,4304639,414,,73,QNS.,04/05/2013 12:00:00 AM,ND,03/24/2013 12:00:00 AM
4544893,CLOSED,04/05/2013 12:00:00 AM,247 B 122 STREET,4304598,414,,73,QNS.,04/05/2013 12:00:00 AM,ND,03/24/2013 12:00:00 AM
4544894,ACTIVE,04/05/2013 12:00:00 AM,45-31 BELL BOULEVARD,4518253,411,,05,QNS.,,,
4544895,CLOSED,04/05/2013 12:00:00 AM,26 BEACH 220 STREET,4465889,414,,59,ELCTR,04/05/2013 12:00:00 AM,ND,03/09/2013 12:00:00 AM
4544896,ACTIVE,04/05/2013 12:00:00 AM,58-13 34 AVENUE,4027010,402,,55,QNS.,,,
4544897,CLOSED,04/05/2013 12:00:00 AM,5 BEACH 220 STREET,4467308,414,,59,ELCTR,04/05/2013 12:00:00 AM,ND,03/09/2013 12:00:00 AM
4544898,ACTIVE,04/05/2013 12:00:00 AM,1502 MOTT AVENUE,4298265,414,,58,BOILR,,,
4544899,ACTIVE,04/05/2013 12:00:00 AM,64-34 ALDERTON STREET,4073706,406,,83,QNS.,,,
4544900,CLOSED,04/05/2013 12:00:00 AM,303 B 66 STREET,4302010,414,,73,QNS.,04/05/2013 12:00:00 AM,ND,03/23/2013 12:00:00 AM
4544901,ACTIVE,04/05/2013 12:00:00 AM,135-27 125 STREET,4257288,410,,74,QNS.,,,
4544902,CLOSED,04/05/2013 12:00:00 AM,529 B 67 STREET,4535821,414,,73,QNS.,04/05/2013 12:00:00 AM,ND,03/23/2013 12:00:00 AM
4544903,ACTIVE,04/05/2013 12:00:00 AM,135-27 125 STREET,4257288,410,,45,QNS.,,,
4544904,CLOSED,04/05/2013 12:00:00 AM,114-02 INWOOD STREET,4259286,412,,05,QNS.,04/05/2013 12:00:00 AM,A8,04/05/2013 12:00:00 AM
4544905,CLOSED,04/05/2013 12:00:00 AM,536 B 66 STREET,4302613,414,,73,QNS.,04/05/2013 12:00:00 AM,ND,03/23/2013 12:00:00 AM
4544906,ACTIVE,04/05/2013 12:00:00 AM,32-46 85 STREET,4034611,403,,66,PLUMB,,,
4544907,CLOSED,04/05/2013 12:00:00 AM,321 B 67 STREET,4302027,414,,73,QNS.,04/05/2013 12:00:00 AM,ND,03/23/2013 12:00:00 AM
4544908,CLOSED,04/05/2013 12:00:00 AM,39 WEST 10 ROAD,4296881,414,,73,QNS.,04/05/2013 12:00:00 AM,ND,03/21/2013 12:00:00 AM
4544909,ACTIVE,04/05/2013 12:00:00 AM,32-46 85 STREET,4034611,403,,31,QNS.,,,
4544910,CLOSED,04/05/2013 12:00:00 AM,430 BEACH 47 STREET,4302332,414,,59,ELCTR,04/05/2013 12:00:00 AM,ND,03/02/2013 12:00:00 AM
4544911,CLOSED,04/05/2013 12:00:00 AM,362 B 45 STREET,4301829,414,,73,QNS.,04/05/2013 12:00:00 AM,ND,03/23/2013 12:00:00 AM
4544912,CLOSED,04/05/2013 12:00:00 AM,440 BEACH 47 STREET,4302336,414,,59,ELCTR,04/05/2013 12:00:00 AM,ND,03/02/2013 12:00:00 AM
4544913,CLOSED,04/05/2013 12:00:00 AM,464 B 46 STREET,4302287,414,,73,QNS.,04/05/2013 12:00:00 AM,ND,03/23/2013 12:00:00 AM
4544914,ACTIVE,04/05/2013 12:00:00 AM,122-06 155 STREET,4265416,412,,29,QNS.,,,
4544915,CLOSED,04/05/2013 12:00:00 AM,500 B 45 STREET,4302254,414,,73,QNS.,04/05/2013 12:00:00 AM,ND,03/23/2013 12:00:00 AM
4544916,ACTIVE,04/05/2013 12:00:00 AM,364 HOLLYWOOD AVENUE,4168353,411,,05,QNS.,,,
