DBN,Grade,Year,Demographic,Number Tested,Mean Scale Score,Num Level 1,Pct Level 1,Num Level 2,Pct Level 2,Num Level 3,Pct Level 3,Num Level 4,Pct Level 4,Num Level 3 and 4,Pct Level 3 and 4
84X255,3,2010,All Students,52,678,0,0,11,21.2,27,51.9,14,26.9,41,78.8
84X255,3,2011,All Students,56,675,0,0,8,14.3,45,80.4,3,5.4,48,85.7
84X255,3,2012,All Students,56,679,0,0,1,1.8,51,91.1,4,7.1,55,98.2
84X255,4,2008,All Students,46,683,0,0,4,8.7,37,80.4,5,10.9,42,91.3
84X255,4,2009,All Students,49,670,0,0,11,22.4,37,75.5,1,2,38,77.6
84X255,4,2010,All Students,52,676,0,0,17,32.7,34,65.4,1,1.9,35,67.3
84X255,4,2011,All Students,55,684,0,0,3,5.5,52,94.5,0,0,52,94.5
84X255,4,2012,All Students,56,692,0,0,6,10.7,46,82.1,4,7.1,50,89.3
84X255,5,2009,All Students,44,681,0,0,1,2.3,36,81.8,7,15.9,43,97.7
84X255,5,2010,All Students,51,686,0,0,6,11.8,36,70.6,9,17.6,45,88.2
84X255,5,2011,All Students,52,677,0,0,4,7.7,48,92.3,0,0,48,92.3
84X255,5,2012,All Students,55,676,0,0,10,18.2,44,80,1,1.8,45,81.8
84X255,6,2011,All Students,52,672,0,0,4,7.7,46,88.5,2,3.8,48,92.3
84X255,6,2012,All Students,50,671,0,0,7,14,43,86,0,0,43,86
84X255,7,2012,All Students,50,671,0,0,13,26,36,72,1,2,37,74
84X255,All Grades,2007,All Students,42,,1,2.4,21,50,19,45.2,1,2.4,20,47.6
84X255,All Grades,2008,All Students,97,,0,0,13,13.4,76,78.4,8,8.2,84,86.6
84X255,All Grades,2009,All Students,145,,0,0,13,9,121,83.4,11,7.6,132,91
84X255,All Grades,2010,All Students,155,,0,0,34,21.9,97,62.6,24,15.5,121,78.1
84X255,All Grades,2011,All Students,215,677,0,0,19,8.8,191,88.8,5,2.3,196,91.2
84X255,All Grades,2012,All Students,267,678,0,0,37,13.9,220,82.4,10,3.7,230,86.1
84X309,3,2008,All Students,38,663,0,0,14,36.8,22,57.9,2,5.3,24,63.2
84X309,3,2009,All Students,65,662,0,0,18,27.7,47,72.3,0,0,47,72.3
84X309,3,2010,All Students,60,664,3,5,33,55,19,31.7,5,8.3,24,40
84X309,3,2011,All Students,53,665,2,3.8,21,39.6,29,54.7,1,1.9,30,56.6
84X309,3,2012,All Students,46,664,1,2.2,23,50,21,45.7,1,2.2,22,47.8
84X309,4,2009,All Students,38,660,0,0,8,21.1,30,78.9,0,0,30,78.9
84X309,4,2010,All Students,50,666,2,4,27,54,20,40,1,2,21,42
84X309,4,2011,All Students,56,673,0,0,21,37.5,35,62.5,0,0,35,62.5
84X309,4,2012,All Students,56,678,0,0,20,35.7,35,62.5,1,1.8,36,64.3
84X309,5,2010,All Students,31,676,2,6.5,10,32.3,15,48.4,4,12.9,19,61.3
84X309,5,2011,All Students,43,668,2,4.7,19,44.2,21,48.8,1,2.3,22,51.2
84X309,5,2012,All Students,52,675,2,3.8,12,23.1,36,69.2,2,3.8,38,73.1
84X309,All Grades,2008,All Students,38,,0,0,14,36.8,22,57.9,2,5.3,24,63.2
84X309,All Grades,2009,All Students,103,,0,0,26,25.2,77,74.8,0,0,77,74.8
84X309,All Grades,2010,All Students,141,,7,5,70,49.6,54,38.3,10,7.1,64,45.4
84X309,All Grades,2011,All Students,152,669,4,2.6,61,40.1,85,55.9,2,1.3,87,57.2
84X309,All Grades,2012,All Students,154,673,3,1.9,55,35.7,92,59.7,4,2.6,96,62.3
84X345,3,2010,All Students,68,658,7,10.3,39,57.4,20,29.4,2,2.9,22,32.4
84X345,3,2011,All Students,74,655,10,13.5,44,59.5,20,27,0,0,20,27
84X345,3,2012,All Students,74,656,12,16.2,41,55.4,21,28.4,0,0,21,28.4
84X345,4,2011,All Students,75,668,1,1.3,44,58.7,30,40,0,0,30,40
84X345,4,2012,All Students,75,661,10,13.3,38,50.7,27,36,0,0,27,36
